,Date,RTY.Index_x,RTY.Index_y,MXEA.Index
0,1990-01-02,169.94,169.94,1043.26
1,1990-01-03,170.78,170.78,1044.8
2,1990-01-04,170.17,170.17,1054.33
3,1990-01-05,169.71,169.71,1046.18
4,1990-01-08,169.67,169.67,1047.86
5,1990-01-09,169.46,169.46,1040.82
6,1990-01-10,168.14,168.14,1035.08
7,1990-01-11,168.2,168.2,1037.13
8,1990-01-12,164.51,164.51,1028.91
9,1990-01-15,163.07,163.07,1023.8
10,1990-01-16,163.47,163.47,1001.73
11,1990-01-17,163.58,163.58,1003.17
12,1990-01-18,162.83,162.83,991.37
13,1990-01-19,163.65,163.65,990.08
14,1990-01-22,161.19,161.19,993.39
15,1990-01-23,160.49,160.49,993.14
16,1990-01-24,158.25,158.25,988.43
17,1990-01-25,157.98,157.98,994.56
18,1990-01-26,156.65,156.65,999.61
19,1990-01-29,154.96,154.96,1014.05
20,1990-01-30,152.65,152.65,1012.77
21,1990-01-31,153.33,153.33,1007.8
22,1990-02-01,154.39,154.39,1012.8
23,1990-02-02,156.01,156.01,1015.48
24,1990-02-05,156.87,156.87,1018.04
25,1990-02-06,156.92,156.92,1022.39
26,1990-02-07,158.25,158.25,1011.66
27,1990-02-08,158.63,158.63,1011.7
28,1990-02-09,159.09,159.09,1003.93
29,1990-02-12,158.46,158.46,1003.14
30,1990-02-13,158.16,158.16,997.51
31,1990-02-14,158.27,158.27,1000.33
32,1990-02-15,159.24,159.24,1005.41
33,1990-02-16,159.3,159.3,1009.08
34,1990-02-19,159.3,159.3,1002.54
35,1990-02-20,157.9,157.9,988.83
36,1990-02-21,157.07,157.07,967.91
37,1990-02-22,157.81,157.81,966.55
38,1990-02-23,156.59,156.59,943.3
39,1990-02-26,156.33,156.33,911.56
40,1990-02-27,156.81,156.81,924.21
41,1990-02-28,157.8,157.8,936.39
42,1990-03-01,158.09,158.09,920.62
43,1990-03-02,159.22,159.22,922.93
44,1990-03-05,159.24,159.24,922.81
45,1990-03-06,160.37,160.37,919.02
46,1990-03-07,160.85,160.85,912.96
47,1990-03-08,162.0,162.0,918.79
48,1990-03-09,162.03,162.03,915.47
49,1990-03-12,162.12,162.12,902.24
50,1990-03-13,162.01,162.01,887.46
51,1990-03-14,162.73,162.73,882.0
52,1990-03-15,163.21,163.21,882.91
53,1990-03-16,164.15,164.15,888.22
54,1990-03-19,164.37,164.37,866.65
55,1990-03-20,164.12,164.12,854.71
56,1990-03-21,164.04,164.04,849.73
57,1990-03-22,162.57,162.57,827.92
58,1990-03-23,163.51,163.51,843.57
59,1990-03-26,163.69,163.69,863.07
60,1990-03-27,163.96,163.96,861.5
61,1990-03-28,163.69,163.69,848.69
62,1990-03-29,163.38,163.38,851.98
63,1990-03-30,163.69,163.69,837.74
64,1990-04-02,162.33,162.33,796.54
65,1990-04-03,163.4,163.4,817.63
66,1990-04-04,162.89,162.89,816.81
67,1990-04-05,162.84,162.84,821.58
68,1990-04-06,162.41,162.41,839.28
69,1990-04-09,161.53,161.53,855.65
70,1990-04-10,162.02,162.02,839.28
71,1990-04-11,162.22,162.22,840.86
72,1990-04-12,162.64,162.64,842.64
73,1990-04-13,162.58,162.58,838.12
74,1990-04-16,162.57,162.57,828.03
75,1990-04-17,162.24,162.24,827.76
76,1990-04-18,161.39,161.39,838.43
77,1990-04-19,160.83,160.83,851.81
78,1990-04-20,160.11,160.11,850.85
79,1990-04-23,158.58,158.58,841.18
80,1990-04-24,158.44,158.44,833.27
81,1990-04-25,158.68,158.68,834.56
82,1990-04-26,158.81,158.81,834.4
83,1990-04-27,157.86,157.86,830.91
84,1990-04-30,158.16,158.16,830.0
85,1990-05-01,158.49,158.49,833.57
86,1990-05-02,159.13,159.13,845.35
87,1990-05-03,159.81,159.81,849.12
88,1990-05-04,160.48,160.48,852.78
89,1990-05-07,160.86,160.86,870.67
90,1990-05-08,160.96,160.96,871.61
91,1990-05-09,161.08,161.08,876.26
92,1990-05-10,161.67,161.67,874.75
93,1990-05-11,163.19,163.19,896.54
94,1990-05-14,163.85,163.85,907.84
95,1990-05-15,163.69,163.69,913.94
96,1990-05-16,163.86,163.86,909.22
97,1990-05-17,164.92,164.92,911.96
98,1990-05-18,165.44,165.44,907.16
99,1990-05-21,166.77,166.77,899.74
100,1990-05-22,167.35,167.35,911.6
101,1990-05-23,167.9,167.9,916.37
102,1990-05-24,168.17,168.17,913.0
103,1990-05-25,167.37,167.37,922.57
104,1990-05-28,167.3,167.3,927.88
105,1990-05-29,168.29,168.29,923.07
106,1990-05-30,168.73,168.73,927.79
107,1990-05-31,169.06,169.06,923.6
108,1990-06-01,169.94,169.94,928.77
109,1990-06-04,170.86,170.86,919.15
110,1990-06-05,170.4,170.4,921.61
111,1990-06-06,170.18,170.18,919.99
112,1990-06-07,170.04,170.04,921.47
113,1990-06-08,169.16,169.16,911.76
114,1990-06-11,169.3,169.3,901.35
115,1990-06-12,170.27,170.27,902.4
116,1990-06-13,171.13,171.13,903.92
117,1990-06-14,170.82,170.82,910.23
118,1990-06-15,171.09,171.09,903.92
119,1990-06-18,168.91,168.91,902.92
120,1990-06-19,168.6,168.6,899.37
121,1990-06-20,168.4,168.4,902.92
122,1990-06-21,168.56,168.56,900.89
123,1990-06-22,168.14,168.14,899.53
124,1990-06-25,167.16,167.16,891.48
125,1990-06-26,166.99,166.99,897.28
126,1990-06-27,167.31,167.31,910.82
127,1990-06-28,168.46,168.46,909.5
128,1990-06-29,169.17,169.17,914.3
129,1990-07-02,169.03,169.03,919.06
130,1990-07-03,168.95,168.95,921.04
131,1990-07-04,168.95,168.95,930.69
132,1990-07-05,167.94,167.94,924.56
133,1990-07-06,168.15,168.15,924.21
134,1990-07-09,168.07,168.07,927.04
135,1990-07-10,167.67,167.67,926.68
136,1990-07-11,168.59,168.59,930.7
137,1990-07-12,169.4,169.4,930.38
138,1990-07-13,169.98,169.98,943.58
139,1990-07-16,169.93,169.93,951.12
140,1990-07-17,168.75,168.75,951.46
141,1990-07-18,167.71,167.71,954.34
142,1990-07-19,166.88,166.88,950.96
143,1990-07-20,166.6,166.6,941.39
144,1990-07-23,162.83,162.83,931.66
145,1990-07-24,163.12,163.12,926.21
146,1990-07-25,163.57,163.57,924.46
147,1990-07-26,163.99,163.99,913.73
148,1990-07-27,163.08,163.08,907.26
149,1990-07-30,161.88,161.88,908.0
150,1990-07-31,161.51,161.51,925.96
151,1990-08-01,160.79,160.79,922.92
152,1990-08-02,158.66,158.66,896.76
153,1990-08-03,154.42,154.42,883.04
154,1990-08-06,149.2,149.2,857.88
155,1990-08-07,149.35,149.35,852.43
156,1990-08-08,151.22,151.22,852.1
157,1990-08-09,152.61,152.61,849.51
158,1990-08-10,150.95,150.95,844.0
159,1990-08-13,150.49,150.49,830.46
160,1990-08-14,151.22,151.22,838.52
161,1990-08-15,151.3,151.3,869.88
162,1990-08-16,148.46,148.46,858.6
163,1990-08-17,145.68,145.68,843.0
164,1990-08-20,144.18,144.18,836.52
165,1990-08-21,140.9,140.9,822.81
166,1990-08-22,139.09,139.09,811.93
167,1990-08-23,133.09,133.09,783.61
168,1990-08-24,134.36,134.36,793.83
169,1990-08-27,138.84,138.84,821.43
170,1990-08-28,139.62,139.62,837.34
171,1990-08-29,140.07,140.07,825.02
172,1990-08-30,139.3,139.3,835.32
173,1990-08-31,139.6,139.6,834.82
174,1990-09-03,139.51,139.51,823.05
175,1990-09-04,139.18,139.18,812.38
176,1990-09-05,140.09,140.09,809.4
177,1990-09-06,139.48,139.48,806.21
178,1990-09-07,140.19,140.19,806.99
179,1990-09-10,140.34,140.34,825.29
180,1990-09-11,139.9,139.9,810.61
181,1990-09-12,139.94,139.94,831.43
182,1990-09-13,138.81,138.81,824.61
183,1990-09-14,138.03,138.03,824.89
184,1990-09-17,137.52,137.52,814.36
185,1990-09-18,136.95,136.95,802.66
186,1990-09-19,136.82,136.82,788.9
187,1990-09-20,134.78,134.78,774.91
188,1990-09-21,133.88,133.88,772.22
189,1990-09-24,130.48,130.48,772.14
190,1990-09-25,130.6,130.6,753.74
191,1990-09-26,128.77,128.77,735.55
192,1990-09-27,126.4,126.4,730.28
193,1990-09-28,126.99,126.99,717.24
194,1990-10-01,128.67,128.67,723.37
195,1990-10-02,129.26,129.26,769.88
196,1990-10-03,128.2,128.2,771.43
197,1990-10-04,127.77,127.77,769.66
198,1990-10-05,126.93,126.93,784.77
199,1990-10-08,126.98,126.98,815.18
200,1990-10-09,124.49,124.49,808.95
201,1990-10-10,122.89,122.89,804.39
202,1990-10-11,120.19,120.19,786.83
203,1990-10-12,120.53,120.53,795.88
204,1990-10-15,120.63,120.63,808.4
205,1990-10-16,119.55,119.55,814.45
206,1990-10-17,119.61,119.61,827.84
207,1990-10-18,121.23,121.23,838.63
208,1990-10-19,122.35,122.35,848.24
209,1990-10-22,121.99,121.99,857.77
210,1990-10-23,122.57,122.57,857.72
211,1990-10-24,122.49,122.49,849.99
212,1990-10-25,122.6,122.6,859.68
213,1990-10-26,121.12,121.12,842.95
214,1990-10-29,119.96,119.96,842.86
215,1990-10-30,119.1,119.1,827.4
216,1990-10-31,119.05,119.05,827.71
217,1990-11-01,119.24,119.24,808.81
218,1990-11-02,120.58,120.58,812.06
219,1990-11-05,121.56,121.56,824.98
220,1990-11-06,121.68,121.68,820.93
221,1990-11-07,120.7,120.7,812.32
222,1990-11-08,120.5,120.5,791.84
223,1990-11-09,121.65,121.65,792.36
224,1990-11-12,123.49,123.49,797.28
225,1990-11-13,124.0,124.0,815.34
226,1990-11-14,125.04,125.04,808.55
227,1990-11-15,124.66,124.66,804.92
228,1990-11-16,124.5,124.5,800.87
229,1990-11-19,124.99,124.99,814.9
230,1990-11-20,124.43,124.43,809.28
231,1990-11-21,124.33,124.33,806.28
232,1990-11-22,124.03,124.03,818.05
233,1990-11-23,124.4,124.4,818.78
234,1990-11-26,124.24,124.24,813.75
235,1990-11-27,125.57,125.57,810.59
236,1990-11-28,126.27,126.27,799.71
237,1990-11-29,126.39,126.39,789.19
238,1990-11-30,127.81,127.81,777.6
239,1990-12-03,128.24,128.24,782.32
240,1990-12-04,128.86,128.86,772.4
241,1990-12-05,130.92,130.92,778.91
242,1990-12-06,131.33,131.33,801.63
243,1990-12-07,131.14,131.14,823.8
244,1990-12-10,130.81,130.81,825.85
245,1990-12-11,130.05,130.05,825.46
246,1990-12-12,130.75,130.75,825.26
247,1990-12-13,131.17,131.17,835.86
248,1990-12-14,130.41,130.41,825.87
249,1990-12-17,129.37,129.37,813.55
250,1990-12-18,130.19,130.19,819.04
251,1990-12-19,130.82,130.82,821.84
252,1990-12-20,130.95,130.95,807.08
253,1990-12-21,131.06,131.06,789.01
254,1990-12-24,130.54,130.54,784.6
255,1990-12-25,130.85,130.85,784.6
256,1990-12-26,130.99,130.99,781.24
257,1990-12-27,130.88,130.88,782.59
258,1990-12-28,130.7,130.7,791.74
259,1990-12-31,132.4,132.4,788.98
260,1991-01-01,132.2,132.2,788.98
261,1991-01-02,131.88,131.88,793.93
262,1991-01-03,130.62,130.62,796.59
263,1991-01-04,130.39,130.39,793.15
264,1991-01-07,128.5,128.5,773.16
265,1991-01-08,127.81,127.81,760.88
266,1991-01-09,127.03,127.03,774.73
267,1991-01-10,127.77,127.77,769.95
268,1991-01-11,127.83,127.83,772.6
269,1991-01-14,125.59,125.59,762.12
270,1991-01-15,125.47,125.47,759.25
271,1991-01-16,126.95,126.95,745.37
272,1991-01-17,130.43,130.43,788.52
273,1991-01-18,130.03,130.03,797.02
274,1991-01-21,130.51,130.51,793.54
275,1991-01-22,131.2,131.2,796.68
276,1991-01-23,132.76,132.76,787.27
277,1991-01-24,135.17,135.17,799.67
278,1991-01-25,136.69,136.69,804.56
279,1991-01-28,137.9,137.9,807.95
280,1991-01-29,139.32,139.32,808.13
281,1991-01-30,142.04,142.04,806.12
282,1991-01-31,144.18,144.18,813.17
283,1991-02-01,145.54,145.54,814.43
284,1991-02-04,148.23,148.23,821.31
285,1991-02-05,150.2,150.2,837.96
286,1991-02-06,152.35,152.35,848.45
287,1991-02-07,151.23,151.23,858.62
288,1991-02-08,151.75,151.75,865.88
289,1991-02-11,154.33,154.33,875.51
290,1991-02-12,154.35,154.35,884.68
291,1991-02-13,156.05,156.05,884.92
292,1991-02-14,155.47,155.47,890.05
293,1991-02-15,156.93,156.93,887.76
294,1991-02-18,156.83,156.83,905.67
295,1991-02-19,156.85,156.85,903.42
296,1991-02-20,155.68,155.68,893.32
297,1991-02-21,156.46,156.46,892.17
298,1991-02-22,157.4,157.4,893.46
299,1991-02-25,158.37,158.37,898.26
300,1991-02-26,157.0,157.0,886.77
301,1991-02-27,158.27,158.27,886.9
302,1991-02-28,159.96,159.96,899.06
303,1991-03-01,161.16,161.16,878.49
304,1991-03-04,163.52,163.52,874.08
305,1991-03-05,166.69,166.69,884.13
306,1991-03-06,167.22,167.22,889.15
307,1991-03-07,167.72,167.72,890.87
308,1991-03-08,168.1,168.1,891.99
309,1991-03-11,166.62,166.62,880.02
310,1991-03-12,164.85,164.85,888.19
311,1991-03-13,165.95,165.95,877.47
312,1991-03-14,166.18,166.18,890.15
313,1991-03-15,165.25,165.25,891.97
314,1991-03-18,165.27,165.27,883.59
315,1991-03-19,163.95,163.95,868.29
316,1991-03-20,165.36,165.36,853.59
317,1991-03-21,165.65,165.65,867.48
318,1991-03-22,165.64,165.64,862.81
319,1991-03-25,166.62,166.62,854.46
320,1991-03-26,168.53,168.53,844.39
321,1991-03-27,169.71,169.71,842.85
322,1991-03-28,170.92,170.92,836.77
323,1991-03-29,171.01,171.01,843.88
324,1991-04-01,170.27,170.27,841.64
325,1991-04-02,172.52,172.52,855.88
326,1991-04-03,173.75,173.75,878.87
327,1991-04-04,174.48,174.48,880.03
328,1991-04-05,173.91,173.91,890.49
329,1991-04-08,174.02,174.02,876.3
330,1991-04-09,173.04,173.04,872.85
331,1991-04-10,173.02,173.02,871.44
332,1991-04-11,174.71,174.71,871.62
333,1991-04-12,175.7,175.7,878.68
334,1991-04-15,175.67,175.67,888.38
335,1991-04-16,177.21,177.21,884.44
336,1991-04-17,178.63,178.63,890.16
337,1991-04-18,178.23,178.23,880.74
338,1991-04-19,176.24,176.24,861.64
339,1991-04-22,173.52,173.52,840.62
340,1991-04-23,173.88,173.88,847.66
341,1991-04-24,174.75,174.75,847.06
342,1991-04-25,174.36,174.36,839.66
343,1991-04-26,173.49,173.49,841.62
344,1991-04-29,171.71,171.71,839.11
345,1991-04-30,170.33,170.33,851.01
346,1991-05-01,171.93,171.93,866.99
347,1991-05-02,173.42,173.42,862.17
348,1991-05-03,173.79,173.79,856.28
349,1991-05-06,173.58,173.58,854.52
350,1991-05-07,173.85,173.85,861.03
351,1991-05-08,174.47,174.47,856.14
352,1991-05-09,175.65,175.65,851.51
353,1991-05-10,174.25,174.25,858.98
354,1991-05-13,174.26,174.26,850.26
355,1991-05-14,172.45,172.45,849.54
356,1991-05-15,169.48,169.48,854.62
357,1991-05-16,170.45,170.45,854.89
358,1991-05-17,170.38,170.38,850.56
359,1991-05-20,170.13,170.13,842.01
360,1991-05-21,171.29,171.29,848.02
361,1991-05-22,171.64,171.64,846.75
362,1991-05-23,172.26,172.26,848.92
363,1991-05-24,173.01,173.01,849.56
364,1991-05-27,173.22,173.22,849.5
365,1991-05-28,174.2,174.2,848.45
366,1991-05-29,174.97,174.97,857.22
367,1991-05-30,176.65,176.65,856.13
368,1991-05-31,178.15,178.15,858.71
369,1991-06-03,178.32,178.32,852.29
370,1991-06-04,178.38,178.38,848.81
371,1991-06-05,178.3,178.3,844.81
372,1991-06-06,178.2,178.2,840.38
373,1991-06-07,176.92,176.92,832.83
374,1991-06-10,176.28,176.28,821.16
375,1991-06-11,176.41,176.41,825.77
376,1991-06-12,174.43,174.43,819.44
377,1991-06-13,174.47,174.47,815.74
378,1991-06-14,175.26,175.26,824.84
379,1991-06-17,174.96,174.96,819.34
380,1991-06-18,174.38,174.38,813.38
381,1991-06-19,172.67,172.67,804.68
382,1991-06-20,172.28,172.28,813.18
383,1991-06-21,172.21,172.21,814.75
384,1991-06-24,168.99,168.99,805.23
385,1991-06-25,168.08,168.08,807.85
386,1991-06-26,167.44,167.44,805.34
387,1991-06-27,168.01,168.01,802.66
388,1991-06-28,167.51,167.51,794.46
389,1991-07-01,168.22,168.22,805.9
390,1991-07-02,167.96,167.96,800.75
391,1991-07-03,166.81,166.81,787.98
392,1991-07-04,167.05,167.05,783.13
393,1991-07-05,166.58,166.58,784.86
394,1991-07-08,167.13,167.13,773.68
395,1991-07-09,167.89,167.89,784.48
396,1991-07-10,168.84,168.84,793.96
397,1991-07-11,169.28,169.28,793.44
398,1991-07-12,170.33,170.33,802.46
399,1991-07-15,171.36,171.36,813.13
400,1991-07-16,171.41,171.41,812.61
401,1991-07-17,171.58,171.58,807.73
402,1991-07-18,172.57,172.57,809.75
403,1991-07-19,173.21,173.21,812.92
404,1991-07-22,172.66,172.66,811.14
405,1991-07-23,171.54,171.54,814.57
406,1991-07-24,170.5,170.5,825.82
407,1991-07-25,170.9,170.9,818.15
408,1991-07-26,170.92,170.92,827.04
409,1991-07-29,170.92,170.92,822.16
410,1991-07-30,171.81,171.81,829.11
411,1991-07-31,173.12,173.12,832.3
412,1991-08-01,173.05,173.05,831.51
413,1991-08-02,173.42,173.42,834.15
414,1991-08-05,172.81,172.81,832.14
415,1991-08-06,173.1,173.1,829.36
416,1991-08-07,173.25,173.25,834.06
417,1991-08-08,173.58,173.58,831.44
418,1991-08-09,173.68,173.68,824.95
419,1991-08-12,173.94,173.94,817.28
420,1991-08-13,174.71,174.71,817.27
421,1991-08-14,175.13,175.13,823.42
422,1991-08-15,174.97,174.97,821.93
423,1991-08-16,174.35,174.35,808.99
424,1991-08-19,169.4,169.4,752.08
425,1991-08-20,170.95,170.95,770.91
426,1991-08-21,175.15,175.15,794.71
427,1991-08-22,175.71,175.71,815.41
428,1991-08-23,176.4,176.4,804.92
429,1991-08-26,176.71,176.71,800.18
430,1991-08-27,176.95,176.95,797.77
431,1991-08-28,178.39,178.39,798.98
432,1991-08-29,178.7,178.7,808.75
433,1991-08-30,179.19,179.19,814.18
434,1991-09-02,179.11,179.11,819.97
435,1991-09-03,178.14,178.14,819.58
436,1991-09-04,177.49,177.49,822.22
437,1991-09-05,177.48,177.48,822.48
438,1991-09-06,177.57,177.57,823.79
439,1991-09-09,177.54,177.54,831.37
440,1991-09-10,175.81,175.81,829.59
441,1991-09-11,176.22,176.22,827.6
442,1991-09-12,177.21,177.21,831.88
443,1991-09-13,176.9,176.9,843.84
444,1991-09-16,176.64,176.64,843.07
445,1991-09-17,176.42,176.42,849.62
446,1991-09-18,177.08,177.08,840.77
447,1991-09-19,178.39,178.39,838.97
448,1991-09-20,179.44,179.44,836.44
449,1991-09-23,178.88,178.88,843.91
450,1991-09-24,179.08,179.08,846.75
451,1991-09-25,178.94,178.94,849.49
452,1991-09-26,179.25,179.25,851.26
453,1991-09-27,178.81,178.81,848.19
454,1991-09-30,180.33,180.33,858.85
455,1991-10-01,180.21,180.21,864.47
456,1991-10-02,179.81,179.81,871.93
457,1991-10-03,178.26,178.26,878.99
458,1991-10-04,178.05,178.05,878.49
459,1991-10-07,176.71,176.71,872.74
460,1991-10-08,177.06,177.06,864.42
461,1991-10-09,176.18,176.18,860.19
462,1991-10-10,176.38,176.38,861.41
463,1991-10-11,176.94,176.94,860.31
464,1991-10-14,178.41,178.41,858.76
465,1991-10-15,180.61,180.61,857.38
466,1991-10-16,182.92,182.92,858.46
467,1991-10-17,182.8,182.8,863.97
468,1991-10-18,183.44,183.44,873.35
469,1991-10-21,182.96,182.96,869.98
470,1991-10-22,183.03,183.03,864.21
471,1991-10-23,182.93,182.93,859.52
472,1991-10-24,180.86,180.86,861.19
473,1991-10-25,179.97,179.97,856.6
474,1991-10-28,180.78,180.78,853.94
475,1991-10-29,181.96,181.96,859.69
476,1991-10-30,183.33,183.33,866.08
477,1991-10-31,184.9,184.9,869.77
478,1991-11-01,184.5,184.5,873.46
479,1991-11-04,183.76,183.76,881.44
480,1991-11-05,183.84,183.84,878.73
481,1991-11-06,184.3,184.3,875.19
482,1991-11-07,185.7,185.7,871.51
483,1991-11-08,186.23,186.23,870.75
484,1991-11-11,186.72,186.72,869.48
485,1991-11-12,187.89,187.89,876.29
486,1991-11-13,187.93,187.93,872.19
487,1991-11-14,187.64,187.64,869.36
488,1991-11-15,181.54,181.54,864.02
489,1991-11-18,181.39,181.39,855.39
490,1991-11-19,177.42,177.42,850.52
491,1991-11-20,178.02,178.02,847.47
492,1991-11-21,178.6,178.6,849.07
493,1991-11-22,177.19,177.19,849.66
494,1991-11-25,175.96,175.96,850.8
495,1991-11-26,175.43,175.43,849.56
496,1991-11-27,175.33,175.33,836.59
497,1991-11-28,175.52,175.52,831.65
498,1991-11-29,176.06,176.06,827.91
499,1991-12-02,176.21,176.21,818.27
500,1991-12-03,177.16,177.16,825.61
501,1991-12-04,177.57,177.57,830.14
502,1991-12-05,176.97,176.97,827.22
503,1991-12-06,177.34,177.34,829.6
504,1991-12-09,176.54,176.54,829.54
505,1991-12-10,175.59,175.59,820.44
506,1991-12-11,174.47,174.47,811.54
507,1991-12-12,175.61,175.61,820.26
508,1991-12-13,177.29,177.29,835.56
509,1991-12-16,178.38,178.38,839.21
510,1991-12-17,177.41,177.41,838.27
511,1991-12-18,177.19,177.19,832.22
512,1991-12-19,176.04,176.04,820.89
513,1991-12-20,175.92,175.92,818.46
514,1991-12-23,177.72,177.72,825.27
515,1991-12-24,179.33,179.33,824.46
516,1991-12-25,179.55,179.55,824.46
517,1991-12-26,182.16,182.16,843.45
518,1991-12-27,184.06,184.06,849.13
519,1991-12-30,187.77,187.77,860.76
520,1991-12-31,189.8,189.8,869.35
521,1992-01-01,189.91,189.91,869.35
522,1992-01-02,189.84,189.84,870.94
523,1992-01-03,191.99,191.99,869.2
524,1992-01-06,194.33,194.33,890.3
525,1992-01-07,195.55,195.55,887.34
526,1992-01-08,197.91,197.91,868.13
527,1992-01-09,200.41,200.41,871.03
528,1992-01-10,199.26,199.26,842.0
529,1992-01-13,199.77,199.77,830.85
530,1992-01-14,202.33,202.33,840.74
531,1992-01-15,204.27,204.27,828.59
532,1992-01-16,204.33,204.33,829.44
533,1992-01-17,204.91,204.91,829.11
534,1992-01-20,204.23,204.23,841.37
535,1992-01-21,200.83,200.83,842.07
536,1992-01-22,203.62,203.62,851.88
537,1992-01-23,204.64,204.64,850.14
538,1992-01-24,205.3,205.3,835.58
539,1992-01-27,204.91,204.91,834.26
540,1992-01-28,204.83,204.83,836.78
541,1992-01-29,203.61,203.61,841.67
542,1992-01-30,204.72,204.72,841.3
543,1992-01-31,205.01,205.01,849.52
544,1992-02-03,205.75,205.75,848.03
545,1992-02-04,207.68,207.68,849.52
546,1992-02-05,209.24,209.24,852.19
547,1992-02-06,210.15,210.15,853.89
548,1992-02-07,209.94,209.94,856.84
549,1992-02-10,210.36,210.36,848.56
550,1992-02-11,210.5,210.5,842.57
551,1992-02-12,212.38,212.38,832.54
552,1992-02-13,211.34,211.34,827.4
553,1992-02-14,211.32,211.32,815.33
554,1992-02-17,211.56,211.56,822.64
555,1992-02-18,209.87,209.87,811.28
556,1992-02-19,208.16,208.16,803.55
557,1992-02-20,210.64,210.64,803.48
558,1992-02-21,210.11,210.11,812.68
559,1992-02-24,208.67,208.67,809.16
560,1992-02-25,207.34,207.34,806.72
561,1992-02-26,209.75,209.75,811.61
562,1992-02-27,210.6,210.6,817.9
563,1992-02-28,210.69,210.69,817.86
564,1992-03-02,211.29,211.29,820.02
565,1992-03-03,211.6,211.6,808.04
566,1992-03-04,210.92,210.92,803.36
567,1992-03-05,208.22,208.22,792.25
568,1992-03-06,206.88,206.88,790.92
569,1992-03-09,206.42,206.42,787.8
570,1992-03-10,207.78,207.78,787.89
571,1992-03-11,206.39,206.39,776.58
572,1992-03-12,205.49,205.49,768.88
573,1992-03-13,206.29,206.29,769.02
574,1992-03-16,205.62,205.62,761.7
575,1992-03-17,206.73,206.73,766.35
576,1992-03-18,207.73,207.73,761.98
577,1992-03-19,207.99,207.99,766.94
578,1992-03-20,207.82,207.82,761.78
579,1992-03-23,207.21,207.21,764.05
580,1992-03-24,206.39,206.39,763.48
581,1992-03-25,206.46,206.46,767.61
582,1992-03-26,205.72,205.72,768.45
583,1992-03-27,203.29,203.29,762.53
584,1992-03-30,202.4,202.4,763.53
585,1992-03-31,203.26,203.26,762.62
586,1992-04-01,202.14,202.14,739.67
587,1992-04-02,200.21,200.21,734.92
588,1992-04-03,198.86,198.86,737.26
589,1992-04-06,199.39,199.39,744.14
590,1992-04-07,195.81,195.81,732.54
591,1992-04-08,192.89,192.89,716.04
592,1992-04-09,196.04,196.04,711.49
593,1992-04-10,197.03,197.03,749.69
594,1992-04-13,196.94,196.94,741.56
595,1992-04-14,198.75,198.75,748.6
596,1992-04-15,199.48,199.48,760.38
597,1992-04-16,198.28,198.28,757.19
598,1992-04-17,198.28,198.28,753.73
599,1992-04-20,194.94,194.94,746.29
600,1992-04-21,194.79,194.79,743.97
601,1992-04-22,194.74,194.74,746.61
602,1992-04-23,194.36,194.36,754.85
603,1992-04-24,194.38,194.38,759.79
604,1992-04-27,192.83,192.83,762.74
605,1992-04-28,191.32,191.32,763.18
606,1992-04-29,193.32,193.32,764.6
607,1992-04-30,195.93,195.93,764.95
608,1992-05-01,196.29,196.29,766.66
609,1992-05-04,197.44,197.44,769.75
610,1992-05-05,198.25,198.25,769.95
611,1992-05-06,198.94,198.94,781.87
612,1992-05-07,198.75,198.75,791.52
613,1992-05-08,198.57,198.57,787.66
614,1992-05-11,199.43,199.43,792.49
615,1992-05-12,198.99,198.99,795.21
616,1992-05-13,198.8,198.8,806.53
617,1992-05-14,197.26,197.26,804.76
618,1992-05-15,196.64,196.64,791.03
619,1992-05-18,196.83,196.83,806.13
620,1992-05-19,196.84,196.84,811.17
621,1992-05-20,197.09,197.09,811.23
622,1992-05-21,196.99,196.99,805.13
623,1992-05-22,197.7,197.7,803.35
624,1992-05-25,198.09,198.09,809.21
625,1992-05-26,196.37,196.37,807.63
626,1992-05-27,196.64,196.64,792.69
627,1992-05-28,197.07,197.07,795.62
628,1992-05-29,198.23,198.23,814.85
629,1992-06-01,199.01,199.01,810.71
630,1992-06-02,199.68,199.68,809.33
631,1992-06-03,199.68,199.68,807.44
632,1992-06-04,199.54,199.54,804.16
633,1992-06-05,198.87,198.87,804.75
634,1992-06-08,198.33,198.33,800.83
635,1992-06-09,196.16,196.16,801.29
636,1992-06-10,194.82,194.82,797.4
637,1992-06-11,193.83,193.83,796.31
638,1992-06-12,194.22,194.22,795.31
639,1992-06-15,193.63,193.63,787.58
640,1992-06-16,192.57,192.57,790.45
641,1992-06-17,189.04,189.04,778.47
642,1992-06-18,187.32,187.32,769.22
643,1992-06-19,188.03,188.03,775.39
644,1992-06-22,186.28,186.28,764.51
645,1992-06-23,186.64,186.64,770.35
646,1992-06-24,186.2,186.2,766.23
647,1992-06-25,185.74,185.74,779.48
648,1992-06-26,185.8,185.8,772.55
649,1992-06-29,187.05,187.05,774.55
650,1992-06-30,188.56,188.56,774.89
651,1992-07-01,189.45,189.45,783.4
652,1992-07-02,188.2,188.2,794.49
653,1992-07-03,188.32,188.32,792.43
654,1992-07-06,187.64,187.64,789.72
655,1992-07-07,186.53,186.53,789.35
656,1992-07-08,185.68,185.68,786.29
657,1992-07-09,187.56,187.56,786.21
658,1992-07-10,188.77,188.77,785.86
659,1992-07-13,189.44,189.44,796.26
660,1992-07-14,190.78,190.78,794.61
661,1992-07-15,191.13,191.13,797.33
662,1992-07-16,191.18,191.18,795.08
