,Date,LEGATRUU.Index_x,LEGATRUU.Index_y,LF98TRUU.Index,LGTRTRUU.Index,LUACTRUU.Index,LUATTRUU.Index
0,1990-02-28,98.14,98.14,190.2,,449.45,461.62
1,1990-03-30,97.62,97.62,195.19,,449.86,461.47
2,1990-04-30,97.11,97.11,194.86,,445.17,457.23
3,1990-05-31,100.2,100.2,198.62,,459.57,470.09
4,1990-06-29,102.05,102.05,203.42,,467.42,477.54
5,1990-07-31,104.73,104.73,208.9,,472.71,483.59
6,1990-08-31,103.68,103.68,197.01,,465.18,476.63
7,1990-09-28,104.64,104.64,182.63,,467.31,481.21
8,1990-10-31,107.96,107.96,173.04,,469.41,489.14
9,1990-11-30,109.93,109.93,178.44,,479.06,499.97
10,1990-12-31,111.22,111.22,179.44,,485.81,507.75
11,1991-01-31,113.62,113.62,184.37,,491.96,513.19
12,1991-02-28,114.17,114.17,204.54,,500.38,515.93
13,1991-03-28,111.7,111.7,216.59,,506.55,518.53
14,1991-03-29,111.7,111.7,216.59,,506.55,518.53
15,1991-04-30,112.98,112.98,225.47,,513.12,524.23
16,1991-05-31,113.33,113.33,225.88,,516.65,526.18
17,1991-06-28,112.4,112.4,232.56,,516.57,525.39
18,1991-07-31,114.52,114.52,240.0,,524.0,531.54
19,1991-08-30,116.87,116.87,245.52,,535.86,543.85
20,1991-09-30,120.71,120.71,248.94,,546.91,555.31
21,1991-10-31,122.15,122.15,257.25,,552.09,560.24
22,1991-11-29,123.65,123.65,258.59,,557.5,565.85
23,1991-12-31,129.06,129.06,262.31,,575.72,585.4
24,1992-01-31,127.06,127.06,271.55,,568.53,576.03
25,1992-02-28,127.06,127.06,278.25,,573.98,578.26
26,1992-03-31,125.97,125.97,281.7,,571.52,574.79
27,1992-04-30,126.79,126.79,282.77,,574.37,578.39
28,1992-05-29,130.38,130.38,286.76,,587.2,589.02
29,1992-06-30,133.35,133.35,289.46,,596.39,597.55
30,1992-07-31,136.09,136.09,293.83,,612.31,612.79
31,1992-08-31,138.98,138.98,297.68,,617.06,618.59
32,1992-09-30,139.47,139.47,300.71,,624.55,627.61
33,1992-10-30,136.34,136.34,296.47,,613.44,618.39
34,1992-11-30,135.05,135.05,300.2,,614.42,617.13
35,1992-12-31,136.54,136.54,303.63,,625.76,627.63
36,1993-01-29,138.89,138.89,312.46,,640.34,641.1
37,1993-02-26,141.08,141.08,317.97,,655.04,653.96
38,1993-03-31,142.61,142.61,322.06,,657.33,656.13
39,1993-04-30,144.66,144.66,324.87,,662.39,661.28
40,1993-05-28,145.64,145.64,328.73,,663.17,660.47
41,1993-06-30,146.39,146.39,335.63,,679.27,675.25
42,1993-07-30,146.44,146.44,338.87,,684.19,679.22
43,1993-08-31,150.17,150.17,341.73,,701.2,694.35
44,1993-09-30,151.47,151.47,342.61,,702.87,697.07
45,1993-10-29,151.62,151.62,349.55,,706.41,699.67
46,1993-11-30,150.27,150.27,351.23,,697.74,692.0
47,1993-12-31,151.67,151.67,355.6,,701.84,694.67
48,1994-01-31,153.47,153.47,363.32,,715.46,704.24
49,1994-02-28,151.54,151.54,362.37,,698.57,689.12
50,1994-03-31,149.7,149.7,348.68,,677.13,673.66
51,1994-04-29,149.34,149.34,346.29,,670.61,668.39
52,1994-05-31,148.5,148.5,346.47,,668.14,667.58
53,1994-06-30,149.5,149.5,347.54,,666.5,666.08
54,1994-07-29,151.67,151.67,350.49,,683.33,678.22
55,1994-08-31,151.49,151.49,352.97,,684.1,678.38
56,1994-09-30,151.25,151.25,352.99,,671.35,668.85
57,1994-10-31,152.84,152.84,353.83,,669.81,668.43
58,1994-11-30,151.31,151.31,349.37,,668.71,667.09
59,1994-12-30,152.02,152.02,351.94,,674.24,671.18
60,1995-01-31,155.2,155.2,356.71,,688.54,683.6
61,1995-02-28,159.03,159.03,368.94,,708.39,698.19
62,1995-03-31,164.35,164.35,372.91,,714.17,702.58
63,1995-04-28,166.92,166.92,382.4,,726.22,711.77
64,1995-05-31,172.06,172.06,393.12,,760.45,740.55
65,1995-06-30,173.24,173.24,395.62,,767.3,746.39
66,1995-07-31,174.05,174.05,400.62,,763.91,743.62
67,1995-08-31,171.93,171.93,401.87,,776.22,752.24
68,1995-09-29,175.12,175.12,406.81,,785.42,759.45
69,1995-10-31,177.21,177.21,409.32,,795.64,771.19
70,1995-11-30,179.32,179.32,412.93,,810.87,783.14
71,1995-12-29,181.91,181.91,419.42,,824.23,794.35
72,1996-01-31,181.21,181.21,426.8,,829.55,799.36
73,1996-02-29,179.56,179.56,427.14,,809.84,782.99
74,1996-03-29,179.01,179.01,426.85,,802.94,776.22
75,1996-04-30,178.18,178.18,427.79,,796.28,771.25
76,1996-05-31,178.35,178.35,430.36,,794.89,770.0
77,1996-06-28,180.45,180.45,433.92,,806.55,779.76
78,1996-07-31,182.8,182.8,435.94,,808.11,781.61
79,1996-08-30,183.16,183.16,440.65,,805.62,779.98
80,1996-09-30,185.16,185.16,451.27,,822.7,792.8
81,1996-10-31,189.21,189.21,454.74,,845.16,810.22
82,1996-11-29,192.17,192.17,463.71,,863.22,824.26
83,1996-12-31,190.84,190.84,467.03,,851.3,815.77
84,1997-01-31,187.76,187.76,471.59,,852.5,816.58
85,1997-02-28,186.88,186.88,479.39,,856.07,817.58
86,1997-03-31,185.13,185.13,472.25,,842.74,808.74
87,1997-04-30,185.55,185.55,477.23,,855.51,820.35
88,1997-05-30,188.84,188.84,487.44,,865.2,827.44
89,1997-06-30,190.88,190.88,494.2,,877.45,836.68
90,1997-07-31,191.76,191.76,507.77,,909.56,860.68
91,1997-08-29,191.32,191.32,506.62,,896.13,851.96
92,1997-09-30,195.2,195.2,516.66,,911.81,864.9
93,1997-10-31,198.75,198.75,517.12,,923.37,879.96
94,1997-11-28,197.67,197.67,522.06,,928.58,884.55
95,1997-12-31,198.06,198.06,526.64,,938.42,893.86
96,1998-01-30,199.94,199.94,536.12,,949.55,907.55
97,1998-02-27,201.04,201.04,539.26,,949.24,904.85
98,1998-03-31,200.52,200.52,544.32,,952.75,907.32
99,1998-04-30,203.01,203.01,546.47,,958.77,911.36
100,1998-05-29,204.43,204.43,548.37,,970.15,920.83
101,1998-06-30,204.82,204.82,550.34,,977.32,931.44
102,1998-07-31,206.03,206.03,553.47,,976.4,932.9
103,1998-08-31,210.35,210.35,522.93,,980.97,958.24
104,1998-09-30,220.31,220.31,525.29,,1012.75,984.95
105,1998-10-30,223.13,223.13,514.53,,997.13,981.8
106,1998-11-30,221.78,221.78,535.88,,1015.92,981.58
107,1998-12-31,225.21,225.21,536.47,,1018.87,983.5
108,1999-01-04,226.3,226.3,536.88,,1017.67,982.38
109,1999-01-05,226.0,226.0,537.14,,1014.47,979.96
110,1999-01-06,225.72,225.72,537.63,,1016.41,982.35
111,1999-01-07,225.49,225.49,537.99,,1013.57,979.53
112,1999-01-08,224.12,224.12,538.79,,1009.29,975.16
113,1999-01-11,224.09,224.09,539.12,,1008.1,973.78
114,1999-01-12,224.07,224.07,539.6,,1012.26,976.96
115,1999-01-13,224.73,224.73,539.36,,1017.18,980.74
116,1999-01-14,226.5,226.5,539.48,,1023.92,986.34
117,1999-01-15,225.34,225.34,539.3,,1021.9,983.06
118,1999-01-19,225.6,225.6,539.92,,1021.06,982.75
119,1999-01-20,225.14,225.14,539.96,,1018.74,981.08
120,1999-01-21,225.69,225.69,540.54,,1021.67,984.02
121,1999-01-22,226.06,226.06,540.58,,1025.31,987.31
122,1999-01-25,225.91,225.91,541.35,,1024.48,986.7
123,1999-01-26,225.99,225.99,541.44,,1023.49,986.16
124,1999-01-27,225.3,225.3,542.62,,1023.75,986.49
125,1999-01-28,224.53,224.53,543.25,,1024.89,987.82
126,1999-01-29,224.32,224.32,544.43,,1028.94,989.21
127,1999-02-01,223.47,223.47,544.05,,1023.65,984.06
128,1999-02-02,223.62,223.62,543.82,,1020.34,981.09
129,1999-02-03,223.26,223.26,543.51,,1018.48,980.1
130,1999-02-04,222.45,222.45,543.48,,1014.48,976.62
131,1999-02-05,222.29,222.29,545.0,,1012.27,975.0
132,1999-02-08,221.9,221.9,545.53,,1013.02,975.79
133,1999-02-09,222.68,222.68,545.78,,1014.89,977.61
134,1999-02-10,222.8,222.8,545.55,,1014.47,977.37
135,1999-02-11,222.86,222.86,545.76,,1014.07,976.78
136,1999-02-12,221.68,221.68,545.14,,1010.07,968.99
137,1999-02-16,220.38,220.38,545.53,,1013.13,971.77
138,1999-02-17,220.97,220.97,545.48,,1015.99,974.19
139,1999-02-18,220.61,220.61,544.98,,1013.07,971.88
140,1999-02-19,219.68,219.68,544.84,,1011.99,971.09
141,1999-02-22,219.52,219.52,545.03,,1014.63,973.49
142,1999-02-23,218.67,218.67,544.58,,1010.98,970.25
143,1999-02-24,217.79,217.79,543.67,,1005.96,966.17
144,1999-02-25,217.97,217.97,540.32,,999.75,961.25
145,1999-02-26,217.65,217.65,541.23,,1004.52,963.96
146,1999-03-01,216.39,216.39,540.35,,998.91,959.1
147,1999-03-02,216.58,216.58,540.04,,1001.48,961.55
148,1999-03-03,216.15,216.15,539.19,,999.29,959.35
149,1999-03-04,214.91,214.91,538.99,,997.86,957.78
150,1999-03-05,216.33,216.33,539.34,,1002.91,961.58
151,1999-03-08,216.63,216.63,539.74,,1004.95,962.99
152,1999-03-09,217.02,217.02,540.85,,1010.06,967.15
153,1999-03-10,218.31,218.31,541.4,,1009.02,966.32
154,1999-03-11,217.01,217.01,541.87,,1008.98,966.35
155,1999-03-12,218.45,218.45,541.94,,1011.54,968.56
156,1999-03-15,218.77,218.77,541.71,,1015.61,970.75
157,1999-03-16,219.03,219.03,541.9,,1017.62,972.56
158,1999-03-17,219.71,219.71,542.06,,1015.91,970.96
159,1999-03-18,219.89,219.89,542.36,,1017.09,971.88
160,1999-03-19,219.27,219.27,543.97,,1014.32,969.08
161,1999-03-22,218.83,218.83,544.27,,1012.4,967.59
162,1999-03-23,218.69,218.69,544.43,,1013.0,968.36
163,1999-03-24,219.13,219.13,544.66,,1014.96,970.04
164,1999-03-25,218.54,218.54,545.87,,1012.32,967.65
165,1999-03-26,216.89,216.89,545.3,,1012.29,967.71
166,1999-03-29,216.71,216.71,545.2,,1009.81,965.9
167,1999-03-30,217.34,217.34,545.8,,1013.9,969.5
168,1999-03-31,217.94,217.94,546.39,,1011.63,967.66
169,1999-04-01,217.73,217.73,546.46,,1009.46,965.33
170,1999-04-05,218.26,218.26,547.5,,1015.54,970.68
171,1999-04-06,218.11,218.11,548.56,,1019.9,974.35
172,1999-04-07,218.58,218.58,549.13,,1019.77,974.33
173,1999-04-08,219.5,219.5,549.87,,1025.72,979.45
174,1999-04-09,219.27,219.27,551.71,,1024.59,978.52
175,1999-04-12,220.25,220.25,552.25,,1024.76,978.92
176,1999-04-13,219.47,219.47,552.99,,1022.12,976.78
177,1999-04-14,219.83,219.83,553.58,,1021.52,976.47
178,1999-04-15,218.94,218.94,554.12,,1021.8,975.31
179,1999-04-16,218.69,218.69,554.2,,1019.01,972.91
180,1999-04-19,218.28,218.28,555.05,,1021.8,975.45
181,1999-04-20,219.01,219.01,555.38,,1023.54,976.81
182,1999-04-21,218.34,218.34,555.58,,1023.28,976.63
183,1999-04-22,217.93,217.93,555.39,,1017.82,972.21
184,1999-04-23,218.43,218.43,555.66,,1018.32,972.76
185,1999-04-26,218.19,218.19,555.82,,1020.07,974.35
186,1999-04-27,218.65,218.65,555.39,,1021.51,975.72
187,1999-04-28,218.42,218.42,556.52,,1019.76,974.41
188,1999-04-29,218.55,218.55,557.56,,1023.11,977.71
189,1999-04-30,217.72,217.72,556.98,,1014.59,969.96
190,1999-05-03,217.82,217.82,557.13,,1015.28,970.6
191,1999-05-04,217.42,217.42,557.86,,1012.45,968.16
192,1999-05-05,218.04,218.04,557.79,,1013.9,969.42
193,1999-05-06,218.4,218.4,557.15,,1007.79,964.22
194,1999-05-07,218.45,218.45,555.48,,1006.43,963.18
195,1999-05-10,218.63,218.63,555.62,,1008.64,965.25
196,1999-05-11,217.68,217.68,554.77,,1005.23,962.62
197,1999-05-12,217.41,217.41,554.61,,1006.19,963.75
198,1999-05-13,217.54,217.54,554.41,,1012.39,968.97
199,1999-05-14,216.87,216.87,552.95,,1003.39,959.71
200,1999-05-17,216.51,216.51,553.04,,1003.05,959.87
201,1999-05-18,216.44,216.44,553.05,,1002.54,959.26
202,1999-05-19,216.32,216.32,553.32,,1006.82,962.51
203,1999-05-20,216.17,216.17,551.68,,1006.18,961.47
204,1999-05-21,215.92,215.92,552.06,,1010.2,964.27
205,1999-05-24,216.18,216.18,552.45,,1011.34,965.12
206,1999-05-25,216.75,216.75,551.88,,1011.6,965.19
207,1999-05-26,215.57,215.57,551.8,,1008.96,963.01
208,1999-05-27,214.83,214.83,549.56,,1005.5,960.04
209,1999-05-28,214.55,214.55,549.44,,1001.02,960.91
210,1999-06-01,213.81,213.81,548.8,,993.71,954.69
211,1999-06-02,212.68,212.68,547.93,,993.46,954.8
212,1999-06-03,212.61,212.61,547.22,,993.62,954.84
213,1999-06-04,212.13,212.13,547.23,,993.11,954.75
214,1999-06-07,212.35,212.35,547.77,,993.52,955.06
215,1999-06-08,213.56,213.56,547.83,,992.16,953.74
216,1999-06-09,213.5,213.5,547.62,,990.91,952.73
217,1999-06-10,213.31,213.31,547.16,,988.44,950.45
218,1999-06-11,212.91,212.91,546.05,,983.42,945.83
219,1999-06-14,212.47,212.47,546.62,,986.52,948.66
220,1999-06-15,212.39,212.39,546.54,,984.94,949.04
221,1999-06-16,211.88,211.88,546.51,,986.64,950.57
222,1999-06-17,212.86,212.86,547.71,,994.76,957.78
223,1999-06-18,213.09,213.09,547.67,,992.27,955.56
224,1999-06-21,211.79,211.79,547.81,,989.46,953.05
225,1999-06-22,211.33,211.33,547.8,,987.76,951.48
226,1999-06-23,210.6,210.6,547.62,,984.55,948.57
227,1999-06-24,210.2,210.2,547.45,,982.62,946.76
228,1999-06-25,211.55,211.55,547.74,,983.83,947.68
229,1999-06-28,211.15,211.15,548.36,,987.88,951.43
230,1999-06-29,211.11,211.11,548.35,,989.94,953.21
231,1999-06-30,211.44,211.44,548.27,,995.8,958.9
232,1999-07-01,210.86,210.86,548.18,,994.1,957.31
233,1999-07-02,210.78,210.78,548.41,,994.98,958.38
234,1999-07-06,210.46,210.46,548.85,,993.34,957.05
235,1999-07-07,209.81,209.81,548.93,,991.91,955.95
236,1999-07-08,209.46,209.46,549.5,,995.76,959.29
237,1999-07-09,209.69,209.69,550.04,,995.42,959.04
238,1999-07-12,209.95,209.95,552.5,,1002.05,964.73
239,1999-07-13,210.91,210.91,553.17,,1003.52,965.81
240,1999-07-14,211.14,211.14,553.62,,1002.06,964.47
241,1999-07-15,211.1,211.1,554.18,,1003.35,965.1
242,1999-07-16,210.89,210.89,554.55,,1005.48,966.76
243,1999-07-19,210.88,210.88,555.15,,1006.34,967.38
244,1999-07-20,213.04,213.04,555.28,,1007.57,968.46
245,1999-07-21,214.16,214.16,555.33,,1006.67,967.68
246,1999-07-22,213.74,213.74,554.86,,1001.51,963.2
247,1999-07-23,213.35,213.35,553.46,,999.03,960.91
248,1999-07-26,214.82,214.82,553.1,,998.33,960.52
249,1999-07-27,214.76,214.76,553.2,,1000.53,962.23
250,1999-07-28,214.69,214.69,553.13,,1000.73,962.3
251,1999-07-29,214.96,214.96,550.37,,997.16,959.3
252,1999-07-30,214.69,214.69,550.47,,990.29,958.09
253,1999-08-02,213.95,213.95,550.12,,989.98,957.85
254,1999-08-03,213.61,213.61,548.96,,988.41,956.71
255,1999-08-04,214.29,214.29,549.4,,989.23,957.57
256,1999-08-05,215.03,215.03,548.61,,993.02,960.31
257,1999-08-06,213.87,213.87,547.92,,986.05,954.07
258,1999-08-09,212.53,212.53,545.29,,981.56,950.69
259,1999-08-10,212.78,212.78,543.88,,980.53,950.11
260,1999-08-11,212.56,212.56,544.28,,982.8,951.99
261,1999-08-12,212.79,212.79,543.81,,981.81,951.12
262,1999-08-13,212.78,212.78,543.76,,982.88,955.51
263,1999-08-16,212.98,212.98,544.17,,983.83,956.02
264,1999-08-17,213.08,213.08,544.72,,988.43,959.84
265,1999-08-18,214.05,214.05,544.79,,989.4,960.59
266,1999-08-19,214.91,214.91,544.73,,988.43,959.67
267,1999-08-20,215.26,215.26,545.32,,990.22,960.72
268,1999-08-23,214.78,214.78,545.85,,990.9,960.94
269,1999-08-24,214.44,214.44,545.89,,994.26,963.54
270,1999-08-25,214.52,214.52,546.54,,999.92,968.42
271,1999-08-26,214.24,214.24,546.39,,998.48,967.53
272,1999-08-27,213.81,213.81,545.89,,993.19,962.9
273,1999-08-30,213.29,213.29,545.83,,988.04,958.57
274,1999-08-31,214.35,214.35,544.39,,987.88,958.23
275,1999-09-01,214.53,214.53,543.83,,987.64,957.95
276,1999-09-02,214.94,214.94,543.58,,985.41,955.62
277,1999-09-03,214.95,214.95,544.24,,992.49,961.81
278,1999-09-07,214.23,214.23,544.58,,990.03,959.44
279,1999-09-08,214.5,214.5,543.24,,991.32,960.48
280,1999-09-09,214.58,214.58,543.15,,989.3,958.57
281,1999-09-10,214.18,214.18,543.65,,993.52,962.13
282,1999-09-13,213.76,213.76,543.54,,992.85,961.29
283,1999-09-14,214.08,214.08,543.21,,990.12,958.56
284,1999-09-15,214.13,214.13,543.32,,993.13,960.14
285,1999-09-16,214.7,214.7,543.51,,994.9,962.04
286,1999-09-17,214.69,214.69,543.8,,996.68,963.95
287,1999-09-20,214.6,214.6,544.08,,995.18,962.67
288,1999-09-21,215.46,215.46,543.47,,994.25,961.94
289,1999-09-22,215.85,215.85,542.93,,995.06,962.81
290,1999-09-23,215.78,215.78,542.68,,998.67,966.26
291,1999-09-24,216.91,216.91,542.74,,1004.18,971.01
292,1999-09-27,215.73,215.73,542.92,,1000.42,967.77
293,1999-09-28,215.92,215.92,542.55,,997.68,965.36
294,1999-09-29,216.19,216.19,541.8,,993.65,961.61
295,1999-09-30,216.99,216.99,540.47,,998.61,965.57
296,1999-10-01,216.84,216.84,539.62,,993.07,960.45
297,1999-10-04,216.97,216.97,540.42,,996.56,963.57
298,1999-10-05,216.31,216.31,540.23,,991.7,959.17
299,1999-10-06,216.2,216.2,540.34,,991.65,959.05
300,1999-10-07,216.39,216.39,539.55,,991.41,959.1
301,1999-10-08,215.67,215.67,539.82,,992.04,959.49
302,1999-10-12,216.13,216.13,541.44,,990.95,958.55
303,1999-10-13,215.97,215.97,540.09,,987.84,955.84
304,1999-10-14,216.02,216.02,539.74,,986.1,954.27
305,1999-10-15,217.2,217.2,539.9,,993.49,958.2
306,1999-10-18,217.0,217.0,539.93,,991.91,956.65
307,1999-10-19,216.4,216.4,539.37,,989.52,954.68
308,1999-10-20,215.81,215.81,539.18,,989.45,954.65
309,1999-10-21,216.29,216.29,539.11,,989.03,954.16
310,1999-10-22,215.44,215.44,538.28,,988.77,954.03
311,1999-10-25,215.23,215.23,538.43,,988.95,954.29
312,1999-10-26,214.66,214.66,538.13,,988.05,953.7
313,1999-10-27,215.02,215.02,538.01,,991.05,956.53
314,1999-10-28,215.5,215.5,538.39,,995.19,960.4
315,1999-10-29,216.66,216.66,536.88,,1003.2,966.62
316,1999-11-01,216.46,216.46,536.96,,1001.17,964.77
317,1999-11-02,217.04,217.04,537.32,,1003.39,966.78
318,1999-11-03,216.69,216.69,537.7,,1004.44,967.52
319,1999-11-04,217.19,217.19,539.47,,1007.63,970.37
320,1999-11-05,216.89,216.89,540.18,,1010.18,972.71
321,1999-11-08,216.84,216.84,540.72,,1009.32,972.23
322,1999-11-09,217.17,217.17,541.26,,1008.8,971.85
323,1999-11-10,217.19,217.19,541.31,,1007.31,970.7
324,1999-11-12,217.01,217.01,541.05,,1011.2,974.36
325,1999-11-15,217.19,217.19,541.03,,1013.56,974.66
326,1999-11-16,216.88,216.88,541.05,,1012.22,973.47
327,1999-11-17,216.9,216.9,540.98,,1008.33,970.15
328,1999-11-18,215.83,215.83,540.75,,1006.83,969.04
329,1999-11-19,215.46,215.46,541.29,,1006.94,969.2
330,1999-11-22,215.93,215.93,541.52,,1005.93,968.27
331,1999-11-23,215.97,215.97,541.69,,1006.29,968.29
332,1999-11-24,214.67,214.67,541.81,,1005.89,967.72
333,1999-11-26,214.45,214.45,542.19,,1004.69,966.57
334,1999-11-29,213.75,213.75,543.18,,1001.03,962.86
335,1999-11-30,214.29,214.29,543.19,,1004.27,964.78
336,1999-12-01,214.4,214.4,543.15,,1002.91,963.61
337,1999-12-02,213.58,213.58,543.2,,1001.8,962.54
338,1999-12-03,214.03,214.03,543.91,,1005.92,966.57
339,1999-12-06,215.96,215.96,545.71,,1007.38,967.8
340,1999-12-07,216.63,216.63,546.24,,1009.99,970.24
341,1999-12-08,216.4,216.4,546.41,,1008.39,968.8
342,1999-12-09,216.27,216.27,546.71,,1009.52,969.95
343,1999-12-10,216.78,216.78,547.32,,1012.97,973.13
344,1999-12-13,216.07,216.07,548.77,,1012.07,972.13
345,1999-12-14,214.61,214.61,548.3,,1005.7,966.27
346,1999-12-15,214.45,214.45,548.92,,1004.37,964.49
347,1999-12-16,214.8,214.8,548.72,,1001.33,961.34
348,1999-12-17,213.9,213.9,548.77,,1001.5,961.26
349,1999-12-20,213.81,213.81,548.85,,998.91,958.95
350,1999-12-21,214.04,214.04,548.6,,998.26,958.23
351,1999-12-22,214.03,214.03,548.55,,997.86,958.11
352,1999-12-23,214.67,214.67,548.6,,997.26,957.69
353,1999-12-27,214.6,214.6,548.88,,999.13,959.62
354,1999-12-28,214.22,214.22,548.87,,997.91,958.64
355,1999-12-29,214.19,214.19,549.36,,999.74,960.19
356,1999-12-30,213.79,213.79,549.19,,1000.9,961.19
357,1999-12-31,213.56,213.56,549.3,,998.95,958.37
358,2000-01-03,214.31,214.31,548.29,,993.01,953.47
359,2000-01-04,214.79,214.79,547.66,,997.38,957.56
360,2000-01-05,214.37,214.37,546.83,,992.11,953.2
361,2000-01-06,214.33,214.33,547.01,,995.14,956.22
362,2000-01-07,214.36,214.36,546.73,,998.03,958.71
363,2000-01-10,214.28,214.28,546.54,,995.95,957.12
364,2000-01-11,213.58,213.58,546.04,,990.75,952.75
365,2000-01-12,213.1,213.1,545.97,,989.45,951.77
366,2000-01-13,213.63,213.63,545.91,,994.04,956.36
367,2000-01-14,212.39,212.39,545.75,,992.95,954.42
368,2000-01-18,211.89,211.89,545.68,,990.48,952.8
369,2000-01-19,212.06,212.06,545.77,,992.17,954.27
370,2000-01-20,211.95,211.95,545.55,,990.93,953.19
371,2000-01-21,212.13,212.13,545.47,,992.05,953.86
372,2000-01-24,212.21,212.21,546.77,,997.38,957.53
373,2000-01-25,212.78,212.78,546.7,,997.68,958.05
374,2000-01-26,212.39,212.39,546.58,,998.8,959.59
375,2000-01-27,211.37,211.37,546.77,,999.48,960.67
376,2000-01-28,210.54,210.54,547.16,,1000.47,963.18
377,2000-01-31,209.91,209.91,546.93,,995.43,960.87
378,2000-02-01,209.76,209.76,547.38,,997.91,963.07
379,2000-02-02,209.42,209.42,547.37,,997.25,964.65
380,2000-02-03,210.9,210.9,548.04,,1003.1,970.0
381,2000-02-04,210.3,210.3,547.84,,999.57,967.97
382,2000-02-07,209.46,209.46,547.65,,995.22,964.21
383,2000-02-08,210.35,210.35,548.25,,998.77,968.14
384,2000-02-09,210.33,210.33,548.29,,995.71,964.99
385,2000-02-10,209.75,209.75,548.08,,992.24,962.1
386,2000-02-11,209.75,209.75,548.24,,994.01,964.19
387,2000-02-14,210.08,210.08,548.7,,998.75,968.61
388,2000-02-15,210.23,210.23,548.17,,997.72,967.12
389,2000-02-16,209.88,209.88,548.18,,997.67,966.98
390,2000-02-17,209.77,209.77,548.26,,997.64,967.59
391,2000-02-18,210.03,210.03,548.34,,1001.71,971.15
392,2000-02-22,212.84,212.84,549.29,,1009.07,977.25
393,2000-02-23,212.03,212.03,548.93,,1004.24,973.51
394,2000-02-24,212.11,212.11,549.32,,1007.63,976.68
395,2000-02-25,210.76,210.76,554.07,,1007.41,975.78
396,2000-02-28,210.06,210.06,549.02,,1002.82,973.18
397,2000-02-29,209.52,209.52,547.99,,1004.66,975.32
398,2000-03-01,210.73,210.73,547.73,,1005.03,975.5
399,2000-03-02,210.49,210.49,547.72,,1005.22,975.83
400,2000-03-03,210.6,210.6,547.96,,1007.11,977.74
401,2000-03-06,210.46,210.46,548.21,,1005.78,976.21
402,2000-03-07,210.64,210.64,548.5,,1007.3,977.11
403,2000-03-08,210.58,210.58,548.68,,1006.97,976.7
404,2000-03-09,211.93,211.93,548.93,,1008.01,977.56
405,2000-03-10,211.17,211.17,548.73,,1005.43,975.59
406,2000-03-13,211.86,211.86,548.65,,1006.52,976.97
407,2000-03-14,211.63,211.63,547.91,,1004.17,980.43
408,2000-03-15,212.12,212.12,547.26,,1003.91,982.11
409,2000-03-16,212.76,212.76,547.2,,1005.76,983.68
410,2000-03-17,212.62,212.62,546.84,,1008.31,985.66
411,2000-03-20,212.62,212.62,547.2,,1009.28,986.42
412,2000-03-21,212.86,212.86,546.84,,1010.44,987.69
413,2000-03-22,212.02,212.02,547.05,,1011.33,988.15
414,2000-03-23,212.92,212.92,547.3,,1012.11,989.8
415,2000-03-24,212.24,212.24,547.05,,1007.6,984.81
416,2000-03-27,212.31,212.31,545.02,,1008.21,985.37
417,2000-03-28,212.47,212.47,544.41,,1008.69,986.14
418,2000-03-29,211.5,211.5,543.64,,1009.05,986.61
419,2000-03-30,212.45,212.45,537.48,,1013.8,992.26
420,2000-03-31,213.71,213.71,536.47,,1013.22,994.69
421,2000-04-03,213.32,213.32,536.46,,1015.33,996.42
422,2000-04-04,213.63,213.63,536.9,,1021.25,1002.58
423,2000-04-05,214.73,214.73,536.24,,1018.68,1000.85
424,2000-04-06,213.89,213.89,536.28,,1018.28,1000.22
425,2000-04-07,214.08,214.08,537.85,,1022.1,1004.11
426,2000-04-10,214.03,214.03,538.72,,1023.53,1006.17
427,2000-04-11,213.87,213.87,538.45,,1017.81,1001.46
428,2000-04-12,213.33,213.33,538.51,,1013.34,997.72
429,2000-04-13,213.25,213.25,538.63,,1014.75,1000.27
430,2000-04-14,213.64,213.64,538.35,,1016.55,1001.98
431,2000-04-17,213.53,213.53,537.95,,1011.07,996.51
432,2000-04-18,212.92,212.92,537.47,,1010.63,996.32
433,2000-04-19,212.52,212.52,538.05,,1014.43,1000.44
434,2000-04-20,212.15,212.15,538.21,,1015.26,1000.51
435,2000-04-24,212.13,212.13,538.7,,1015.0,999.92
436,2000-04-25,210.67,210.67,538.79,,1009.42,995.51
437,2000-04-26,210.29,210.29,538.54,,1008.41,994.97
438,2000-04-27,208.92,208.92,537.61,,1003.67,990.36
439,2000-04-28,208.49,208.49,537.33,,1004.32,991.54
440,2000-05-01,207.99,207.99,537.63,,1003.24,990.89
441,2000-05-02,207.61,207.61,537.67,,1001.05,988.26
442,2000-05-03,205.72,205.72,538.06,,997.13,984.01
443,2000-05-04,205.22,205.22,537.75,,991.73,980.43
444,2000-05-05,204.71,204.71,537.6,,988.72,978.68
445,2000-05-08,204.73,204.73,537.88,,986.06,976.16
446,2000-05-09,205.57,205.57,537.98,,986.94,978.49
447,2000-05-10,206.46,206.46,538.11,,987.24,981.78
448,2000-05-11,205.76,205.76,538.03,,988.04,982.92
449,2000-05-12,205.61,205.61,537.38,,983.91,978.96
450,2000-05-15,206.46,206.46,538.35,,988.62,981.82
451,2000-05-16,205.77,205.77,538.5,,990.92,983.77
452,2000-05-17,204.24,204.24,538.42,,988.35,981.47
453,2000-05-18,204.22,204.22,537.93,,984.73,977.61
454,2000-05-19,204.87,204.87,536.21,,987.06,979.76
455,2000-05-22,206.36,206.36,535.6,,991.01,983.9
456,2000-05-23,206.65,206.65,535.5,,990.46,983.49
