,Date,CL1.Comdty_x,CL1.Comdty_y,XAU.Curncy
1601,1996-05-13,21.36,21.36,391.45
1602,1996-05-14,21.42,21.42,391.85
1603,1996-05-15,21.48,21.48,392.7
1604,1996-05-16,20.78,20.78,392.7
1605,1996-05-17,20.64,20.64,392.55
1606,1996-05-20,22.48,22.48,390.85
1607,1996-05-21,22.65,22.65,391.45
1608,1996-05-22,21.4,21.4,391.75
1609,1996-05-23,21.23,21.23,391.75
1610,1996-05-24,21.32,21.32,391.0
1611,1996-05-28,21.11,21.11,391.5
1612,1996-05-29,20.76,20.76,391.25
1613,1996-05-30,19.94,19.94,391.05
1614,1996-05-31,19.76,19.76,391.0
1615,1996-06-03,19.85,19.85,390.55
1616,1996-06-04,20.44,20.44,388.25
1617,1996-06-05,19.72,19.72,386.45
1618,1996-06-06,20.05,20.05,386.15
1619,1996-06-07,20.28,20.28,385.3
1620,1996-06-10,20.25,20.25,385.9
1621,1996-06-11,20.1,20.1,384.5
1622,1996-06-12,20.09,20.09,384.6
1623,1996-06-13,20.01,20.01,384.6
1624,1996-06-14,20.34,20.34,384.9
1625,1996-06-17,22.14,22.14,384.95
1626,1996-06-18,21.46,21.46,385.6
1627,1996-06-19,20.76,20.76,384.5
1628,1996-06-20,20.65,20.65,384.5
1629,1996-06-21,19.92,19.92,385.05
1630,1996-06-24,19.98,19.98,385.05
1631,1996-06-25,19.96,19.96,383.95
1632,1996-06-26,20.65,20.65,383.25
1633,1996-06-27,21.02,21.02,382.25
1634,1996-06-28,20.92,20.92,380.45
1635,1996-07-01,21.53,21.53,382.0
1636,1996-07-02,21.13,21.13,381.85
1637,1996-07-03,21.21,21.21,382.1
1638,1996-07-08,21.27,21.27,382.15
1639,1996-07-09,21.41,21.41,382.85
1640,1996-07-10,21.55,21.55,382.45
1641,1996-07-11,21.95,21.95,383.5
1642,1996-07-12,21.9,21.9,383.75
1643,1996-07-15,22.48,22.48,383.0
1644,1996-07-16,22.38,22.38,385.0
1645,1996-07-17,21.8,21.8,383.75
1646,1996-07-18,21.68,21.68,383.85
1647,1996-07-19,21.0,21.0,384.95
1648,1996-07-22,21.4,21.4,384.85
1649,1996-07-23,21.01,21.01,384.6
1650,1996-07-24,20.68,20.68,385.45
1651,1996-07-25,20.74,20.74,385.0
1652,1996-07-26,20.11,20.11,385.25
1653,1996-07-29,20.28,20.28,384.6
1654,1996-07-30,20.33,20.33,384.6
1655,1996-07-31,20.42,20.42,387.05
1656,1996-08-01,21.04,21.04,385.5
1657,1996-08-02,21.34,21.34,387.55
1658,1996-08-05,21.23,21.23,389.15
1659,1996-08-06,21.13,21.13,388.55
1660,1996-08-07,21.42,21.42,388.15
1661,1996-08-08,21.55,21.55,388.55
1662,1996-08-09,21.57,21.57,387.75
1663,1996-08-12,22.22,22.22,387.65
1664,1996-08-13,22.37,22.37,387.8
1665,1996-08-14,22.12,22.12,386.65
1666,1996-08-15,21.9,21.9,386.6
1667,1996-08-16,22.66,22.66,386.4
1668,1996-08-19,23.26,23.26,387.2
1669,1996-08-20,22.86,22.86,387.7
1670,1996-08-21,21.72,21.72,386.85
1671,1996-08-22,22.3,22.3,387.5
1672,1996-08-23,21.96,21.96,388.45
1673,1996-08-26,21.62,21.62,389.45
1674,1996-08-27,21.56,21.56,388.95
1675,1996-08-28,21.71,21.71,388.15
1676,1996-08-29,22.15,22.15,388.25
1677,1996-08-30,22.25,22.25,386.5
1678,1996-09-03,23.4,23.4,386.5
1679,1996-09-04,23.24,23.24,385.55
1680,1996-09-05,23.44,23.44,385.75
1681,1996-09-06,23.85,23.85,385.25
1682,1996-09-09,23.73,23.73,383.6
1683,1996-09-10,24.12,24.12,383.25
1684,1996-09-11,24.75,24.75,382.85
1685,1996-09-12,25.0,25.0,382.7
1686,1996-09-13,24.51,24.51,382.6
1687,1996-09-16,23.19,23.19,383.35
1688,1996-09-17,23.31,23.31,382.95
1689,1996-09-18,23.89,23.89,383.35
1690,1996-09-19,23.54,23.54,382.75
1691,1996-09-20,23.63,23.63,381.25
1692,1996-09-23,23.37,23.37,381.55
1693,1996-09-24,24.07,24.07,382.85
1694,1996-09-25,24.46,24.46,382.6
1695,1996-09-26,24.16,24.16,381.35
1696,1996-09-27,24.6,24.6,380.55
1697,1996-09-30,24.38,24.38,378.4
1698,1996-10-01,24.14,24.14,378.75
1699,1996-10-02,24.05,24.05,379.8
1700,1996-10-03,24.81,24.81,380.15
1701,1996-10-04,24.73,24.73,380.43
1702,1996-10-07,25.24,25.24,380.65
1703,1996-10-08,25.54,25.54,381.4
1704,1996-10-09,25.07,25.07,381.35
1705,1996-10-10,24.26,24.26,382.05
1706,1996-10-11,24.66,24.66,381.3
1707,1996-10-14,25.62,25.62,381.75
1708,1996-10-15,25.42,25.42,381.25
1709,1996-10-16,25.17,25.17,381.15
1710,1996-10-17,25.42,25.42,380.6
1711,1996-10-18,25.79,25.79,380.35
1712,1996-10-21,25.92,25.92,381.9
1713,1996-10-22,25.75,25.75,384.0
1714,1996-10-23,24.86,24.86,383.85
1715,1996-10-24,24.51,24.51,383.15
1716,1996-10-25,24.86,24.86,382.85
1717,1996-10-28,24.85,24.85,383.25
1718,1996-10-29,24.34,24.34,380.65
1719,1996-10-30,24.28,24.28,380.5
1720,1996-10-31,23.35,23.35,378.05
1721,1996-11-01,23.03,23.03,378.25
1722,1996-11-04,22.79,22.79,378.7
1723,1996-11-05,22.64,22.64,378.75
1724,1996-11-06,22.69,22.69,378.0
1725,1996-11-07,22.74,22.74,379.15
1726,1996-11-08,23.59,23.59,379.05
1727,1996-11-11,23.37,23.37,381.5
1728,1996-11-12,23.35,23.35,382.65
1729,1996-11-13,24.12,24.12,383.1
1730,1996-11-14,24.41,24.41,381.4
1731,1996-11-15,24.17,24.17,379.75
1732,1996-11-18,23.88,23.88,379.1
1733,1996-11-19,24.49,24.49,378.15
1734,1996-11-20,23.76,23.76,378.35
1735,1996-11-21,23.84,23.84,377.75
1736,1996-11-22,23.75,23.75,376.35
1737,1996-11-25,23.49,23.49,374.5
1738,1996-11-26,23.62,23.62,375.2
1739,1996-11-27,23.75,23.75,373.35
1740,1996-12-02,24.8,24.8,368.2
1741,1996-12-03,24.93,24.93,368.9
1742,1996-12-04,24.8,24.8,370.83
1743,1996-12-05,25.58,25.58,370.9
1744,1996-12-06,25.62,25.62,368.95
1745,1996-12-09,25.3,25.3,368.2
1746,1996-12-10,24.42,24.42,368.65
1747,1996-12-11,23.38,23.38,368.9
1748,1996-12-12,23.72,23.72,369.6
1749,1996-12-13,24.47,24.47,368.7
1750,1996-12-16,25.74,25.74,368.1
1751,1996-12-17,25.71,25.71,368.55
1752,1996-12-18,26.16,26.16,369.3
1753,1996-12-19,26.57,26.57,369.0
1754,1996-12-20,25.08,25.08,368.55
1755,1996-12-23,24.79,24.79,368.85
1756,1996-12-24,25.1,25.1,368.85
1757,1996-12-26,24.92,24.92,368.85
1758,1996-12-27,25.22,25.22,369.6
1759,1996-12-30,25.37,25.37,370.05
1760,1996-12-31,25.92,25.92,367.7
1761,1997-01-02,25.69,25.69,365.55
1762,1997-01-03,25.59,25.59,361.0
1763,1997-01-06,26.37,26.37,357.95
1764,1997-01-07,26.23,26.23,358.85
1765,1997-01-08,26.62,26.62,355.8
1766,1997-01-09,26.37,26.37,357.55
1767,1997-01-10,26.09,26.09,359.05
1768,1997-01-13,25.19,25.19,358.6
1769,1997-01-14,25.11,25.11,354.0
1770,1997-01-15,25.95,25.95,352.5
1771,1997-01-16,25.52,25.52,354.55
1772,1997-01-17,25.41,25.41,355.55
1773,1997-01-20,25.23,25.23,353.45
1774,1997-01-21,24.8,24.8,352.9
1775,1997-01-22,24.24,24.24,351.0
1776,1997-01-23,24.18,24.18,352.0
1777,1997-01-24,24.05,24.05,352.35
1778,1997-01-27,23.94,23.94,356.25
1779,1997-01-28,23.9,23.9,353.25
1780,1997-01-29,24.47,24.47,351.25
1781,1997-01-30,24.87,24.87,345.6
1782,1997-01-31,24.15,24.15,344.35
1783,1997-02-03,24.15,24.15,346.65
1784,1997-02-04,24.02,24.02,344.25
1785,1997-02-05,23.91,23.91,344.45
1786,1997-02-06,23.1,23.1,342.45
1787,1997-02-07,22.23,22.23,341.95
1788,1997-02-10,22.46,22.46,341.05
1789,1997-02-11,22.42,22.42,339.85
1790,1997-02-12,21.86,21.86,342.85
1791,1997-02-13,22.02,22.02,341.0
1792,1997-02-14,22.41,22.41,345.2
1793,1997-02-18,22.52,22.52,345.65
1794,1997-02-19,22.79,22.79,345.25
1795,1997-02-20,21.98,21.98,350.75
1796,1997-02-21,21.39,21.39,352.25
1797,1997-02-24,20.71,20.71,353.45
1798,1997-02-25,21.0,21.0,354.25
1799,1997-02-26,21.11,21.11,354.25
1800,1997-02-27,20.89,20.89,359.15
1801,1997-02-28,20.3,20.3,363.45
1802,1997-03-03,20.25,20.25,361.8
1803,1997-03-04,20.66,20.66,358.95
1804,1997-03-05,20.49,20.49,352.95
1805,1997-03-06,20.94,20.94,352.15
1806,1997-03-07,21.28,21.28,348.7
1807,1997-03-10,20.49,20.49,351.5
1808,1997-03-11,20.11,20.11,353.55
1809,1997-03-12,20.62,20.62,352.3
1810,1997-03-13,20.7,20.7,353.75
1811,1997-03-14,21.29,21.29,352.25
1812,1997-03-17,20.92,20.92,347.75
1813,1997-03-18,22.06,22.06,349.85
1814,1997-03-19,22.04,22.04,352.0
1815,1997-03-20,22.32,22.32,351.5
1816,1997-03-21,21.51,21.51,352.85
1817,1997-03-24,21.06,21.06,350.0
1818,1997-03-25,20.99,20.99,347.5
1819,1997-03-26,20.64,20.64,350.35
1820,1997-03-27,20.7,20.7,348.15
1821,1997-03-31,20.41,20.41,351.25
1822,1997-04-01,20.28,20.28,351.95
1823,1997-04-02,19.47,19.47,349.05
1824,1997-04-03,19.47,19.47,348.85
1825,1997-04-04,19.12,19.12,348.75
1826,1997-04-07,19.23,19.23,348.05
1827,1997-04-08,19.35,19.35,348.55
1828,1997-04-09,19.27,19.27,348.05
1829,1997-04-10,19.57,19.57,348.65
1830,1997-04-11,19.53,19.53,346.95
1831,1997-04-14,19.9,19.9,346.25
1832,1997-04-15,19.83,19.83,342.05
1833,1997-04-16,19.35,19.35,341.55
1834,1997-04-17,19.42,19.42,342.55
1835,1997-04-18,19.91,19.91,341.45
1836,1997-04-21,20.38,20.38,342.9
1837,1997-04-22,19.6,19.6,341.3
1838,1997-04-23,19.73,19.73,341.35
1839,1997-04-24,20.03,20.03,340.75
1840,1997-04-25,19.99,19.99,341.95
1841,1997-04-28,19.91,19.91,339.65
1842,1997-04-29,20.44,20.44,339.95
1843,1997-04-30,20.21,20.21,339.5
1844,1997-05-01,19.91,19.91,340.45
1845,1997-05-02,19.6,19.6,340.25
1846,1997-05-05,19.63,19.63,342.85
1847,1997-05-06,19.66,19.66,340.45
1848,1997-05-07,19.62,19.62,341.45
1849,1997-05-08,20.34,20.34,343.75
1850,1997-05-09,20.43,20.43,348.05
1851,1997-05-12,21.38,21.38,347.65
1852,1997-05-13,21.37,21.37,349.5
1853,1997-05-14,21.39,21.39,347.48
1854,1997-05-15,21.3,21.3,347.55
1855,1997-05-16,22.12,22.12,344.05
1856,1997-05-19,21.59,21.59,341.45
1857,1997-05-20,21.19,21.19,343.15
1858,1997-05-21,21.86,21.86,342.95
1859,1997-05-22,21.86,21.86,342.65
1860,1997-05-23,21.63,21.63,342.6
1861,1997-05-27,20.79,20.79,344.1
1862,1997-05-28,20.79,20.79,344.85
1863,1997-05-29,20.97,20.97,345.75
1864,1997-05-30,20.88,20.88,344.65
1865,1997-06-02,20.98,20.98,344.45
1866,1997-06-03,20.33,20.33,343.25
1867,1997-06-04,20.12,20.12,341.25
1868,1997-06-05,19.66,19.66,343.35
1869,1997-06-06,18.79,18.79,343.65
1870,1997-06-09,18.68,18.68,344.05
1871,1997-06-10,18.67,18.67,344.05
1872,1997-06-11,18.53,18.53,343.85
1873,1997-06-12,18.69,18.69,341.55
1874,1997-06-13,18.83,18.83,341.05
1875,1997-06-16,19.01,19.01,342.65
1876,1997-06-17,19.23,19.23,341.75
1877,1997-06-18,18.79,18.79,339.25
1878,1997-06-19,18.67,18.67,340.55
1879,1997-06-20,18.55,18.55,337.7
1880,1997-06-23,19.14,19.14,339.75
1881,1997-06-24,19.03,19.03,337.55
1882,1997-06-25,19.52,19.52,337.35
1883,1997-06-26,19.09,19.09,338.25
1884,1997-06-27,19.46,19.46,334.55
1885,1997-06-30,19.8,19.8,333.95
1886,1997-07-01,20.12,20.12,334.15
1887,1997-07-02,20.34,20.34,331.15
1888,1997-07-03,19.56,19.56,325.25
1889,1997-07-07,19.52,19.52,318.0
1890,1997-07-08,19.73,19.73,319.85
1891,1997-07-09,19.46,19.46,318.25
1892,1997-07-10,19.22,19.22,319.9
1893,1997-07-11,19.33,19.33,321.35
1894,1997-07-14,18.99,18.99,319.95
1895,1997-07-15,19.67,19.67,318.05
1896,1997-07-16,19.65,19.65,318.05
1897,1997-07-17,19.99,19.99,323.75
1898,1997-07-18,19.27,19.27,328.95
1899,1997-07-21,19.18,19.18,325.65
1900,1997-07-22,19.08,19.08,325.25
1901,1997-07-23,19.63,19.63,323.0
1902,1997-07-24,19.77,19.77,323.38
1903,1997-07-25,19.89,19.89,326.0
1904,1997-07-28,19.81,19.81,328.63
1905,1997-07-29,19.85,19.85,325.95
1906,1997-07-30,20.3,20.3,326.05
1907,1997-07-31,20.14,20.14,324.55
1908,1997-08-01,20.28,20.28,324.75
1909,1997-08-04,20.75,20.75,323.95
1910,1997-08-05,20.81,20.81,320.65
1911,1997-08-06,20.46,20.46,318.55
1912,1997-08-07,20.09,20.09,321.95
1913,1997-08-08,19.54,19.54,327.15
1914,1997-08-11,19.69,19.69,328.45
1915,1997-08-12,19.99,19.99,327.05
1916,1997-08-13,20.19,20.19,326.85
1917,1997-08-14,20.08,20.08,324.45
1918,1997-08-15,20.07,20.07,326.05
1919,1997-08-18,19.91,19.91,321.45
1920,1997-08-19,20.12,20.12,323.25
1921,1997-08-20,20.06,20.06,321.45
1922,1997-08-21,19.66,19.66,323.88
1923,1997-08-22,19.7,19.7,324.75
1924,1997-08-25,19.26,19.26,324.7
1925,1997-08-26,19.28,19.28,325.9
1926,1997-08-27,19.73,19.73,325.45
1927,1997-08-28,19.58,19.58,323.95
1928,1997-08-29,19.61,19.61,324.15
1929,1997-09-02,19.65,19.65,322.5
1930,1997-09-03,19.61,19.61,322.0
1931,1997-09-04,19.4,19.4,321.35
1932,1997-09-05,19.63,19.63,322.55
1933,1997-09-08,19.45,19.45,321.95
1934,1997-09-09,19.42,19.42,321.5
1935,1997-09-10,19.42,19.42,321.45
1936,1997-09-11,19.37,19.37,324.25
1937,1997-09-12,19.32,19.32,323.75
1938,1997-09-15,19.27,19.27,323.45
1939,1997-09-16,19.61,19.61,320.75
1940,1997-09-17,19.42,19.42,320.25
1941,1997-09-18,19.38,19.38,320.65
1942,1997-09-19,19.35,19.35,320.85
1943,1997-09-22,19.6,19.6,320.95
1944,1997-09-23,19.79,19.79,321.95
1945,1997-09-24,19.94,19.94,323.25
1946,1997-09-25,20.39,20.39,327.15
1947,1997-09-26,20.87,20.87,326.75
1948,1997-09-29,21.26,21.26,328.25
1949,1997-09-30,21.18,21.18,334.45
1950,1997-10-01,21.05,21.05,333.75
1951,1997-10-02,21.77,21.77,331.45
1952,1997-10-03,22.76,22.76,334.85
1953,1997-10-06,21.93,21.93,332.55
1954,1997-10-07,21.96,21.96,331.45
1955,1997-10-08,22.18,22.18,333.25
1956,1997-10-09,22.12,22.12,327.75
1957,1997-10-10,22.1,22.1,329.65
1958,1997-10-13,21.32,21.32,328.45
1959,1997-10-14,20.7,20.7,327.95
1960,1997-10-15,20.57,20.57,325.35
1961,1997-10-16,20.97,20.97,325.85
1962,1997-10-17,20.59,20.59,325.25
1963,1997-10-20,20.7,20.7,323.65
1964,1997-10-21,20.67,20.67,322.7
1965,1997-10-22,21.42,21.42,322.45
1966,1997-10-23,21.09,21.09,323.65
1967,1997-10-24,20.97,20.97,309.0
1968,1997-10-27,21.07,21.07,311.13
1969,1997-10-28,20.46,20.46,316.35
1970,1997-10-29,20.71,20.71,313.85
1971,1997-10-30,21.22,21.22,316.25
1972,1997-10-31,21.08,21.08,311.45
1973,1997-11-03,20.96,20.96,313.55
1974,1997-11-04,20.7,20.7,313.95
1975,1997-11-05,20.31,20.31,313.55
1976,1997-11-06,20.39,20.39,312.45
1977,1997-11-07,20.77,20.77,310.25
1978,1997-11-10,20.4,20.4,310.0
1979,1997-11-11,20.51,20.51,309.3
1980,1997-11-12,20.49,20.49,307.25
1981,1997-11-13,20.7,20.7,308.0
1982,1997-11-14,21.0,21.0,303.35
1983,1997-11-17,20.26,20.26,303.85
1984,1997-11-18,20.04,20.04,306.25
1985,1997-11-19,19.8,19.8,303.95
1986,1997-11-20,19.16,19.16,303.05
1987,1997-11-21,19.76,19.76,304.95
1988,1997-11-24,19.83,19.83,302.85
1989,1997-11-25,19.73,19.73,299.15
1990,1997-11-26,19.15,19.15,296.55
1991,1997-12-01,18.66,18.66,293.45
1992,1997-12-02,18.76,18.76,293.55
1993,1997-12-03,18.8,18.8,292.15
1994,1997-12-04,18.6,18.6,285.95
1995,1997-12-05,18.71,18.71,288.25
1996,1997-12-08,18.84,18.84,287.55
1997,1997-12-09,18.67,18.67,282.75
1998,1997-12-10,18.14,18.14,287.0
1999,1997-12-11,18.15,18.15,283.95
2000,1997-12-12,18.21,18.21,282.85
2001,1997-12-15,18.17,18.17,283.75
2002,1997-12-16,18.17,18.17,284.95
2003,1997-12-17,18.19,18.19,288.15
2004,1997-12-18,18.52,18.52,287.0
2005,1997-12-19,18.39,18.39,289.05
2006,1997-12-22,18.39,18.39,291.65
2007,1997-12-23,18.33,18.33,294.05
2008,1997-12-24,18.35,18.35,296.45
2009,1997-12-26,18.2,18.2,294.65
2010,1997-12-29,17.62,17.62,290.75
2011,1997-12-30,17.6,17.6,290.35
2012,1997-12-31,17.64,17.64,289.05
2013,1998-01-02,17.43,17.43,288.25
2014,1998-01-05,16.89,16.89,281.85
2015,1998-01-06,16.91,16.91,280.85
2016,1998-01-07,16.82,16.82,283.25
2017,1998-01-08,16.97,16.97,281.05
2018,1998-01-09,16.63,16.63,278.65
2019,1998-01-12,16.47,16.47,278.15
2020,1998-01-13,16.43,16.43,283.15
2021,1998-01-14,16.45,16.45,281.45
2022,1998-01-15,16.34,16.34,286.95
2023,1998-01-16,16.51,16.51,290.15
2024,1998-01-20,16.42,16.42,291.45
2025,1998-01-21,16.42,16.42,292.85
2026,1998-01-22,16.42,16.42,290.75
2027,1998-01-23,15.74,15.74,299.63
2028,1998-01-26,16.82,16.82,297.5
2029,1998-01-27,16.98,16.98,300.65
2030,1998-01-28,17.31,17.31,305.38
2031,1998-01-29,17.82,17.82,302.38
2032,1998-01-30,17.21,17.21,302.45
2033,1998-02-02,17.05,17.05,303.0
2034,1998-02-03,16.5,16.5,295.35
2035,1998-02-04,16.37,16.37,299.1
2036,1998-02-05,16.58,16.58,298.65
2037,1998-02-06,16.7,16.7,298.15
2038,1998-02-09,16.63,16.63,299.6
2039,1998-02-10,16.43,16.43,300.45
2040,1998-02-11,16.15,16.15,300.5
2041,1998-02-12,15.96,15.96,298.6
2042,1998-02-13,16.02,16.02,299.85
2043,1998-02-17,15.66,15.66,297.45
2044,1998-02-18,16.25,16.25,297.85
2045,1998-02-19,16.16,16.16,298.85
2046,1998-02-20,16.15,16.15,297.25
2047,1998-02-23,15.37,15.37,293.75
2048,1998-02-24,15.31,15.31,291.5
2049,1998-02-25,15.45,15.45,291.85
2050,1998-02-26,15.35,15.35,294.55
2051,1998-02-27,15.44,15.44,299.15
2052,1998-03-02,15.34,15.34,299.5
2053,1998-03-03,15.27,15.27,297.85
2054,1998-03-04,15.32,15.32,296.0
2055,1998-03-05,15.33,15.33,293.4
2056,1998-03-06,14.91,14.91,294.45
2057,1998-03-09,14.33,14.33,294.45
2058,1998-03-10,14.26,14.26,296.0
2059,1998-03-11,14.18,14.18,294.45
2060,1998-03-12,14.2,14.2,294.55
2061,1998-03-13,14.06,14.06,295.35
2062,1998-03-16,13.28,13.28,294.35
2063,1998-03-17,13.21,13.21,292.0
2064,1998-03-18,14.34,14.34,291.4
2065,1998-03-19,14.31,14.31,291.25
2066,1998-03-20,14.32,14.32,291.75
2067,1998-03-23,14.32,14.32,297.75
2068,1998-03-24,15.92,15.92,299.25
2069,1998-03-25,16.48,16.48,299.35
2070,1998-03-26,16.83,16.83,301.25
2071,1998-03-27,16.76,16.76,302.25
2072,1998-03-30,16.21,16.21,301.4
2073,1998-03-31,15.61,15.61,300.95
2074,1998-04-01,15.54,15.54,299.35
2075,1998-04-02,15.74,15.74,302.25
2076,1998-04-03,15.99,15.99,308.25
2077,1998-04-06,15.45,15.45,309.05
2078,1998-04-07,15.22,15.22,309.5
2079,1998-04-08,15.55,15.55,309.45
2080,1998-04-09,15.56,15.56,308.45
2081,1998-04-13,15.32,15.32,311.15
2082,1998-04-14,15.12,15.12,308.25
2083,1998-04-15,15.46,15.46,307.25
2084,1998-04-16,15.9,15.9,308.15
2085,1998-04-17,15.46,15.46,307.75
2086,1998-04-20,15.41,15.41,307.95
2087,1998-04-21,15.45,15.45,310.75
2088,1998-04-22,15.45,15.45,313.35
2089,1998-04-23,15.19,15.19,314.05
2090,1998-04-24,15.09,15.09,312.65
2091,1998-04-27,15.32,15.32,309.65
2092,1998-04-28,15.74,15.74,307.95
2093,1998-04-29,15.32,15.32,310.25
2094,1998-04-30,15.39,15.39,306.65
2095,1998-05-01,16.13,16.13,302.25
2096,1998-05-04,15.95,15.95,304.35
2097,1998-05-05,15.47,15.47,303.35
2098,1998-05-06,15.37,15.37,300.75
2099,1998-05-07,15.24,15.24,298.7
2100,1998-05-08,15.13,15.13,299.85
2101,1998-05-11,15.17,15.17,300.35
2102,1998-05-12,15.24,15.24,298.0
2103,1998-05-13,14.95,14.95,298.45
2104,1998-05-14,15.08,15.08,299.05
2105,1998-05-15,14.47,14.47,301.25
2106,1998-05-18,14.07,14.07,299.55
2107,1998-05-19,12.96,12.96,298.45
2108,1998-05-20,12.96,12.96,299.5
2109,1998-05-21,12.96,12.96,301.45
2110,1998-05-22,12.96,12.96,299.85
2111,1998-05-26,14.82,14.82,295.55
2112,1998-05-27,14.99,14.99,293.85
2113,1998-05-28,14.85,14.85,293.15
2114,1998-05-29,15.2,15.2,292.95
2115,1998-06-01,14.96,14.96,288.45
2116,1998-06-02,14.84,14.84,291.15
2117,1998-06-03,14.81,14.81,293.15
2118,1998-06-04,15.12,15.12,293.7
2119,1998-06-05,15.07,15.07,291.65
2120,1998-06-08,14.55,14.55,296.95
2121,1998-06-09,13.85,13.85,293.65
2122,1998-06-10,13.48,13.48,293.25
2123,1998-06-11,12.75,12.75,287.05
2124,1998-06-12,12.59,12.59,286.0
2125,1998-06-15,11.56,11.56,284.85
2126,1998-06-16,11.98,11.98,288.65
2127,1998-06-17,12.6,12.6,293.45
2128,1998-06-18,11.77,11.77,293.25
2129,1998-06-19,11.84,11.84,298.75
2130,1998-06-22,13.43,13.43,295.75
2131,1998-06-23,13.43,13.43,295.05
2132,1998-06-24,14.6,14.6,292.85
2133,1998-06-25,14.03,14.03,293.9
2134,1998-06-26,14.13,14.13,293.85
2135,1998-06-29,14.07,14.07,293.65
2136,1998-06-30,14.18,14.18,296.95
2137,1998-07-01,14.37,14.37,296.45
2138,1998-07-02,14.5,14.5,293.85
2139,1998-07-06,13.92,13.92,293.25
2140,1998-07-07,13.62,13.62,294.95
2141,1998-07-08,13.85,13.85,293.25
2142,1998-07-09,13.88,13.88,292.1
2143,1998-07-10,13.87,13.87,290.85
2144,1998-07-13,13.91,13.91,291.65
2145,1998-07-14,14.55,14.55,293.15
2146,1998-07-15,14.87,14.87,293.75
2147,1998-07-16,14.52,14.52,293.25
2148,1998-07-17,13.98,13.98,294.5
2149,1998-07-20,13.34,13.34,296.05
2150,1998-07-21,13.79,13.79,294.95
2151,1998-07-22,13.79,13.79,294.15
2152,1998-07-23,13.88,13.88,293.15
2153,1998-07-24,13.87,13.87,291.45
2154,1998-07-27,14.22,14.22,290.35
2155,1998-07-28,14.27,14.27,291.75
2156,1998-07-29,14.09,14.09,290.05
2157,1998-07-30,14.21,14.21,289.5
2158,1998-07-31,14.21,14.21,286.45
2159,1998-08-03,13.7,13.7,282.95
2160,1998-08-04,13.75,13.75,288.35
2161,1998-08-05,13.68,13.68,287.95
2162,1998-08-06,13.76,13.76,287.35
2163,1998-08-07,13.8,13.8,286.65
2164,1998-08-10,13.05,13.05,287.45
2165,1998-08-11,12.76,12.76,283.95
2166,1998-08-12,12.71,12.71,282.75
2167,1998-08-13,13.21,13.21,285.35
2168,1998-08-14,13.35,13.35,284.05
2169,1998-08-17,13.2,13.2,285.05
2170,1998-08-18,12.92,12.92,284.95
2171,1998-08-19,13.16,13.16,283.35
2172,1998-08-20,13.54,13.54,285.15
2173,1998-08-21,13.54,13.54,284.8
2174,1998-08-24,13.64,13.64,284.65
2175,1998-08-25,13.77,13.77,283.05
2176,1998-08-26,13.58,13.58,282.25
2177,1998-08-27,13.23,13.23,276.55
2178,1998-08-28,13.5,13.5,274.35
2179,1998-08-31,13.34,13.34,275.55
2180,1998-09-01,13.73,13.73,278.85
2181,1998-09-02,13.67,13.67,280.15
2182,1998-09-03,14.67,14.67,284.95
2183,1998-09-04,14.59,14.59,286.85
2184,1998-09-08,14.29,14.29,286.05
2185,1998-09-09,14.12,14.12,284.25
2186,1998-09-10,14.67,14.67,290.45
2187,1998-09-11,14.34,14.34,293.75
2188,1998-09-14,14.42,14.42,290.35
2189,1998-09-15,14.57,14.57,289.95
2190,1998-09-16,14.53,14.53,287.85
2191,1998-09-17,14.86,14.86,291.45
2192,1998-09-18,15.49,15.49,291.45
2193,1998-09-21,15.49,15.49,288.95
2194,1998-09-22,15.67,15.67,287.85
2195,1998-09-23,15.67,15.67,289.75
2196,1998-09-24,15.98,15.98,294.15
2197,1998-09-25,15.75,15.75,294.15
2198,1998-09-28,15.64,15.64,295.85
2199,1998-09-29,15.98,15.98,294.65
2200,1998-09-30,16.14,16.14,296.95
2201,1998-10-01,15.43,15.43,299.85
2202,1998-10-02,15.64,15.64,300.55
2203,1998-10-05,15.39,15.39,296.65
2204,1998-10-06,15.5,15.5,296.25
2205,1998-10-07,15.06,15.06,301.55
2206,1998-10-08,14.42,14.42,299.55
2207,1998-10-09,14.58,14.58,296.75
2208,1998-10-12,14.44,14.44,296.25
2209,1998-10-13,14.23,14.23,296.55
2210,1998-10-14,14.05,14.05,296.05
2211,1998-10-15,14.05,14.05,298.7
2212,1998-10-16,14.15,14.15,299.95
2213,1998-10-19,13.35,13.35,296.15
2214,1998-10-20,13.43,13.43,296.25
2215,1998-10-21,13.43,13.43,295.25
2216,1998-10-22,13.97,13.97,292.55
2217,1998-10-23,14.05,14.05,292.85
2218,1998-10-26,14.23,14.23,292.2
2219,1998-10-27,14.13,14.13,293.65
2220,1998-10-28,14.29,14.29,293.1
2221,1998-10-29,14.24,14.24,293.65
2222,1998-10-30,14.42,14.42,292.55
2223,1998-11-02,14.36,14.36,290.0
2224,1998-11-03,14.2,14.2,289.45
2225,1998-11-04,14.14,14.14,290.75
2226,1998-11-05,13.97,13.97,293.65
2227,1998-11-06,13.87,13.87,293.2
2228,1998-11-09,13.38,13.38,292.75
2229,1998-11-10,13.52,13.52,293.25
2230,1998-11-11,13.55,13.55,293.35
2231,1998-11-12,13.84,13.84,296.95
2232,1998-11-13,13.57,13.57,295.85
2233,1998-11-16,12.82,12.82,294.65
2234,1998-11-17,12.45,12.45,294.1
