,Date,CL1.Comdty_x,CL1.Comdty_y,XAU.Curncy
233,1990-12-04,30.66,30.66,377.6
234,1990-12-05,27.29,27.29,376.0
235,1990-12-06,26.4,26.4,370.0
236,1990-12-07,26.58,26.58,370.8
237,1990-12-10,26.9,26.9,374.05
238,1990-12-11,26.41,26.41,372.1
239,1990-12-12,25.35,25.35,370.9
240,1990-12-13,26.42,26.42,372.0
241,1990-12-14,26.55,26.55,373.2
242,1990-12-17,27.05,27.05,376.3
243,1990-12-18,27.86,27.86,377.4
244,1990-12-19,27.86,27.86,378.9
245,1990-12-20,26.39,26.39,385.45
246,1990-12-21,25.92,25.92,383.75
247,1990-12-24,25.92,25.92,
248,1990-12-26,27.22,27.22,
249,1990-12-27,27.01,27.01,382.8
250,1990-12-28,27.57,27.57,
251,1990-12-31,28.44,28.44,
252,1991-01-02,26.49,26.49,390.8
253,1991-01-03,25.48,25.48,386.3
254,1991-01-04,24.9,24.9,387.4
255,1991-01-07,27.65,27.65,391.1
256,1991-01-08,27.17,27.17,389.7
257,1991-01-09,27.26,27.26,387.1
258,1991-01-10,27.71,27.71,390.55
259,1991-01-11,27.29,27.29,390.6
260,1991-01-14,30.78,30.78,398.6
261,1991-01-15,30.07,30.07,398.5
262,1991-01-16,32.0,32.0,403.0
263,1991-01-17,21.44,21.44,379.0
264,1991-01-18,19.25,19.25,378.25
265,1991-01-21,21.3,21.3,378.2
266,1991-01-22,24.18,24.18,381.0
267,1991-01-23,22.04,22.04,378.3
268,1991-01-24,21.71,21.71,373.0
269,1991-01-25,21.35,21.35,374.25
270,1991-01-28,20.96,20.96,374.5
271,1991-01-29,21.85,21.85,376.8
272,1991-01-30,20.97,20.97,367.1
273,1991-01-31,21.54,21.54,366.0
274,1991-02-01,21.34,21.34,364.5
275,1991-02-04,21.14,21.14,367.15
276,1991-02-05,20.66,20.66,366.6
277,1991-02-06,21.49,21.49,360.75
278,1991-02-07,21.22,21.22,363.9
279,1991-02-08,21.92,21.92,370.0
280,1991-02-11,22.47,22.47,366.85
281,1991-02-12,22.93,22.93,364.4
282,1991-02-13,22.56,22.56,366.75
283,1991-02-14,22.32,22.32,368.15
284,1991-02-15,20.88,20.88,365.5
285,1991-02-19,20.07,20.07,363.0
286,1991-02-20,20.48,20.48,364.65
287,1991-02-21,18.5,18.5,362.25
288,1991-02-22,17.91,17.91,358.8
289,1991-02-25,17.94,17.94,357.65
290,1991-02-26,18.37,18.37,359.25
291,1991-02-27,18.86,18.86,360.0
292,1991-02-28,19.16,19.16,362.7
293,1991-03-01,19.38,19.38,366.9
294,1991-03-04,20.25,20.25,365.45
295,1991-03-05,20.43,20.43,364.5
296,1991-03-06,19.73,19.73,366.2
297,1991-03-07,19.42,19.42,366.5
298,1991-03-08,19.31,19.31,368.5
299,1991-03-11,18.99,18.99,365.85
300,1991-03-12,19.68,19.68,364.25
301,1991-03-13,20.45,20.45,366.0
302,1991-03-14,20.27,20.27,364.6
303,1991-03-15,20.01,20.01,366.0
304,1991-03-18,19.76,19.76,362.3
305,1991-03-19,20.61,20.61,364.5
306,1991-03-20,20.38,20.38,364.5
307,1991-03-21,20.49,20.49,362.35
308,1991-03-22,20.1,20.1,
309,1991-03-25,19.62,19.62,359.25
310,1991-03-26,19.76,19.76,356.6
311,1991-03-27,19.41,19.41,354.05
312,1991-03-28,19.63,19.63,355.65
313,1991-04-01,19.29,19.29,
314,1991-04-02,19.7,19.7,357.5
315,1991-04-03,19.47,19.47,359.2
316,1991-04-04,19.98,19.98,358.4
317,1991-04-05,19.96,19.96,358.5
318,1991-04-08,20.31,20.31,361.0
319,1991-04-09,20.26,20.26,364.0
320,1991-04-10,21.05,21.05,363.65
321,1991-04-11,20.89,20.89,361.75
322,1991-04-12,21.48,21.48,361.95
323,1991-04-15,21.91,21.91,360.1
324,1991-04-16,21.64,21.64,361.2
325,1991-04-17,21.71,21.71,360.65
326,1991-04-18,21.08,21.08,359.15
327,1991-04-19,21.13,21.13,356.15
328,1991-04-22,21.62,21.62,356.4
329,1991-04-23,20.88,20.88,355.5
330,1991-04-24,20.94,20.94,355.8
331,1991-04-25,21.15,21.15,353.25
332,1991-04-26,21.28,21.28,353.25
333,1991-04-29,21.26,21.26,351.1
334,1991-04-30,20.96,20.96,357.75
335,1991-05-01,21.25,21.25,356.5
336,1991-05-02,21.17,21.17,354.15
337,1991-05-03,21.37,21.37,355.5
338,1991-05-06,21.68,21.68,
339,1991-05-07,21.63,21.63,356.15
340,1991-05-08,21.78,21.78,356.9
341,1991-05-09,21.93,21.93,356.85
342,1991-05-10,21.27,21.27,356.7
343,1991-05-13,20.91,20.91,356.85
344,1991-05-14,20.74,20.74,357.95
345,1991-05-15,20.92,20.92,359.85
346,1991-05-16,20.89,20.89,356.0
347,1991-05-17,21.18,21.18,355.1
348,1991-05-20,21.37,21.37,355.0
349,1991-05-21,21.4,21.4,356.3
350,1991-05-22,20.83,20.83,356.75
351,1991-05-23,21.02,21.02,354.9
352,1991-05-24,21.19,21.19,355.8
353,1991-05-28,21.33,21.33,355.65
354,1991-05-29,21.11,21.11,361.5
355,1991-05-30,21.32,21.32,361.05
356,1991-05-31,21.13,21.13,360.4
357,1991-06-03,21.13,21.13,363.0
358,1991-06-04,21.02,21.02,362.4
359,1991-06-05,20.47,20.47,362.4
360,1991-06-06,20.33,20.33,364.85
361,1991-06-07,20.28,20.28,367.0
362,1991-06-10,19.84,19.84,372.2
363,1991-06-11,19.96,19.96,371.25
364,1991-06-12,20.05,20.05,372.0
365,1991-06-13,19.71,19.71,369.7
366,1991-06-14,19.67,19.67,367.75
367,1991-06-17,19.94,19.94,366.8
368,1991-06-18,20.13,20.13,370.25
369,1991-06-19,19.99,19.99,367.4
370,1991-06-20,20.15,20.15,367.6
371,1991-06-21,20.23,20.23,366.25
372,1991-06-24,19.98,19.98,360.9
373,1991-06-25,20.05,20.05,363.35
374,1991-06-26,20.08,20.08,366.1
375,1991-06-27,20.48,20.48,364.8
376,1991-06-28,20.56,20.56,368.35
377,1991-07-01,20.76,20.76,368.9
378,1991-07-02,20.82,20.82,367.1
379,1991-07-03,20.67,20.67,369.25
380,1991-07-05,20.89,20.89,369.9
381,1991-07-08,21.24,21.24,370.25
382,1991-07-09,21.29,21.29,369.2
383,1991-07-10,21.43,21.43,370.9
384,1991-07-11,21.29,21.29,368.3
385,1991-07-12,21.72,21.72,367.85
386,1991-07-15,21.47,21.47,367.8
387,1991-07-16,21.65,21.65,368.7
388,1991-07-17,22.14,22.14,368.9
389,1991-07-18,21.94,21.94,369.0
390,1991-07-19,22.16,22.16,370.0
391,1991-07-22,21.72,21.72,369.75
392,1991-07-23,21.32,21.32,367.4
393,1991-07-24,21.52,21.52,366.0
394,1991-07-25,21.46,21.46,364.9
395,1991-07-26,21.48,21.48,364.1
396,1991-07-29,21.35,21.35,365.1
397,1991-07-30,21.42,21.42,361.35
398,1991-07-31,21.68,21.68,362.85
399,1991-08-01,21.27,21.27,363.4
400,1991-08-02,21.32,21.32,357.8
401,1991-08-05,21.47,21.47,356.5
402,1991-08-06,21.37,21.37,357.0
403,1991-08-07,21.36,21.36,356.8
404,1991-08-08,21.58,21.58,357.6
405,1991-08-09,21.62,21.62,358.2
406,1991-08-12,21.69,21.69,358.2
407,1991-08-13,21.58,21.58,356.8
408,1991-08-14,21.27,21.27,355.85
409,1991-08-15,21.44,21.44,358.35
410,1991-08-16,21.3,21.3,357.75
411,1991-08-19,22.47,22.47,361.2
412,1991-08-20,22.27,22.27,353.8
413,1991-08-21,21.55,21.55,356.3
414,1991-08-22,21.72,21.72,356.2
415,1991-08-23,21.81,21.81,353.7
416,1991-08-26,21.97,21.97,
417,1991-08-27,21.98,21.98,353.8
418,1991-08-28,21.74,21.74,354.5
419,1991-08-29,21.97,21.97,351.25
420,1991-08-30,22.26,22.26,347.4
421,1991-09-03,22.24,22.24,347.35
422,1991-09-04,21.81,21.81,348.7
423,1991-09-05,21.69,21.69,347.4
424,1991-09-06,21.57,21.57,348.05
425,1991-09-09,21.33,21.33,350.55
426,1991-09-10,21.41,21.41,351.7
427,1991-09-11,21.64,21.64,345.25
428,1991-09-12,21.53,21.53,344.75
429,1991-09-13,21.68,21.68,344.25
430,1991-09-16,21.82,21.82,345.4
431,1991-09-17,21.62,21.62,346.15
432,1991-09-18,21.84,21.84,348.3
433,1991-09-19,21.76,21.76,348.6
434,1991-09-20,21.97,21.97,348.6
435,1991-09-23,22.07,22.07,349.25
436,1991-09-24,22.19,22.19,351.9
437,1991-09-25,22.21,22.21,352.75
438,1991-09-26,22.21,22.21,351.9
439,1991-09-27,22.32,22.32,348.45
440,1991-09-30,22.23,22.23,354.9
441,1991-10-01,22.22,22.22,353.95
442,1991-10-02,22.33,22.33,356.0
443,1991-10-03,22.67,22.67,356.8
444,1991-10-04,22.61,22.61,356.3
445,1991-10-07,22.98,22.98,359.7
446,1991-10-08,22.99,22.99,357.6
447,1991-10-09,23.16,23.16,357.65
448,1991-10-10,22.98,22.98,359.5
449,1991-10-11,23.09,23.09,357.75
450,1991-10-14,23.46,23.46,358.5
451,1991-10-15,23.86,23.86,357.55
452,1991-10-16,23.67,23.67,356.55
453,1991-10-17,23.93,23.93,358.3
454,1991-10-18,24.14,24.14,359.6
455,1991-10-21,24.04,24.04,363.8
456,1991-10-22,23.48,23.48,362.35
457,1991-10-23,23.26,23.26,362.2
458,1991-10-24,23.49,23.49,361.0
459,1991-10-25,23.12,23.12,362.0
460,1991-10-28,23.21,23.21,358.5
461,1991-10-29,23.11,23.11,357.4
462,1991-10-30,23.11,23.11,359.35
463,1991-10-31,23.37,23.37,357.45
464,1991-11-01,23.82,23.82,357.75
465,1991-11-04,23.8,23.8,356.35
466,1991-11-05,23.78,23.78,356.55
467,1991-11-06,23.4,23.4,354.5
468,1991-11-07,23.2,23.2,354.5
469,1991-11-08,23.01,23.01,352.9
470,1991-11-11,22.58,22.58,354.9
471,1991-11-12,22.5,22.5,354.75
472,1991-11-13,22.35,22.35,356.55
473,1991-11-14,22.52,22.52,355.85
474,1991-11-15,22.79,22.79,355.5
475,1991-11-18,22.4,22.4,360.75
476,1991-11-19,22.0,22.0,363.0
477,1991-11-20,22.22,22.22,362.6
478,1991-11-21,21.78,21.78,364.3
479,1991-11-22,21.21,21.21,367.95
480,1991-11-25,21.42,21.42,369.1
481,1991-11-26,21.02,21.02,366.25
482,1991-11-27,21.35,21.35,367.1
483,1991-11-29,21.48,21.48,366.3
484,1991-12-02,21.08,21.08,368.35
485,1991-12-03,20.51,20.51,362.9
486,1991-12-04,20.76,20.76,365.25
487,1991-12-05,20.39,20.39,364.75
488,1991-12-06,20.04,20.04,367.75
489,1991-12-09,19.42,19.42,370.7
490,1991-12-10,19.41,19.41,368.05
491,1991-12-11,19.51,19.51,366.5
492,1991-12-12,19.96,19.96,359.5
493,1991-12-13,20.05,20.05,359.05
494,1991-12-16,19.76,19.76,359.65
495,1991-12-17,19.45,19.45,357.4
496,1991-12-18,19.39,19.39,357.9
497,1991-12-19,19.13,19.13,358.9
498,1991-12-20,18.52,18.52,358.3
499,1991-12-23,18.78,18.78,359.65
500,1991-12-24,18.97,18.97,
501,1991-12-26,18.5,18.5,
502,1991-12-27,18.76,18.76,353.3
503,1991-12-30,18.65,18.65,353.15
504,1991-12-31,19.12,19.12,
505,1992-01-02,19.49,19.49,350.9
506,1992-01-03,19.23,19.23,353.0
507,1992-01-06,19.21,19.21,349.4
508,1992-01-07,18.69,18.69,349.7
509,1992-01-08,17.87,17.87,350.6
510,1992-01-09,17.86,17.86,351.55
511,1992-01-10,18.23,18.23,357.9
512,1992-01-13,18.79,18.79,353.9
513,1992-01-14,18.47,18.47,
514,1992-01-15,18.85,18.85,355.55
515,1992-01-16,18.91,18.91,356.75
516,1992-01-17,19.16,19.16,355.9
517,1992-01-20,18.89,18.89,358.75
518,1992-01-21,18.47,18.47,357.8
519,1992-01-22,18.94,18.94,356.75
520,1992-01-23,18.72,18.72,355.2
521,1992-01-24,19.0,19.0,353.25
522,1992-01-27,19.36,19.36,356.1
523,1992-01-28,19.17,19.17,356.3
524,1992-01-29,18.89,18.89,354.85
525,1992-01-30,18.94,18.94,356.0
526,1992-01-31,18.9,18.9,354.1
527,1992-02-03,18.96,18.96,356.4
528,1992-02-04,19.27,19.27,356.0
529,1992-02-05,19.5,19.5,353.3
530,1992-02-06,19.5,19.5,355.95
531,1992-02-07,19.87,19.87,356.2
532,1992-02-10,19.78,19.78,354.65
533,1992-02-11,19.28,19.28,356.0
534,1992-02-12,19.27,19.27,357.2
535,1992-02-13,19.68,19.68,356.3
536,1992-02-14,19.46,19.46,354.1
537,1992-02-18,18.12,18.12,352.8
538,1992-02-19,18.41,18.41,353.2
539,1992-02-20,18.54,18.54,353.4
540,1992-02-21,18.66,18.66,351.6
541,1992-02-24,18.43,18.43,349.8
542,1992-02-25,18.48,18.48,350.5
543,1992-02-26,18.46,18.46,348.65
544,1992-02-27,18.75,18.75,353.75
545,1992-02-28,18.68,18.68,
546,1992-03-02,18.34,18.34,350.45
547,1992-03-03,18.64,18.64,351.35
548,1992-03-04,18.63,18.63,350.15
549,1992-03-05,18.55,18.55,349.9
550,1992-03-06,18.51,18.51,349.4
551,1992-03-09,18.67,18.67,348.8
552,1992-03-10,18.69,18.69,348.35
553,1992-03-11,18.5,18.5,349.0
554,1992-03-12,18.83,18.83,347.6
555,1992-03-13,19.18,19.18,347.25
556,1992-03-16,19.15,19.15,343.0
557,1992-03-17,19.24,19.24,339.0
558,1992-03-18,19.07,19.07,
559,1992-03-19,19.29,19.29,337.8
560,1992-03-20,18.9,18.9,338.8
561,1992-03-23,19.13,19.13,338.7
562,1992-03-24,19.22,19.22,338.4
563,1992-03-25,19.19,19.19,341.25
564,1992-03-26,19.28,19.28,340.4
565,1992-03-27,19.16,19.16,340.5
566,1992-03-30,19.25,19.25,343.3
567,1992-03-31,19.44,19.44,341.7
568,1992-04-01,19.84,19.84,344.0
569,1992-04-02,19.8,19.8,340.6
570,1992-04-03,20.29,20.29,340.6
571,1992-04-06,20.45,20.45,339.25
572,1992-04-07,20.23,20.23,338.75
573,1992-04-08,20.62,20.62,337.5
574,1992-04-09,20.31,20.31,338.45
575,1992-04-10,20.44,20.44,341.9
576,1992-04-13,20.22,20.22,340.8
577,1992-04-14,19.86,19.86,339.0
578,1992-04-15,19.87,19.87,338.95
579,1992-04-16,20.21,20.21,
580,1992-04-20,20.24,20.24,
581,1992-04-21,20.25,20.25,338.3
582,1992-04-22,20.11,20.11,338.1
583,1992-04-23,20.11,20.11,338.5
584,1992-04-24,20.22,20.22,336.55
585,1992-04-27,20.29,20.29,335.7
586,1992-04-28,20.41,20.41,336.75
587,1992-04-29,20.77,20.77,335.7
588,1992-04-30,20.85,20.85,336.35
589,1992-05-01,20.85,20.85,337.5
590,1992-05-04,21.12,21.12,
591,1992-05-05,20.8,20.8,336.75
592,1992-05-06,20.77,20.77,336.7
593,1992-05-07,20.71,20.71,336.05
594,1992-05-08,20.86,20.86,336.9
595,1992-05-11,21.0,21.0,336.15
596,1992-05-12,20.96,20.96,335.25
597,1992-05-13,20.76,20.76,335.2
598,1992-05-14,20.55,20.55,336.9
599,1992-05-15,20.69,20.69,339.0
600,1992-05-18,20.52,20.52,338.9
601,1992-05-19,20.12,20.12,339.5
602,1992-05-20,20.4,20.4,336.95
603,1992-05-21,20.9,20.9,337.25
604,1992-05-22,20.94,20.94,337.7
605,1992-05-26,22.0,22.0,337.85
606,1992-05-27,21.92,21.92,337.7
607,1992-05-28,21.95,21.95,336.9
608,1992-05-29,22.11,22.11,337.5
609,1992-06-01,22.03,22.03,336.85
610,1992-06-02,22.11,22.11,339.0
611,1992-06-03,22.43,22.43,339.9
612,1992-06-04,22.48,22.48,338.4
613,1992-06-05,22.62,22.62,338.8
614,1992-06-08,22.44,22.44,338.7
615,1992-06-09,22.32,22.32,337.8
616,1992-06-10,22.51,22.51,337.65
617,1992-06-11,22.35,22.35,338.25
618,1992-06-12,22.3,22.3,339.6
619,1992-06-15,22.36,22.36,342.7
620,1992-06-16,22.3,22.3,342.35
621,1992-06-17,22.29,22.29,342.0
622,1992-06-18,22.26,22.26,341.25
623,1992-06-19,22.26,22.26,343.55
624,1992-06-22,22.48,22.48,342.5
625,1992-06-23,22.59,22.59,343.8
626,1992-06-24,22.89,22.89,342.3
627,1992-06-25,22.58,22.58,343.4
628,1992-06-26,22.44,22.44,
629,1992-06-29,22.24,22.24,343.0
630,1992-06-30,21.6,21.6,343.4
631,1992-07-01,21.86,21.86,343.55
632,1992-07-02,22.1,22.1,347.1
633,1992-07-06,21.89,21.89,346.6
634,1992-07-07,21.4,21.4,345.6
635,1992-07-08,21.41,21.41,347.5
636,1992-07-09,21.4,21.4,347.2
637,1992-07-10,21.28,21.28,348.7
638,1992-07-13,21.36,21.36,348.6
639,1992-07-14,21.46,21.46,349.3
640,1992-07-15,21.71,21.71,350.9
641,1992-07-16,21.79,21.79,353.0
642,1992-07-17,21.58,21.58,356.7
643,1992-07-20,21.79,21.79,359.3
644,1992-07-21,21.78,21.78,358.1
645,1992-07-22,21.84,21.84,358.75
646,1992-07-23,21.96,21.96,359.5
647,1992-07-24,21.98,21.98,357.6
648,1992-07-27,22.04,22.04,358.4
649,1992-07-28,22.05,22.05,359.6
650,1992-07-29,22.0,22.0,356.2
651,1992-07-30,21.83,21.83,356.75
652,1992-07-31,21.87,21.87,357.85
653,1992-08-03,21.58,21.58,354.05
654,1992-08-04,21.35,21.35,352.7
655,1992-08-05,21.18,21.18,350.75
656,1992-08-06,21.42,21.42,348.6
657,1992-08-07,21.22,21.22,349.9
658,1992-08-10,21.03,21.03,350.35
659,1992-08-11,20.91,20.91,348.15
660,1992-08-12,21.08,21.08,346.8
661,1992-08-13,21.34,21.34,337.3
662,1992-08-14,21.28,21.28,335.7
663,1992-08-17,21.45,21.45,337.4
664,1992-08-18,21.47,21.47,337.5
665,1992-08-19,21.37,21.37,340.0
