"","Date","USDEUR.Curncy"
"401",1991-07-31,"0.84"
"402",1991-08-01,"0.84"
"403",1991-08-02,"0.83"
"404",1991-08-05,"0.82"
"405",1991-08-06,"0.82"
"406",1991-08-07,"0.82"
"407",1991-08-08,"0.82"
"408",1991-08-09,"0.83"
"409",1991-08-12,"0.83"
"410",1991-08-13,"0.83"
"411",1991-08-14,"0.83"
"412",1991-08-15,"0.83"
"413",1991-08-16,"0.84"
"414",1991-08-19,"0.87"
"415",1991-08-20,"0.86"
"416",1991-08-21,"0.84"
"417",1991-08-22,"0.83"
"418",1991-08-23,"0.84"
"419",1991-08-27,"0.84"
"420",1991-08-28,"0.83"
"421",1991-08-29,"0.83"
"422",1991-08-30,"0.84"
"423",1991-09-02,"0.84"
"424",1991-09-03,"0.83"
"425",1991-09-04,"0.83"
"426",1991-09-05,"0.83"
"427",1991-09-06,"0.83"
"428",1991-09-09,"0.81"
"429",1991-09-10,"0.81"
"430",1991-09-11,"0.81"
"431",1991-09-12,"0.81"
"432",1991-09-13,"0.81"
"433",1991-09-16,"0.80"
"434",1991-09-17,"0.80"
"435",1991-09-18,"0.81"
"436",1991-09-19,"0.81"
"437",1991-09-20,"0.81"
"438",1991-09-23,"0.80"
"439",1991-09-24,"0.80"
"440",1991-09-25,"0.81"
"441",1991-09-26,"0.80"
"442",1991-09-27,"0.81"
"443",1991-09-30,"0.80"
"444",1991-10-01,"0.80"
"445",1991-10-02,"0.80"
"446",1991-10-03,"0.80"
"447",1991-10-04,"0.80"
"448",1991-10-07,"0.80"
"449",1991-10-08,"0.81"
"450",1991-10-09,"0.81"
"451",1991-10-10,"0.81"
"452",1991-10-11,"0.81"
"453",1991-10-14,"0.81"
"454",1991-10-15,"0.82"
"455",1991-10-16,"0.82"
"456",1991-10-17,"0.82"
"457",1991-10-18,"0.81"
"458",1991-10-21,"0.81"
"459",1991-10-22,"0.81"
"460",1991-10-23,"0.82"
"461",1991-10-24,"0.81"
"462",1991-10-25,"0.81"
"463",1991-10-28,"0.82"
"464",1991-10-29,"0.81"
"465",1991-10-30,"0.81"
"466",1991-10-31,"0.80"
"467",1991-11-01,"0.80"
"468",1991-11-04,"0.78"
"469",1991-11-05,"0.79"
"470",1991-11-06,"0.79"
"471",1991-11-07,"0.78"
"472",1991-11-08,"0.79"
"473",1991-11-11,"0.79"
"474",1991-11-12,"0.78"
"475",1991-11-13,"0.78"
"476",1991-11-14,"0.78"
"477",1991-11-15,"0.79"
"478",1991-11-18,"0.77"
"479",1991-11-19,"0.77"
"480",1991-11-20,"0.77"
"481",1991-11-21,"0.77"
"482",1991-11-22,"0.76"
"483",1991-11-25,"0.76"
"484",1991-11-26,"0.76"
"485",1991-11-27,"0.78"
"486",1991-11-28,"0.78"
"487",1991-11-29,"0.78"
"488",1991-12-02,"0.77"
"489",1991-12-03,"0.78"
"490",1991-12-04,"0.78"
"491",1991-12-05,"0.77"
"492",1991-12-06,"0.76"
"493",1991-12-09,"0.76"
"494",1991-12-10,"0.76"
"495",1991-12-11,"0.76"
"496",1991-12-12,"0.76"
"497",1991-12-13,"0.76"
"498",1991-12-16,"0.76"
"499",1991-12-17,"0.76"
"500",1991-12-18,"0.76"
"501",1991-12-19,"0.75"
"502",1991-12-20,"0.74"
"503",1991-12-23,"0.73"
"504",1991-12-24,"0.73"
"505",1991-12-27,"0.73"
"506",1991-12-30,"0.73"
"507",1991-12-31,"0.73"
"508",1992-01-02,"0.73"
"509",1992-01-03,"0.74"
"510",1992-01-06,"0.73"
"511",1992-01-07,"0.73"
"512",1992-01-08,"0.73"
"513",1992-01-09,"0.74"
"514",1992-01-10,"0.76"
"515",1992-01-13,"0.76"
"516",1992-01-14,"0.76"
"517",1992-01-15,"0.78"
"518",1992-01-16,"0.78"
"519",1992-01-17,"0.77"
"520",1992-01-20,"0.77"
"521",1992-01-21,"0.76"
"522",1992-01-22,"0.76"
"523",1992-01-23,"0.77"
"524",1992-01-24,"0.76"
"525",1992-01-27,"0.77"
"526",1992-01-28,"0.77"
"527",1992-01-29,"0.76"
"528",1992-01-30,"0.77"
"529",1992-01-31,"0.77"
"530",1992-02-03,"0.77"
"531",1992-02-04,"0.76"
"532",1992-02-05,"0.76"
"533",1992-02-06,"0.76"
"534",1992-02-07,"0.75"
"535",1992-02-10,"0.75"
"536",1992-02-11,"0.76"
"537",1992-02-12,"0.77"
"538",1992-02-13,"0.78"
"539",1992-02-14,"0.78"
"540",1992-02-17,"0.78"
"541",1992-02-18,"0.79"
"542",1992-02-19,"0.79"
"543",1992-02-20,"0.79"
"544",1992-02-21,"0.79"
"545",1992-02-24,"0.79"
"546",1992-02-25,"0.78"
"547",1992-02-26,"0.79"
"548",1992-02-27,"0.79"
"549",1992-02-28,"0.79"
"550",1992-03-02,"0.79"
"551",1992-03-03,"0.79"
"552",1992-03-04,"0.80"
"553",1992-03-05,"0.80"
"554",1992-03-06,"0.80"
"555",1992-03-09,"0.80"
"556",1992-03-10,"0.80"
"557",1992-03-11,"0.80"
"558",1992-03-12,"0.80"
"559",1992-03-13,"0.80"
"560",1992-03-16,"0.80"
"561",1992-03-17,"0.79"
"562",1992-03-18,"0.79"
"563",1992-03-19,"0.80"
"564",1992-03-20,"0.81"
"565",1992-03-23,"0.80"
"566",1992-03-24,"0.80"
"567",1992-03-25,"0.79"
"568",1992-03-26,"0.80"
"569",1992-03-27,"0.79"
"570",1992-03-30,"0.79"
"571",1992-03-31,"0.79"
"572",1992-04-01,"0.79"
"573",1992-04-02,"0.79"
"574",1992-04-03,"0.78"
"575",1992-04-06,"0.78"
"576",1992-04-07,"0.78"
"577",1992-04-08,"0.78"
"578",1992-04-09,"0.78"
"579",1992-04-10,"0.78"
"580",1992-04-13,"0.79"
"581",1992-04-14,"0.79"
"582",1992-04-15,"0.79"
"583",1992-04-16,"0.80"
"584",1992-04-21,"0.80"
"585",1992-04-22,"0.80"
"586",1992-04-23,"0.80"
"587",1992-04-24,"0.79"
"588",1992-04-27,"0.79"
"589",1992-04-28,"0.79"
"590",1992-04-29,"0.79"
"591",1992-04-30,"0.79"
"592",1992-05-01,"0.79"
"593",1992-05-05,"0.78"
"594",1992-05-06,"0.78"
"595",1992-05-07,"0.78"
"596",1992-05-08,"0.79"
"597",1992-05-11,"0.79"
"598",1992-05-12,"0.78"
"599",1992-05-13,"0.78"
"600",1992-05-14,"0.77"
"601",1992-05-15,"0.77"
"602",1992-05-18,"0.76"
"603",1992-05-19,"0.76"
"604",1992-05-20,"0.77"
"605",1992-05-21,"0.77"
"606",1992-05-22,"0.77"
"607",1992-05-26,"0.77"
"608",1992-05-27,"0.78"
"609",1992-05-28,"0.78"
"610",1992-05-29,"0.77"
"611",1992-06-01,"0.77"
"612",1992-06-02,"0.77"
"613",1992-06-03,"0.77"
"614",1992-06-04,"0.77"
"615",1992-06-05,"0.76"
"616",1992-06-08,"0.76"
"617",1992-06-09,"0.76"
"618",1992-06-10,"0.76"
"619",1992-06-11,"0.76"
"620",1992-06-12,"0.76"
"621",1992-06-15,"0.75"
"622",1992-06-16,"0.75"
"623",1992-06-17,"0.75"
"624",1992-06-18,"0.75"
"625",1992-06-19,"0.75"
"626",1992-06-22,"0.75"
"627",1992-06-23,"0.75"
"628",1992-06-24,"0.74"
"629",1992-06-25,"0.74"
"630",1992-06-26,"0.74"
"631",1992-06-29,"0.73"
"632",1992-06-30,"0.73"
"633",1992-07-01,"0.73"
"634",1992-07-02,"0.73"
"635",1992-07-03,"0.73"
"636",1992-07-06,"0.73"
"637",1992-07-07,"0.72"
"638",1992-07-08,"0.72"
"639",1992-07-09,"0.72"
"640",1992-07-10,"0.72"
"641",1992-07-13,"0.71"
"642",1992-07-14,"0.71"
"643",1992-07-15,"0.71"
"644",1992-07-16,"0.71"
"645",1992-07-17,"0.70"
"646",1992-07-20,"0.71"
"647",1992-07-21,"0.72"
"648",1992-07-22,"0.72"
"649",1992-07-23,"0.71"
"650",1992-07-24,"0.72"
"651",1992-07-27,"0.71"
"652",1992-07-28,"0.71"
"653",1992-07-29,"0.71"
"654",1992-07-30,"0.71"
"655",1992-07-31,"0.71"
"656",1992-08-03,"0.71"
"657",1992-08-04,"0.71"
"658",1992-08-05,"0.71"
"659",1992-08-06,"0.71"
"660",1992-08-07,"0.70"
"661",1992-08-10,"0.71"
"662",1992-08-11,"0.71"
"663",1992-08-12,"0.70"
"664",1992-08-13,"0.70"
"665",1992-08-14,"0.71"
"666",1992-08-17,"0.70"
"667",1992-08-18,"0.70"
"668",1992-08-19,"0.70"
"669",1992-08-20,"0.70"
"670",1992-08-21,"0.70"
"671",1992-08-24,"0.68"
"672",1992-08-25,"0.68"
"673",1992-08-26,"0.68"
"674",1992-08-27,"0.68"
"675",1992-08-28,"0.68"
"676",1992-09-01,"0.67"
"677",1992-09-02,"0.67"
"678",1992-09-03,"0.68"
"679",1992-09-04,"0.68"
"680",1992-09-07,"0.68"
"681",1992-09-08,"0.67"
"682",1992-09-09,"0.68"
"683",1992-09-10,"0.68"
"684",1992-09-11,"0.70"
"685",1992-09-14,"0.72"
"686",1992-09-15,"0.72"
"687",1992-09-16,"0.74"
"688",1992-09-17,"0.73"
"689",1992-09-18,"0.74"
"690",1992-09-21,"0.73"
"691",1992-09-22,"0.74"
"692",1992-09-23,"0.74"
"693",1992-09-24,"0.73"
"694",1992-09-25,"0.73"
"695",1992-09-28,"0.72"
"696",1992-09-29,"0.70"
"697",1992-09-30,"0.70"
"698",1992-10-01,"0.70"
"699",1992-10-02,"0.70"
"700",1992-10-05,"0.70"
"701",1992-10-06,"0.71"
"702",1992-10-07,"0.71"
"703",1992-10-08,"0.73"
"704",1992-10-09,"0.73"
"705",1992-10-12,"0.73"
"706",1992-10-13,"0.73"
"707",1992-10-14,"0.73"
"708",1992-10-15,"0.72"
"709",1992-10-16,"0.73"
"710",1992-10-19,"0.74"
"711",1992-10-20,"0.75"
"712",1992-10-21,"0.75"
"713",1992-10-22,"0.75"
"714",1992-10-23,"0.76"
"715",1992-10-26,"0.76"
"716",1992-10-27,"0.76"
"717",1992-10-28,"0.76"
"718",1992-10-29,"0.76"
"719",1992-10-30,"0.76"
"720",1992-11-02,"0.77"
"721",1992-11-03,"0.77"
"722",1992-11-04,"0.77"
"723",1992-11-05,"0.78"
"724",1992-11-06,"0.79"
"725",1992-11-09,"0.78"
"726",1992-11-10,"0.79"
"727",1992-11-11,"0.78"
"728",1992-11-12,"0.78"
"729",1992-11-13,"0.78"
"730",1992-11-16,"0.78"
"731",1992-11-17,"0.79"
"732",1992-11-18,"0.78"
"733",1992-11-19,"0.78"
"734",1992-11-20,"0.79"
"735",1992-11-23,"0.80"
"736",1992-11-24,"0.80"
"737",1992-11-25,"0.79"
"738",1992-11-26,"0.79"
"739",1992-11-27,"0.80"
"740",1992-11-30,"0.79"
"741",1992-12-01,"0.79"
"742",1992-12-02,"0.78"
"743",1992-12-03,"0.79"
"744",1992-12-04,"0.79"
"745",1992-12-07,"0.78"
"746",1992-12-08,"0.78"
"747",1992-12-09,"0.78"
"748",1992-12-10,"0.78"
"749",1992-12-11,"0.79"
"750",1992-12-14,"0.78"
"751",1992-12-15,"0.78"
"752",1992-12-16,"0.78"
"753",1992-12-17,"0.78"
"754",1992-12-18,"0.78"
"755",1992-12-21,"0.78"
"756",1992-12-22,"0.79"
"757",1992-12-23,"0.79"
"758",1992-12-24,"0.79"
"759",1992-12-29,"0.81"
"760",1992-12-30,"0.81"
"761",1992-12-31,"0.81"
"762",1993-01-04,"0.82"
"763",1993-01-05,"0.82"
"764",1993-01-06,"0.82"
"765",1993-01-07,"0.82"
"766",1993-01-08,"0.82"
"767",1993-01-11,"0.81"
"768",1993-01-12,"0.82"
"769",1993-01-13,"0.82"
"770",1993-01-14,"0.81"
"771",1993-01-15,"0.81"
"772",1993-01-18,"0.81"
"773",1993-01-19,"0.80"
"774",1993-01-20,"0.80"
"775",1993-01-21,"0.81"
"776",1993-01-22,"0.80"
"777",1993-01-25,"0.79"
"778",1993-01-26,"0.79"
"779",1993-01-27,"0.79"
"780",1993-01-28,"0.80"
"781",1993-01-29,"0.81"
"782",1993-02-01,"0.82"
"783",1993-02-02,"0.82"
"784",1993-02-03,"0.82"
"785",1993-02-04,"0.83"
"786",1993-02-05,"0.83"
"787",1993-02-08,"0.83"
"788",1993-02-09,"0.83"
"789",1993-02-10,"0.83"
"790",1993-02-11,"0.83"
"791",1993-02-12,"0.83"
"792",1993-02-15,"0.83"
"793",1993-02-16,"0.82"
"794",1993-02-17,"0.82"
"795",1993-02-18,"0.82"
"796",1993-02-19,"0.82"
"797",1993-02-22,"0.82"
"798",1993-02-23,"0.82"
"799",1993-02-24,"0.82"
"800",1993-02-25,"0.83"
"801",1993-02-26,"0.83"
"802",1993-03-01,"0.83"
"803",1993-03-02,"0.83"
"804",1993-03-03,"0.83"
"805",1993-03-04,"0.83"
"806",1993-03-05,"0.84"
"807",1993-03-08,"0.84"
"808",1993-03-09,"0.84"
"809",1993-03-10,"0.84"
"810",1993-03-11,"0.84"
"811",1993-03-12,"0.84"
"812",1993-03-15,"0.84"
"813",1993-03-16,"0.84"
"814",1993-03-17,"0.84"
"815",1993-03-18,"0.84"
"816",1993-03-19,"0.82"
"817",1993-03-22,"0.83"
"818",1993-03-23,"0.83"
"819",1993-03-24,"0.82"
"820",1993-03-25,"0.83"
"821",1993-03-26,"0.83"
"822",1993-03-29,"0.83"
"823",1993-03-30,"0.82"
"824",1993-03-31,"0.82"
"825",1993-04-01,"0.81"
"826",1993-04-02,"0.81"
"827",1993-04-05,"0.81"
"828",1993-04-06,"0.82"
"829",1993-04-07,"0.82"
"830",1993-04-08,"0.81"
"831",1993-04-13,"0.80"
"832",1993-04-14,"0.80"
"833",1993-04-15,"0.81"
"834",1993-04-16,"0.81"
"835",1993-04-19,"0.81"
"836",1993-04-20,"0.81"
"837",1993-04-21,"0.81"
"838",1993-04-22,"0.81"
"839",1993-04-23,"0.80"
"840",1993-04-26,"0.79"
"841",1993-04-27,"0.79"
"842",1993-04-28,"0.80"
"843",1993-04-29,"0.79"
"844",1993-04-30,"0.80"
"845",1993-05-04,"0.79"
"846",1993-05-05,"0.79"
"847",1993-05-06,"0.79"
"848",1993-05-07,"0.79"
"849",1993-05-10,"0.80"
"850",1993-05-11,"0.81"
"851",1993-05-12,"0.81"
"852",1993-05-13,"0.81"
"853",1993-05-14,"0.81"
"854",1993-05-17,"0.81"
"855",1993-05-18,"0.81"
"856",1993-05-19,"0.81"
"857",1993-05-20,"0.81"
"858",1993-05-21,"0.82"
"859",1993-05-24,"0.82"
"860",1993-05-25,"0.82"
"861",1993-05-26,"0.82"
"862",1993-05-27,"0.81"
"863",1993-05-28,"0.80"
"864",1993-06-01,"0.80"
"865",1993-06-02,"0.80"
"866",1993-06-03,"0.81"
"867",1993-06-04,"0.81"
"868",1993-06-07,"0.81"
"869",1993-06-08,"0.81"
"870",1993-06-09,"0.82"
"871",1993-06-10,"0.82"
"872",1993-06-11,"0.82"
"873",1993-06-14,"0.82"
"874",1993-06-15,"0.82"
