"","Date","USDEUR.Curncy"
"1925",1997-08-08,"0.94"
"1926",1997-08-11,"0.95"
"1927",1997-08-12,"0.95"
"1928",1997-08-13,"0.94"
"1929",1997-08-14,"0.94"
"1930",1997-08-15,"0.93"
"1931",1997-08-18,"0.93"
"1932",1997-08-19,"0.94"
"1933",1997-08-20,"0.95"
"1934",1997-08-21,"0.94"
"1935",1997-08-22,"0.93"
"1936",1997-08-26,"0.92"
"1937",1997-08-27,"0.92"
"1938",1997-08-28,"0.92"
"1939",1997-08-29,"0.92"
"1940",1997-09-01,"0.92"
"1941",1997-09-02,"0.93"
"1942",1997-09-03,"0.93"
"1943",1997-09-04,"0.93"
"1944",1997-09-05,"0.92"
"1945",1997-09-08,"0.92"
"1946",1997-09-09,"0.92"
"1947",1997-09-10,"0.92"
"1948",1997-09-11,"0.91"
"1949",1997-09-12,"0.90"
"1950",1997-09-15,"0.90"
"1951",1997-09-16,"0.90"
"1952",1997-09-17,"0.90"
"1953",1997-09-18,"0.90"
"1954",1997-09-19,"0.90"
"1955",1997-09-22,"0.91"
"1956",1997-09-23,"0.91"
"1957",1997-09-24,"0.90"
"1958",1997-09-25,"0.90"
"1959",1997-09-26,"0.90"
"1960",1997-09-29,"0.90"
"1961",1997-09-30,"0.90"
"1962",1997-10-01,"0.91"
"1963",1997-10-02,"0.90"
"1964",1997-10-03,"0.90"
"1965",1997-10-06,"0.90"
"1966",1997-10-07,"0.90"
"1967",1997-10-08,"0.89"
"1968",1997-10-09,"0.89"
"1969",1997-10-10,"0.89"
"1970",1997-10-13,"0.89"
"1971",1997-10-14,"0.90"
"1972",1997-10-15,"0.89"
"1973",1997-10-16,"0.89"
"1974",1997-10-17,"0.90"
"1975",1997-10-20,"0.90"
"1976",1997-10-21,"0.91"
"1977",1997-10-22,"0.91"
"1978",1997-10-23,"0.90"
"1979",1997-10-24,"0.91"
"1980",1997-10-27,"0.90"
"1981",1997-10-28,"0.88"
"1982",1997-10-29,"0.89"
"1983",1997-10-30,"0.88"
"1984",1997-10-31,"0.88"
"1985",1997-11-03,"0.89"
"1986",1997-11-04,"0.88"
"1987",1997-11-05,"0.88"
"1988",1997-11-06,"0.88"
"1989",1997-11-07,"0.87"
"1990",1997-11-10,"0.87"
"1991",1997-11-11,"0.87"
"1992",1997-11-12,"0.88"
"1993",1997-11-13,"0.88"
"1994",1997-11-14,"0.88"
"1995",1997-11-17,"0.88"
"1996",1997-11-18,"0.88"
"1997",1997-11-19,"0.88"
"1998",1997-11-20,"0.88"
"1999",1997-11-21,"0.89"
"2000",1997-11-24,"0.88"
"2001",1997-11-25,"0.89"
"2002",1997-11-26,"0.90"
"2003",1997-11-27,"0.90"
"2004",1997-11-28,"0.90"
"2005",1997-12-01,"0.91"
"2006",1997-12-02,"0.90"
"2007",1997-12-03,"0.90"
"2008",1997-12-04,"0.90"
"2009",1997-12-05,"0.91"
"2010",1997-12-08,"0.91"
"2011",1997-12-09,"0.91"
"2012",1997-12-10,"0.91"
"2013",1997-12-11,"0.90"
"2014",1997-12-12,"0.90"
"2015",1997-12-15,"0.90"
"2016",1997-12-16,"0.91"
"2017",1997-12-17,"0.90"
"2018",1997-12-18,"0.90"
"2019",1997-12-19,"0.90"
"2020",1997-12-22,"0.91"
"2021",1997-12-23,"0.90"
"2022",1997-12-24,"0.90"
"2023",1997-12-29,"0.91"
"2024",1997-12-30,"0.91"
"2025",1997-12-31,"0.92"
"2026",1998-01-02,"0.92"
"2027",1998-01-05,"0.93"
"2028",1998-01-06,"0.93"
"2029",1998-01-07,"0.93"
"2030",1998-01-08,"0.93"
"2031",1998-01-09,"0.93"
"2032",1998-01-12,"0.93"
"2033",1998-01-13,"0.93"
"2034",1998-01-14,"0.93"
"2035",1998-01-15,"0.93"
"2036",1998-01-16,"0.93"
"2037",1998-01-19,"0.94"
"2038",1998-01-20,"0.94"
"2039",1998-01-21,"0.93"
"2040",1998-01-22,"0.92"
"2041",1998-01-23,"0.91"
"2042",1998-01-26,"0.91"
"2043",1998-01-27,"0.91"
"2044",1998-01-28,"0.92"
"2045",1998-01-29,"0.93"
"2046",1998-01-30,"0.93"
"2047",1998-02-02,"0.93"
"2048",1998-02-03,"0.93"
"2049",1998-02-04,"0.92"
"2050",1998-02-05,"0.91"
"2051",1998-02-06,"0.92"
"2052",1998-02-09,"0.93"
"2053",1998-02-10,"0.92"
"2054",1998-02-11,"0.93"
"2055",1998-02-12,"0.92"
"2056",1998-02-13,"0.93"
"2057",1998-02-16,"0.93"
"2058",1998-02-17,"0.93"
"2059",1998-02-18,"0.93"
"2060",1998-02-19,"0.93"
"2061",1998-02-20,"0.93"
"2062",1998-02-23,"0.92"
"2063",1998-02-24,"0.92"
"2064",1998-02-25,"0.93"
"2065",1998-02-26,"0.93"
"2066",1998-02-27,"0.93"
"2067",1998-03-02,"0.93"
"2068",1998-03-03,"0.92"
"2069",1998-03-04,"0.93"
"2070",1998-03-05,"0.93"
"2071",1998-03-06,"0.94"
"2072",1998-03-09,"0.93"
"2073",1998-03-10,"0.94"
"2074",1998-03-11,"0.94"
"2075",1998-03-12,"0.93"
"2076",1998-03-13,"0.93"
"2077",1998-03-16,"0.93"
"2078",1998-03-17,"0.93"
"2079",1998-03-18,"0.93"
"2080",1998-03-19,"0.93"
"2081",1998-03-20,"0.94"
"2082",1998-03-23,"0.93"
"2083",1998-03-24,"0.93"
"2084",1998-03-25,"0.93"
"2085",1998-03-26,"0.93"
"2086",1998-03-27,"0.93"
"2087",1998-03-30,"0.94"
"2088",1998-03-31,"0.94"
"2089",1998-04-01,"0.94"
"2090",1998-04-02,"0.94"
"2091",1998-04-03,"0.94"
"2092",1998-04-06,"0.94"
"2093",1998-04-07,"0.94"
"2094",1998-04-08,"0.93"
"2095",1998-04-09,"0.93"
"2096",1998-04-14,"0.92"
"2097",1998-04-15,"0.92"
"2098",1998-04-16,"0.92"
"2099",1998-04-17,"0.92"
"2100",1998-04-20,"0.92"
"2101",1998-04-21,"0.92"
"2102",1998-04-22,"0.92"
"2103",1998-04-23,"0.92"
"2104",1998-04-24,"0.92"
"2105",1998-04-27,"0.91"
"2106",1998-04-28,"0.92"
"2107",1998-04-29,"0.92"
"2108",1998-04-30,"0.92"
"2109",1998-05-01,"0.91"
"2110",1998-05-05,"0.91"
"2111",1998-05-06,"0.90"
"2112",1998-05-07,"0.90"
"2113",1998-05-08,"0.90"
"2114",1998-05-11,"0.91"
"2115",1998-05-12,"0.91"
"2116",1998-05-13,"0.91"
"2117",1998-05-14,"0.91"
"2118",1998-05-15,"0.91"
"2119",1998-05-18,"0.91"
"2120",1998-05-19,"0.91"
"2121",1998-05-20,"0.90"
"2122",1998-05-21,"0.90"
"2123",1998-05-22,"0.90"
"2124",1998-05-26,"0.91"
"2125",1998-05-27,"0.91"
"2126",1998-05-28,"0.91"
"2127",1998-05-29,"0.91"
"2128",1998-06-01,"0.91"
"2129",1998-06-02,"0.91"
"2130",1998-06-03,"0.91"
"2131",1998-06-04,"0.90"
"2132",1998-06-05,"0.91"
"2133",1998-06-08,"0.91"
"2134",1998-06-09,"0.91"
"2135",1998-06-10,"0.92"
"2136",1998-06-11,"0.92"
"2137",1998-06-12,"0.92"
"2138",1998-06-15,"0.93"
"2139",1998-06-16,"0.92"
"2140",1998-06-17,"0.91"
"2141",1998-06-18,"0.91"
"2142",1998-06-19,"0.91"
"2143",1998-06-22,"0.92"
"2144",1998-06-23,"0.92"
"2145",1998-06-24,"0.92"
"2146",1998-06-25,"0.92"
"2147",1998-06-26,"0.92"
"2148",1998-06-29,"0.93"
"2149",1998-06-30,"0.92"
"2150",1998-07-01,"0.93"
"2151",1998-07-02,"0.93"
"2152",1998-07-03,"0.93"
"2153",1998-07-06,"0.92"
"2154",1998-07-07,"0.93"
"2155",1998-07-08,"0.93"
"2156",1998-07-09,"0.93"
"2157",1998-07-10,"0.93"
"2158",1998-07-13,"0.92"
"2159",1998-07-14,"0.92"
"2160",1998-07-15,"0.92"
"2161",1998-07-16,"0.92"
"2162",1998-07-17,"0.91"
"2163",1998-07-20,"0.91"
"2164",1998-07-21,"0.91"
"2165",1998-07-22,"0.91"
"2166",1998-07-23,"0.92"
"2167",1998-07-24,"0.91"
"2168",1998-07-27,"0.91"
"2169",1998-07-28,"0.91"
"2170",1998-07-29,"0.91"
"2171",1998-07-30,"0.91"
"2172",1998-07-31,"0.91"
"2173",1998-08-03,"0.91"
"2174",1998-08-04,"0.91"
"2175",1998-08-05,"0.91"
"2176",1998-08-06,"0.90"
"2177",1998-08-07,"0.91"
"2178",1998-08-10,"0.91"
"2179",1998-08-11,"0.91"
"2180",1998-08-12,"0.91"
"2181",1998-08-13,"0.91"
"2182",1998-08-14,"0.92"
"2183",1998-08-17,"0.92"
"2184",1998-08-18,"0.92"
"2185",1998-08-19,"0.92"
"2186",1998-08-20,"0.92"
"2187",1998-08-21,"0.92"
"2188",1998-08-24,"0.92"
"2189",1998-08-25,"0.92"
"2190",1998-08-26,"0.92"
"2191",1998-08-27,"0.92"
"2192",1998-08-28,"0.91"
"2193",1998-09-01,"0.89"
"2194",1998-09-02,"0.89"
"2195",1998-09-03,"0.88"
"2196",1998-09-04,"0.89"
"2197",1998-09-07,"0.88"
"2198",1998-09-08,"0.88"
"2199",1998-09-09,"0.88"
"2200",1998-09-10,"0.86"
"2201",1998-09-11,"0.86"
"2202",1998-09-14,"0.87"
"2203",1998-09-15,"0.86"
"2204",1998-09-16,"0.86"
"2205",1998-09-17,"0.86"
"2206",1998-09-18,"0.86"
"2207",1998-09-21,"0.86"
"2208",1998-09-22,"0.86"
"2209",1998-09-23,"0.86"
"2210",1998-09-24,"0.86"
"2211",1998-09-25,"0.85"
"2212",1998-09-28,"0.86"
"2213",1998-09-29,"0.86"
"2214",1998-09-30,"0.85"
"2215",1998-10-01,"0.84"
"2216",1998-10-02,"0.84"
"2217",1998-10-05,"0.84"
"2218",1998-10-06,"0.84"
"2219",1998-10-07,"0.82"
"2220",1998-10-08,"0.82"
"2221",1998-10-09,"0.84"
"2222",1998-10-12,"0.84"
"2223",1998-10-13,"0.84"
"2224",1998-10-14,"0.84"
"2225",1998-10-15,"0.83"
"2226",1998-10-16,"0.83"
"2227",1998-10-19,"0.83"
"2228",1998-10-20,"0.84"
"2229",1998-10-21,"0.84"
"2230",1998-10-22,"0.84"
"2231",1998-10-23,"0.84"
"2232",1998-10-26,"0.84"
"2233",1998-10-27,"0.85"
"2234",1998-10-28,"0.85"
"2235",1998-10-29,"0.84"
"2236",1998-10-30,"0.85"
"2237",1998-11-02,"0.84"
"2238",1998-11-03,"0.85"
"2239",1998-11-04,"0.85"
"2240",1998-11-05,"0.85"
"2241",1998-11-06,"0.85"
"2242",1998-11-09,"0.86"
"2243",1998-11-10,"0.86"
"2244",1998-11-11,"0.86"
"2245",1998-11-12,"0.87"
"2246",1998-11-13,"0.86"
"2247",1998-11-16,"0.85"
"2248",1998-11-17,"0.85"
"2249",1998-11-18,"0.85"
"2250",1998-11-19,"0.86"
"2251",1998-11-20,"0.86"
"2252",1998-11-23,"0.87"
"2253",1998-11-24,"0.87"
"2254",1998-11-25,"0.87"
"2255",1998-11-26,"0.87"
"2256",1998-11-27,"0.87"
"2257",1998-11-30,"0.86"
"2258",1998-12-01,"0.86"
"2259",1998-12-02,"0.86"
"2260",1998-12-03,"0.86"
"2261",1998-12-04,"0.86"
"2262",1998-12-07,"0.86"
"2263",1998-12-08,"0.85"
"2264",1998-12-09,"0.85"
"2265",1998-12-10,"0.85"
"2266",1998-12-11,"0.85"
"2267",1998-12-14,"0.84"
"2268",1998-12-15,"0.85"
"2269",1998-12-16,"0.85"
"2270",1998-12-17,"0.85"
"2271",1998-12-18,"0.85"
"2272",1998-12-21,"0.86"
"2273",1998-12-22,"0.86"
"2274",1998-12-23,"0.86"
"2275",1998-12-24,"0.86"
"2276",1998-12-29,"0.86"
"2277",1998-12-30,"0.85"
"2278",1998-12-31,"0.86"
"2279",1999-01-01,"0.85"
"2280",1999-01-04,"0.84"
"2281",1999-01-05,"0.85"
"2282",1999-01-06,"0.86"
"2283",1999-01-07,"0.85"
"2284",1999-01-08,"0.86"
"2285",1999-01-11,"0.87"
"2286",1999-01-12,"0.87"
"2287",1999-01-13,"0.86"
"2288",1999-01-14,"0.86"
"2289",1999-01-15,"0.87"
"2290",1999-01-18,"0.86"
"2291",1999-01-19,"0.86"
"2292",1999-01-20,"0.86"
"2293",1999-01-21,"0.86"
"2294",1999-01-22,"0.86"
"2295",1999-01-25,"0.87"
"2296",1999-01-26,"0.87"
"2297",1999-01-27,"0.87"
"2298",1999-01-28,"0.88"
"2299",1999-01-29,"0.88"
"2300",1999-02-01,"0.88"
"2301",1999-02-02,"0.88"
"2302",1999-02-03,"0.88"
"2303",1999-02-04,"0.88"
"2304",1999-02-05,"0.89"
"2305",1999-02-08,"0.88"
"2306",1999-02-09,"0.88"
"2307",1999-02-10,"0.88"
"2308",1999-02-11,"0.89"
"2309",1999-02-12,"0.88"
"2310",1999-02-15,"0.89"
"2311",1999-02-16,"0.89"
"2312",1999-02-17,"0.89"
"2313",1999-02-18,"0.89"
"2314",1999-02-19,"0.90"
"2315",1999-02-22,"0.91"
"2316",1999-02-23,"0.91"
"2317",1999-02-24,"0.91"
"2318",1999-02-25,"0.91"
"2319",1999-02-26,"0.91"
"2320",1999-03-01,"0.92"
"2321",1999-03-02,"0.91"
"2322",1999-03-03,"0.92"
"2323",1999-03-04,"0.93"
"2324",1999-03-05,"0.92"
"2325",1999-03-08,"0.92"
"2326",1999-03-09,"0.92"
"2327",1999-03-10,"0.91"
"2328",1999-03-11,"0.91"
"2329",1999-03-12,"0.92"
"2330",1999-03-15,"0.91"
"2331",1999-03-16,"0.91"
"2332",1999-03-17,"0.91"
"2333",1999-03-18,"0.91"
"2334",1999-03-19,"0.92"
"2335",1999-03-22,"0.92"
"2336",1999-03-23,"0.92"
"2337",1999-03-24,"0.92"
"2338",1999-03-25,"0.92"
"2339",1999-03-26,"0.93"
"2340",1999-03-29,"0.93"
"2341",1999-03-30,"0.93"
"2342",1999-03-31,"0.93"
"2343",1999-04-01,"0.93"
"2344",1999-04-02,"0.93"
"2345",1999-04-05,"0.93"
"2346",1999-04-06,"0.92"
"2347",1999-04-07,"0.93"
"2348",1999-04-08,"0.93"
"2349",1999-04-09,"0.93"
"2350",1999-04-12,"0.93"
"2351",1999-04-13,"0.93"
"2352",1999-04-14,"0.93"
"2353",1999-04-15,"0.93"
"2354",1999-04-16,"0.93"
"2355",1999-04-19,"0.94"
"2356",1999-04-20,"0.94"
"2357",1999-04-21,"0.94"
"2358",1999-04-22,"0.94"
"2359",1999-04-23,"0.94"
"2360",1999-04-26,"0.94"
"2361",1999-04-27,"0.94"
"2362",1999-04-28,"0.94"
"2363",1999-04-29,"0.94"
"2364",1999-04-30,"0.95"
"2365",1999-05-03,"0.95"
"2366",1999-05-04,"0.94"
"2367",1999-05-05,"0.93"
"2368",1999-05-06,"0.93"
"2369",1999-05-07,"0.93"
"2370",1999-05-10,"0.93"
"2371",1999-05-11,"0.93"
"2372",1999-05-12,"0.94"
"2373",1999-05-13,"0.94"
"2374",1999-05-14,"0.94"
"2375",1999-05-17,"0.94"
"2376",1999-05-18,"0.94"
"2377",1999-05-19,"0.94"
"2378",1999-05-20,"0.94"
"2379",1999-05-21,"0.94"
"2380",1999-05-24,"0.94"
"2381",1999-05-25,"0.94"
"2382",1999-05-26,"0.96"
"2383",1999-05-27,"0.96"
"2384",1999-05-28,"0.96"
"2385",1999-05-31,"0.96"
"2386",1999-06-01,"0.96"
"2387",1999-06-02,"0.97"
"2388",1999-06-03,"0.97"
"2389",1999-06-04,"0.96"
"2390",1999-06-07,"0.97"
"2391",1999-06-08,"0.96"
"2392",1999-06-09,"0.96"
"2393",1999-06-10,"0.95"
"2394",1999-06-11,"0.95"
"2395",1999-06-14,"0.96"
"2396",1999-06-15,"0.96"
"2397",1999-06-16,"0.97"
"2398",1999-06-17,"0.97"
"2399",1999-06-18,"0.96"
"2400",1999-06-21,"0.97"
"2401",1999-06-22,"0.97"
"2402",1999-06-23,"0.97"
"2403",1999-06-24,"0.96"
"2404",1999-06-25,"0.96"
"2405",1999-06-28,"0.97"
"2406",1999-06-29,"0.97"
"2407",1999-06-30,"0.97"
"2408",1999-07-01,"0.98"
"2409",1999-07-02,"0.98"
"2410",1999-07-05,"0.98"
"2411",1999-07-06,"0.98"
"2412",1999-07-07,"0.98"
"2413",1999-07-08,"0.98"
"2414",1999-07-09,"0.98"
"2415",1999-07-12,"0.99"
"2416",1999-07-13,"0.98"
"2417",1999-07-14,"0.99"
"2418",1999-07-15,"0.98"
"2419",1999-07-16,"0.98"
"2420",1999-07-19,"0.97"
"2421",1999-07-20,"0.96"
"2422",1999-07-21,"0.95"
"2423",1999-07-22,"0.95"
"2424",1999-07-23,"0.95"
"2425",1999-07-26,"0.94"
"2426",1999-07-27,"0.94"
"2427",1999-07-28,"0.94"
"2428",1999-07-29,"0.93"
"2429",1999-07-30,"0.93"
"2430",1999-08-02,"0.94"
"2431",1999-08-03,"0.94"
"2432",1999-08-04,"0.93"
"2433",1999-08-05,"0.93"
"2434",1999-08-06,"0.93"
"2435",1999-08-09,"0.93"
"2436",1999-08-10,"0.93"
"2437",1999-08-11,"0.94"
"2438",1999-08-12,"0.94"
"2439",1999-08-13,"0.95"
"2440",1999-08-16,"0.95"
"2441",1999-08-17,"0.95"
"2442",1999-08-18,"0.95"
"2443",1999-08-19,"0.94"
"2444",1999-08-20,"0.94"
"2445",1999-08-23,"0.95"
"2446",1999-08-24,"0.95"
"2447",1999-08-25,"0.96"
"2448",1999-08-26,"0.96"
"2449",1999-08-27,"0.96"
"2450",1999-08-30,"0.95"
"2451",1999-08-31,"0.95"
"2452",1999-09-01,"0.95"
"2453",1999-09-02,"0.94"
"2454",1999-09-03,"0.94"
"2455",1999-09-06,"0.95"
"2456",1999-09-07,"0.94"
"2457",1999-09-08,"0.94"
"2458",1999-09-09,"0.95"
"2459",1999-09-10,"0.96"
"2460",1999-09-13,"0.96"
"2461",1999-09-14,"0.97"
"2462",1999-09-15,"0.96"
"2463",1999-09-16,"0.96"
"2464",1999-09-17,"0.96"
"2465",1999-09-20,"0.97"
"2466",1999-09-21,"0.95"
"2467",1999-09-22,"0.96"
"2468",1999-09-23,"0.95"
"2469",1999-09-24,"0.96"
"2470",1999-09-27,"0.96"
"2471",1999-09-28,"0.95"
"2472",1999-09-29,"0.94"
"2473",1999-09-30,"0.94"
"2474",1999-10-01,"0.93"
"2475",1999-10-04,"0.93"
"2476",1999-10-05,"0.93"
"2477",1999-10-06,"0.94"
"2478",1999-10-07,"0.93"
"2479",1999-10-08,"0.94"
"2480",1999-10-11,"0.94"
"2481",1999-10-12,"0.93"
"2482",1999-10-13,"0.93"
"2483",1999-10-14,"0.93"
"2484",1999-10-15,"0.92"
"2485",1999-10-18,"0.92"
"2486",1999-10-19,"0.92"
"2487",1999-10-20,"0.93"
"2488",1999-10-21,"0.93"
"2489",1999-10-22,"0.94"
"2490",1999-10-25,"0.94"
"2491",1999-10-26,"0.94"
"2492",1999-10-27,"0.95"
"2493",1999-10-28,"0.95"
"2494",1999-10-29,"0.95"
"2495",1999-11-01,"0.95"
"2496",1999-11-02,"0.95"
"2497",1999-11-03,"0.95"
"2498",1999-11-04,"0.96"
"2499",1999-11-05,"0.96"
"2500",1999-11-08,"0.96"
"2501",1999-11-09,"0.96"
"2502",1999-11-10,"0.96"
"2503",1999-11-11,"0.96"
"2504",1999-11-12,"0.97"
"2505",1999-11-15,"0.97"
"2506",1999-11-16,"0.97"
"2507",1999-11-17,"0.96"
"2508",1999-11-18,"0.97"
"2509",1999-11-19,"0.97"
"2510",1999-11-22,"0.97"
"2511",1999-11-23,"0.97"
"2512",1999-11-24,"0.98"
"2513",1999-11-25,"0.98"
"2514",1999-11-26,"0.98"
"2515",1999-11-29,"0.99"
"2516",1999-11-30,"0.99"
"2517",1999-12-01,"0.99"
"2518",1999-12-02,"1.00"
"2519",1999-12-03,"1.00"
"2520",1999-12-06,"0.98"
"2521",1999-12-07,"0.98"
"2522",1999-12-08,"0.97"
"2523",1999-12-09,"0.98"
"2524",1999-12-10,"0.99"
"2525",1999-12-13,"0.99"
"2526",1999-12-14,"0.99"
"2527",1999-12-15,"0.99"
"2528",1999-12-16,"0.98"
"2529",1999-12-17,"0.99"
"2530",1999-12-20,"0.99"
"2531",1999-12-21,"0.99"
"2532",1999-12-22,"0.99"
"2533",1999-12-23,"0.98"
"2534",1999-12-24,"0.99"
"2535",1999-12-27,"0.99"
"2536",1999-12-28,"0.99"
"2537",1999-12-29,"0.99"
"2538",1999-12-30,"0.99"
"2539",1999-12-31,"0.99"
"2540",2000-01-03,"0.98"
"2541",2000-01-04,"0.97"
"2542",2000-01-05,"0.97"
"2543",2000-01-06,"0.97"
"2544",2000-01-07,"0.97"
"2545",2000-01-10,"0.98"
"2546",2000-01-11,"0.97"
"2547",2000-01-12,"0.97"
"2548",2000-01-13,"0.97"
"2549",2000-01-14,"0.99"
"2550",2000-01-17,"0.99"
"2551",2000-01-18,"0.99"
"2552",2000-01-19,"0.99"
"2553",2000-01-20,"0.98"
"2554",2000-01-21,"0.99"
"2555",2000-01-24,"0.99"
"2556",2000-01-25,"1.00"
"2557",2000-01-26,"1.00"
"2558",2000-01-27,"1.01"
"2559",2000-01-28,"1.03"
"2560",2000-01-31,"1.03"
"2561",2000-02-01,"1.03"
"2562",2000-02-02,"1.02"
"2563",2000-02-03,"1.01"
"2564",2000-02-04,"1.02"
"2565",2000-02-07,"1.02"
"2566",2000-02-08,"1.01"
"2567",2000-02-09,"1.01"
"2568",2000-02-10,"1.01"
"2569",2000-02-11,"1.01"
"2570",2000-02-14,"1.02"
"2571",2000-02-15,"1.02"
"2572",2000-02-16,"1.01"
"2573",2000-02-17,"1.01"
"2574",2000-02-18,"1.02"
"2575",2000-02-21,"1.01"
"2576",2000-02-22,"1.00"
"2577",2000-02-23,"1.00"
"2578",2000-02-24,"1.01"
"2579",2000-02-25,"1.03"
"2580",2000-02-28,"1.03"
"2581",2000-02-29,"1.04"
"2582",2000-03-01,"1.03"
"2583",2000-03-02,"1.04"
"2584",2000-03-03,"1.04"
"2585",2000-03-06,"1.04"
"2586",2000-03-07,"1.04"
"2587",2000-03-08,"1.04"
"2588",2000-03-09,"1.03"
"2589",2000-03-10,"1.04"
"2590",2000-03-13,"1.04"
"2591",2000-03-14,"1.03"
"2592",2000-03-15,"1.03"
"2593",2000-03-16,"1.03"
"2594",2000-03-17,"1.03"
"2595",2000-03-20,"1.03"
"2596",2000-03-21,"1.04"
"2597",2000-03-22,"1.04"
"2598",2000-03-23,"1.03"
"2599",2000-03-24,"1.02"
"2600",2000-03-27,"1.03"
"2601",2000-03-28,"1.04"
"2602",2000-03-29,"1.05"
"2603",2000-03-30,"1.04"
"2604",2000-03-31,"1.05"
"2605",2000-04-03,"1.05"
"2606",2000-04-04,"1.04"
"2607",2000-04-05,"1.04"
"2608",2000-04-06,"1.04"
"2609",2000-04-07,"1.05"
"2610",2000-04-10,"1.04"
"2611",2000-04-11,"1.04"
"2612",2000-04-12,"1.04"
"2613",2000-04-13,"1.05"
"2614",2000-04-14,"1.04"
"2615",2000-04-17,"1.05"
"2616",2000-04-18,"1.06"
"2617",2000-04-19,"1.06"
"2618",2000-04-20,"1.07"
"2619",2000-04-21,"1.07"
"2620",2000-04-24,"1.07"
"2621",2000-04-25,"1.09"
"2622",2000-04-26,"1.08"
"2623",2000-04-27,"1.10"
"2624",2000-04-28,"1.10"
"2625",2000-05-01,"1.09"
"2626",2000-05-02,"1.10"
"2627",2000-05-03,"1.12"
"2628",2000-05-04,"1.12"
"2629",2000-05-05,"1.11"
"2630",2000-05-08,"1.11"
"2631",2000-05-09,"1.10"
"2632",2000-05-10,"1.10"
"2633",2000-05-11,"1.11"
"2634",2000-05-12,"1.09"
"2635",2000-05-15,"1.10"
"2636",2000-05-16,"1.11"
"2637",2000-05-17,"1.12"
"2638",2000-05-18,"1.12"
"2639",2000-05-19,"1.11"
"2640",2000-05-22,"1.11"
"2641",2000-05-23,"1.10"
"2642",2000-05-24,"1.11"
"2643",2000-05-25,"1.10"
"2644",2000-05-26,"1.07"
"2645",2000-05-29,"1.08"
"2646",2000-05-30,"1.08"
"2647",2000-05-31,"1.07"
"2648",2000-06-01,"1.07"
"2649",2000-06-02,"1.06"
"2650",2000-06-05,"1.06"
"2651",2000-06-06,"1.05"
"2652",2000-06-07,"1.04"
"2653",2000-06-08,"1.05"
"2654",2000-06-09,"1.05"
"2655",2000-06-12,"1.05"
"2656",2000-06-13,"1.04"
"2657",2000-06-14,"1.04"
"2658",2000-06-15,"1.05"
"2659",2000-06-16,"1.04"
"2660",2000-06-19,"1.05"
"2661",2000-06-20,"1.05"
"2662",2000-06-21,"1.06"
"2663",2000-06-22,"1.07"
"2664",2000-06-23,"1.07"
"2665",2000-06-26,"1.07"
"2666",2000-06-27,"1.06"
"2667",2000-06-28,"1.06"
"2668",2000-06-29,"1.05"
"2669",2000-06-30,"1.05"
"2670",2000-07-03,"1.05"
"2671",2000-07-04,"1.05"
"2672",2000-07-05,"1.05"
"2673",2000-07-06,"1.05"
"2674",2000-07-07,"1.05"
"2675",2000-07-10,"1.05"
"2676",2000-07-11,"1.05"
"2677",2000-07-12,"1.06"
"2678",2000-07-13,"1.07"
"2679",2000-07-14,"1.07"
"2680",2000-07-17,"1.07"
"2681",2000-07-18,"1.08"
"2682",2000-07-19,"1.08"
"2683",2000-07-20,"1.07"
"2684",2000-07-21,"1.07"
"2685",2000-07-24,"1.07"
"2686",2000-07-25,"1.07"
"2687",2000-07-26,"1.06"
"2688",2000-07-27,"1.07"
"2689",2000-07-28,"1.08"
"2690",2000-07-31,"1.08"
"2691",2000-08-01,"1.09"
"2692",2000-08-02,"1.09"
"2693",2000-08-03,"1.10"
"2694",2000-08-04,"1.10"
"2695",2000-08-07,"1.10"
"2696",2000-08-08,"1.11"
"2697",2000-08-09,"1.11"
"2698",2000-08-10,"1.10"
"2699",2000-08-11,"1.11"
"2700",2000-08-14,"1.10"
"2701",2000-08-15,"1.09"
"2702",2000-08-16,"1.09"
"2703",2000-08-17,"1.09"
"2704",2000-08-18,"1.10"
"2705",2000-08-21,"1.11"
"2706",2000-08-22,"1.12"
"2707",2000-08-23,"1.11"
"2708",2000-08-24,"1.11"
"2709",2000-08-25,"1.11"
"2710",2000-08-28,"1.11"
"2711",2000-08-29,"1.12"
"2712",2000-08-30,"1.12"
"2713",2000-08-31,"1.13"
"2714",2000-09-01,"1.11"
"2715",2000-09-04,"1.11"
"2716",2000-09-05,"1.12"
"2717",2000-09-06,"1.15"
"2718",2000-09-07,"1.15"
"2719",2000-09-08,"1.15"
"2720",2000-09-11,"1.17"
"2721",2000-09-12,"1.16"
"2722",2000-09-13,"1.16"
"2723",2000-09-14,"1.16"
"2724",2000-09-15,"1.17"
"2725",2000-09-18,"1.17"
"2726",2000-09-19,"1.18"
"2727",2000-09-20,"1.18"
"2728",2000-09-21,"1.16"
"2729",2000-09-22,"1.14"
"2730",2000-09-25,"1.14"
"2731",2000-09-26,"1.13"
"2732",2000-09-27,"1.13"
"2733",2000-09-28,"1.14"
"2734",2000-09-29,"1.13"
"2735",2000-10-02,"1.14"
"2736",2000-10-03,"1.14"
"2737",2000-10-04,"1.14"
"2738",2000-10-05,"1.15"
"2739",2000-10-06,"1.15"
"2740",2000-10-09,"1.15"
"2741",2000-10-10,"1.15"
"2742",2000-10-11,"1.15"
"2743",2000-10-12,"1.16"
"2744",2000-10-13,"1.17"
"2745",2000-10-16,"1.18"
"2746",2000-10-17,"1.17"
