"","Date","USDJPY.Curncy"
"3",1990-01-02,"146.25"
"4",1990-01-03,"145.70"
"5",1990-01-04,"143.37"
"6",1990-01-05,"143.82"
"7",1990-01-08,"144.10"
"8",1990-01-09,"145.20"
"9",1990-01-10,"145.25"
"10",1990-01-11,"145.40"
"11",1990-01-12,"145.40"
"12",1990-01-15,"145.46"
"13",1990-01-16,"145.48"
"14",1990-01-17,"145.49"
"15",1990-01-18,"146.12"
"16",1990-01-19,"145.65"
"17",1990-01-22,"146.43"
"18",1990-01-23,"146.09"
"19",1990-01-24,"145.32"
"20",1990-01-25,"144.42"
"21",1990-01-26,"143.35"
"22",1990-01-29,"143.13"
"23",1990-01-30,"144.10"
"24",1990-01-31,"144.55"
"25",1990-02-01,"144.90"
"26",1990-02-02,"145.38"
"27",1990-02-05,"145.39"
"28",1990-02-06,"145.13"
"29",1990-02-07,"145.47"
"30",1990-02-08,"145.40"
"31",1990-02-09,"145.20"
"32",1990-02-12,"144.20"
"33",1990-02-13,"144.40"
"34",1990-02-14,"144.27"
"35",1990-02-15,"144.40"
"36",1990-02-16,"144.15"
"37",1990-02-19,"144.65"
"38",1990-02-20,"145.45"
"39",1990-02-21,"145.32"
"40",1990-02-22,"145.89"
"41",1990-02-23,"146.92"
"42",1990-02-26,"148.85"
"43",1990-02-27,"148.63"
"44",1990-02-28,"148.82"
"45",1990-03-01,"149.67"
"46",1990-03-02,"150.28"
"47",1990-03-05,"149.78"
"48",1990-03-06,"149.80"
"49",1990-03-07,"151.22"
"50",1990-03-08,"150.83"
"51",1990-03-09,"151.34"
"52",1990-03-12,"152.38"
"53",1990-03-13,"152.55"
"54",1990-03-14,"152.24"
"55",1990-03-15,"152.55"
"56",1990-03-16,"152.38"
"57",1990-03-19,"153.50"
"58",1990-03-20,"153.88"
"59",1990-03-21,"154.16"
"60",1990-03-22,"155.10"
"61",1990-03-23,"153.90"
"62",1990-03-26,"156.50"
"63",1990-03-27,"157.40"
"64",1990-03-28,"158.75"
"65",1990-03-29,"156.75"
"66",1990-03-30,"157.82"
"67",1990-04-02,"158.90"
"68",1990-04-03,"159.13"
"69",1990-04-04,"158.60"
"70",1990-04-05,"157.68"
"71",1990-04-06,"157.65"
"72",1990-04-09,"157.50"
"73",1990-04-10,"158.58"
"74",1990-04-11,"158.28"
"75",1990-04-12,"158.19"
"76",1990-04-13,"158.75"
"77",1990-04-16,"159.37"
"78",1990-04-17,"159.90"
"79",1990-04-18,"159.10"
"80",1990-04-19,"156.50"
"81",1990-04-20,"157.85"
"82",1990-04-23,"157.70"
"83",1990-04-24,"158.72"
"84",1990-04-25,"158.73"
"85",1990-04-26,"158.75"
"86",1990-04-27,"158.90"
"87",1990-04-30,"158.85"
"88",1990-05-01,"158.85"
"89",1990-05-02,"158.30"
"90",1990-05-03,"158.15"
"91",1990-05-04,"158.35"
"92",1990-05-07,"158.00"
"93",1990-05-08,"157.90"
"94",1990-05-09,"156.45"
"95",1990-05-10,"157.00"
"96",1990-05-11,"152.73"
"97",1990-05-14,"152.77"
"98",1990-05-15,"151.40"
"99",1990-05-16,"151.43"
"100",1990-05-17,"152.35"
"101",1990-05-18,"152.85"
"102",1990-05-21,"153.53"
"103",1990-05-22,"151.60"
"104",1990-05-23,"151.23"
"105",1990-05-24,"151.55"
"106",1990-05-25,"149.69"
"107",1990-05-28,"149.50"
"108",1990-05-29,"150.88"
"109",1990-05-30,"151.32"
"110",1990-05-31,"152.64"
"111",1990-06-01,"151.39"
"112",1990-06-04,"151.60"
"113",1990-06-05,"152.65"
"114",1990-06-06,"152.55"
"115",1990-06-07,"152.53"
"116",1990-06-08,"153.53"
"117",1990-06-11,"154.52"
"118",1990-06-12,"154.44"
"119",1990-06-13,"154.79"
"120",1990-06-14,"154.07"
"121",1990-06-15,"154.20"
"122",1990-06-18,"153.70"
"123",1990-06-19,"153.65"
"124",1990-06-20,"154.00"
"125",1990-06-21,"154.82"
"126",1990-06-22,"154.75"
"127",1990-06-25,"155.37"
"128",1990-06-26,"155.15"
"129",1990-06-27,"154.38"
"130",1990-06-28,"153.17"
"131",1990-06-29,"152.35"
"132",1990-07-02,"151.27"
"133",1990-07-03,"151.20"
"134",1990-07-04,"149.80"
"135",1990-07-05,"150.77"
"136",1990-07-06,"151.03"
"137",1990-07-09,"151.10"
"138",1990-07-10,"148.90"
"139",1990-07-11,"148.68"
"140",1990-07-12,"148.60"
"141",1990-07-13,"147.50"
"142",1990-07-16,"148.05"
"143",1990-07-17,"148.35"
"144",1990-07-18,"147.30"
"145",1990-07-19,"148.05"
"146",1990-07-20,"148.97"
"147",1990-07-23,"148.45"
"148",1990-07-24,"148.35"
"149",1990-07-25,"148.88"
"150",1990-07-26,"150.45"
"151",1990-07-27,"149.60"
"152",1990-07-30,"148.20"
"153",1990-07-31,"146.13"
"154",1990-08-01,"147.25"
"155",1990-08-02,"149.60"
"156",1990-08-03,"149.90"
"157",1990-08-06,"149.75"
"158",1990-08-07,"149.80"
"159",1990-08-08,"150.15"
"160",1990-08-09,"149.82"
"161",1990-08-10,"150.15"
"162",1990-08-13,"150.35"
"163",1990-08-14,"149.48"
"164",1990-08-15,"147.45"
"165",1990-08-16,"148.38"
"166",1990-08-17,"147.57"
"167",1990-08-20,"146.87"
"168",1990-08-21,"146.40"
"169",1990-08-22,"145.75"
"170",1990-08-23,"146.60"
"171",1990-08-24,"146.55"
"172",1990-08-27,"144.45"
"173",1990-08-28,"143.48"
"174",1990-08-29,"143.62"
"175",1990-08-30,"144.30"
"176",1990-08-31,"143.93"
"177",1990-09-03,"143.52"
"178",1990-09-04,"143.55"
"179",1990-09-05,"141.68"
"180",1990-09-06,"141.05"
"181",1990-09-07,"140.10"
"182",1990-09-10,"139.20"
"183",1990-09-11,"139.85"
"184",1990-09-12,"137.70"
"185",1990-09-13,"137.35"
"186",1990-09-14,"136.67"
"187",1990-09-17,"137.00"
"188",1990-09-18,"137.50"
"189",1990-09-19,"137.50"
"190",1990-09-20,"136.93"
"191",1990-09-21,"136.90"
"192",1990-09-24,"136.10"
"193",1990-09-25,"137.38"
"194",1990-09-26,"137.27"
"195",1990-09-27,"138.37"
"196",1990-09-28,"138.27"
"197",1990-10-01,"136.90"
"198",1990-10-02,"136.95"
"199",1990-10-03,"136.13"
"200",1990-10-04,"133.90"
"201",1990-10-05,"132.40"
"202",1990-10-08,"130.50"
"203",1990-10-09,"130.33"
"204",1990-10-10,"129.97"
"205",1990-10-11,"129.95"
"206",1990-10-12,"128.65"
"207",1990-10-15,"128.15"
"208",1990-10-16,"127.25"
"209",1990-10-17,"125.27"
"210",1990-10-18,"125.05"
"211",1990-10-19,"125.75"
"212",1990-10-22,"126.05"
"213",1990-10-23,"127.50"
"214",1990-10-24,"128.05"
"215",1990-10-25,"127.30"
"216",1990-10-26,"128.00"
"217",1990-10-29,"128.40"
"218",1990-10-30,"129.10"
"219",1990-10-31,"129.95"
"220",1990-11-01,"130.48"
"221",1990-11-02,"128.60"
"222",1990-11-05,"126.80"
"223",1990-11-06,"127.30"
"224",1990-11-07,"128.15"
"225",1990-11-08,"129.90"
"226",1990-11-09,"129.73"
"227",1990-11-12,"128.85"
"228",1990-11-13,"129.60"
"229",1990-11-14,"129.62"
"230",1990-11-15,"129.27"
"231",1990-11-16,"129.43"
"232",1990-11-19,"129.00"
"233",1990-11-20,"128.95"
"234",1990-11-21,"127.65"
"235",1990-11-22,"127.32"
"236",1990-11-23,"127.35"
"237",1990-11-26,"128.75"
"238",1990-11-27,"128.33"
"239",1990-11-28,"129.85"
"240",1990-11-29,"132.45"
"241",1990-11-30,"133.10"
"242",1990-12-03,"134.40"
"243",1990-12-04,"134.05"
"244",1990-12-05,"134.53"
"245",1990-12-06,"132.35"
"246",1990-12-07,"131.05"
"247",1990-12-10,"131.90"
"248",1990-12-11,"132.10"
"249",1990-12-12,"131.82"
"250",1990-12-13,"132.13"
"251",1990-12-14,"132.95"
"252",1990-12-17,"133.25"
"253",1990-12-18,"133.23"
"254",1990-12-19,"134.15"
"255",1990-12-20,"134.85"
"256",1990-12-21,"135.60"
"257",1990-12-24,"136.05"
"258",1990-12-25,"135.90"
"259",1990-12-26,"136.05"
"260",1990-12-27,"136.45"
"261",1990-12-28,"135.12"
"262",1990-12-31,"135.75"
"263",1991-01-01,"135.13"
"264",1991-01-02,"134.60"
"265",1991-01-03,"133.05"
"266",1991-01-04,"135.10"
"267",1991-01-07,"136.70"
"268",1991-01-08,"136.45"
"269",1991-01-09,"134.05"
"270",1991-01-10,"134.60"
"271",1991-01-11,"134.25"
"272",1991-01-14,"135.05"
"273",1991-01-15,"135.90"
"274",1991-01-16,"136.85"
"275",1991-01-17,"132.88"
"276",1991-01-18,"132.80"
"277",1991-01-21,"132.05"
"278",1991-01-22,"131.70"
"279",1991-01-23,"132.41"
"280",1991-01-24,"132.23"
"281",1991-01-25,"132.27"
"282",1991-01-28,"132.20"
"283",1991-01-29,"131.53"
"284",1991-01-30,"131.60"
"285",1991-01-31,"131.45"
"286",1991-02-01,"131.45"
"287",1991-02-04,"131.08"
"288",1991-02-05,"129.73"
"289",1991-02-06,"128.35"
"290",1991-02-07,"127.95"
"291",1991-02-08,"127.90"
"292",1991-02-11,"127.72"
"293",1991-02-12,"128.30"
"294",1991-02-13,"129.08"
"295",1991-02-14,"129.80"
"296",1991-02-15,"130.45"
"297",1991-02-18,"130.40"
"298",1991-02-19,"131.55"
"299",1991-02-20,"131.80"
"300",1991-02-21,"131.40"
"301",1991-02-22,"132.20"
"302",1991-02-25,"133.35"
"303",1991-02-26,"132.85"
"304",1991-02-27,"132.27"
"305",1991-02-28,"132.95"
"306",1991-03-01,"134.55"
"307",1991-03-04,"135.55"
"308",1991-03-05,"135.39"
"309",1991-03-06,"136.25"
"310",1991-03-07,"135.80"
"311",1991-03-08,"136.25"
"312",1991-03-11,"138.10"
"313",1991-03-12,"136.30"
"314",1991-03-13,"136.40"
"315",1991-03-14,"135.95"
"316",1991-03-15,"137.20"
"317",1991-03-18,"138.15"
"318",1991-03-19,"138.15"
"319",1991-03-20,"138.60"
"320",1991-03-21,"137.60"
"321",1991-03-22,"137.20"
"322",1991-03-25,"138.43"
"323",1991-03-26,"138.35"
"324",1991-03-27,"139.10"
"325",1991-03-28,"141.20"
"326",1991-03-29,"140.60"
"327",1991-04-01,"140.20"
"328",1991-04-02,"138.30"
"329",1991-04-03,"137.40"
"330",1991-04-04,"135.97"
"331",1991-04-05,"136.90"
"332",1991-04-08,"137.25"
"333",1991-04-09,"135.10"
"334",1991-04-10,"136.35"
"335",1991-04-11,"135.95"
"336",1991-04-12,"136.30"
"337",1991-04-15,"134.48"
"338",1991-04-16,"134.85"
"339",1991-04-17,"136.35"
"340",1991-04-18,"136.80"
"341",1991-04-19,"138.58"
"342",1991-04-22,"139.45"
"343",1991-04-23,"137.94"
"344",1991-04-24,"138.05"
"345",1991-04-25,"138.05"
"346",1991-04-26,"138.13"
"347",1991-04-29,"137.70"
"348",1991-04-30,"136.38"
"349",1991-05-01,"137.60"
"350",1991-05-02,"138.10"
"351",1991-05-03,"138.55"
"352",1991-05-06,"138.47"
"353",1991-05-07,"137.95"
"354",1991-05-08,"138.35"
"355",1991-05-09,"139.30"
"356",1991-05-10,"138.75"
"357",1991-05-13,"139.42"
"358",1991-05-14,"138.15"
"359",1991-05-15,"137.99"
"360",1991-05-16,"137.55"
"361",1991-05-17,"138.50"
"362",1991-05-20,"138.22"
"363",1991-05-21,"137.50"
"364",1991-05-22,"138.05"
"365",1991-05-23,"137.73"
"366",1991-05-24,"138.40"
"367",1991-05-27,"138.20"
"368",1991-05-28,"137.80"
"369",1991-05-29,"138.20"
"370",1991-05-30,"137.85"
"371",1991-05-31,"138.45"
"372",1991-06-03,"139.08"
"373",1991-06-04,"138.66"
"374",1991-06-05,"139.13"
"375",1991-06-06,"139.18"
"376",1991-06-07,"140.31"
"377",1991-06-10,"141.90"
"378",1991-06-11,"141.20"
"379",1991-06-12,"141.90"
"380",1991-06-13,"141.33"
"381",1991-06-14,"140.55"
"382",1991-06-17,"140.97"
"383",1991-06-18,"140.90"
"384",1991-06-19,"140.08"
"385",1991-06-20,"138.74"
"386",1991-06-21,"139.00"
"387",1991-06-24,"138.90"
"388",1991-06-25,"138.82"
"389",1991-06-26,"138.30"
"390",1991-06-27,"138.10"
"391",1991-06-28,"137.90"
"392",1991-07-01,"138.40"
"393",1991-07-02,"138.78"
"394",1991-07-03,"139.50"
"395",1991-07-04,"139.10"
"396",1991-07-05,"138.35"
"397",1991-07-08,"138.73"
"398",1991-07-09,"138.65"
"399",1991-07-10,"138.53"
"400",1991-07-11,"138.58"
"401",1991-07-12,"136.75"
"402",1991-07-15,"136.70"
"403",1991-07-16,"137.15"
"404",1991-07-17,"136.80"
"405",1991-07-18,"136.80"
"406",1991-07-19,"136.45"
"407",1991-07-22,"137.45"
"408",1991-07-23,"136.98"
"409",1991-07-24,"137.38"
"410",1991-07-25,"138.85"
"411",1991-07-26,"137.90"
"412",1991-07-29,"138.18"
"413",1991-07-30,"137.93"
"414",1991-07-31,"137.42"
"415",1991-08-01,"137.67"
"416",1991-08-02,"136.74"
"417",1991-08-05,"136.68"
"418",1991-08-06,"135.73"
"419",1991-08-07,"135.85"
"420",1991-08-08,"136.47"
"421",1991-08-09,"136.90"
"422",1991-08-12,"136.54"
"423",1991-08-13,"136.52"
"424",1991-08-14,"136.61"
"425",1991-08-15,"136.47"
"426",1991-08-16,"137.25"
"427",1991-08-19,"138.30"
"428",1991-08-20,"137.45"
"429",1991-08-21,"136.80"
"430",1991-08-22,"136.43"
"431",1991-08-23,"137.10"
"432",1991-08-26,"137.00"
"433",1991-08-27,"137.00"
"434",1991-08-28,"136.60"
"435",1991-08-29,"137.00"
"436",1991-08-30,"136.85"
"437",1991-09-02,"136.75"
"438",1991-09-03,"136.02"
"439",1991-09-04,"135.30"
"440",1991-09-05,"135.87"
"441",1991-09-06,"136.15"
"442",1991-09-09,"134.95"
"443",1991-09-10,"134.85"
"444",1991-09-11,"134.95"
"445",1991-09-12,"134.06"
"446",1991-09-13,"133.98"
"447",1991-09-16,"133.65"
"448",1991-09-17,"133.82"
"449",1991-09-18,"134.17"
"450",1991-09-19,"134.50"
"451",1991-09-20,"134.37"
"452",1991-09-23,"133.05"
"453",1991-09-24,"133.08"
"454",1991-09-25,"133.30"
"455",1991-09-26,"133.67"
"456",1991-09-27,"133.40"
"457",1991-09-30,"132.85"
"458",1991-10-01,"133.20"
"459",1991-10-02,"132.68"
"460",1991-10-03,"130.77"
"461",1991-10-04,"130.03"
"462",1991-10-07,"129.30"
"463",1991-10-08,"130.10"
"464",1991-10-09,"130.25"
"465",1991-10-10,"130.35"
"466",1991-10-11,"129.73"
"467",1991-10-14,"129.40"
"468",1991-10-15,"130.22"
"469",1991-10-16,"130.02"
"470",1991-10-17,"129.83"
"471",1991-10-18,"129.77"
"472",1991-10-21,"130.73"
"473",1991-10-22,"131.20"
"474",1991-10-23,"131.55"
"475",1991-10-24,"131.18"
"476",1991-10-25,"131.40"
"477",1991-10-28,"132.25"
"478",1991-10-29,"130.75"
"479",1991-10-30,"131.08"
"480",1991-10-31,"130.60"
"481",1991-11-01,"130.30"
"482",1991-11-04,"128.90"
"483",1991-11-05,"129.80"
"484",1991-11-06,"129.90"
"485",1991-11-07,"129.70"
"486",1991-11-08,"130.32"
"487",1991-11-11,"129.91"
"488",1991-11-12,"129.65"
"489",1991-11-13,"130.12"
"490",1991-11-14,"129.87"
"491",1991-11-15,"130.05"
"492",1991-11-18,"129.30"
"493",1991-11-19,"129.95"
"494",1991-11-20,"129.77"
"495",1991-11-21,"129.62"
"496",1991-11-22,"129.53"
"497",1991-11-25,"127.77"
"498",1991-11-26,"128.10"
"499",1991-11-27,"130.28"
"500",1991-11-28,"129.90"
"501",1991-11-29,"130.08"
"502",1991-12-02,"129.95"
"503",1991-12-03,"129.55"
"504",1991-12-04,"129.55"
"505",1991-12-05,"128.77"
"506",1991-12-06,"128.20"
"507",1991-12-09,"128.40"
"508",1991-12-10,"128.70"
"509",1991-12-11,"129.15"
"510",1991-12-12,"129.24"
"511",1991-12-13,"128.80"
"512",1991-12-16,"128.47"
"513",1991-12-17,"128.60"
"514",1991-12-18,"128.45"
"515",1991-12-19,"128.33"
"516",1991-12-20,"127.57"
"517",1991-12-23,"126.55"
"518",1991-12-24,"127.55"
"519",1991-12-25,"127.02"
"520",1991-12-26,"126.78"
"521",1991-12-27,"125.57"
"522",1991-12-30,"125.75"
"523",1991-12-31,"124.90"
"524",1992-01-01,"124.90"
"525",1992-01-02,"124.50"
"526",1992-01-03,"124.80"
"527",1992-01-06,"124.10"
"528",1992-01-07,"124.40"
"529",1992-01-08,"124.90"
"530",1992-01-09,"125.40"
"531",1992-01-10,"127.05"
"532",1992-01-13,"126.85"
"533",1992-01-14,"126.80"
"534",1992-01-15,"128.40"
"535",1992-01-16,"128.28"
"536",1992-01-17,"127.45"
"537",1992-01-20,"123.97"
"538",1992-01-21,"123.20"
"539",1992-01-22,"123.22"
"540",1992-01-23,"123.90"
"541",1992-01-24,"123.42"
"542",1992-01-27,"125.40"
"543",1992-01-28,"125.62"
"544",1992-01-29,"125.45"
"545",1992-01-30,"126.00"
"546",1992-01-31,"125.55"
"547",1992-02-03,"125.95"
"548",1992-02-04,"126.15"
"549",1992-02-05,"125.83"
"550",1992-02-06,"125.65"
"551",1992-02-07,"125.22"
"552",1992-02-10,"126.70"
"553",1992-02-11,"126.93"
"554",1992-02-12,"127.68"
"555",1992-02-13,"127.68"
"556",1992-02-14,"127.93"
"557",1992-02-17,"127.00"
"558",1992-02-18,"128.00"
"559",1992-02-19,"128.40"
"560",1992-02-20,"128.65"
"561",1992-02-21,"128.72"
"562",1992-02-24,"129.10"
"563",1992-02-25,"129.45"
"564",1992-02-26,"129.68"
"565",1992-02-27,"129.41"
"566",1992-02-28,"129.15"
"567",1992-03-02,"129.63"
"568",1992-03-03,"130.84"
"569",1992-03-04,"132.11"
"570",1992-03-05,"131.85"
"571",1992-03-06,"131.76"
"572",1992-03-09,"131.92"
"573",1992-03-10,"132.88"
"574",1992-03-11,"133.45"
"575",1992-03-12,"134.25"
"576",1992-03-13,"133.60"
"577",1992-03-16,"133.98"
"578",1992-03-17,"133.45"
"579",1992-03-18,"132.05"
"580",1992-03-19,"133.27"
"581",1992-03-20,"134.15"
"582",1992-03-23,"133.70"
"583",1992-03-24,"133.69"
"584",1992-03-25,"133.35"
"585",1992-03-26,"133.95"
"586",1992-03-27,"133.12"
"587",1992-03-30,"133.06"
"588",1992-03-31,"132.92"
"589",1992-04-01,"134.50"
"590",1992-04-02,"133.83"
"591",1992-04-03,"133.25"
"592",1992-04-06,"132.72"
"593",1992-04-07,"133.28"
"594",1992-04-08,"132.60"
"595",1992-04-09,"132.23"
"596",1992-04-10,"132.90"
"597",1992-04-13,"133.28"
"598",1992-04-14,"132.79"
"599",1992-04-15,"133.39"
"600",1992-04-16,"133.90"
"601",1992-04-17,"134.00"
"602",1992-04-20,"134.50"
"603",1992-04-21,"134.23"
"604",1992-04-22,"134.15"
"605",1992-04-23,"134.53"
"606",1992-04-24,"134.53"
"607",1992-04-27,"133.13"
"608",1992-04-28,"133.33"
"609",1992-04-29,"133.50"
"610",1992-04-30,"133.30"
"611",1992-05-01,"132.75"
"612",1992-05-04,"132.70"
"613",1992-05-05,"133.07"
"614",1992-05-06,"132.50"
"615",1992-05-07,"132.70"
"616",1992-05-08,"133.40"
"617",1992-05-11,"133.17"
"618",1992-05-12,"130.50"
"619",1992-05-13,"130.40"
"620",1992-05-14,"130.20"
"621",1992-05-15,"130.25"
"622",1992-05-18,"128.80"
"623",1992-05-19,"129.10"
"624",1992-05-20,"129.58"
"625",1992-05-21,"130.25"
"626",1992-05-22,"129.40"
"627",1992-05-25,"129.15"
"628",1992-05-26,"129.33"
"629",1992-05-27,"129.95"
"630",1992-05-28,"129.62"
"631",1992-05-29,"127.75"
"632",1992-06-01,"127.45"
"633",1992-06-02,"127.53"
"634",1992-06-03,"127.80"
"635",1992-06-04,"127.57"
"636",1992-06-05,"126.80"
"637",1992-06-08,"127.20"
"638",1992-06-09,"127.55"
"639",1992-06-10,"127.65"
"640",1992-06-11,"126.75"
"641",1992-06-12,"126.65"
"642",1992-06-15,"126.80"
"643",1992-06-16,"126.70"
"644",1992-06-17,"127.05"
"645",1992-06-18,"126.65"
"646",1992-06-19,"126.93"
"647",1992-06-22,"127.10"
"648",1992-06-23,"127.23"
"649",1992-06-24,"126.68"
"650",1992-06-25,"125.45"
"651",1992-06-26,"125.72"
"652",1992-06-29,"125.25"
"653",1992-06-30,"125.87"
"654",1992-07-01,"124.92"
"655",1992-07-02,"124.60"
"656",1992-07-03,"124.80"
"657",1992-07-06,"124.55"
"658",1992-07-07,"124.42"
"659",1992-07-08,"124.85"
"660",1992-07-09,"125.80"
"661",1992-07-10,"125.40"
"662",1992-07-13,"124.95"
"663",1992-07-14,"125.30"
"664",1992-07-15,"125.00"
"665",1992-07-16,"125.45"
"666",1992-07-17,"124.55"
"667",1992-07-20,"125.25"
"668",1992-07-21,"125.30"
"669",1992-07-22,"126.90"
"670",1992-07-23,"126.63"
"671",1992-07-24,"128.10"
"672",1992-07-27,"127.55"
"673",1992-07-28,"127.39"
"674",1992-07-29,"127.83"
"675",1992-07-30,"127.55"
"676",1992-07-31,"127.20"
"677",1992-08-03,"127.18"
"678",1992-08-04,"127.25"
"679",1992-08-05,"127.60"
"680",1992-08-06,"127.70"
"681",1992-08-07,"127.48"
"682",1992-08-10,"127.92"
"683",1992-08-11,"128.00"
"684",1992-08-12,"127.27"
"685",1992-08-13,"126.37"
"686",1992-08-14,"126.05"
"687",1992-08-17,"125.69"
"688",1992-08-18,"126.17"
"689",1992-08-19,"126.53"
"690",1992-08-20,"126.50"
"691",1992-08-21,"125.73"
"692",1992-08-24,"124.53"
"693",1992-08-25,"124.51"
"694",1992-08-26,"124.82"
"695",1992-08-27,"124.78"
"696",1992-08-28,"123.30"
"697",1992-08-31,"123.08"
"698",1992-09-01,"122.88"
"699",1992-09-02,"123.12"
"700",1992-09-03,"124.15"
"701",1992-09-04,"123.14"
"702",1992-09-07,"123.50"
"703",1992-09-08,"122.87"
"704",1992-09-09,"123.37"
"705",1992-09-10,"123.00"
"706",1992-09-11,"124.31"
"707",1992-09-14,"124.48"
"708",1992-09-15,"124.34"
"709",1992-09-16,"125.50"
"710",1992-09-17,"124.40"
"711",1992-09-18,"124.48"
"712",1992-09-21,"123.73"
"713",1992-09-22,"121.04"
"714",1992-09-23,"120.07"
"715",1992-09-24,"120.49"
"716",1992-09-25,"120.71"
"717",1992-09-28,"119.71"
"718",1992-09-29,"119.31"
"719",1992-09-30,"120.07"
"720",1992-10-01,"119.87"
"721",1992-10-02,"119.35"
"722",1992-10-05,"119.78"
"723",1992-10-06,"119.74"
"724",1992-10-07,"120.45"
"725",1992-10-08,"122.05"
"726",1992-10-09,"121.84"
"727",1992-10-12,"120.75"
"728",1992-10-13,"121.38"
"729",1992-10-14,"121.14"
"730",1992-10-15,"120.23"
"731",1992-10-16,"119.41"
"732",1992-10-19,"120.57"
"733",1992-10-20,"122.50"
"734",1992-10-21,"122.65"
"735",1992-10-22,"120.75"
"736",1992-10-23,"121.63"
"737",1992-10-26,"122.05"
"738",1992-10-27,"122.20"
"739",1992-10-28,"123.19"
"740",1992-10-29,"123.27"
"741",1992-10-30,"123.45"
"742",1992-11-02,"123.75"
"743",1992-11-03,"122.65"
"744",1992-11-04,"123.20"
"745",1992-11-05,"122.84"
"746",1992-11-06,"123.44"
"747",1992-11-09,"124.25"
"748",1992-11-10,"124.25"
"749",1992-11-11,"124.10"
"750",1992-11-12,"123.92"
"751",1992-11-13,"124.03"
"752",1992-11-16,"124.78"
"753",1992-11-17,"124.35"
"754",1992-11-18,"123.75"
"755",1992-11-19,"123.48"
"756",1992-11-20,"124.33"
"757",1992-11-23,"124.13"
"758",1992-11-24,"123.88"
"759",1992-11-25,"123.77"
"760",1992-11-26,"124.15"
"761",1992-11-27,"124.45"
"762",1992-11-30,"124.75"
"763",1992-12-01,"124.15"
"764",1992-12-02,"124.49"
"765",1992-12-03,"124.70"
"766",1992-12-04,"124.95"
"767",1992-12-07,"123.83"
"768",1992-12-08,"123.80"
"769",1992-12-09,"124.05"
"770",1992-12-10,"123.71"
"771",1992-12-11,"123.92"
"772",1992-12-14,"123.70"
"773",1992-12-15,"124.09"
"774",1992-12-16,"123.00"
"775",1992-12-17,"122.72"
"776",1992-12-18,"123.20"
"777",1992-12-21,"123.10"
"778",1992-12-22,"123.85"
"779",1992-12-23,"123.86"
"780",1992-12-24,"123.95"
"781",1992-12-25,"123.70"
"782",1992-12-28,"124.95"
"783",1992-12-29,"124.73"
"784",1992-12-30,"124.65"
"785",1992-12-31,"124.86"
"786",1993-01-01,"124.86"
"787",1993-01-04,"125.35"
"788",1993-01-05,"124.85"
"789",1993-01-06,"125.17"
"790",1993-01-07,"125.29"
"791",1993-01-08,"125.45"
"792",1993-01-11,"125.15"
"793",1993-01-12,"125.35"
"794",1993-01-13,"125.67"
"795",1993-01-14,"125.88"
"796",1993-01-15,"126.10"
"797",1993-01-18,"125.65"
"798",1993-01-19,"125.47"
"799",1993-01-20,"124.70"
"800",1993-01-21,"124.95"
"801",1993-01-22,"125.19"
"802",1993-01-25,"123.35"
"803",1993-01-26,"123.58"
"804",1993-01-27,"124.16"
"805",1993-01-28,"124.17"
"806",1993-01-29,"124.73"
"807",1993-02-01,"125.10"
"808",1993-02-02,"124.65"
"809",1993-02-03,"124.45"
"810",1993-02-04,"124.75"
"811",1993-02-05,"124.45"
"812",1993-02-08,"123.81"
"813",1993-02-09,"121.25"
"814",1993-02-10,"121.45"
"815",1993-02-11,"121.30"
"816",1993-02-12,"120.70"
"817",1993-02-15,"120.94"
"818",1993-02-16,"119.99"
"819",1993-02-17,"119.70"
"820",1993-02-18,"119.20"
"821",1993-02-19,"118.35"
"822",1993-02-22,"116.35"
"823",1993-02-23,"117.10"
"824",1993-02-24,"117.70"
"825",1993-02-25,"117.50"
"826",1993-02-26,"118.25"
"827",1993-03-01,"118.76"
"828",1993-03-02,"117.75"
"829",1993-03-03,"116.65"
"830",1993-03-04,"116.80"
"831",1993-03-05,"117.65"
"832",1993-03-08,"116.87"
"833",1993-03-09,"117.70"
"834",1993-03-10,"118.05"
"835",1993-03-11,"117.63"
"836",1993-03-12,"118.08"
"837",1993-03-15,"118.58"
"838",1993-03-16,"117.00"
"839",1993-03-17,"117.28"
"840",1993-03-18,"115.75"
"841",1993-03-19,"116.15"
"842",1993-03-22,"115.77"
"843",1993-03-23,"116.15"
"844",1993-03-24,"117.60"
"845",1993-03-25,"117.30"
"846",1993-03-26,"116.55"
"847",1993-03-29,"116.80"
"848",1993-03-30,"116.65"
"849",1993-03-31,"114.88"
"850",1993-04-01,"114.05"
"851",1993-04-02,"113.80"
"852",1993-04-05,"113.69"
"853",1993-04-06,"114.00"
"854",1993-04-07,"113.55"
"855",1993-04-08,"113.35"
"856",1993-04-09,"113.20"
"857",1993-04-12,"112.90"
"858",1993-04-13,"113.50"
"859",1993-04-14,"113.71"
"860",1993-04-15,"113.18"
"861",1993-04-16,"112.30"
"862",1993-04-19,"111.08"
"863",1993-04-20,"110.55"
"864",1993-04-21,"110.65"
"865",1993-04-22,"109.99"
"866",1993-04-23,"110.70"
"867",1993-04-26,"110.58"
"868",1993-04-27,"111.98"
"869",1993-04-28,"112.07"
"870",1993-04-29,"111.40"
"871",1993-04-30,"111.05"
"872",1993-05-03,"110.88"
"873",1993-05-04,"110.15"
"874",1993-05-05,"110.20"
"875",1993-05-06,"110.05"
