"","Date","CL1.Comdty"
"1827",1997-04-03,"19.47"
"1828",1997-04-04,"19.12"
"1829",1997-04-07,"19.23"
"1830",1997-04-08,"19.35"
"1831",1997-04-09,"19.27"
"1832",1997-04-10,"19.57"
"1833",1997-04-11,"19.53"
"1834",1997-04-14,"19.90"
"1835",1997-04-15,"19.83"
"1836",1997-04-16,"19.35"
"1837",1997-04-17,"19.42"
"1838",1997-04-18,"19.91"
"1839",1997-04-21,"20.38"
"1840",1997-04-22,"19.60"
"1841",1997-04-23,"19.73"
"1842",1997-04-24,"20.03"
"1843",1997-04-25,"19.99"
"1844",1997-04-28,"19.91"
"1845",1997-04-29,"20.44"
"1846",1997-04-30,"20.21"
"1847",1997-05-01,"19.91"
"1848",1997-05-02,"19.60"
"1849",1997-05-05,"19.63"
"1850",1997-05-06,"19.66"
"1851",1997-05-07,"19.62"
"1852",1997-05-08,"20.34"
"1853",1997-05-09,"20.43"
"1854",1997-05-12,"21.38"
"1855",1997-05-13,"21.37"
"1856",1997-05-14,"21.39"
"1857",1997-05-15,"21.30"
"1858",1997-05-16,"22.12"
"1859",1997-05-19,"21.59"
"1860",1997-05-20,"21.19"
"1861",1997-05-21,"21.86"
"1862",1997-05-22,"21.86"
"1863",1997-05-23,"21.63"
"1864",1997-05-27,"20.79"
"1865",1997-05-28,"20.79"
"1866",1997-05-29,"20.97"
"1867",1997-05-30,"20.88"
"1868",1997-06-02,"20.98"
"1869",1997-06-03,"20.33"
"1870",1997-06-04,"20.12"
"1871",1997-06-05,"19.66"
"1872",1997-06-06,"18.79"
"1873",1997-06-09,"18.68"
"1874",1997-06-10,"18.67"
"1875",1997-06-11,"18.53"
"1876",1997-06-12,"18.69"
"1877",1997-06-13,"18.83"
"1878",1997-06-16,"19.01"
"1879",1997-06-17,"19.23"
"1880",1997-06-18,"18.79"
"1881",1997-06-19,"18.67"
"1882",1997-06-20,"18.55"
"1883",1997-06-23,"19.14"
"1884",1997-06-24,"19.03"
"1885",1997-06-25,"19.52"
"1886",1997-06-26,"19.09"
"1887",1997-06-27,"19.46"
"1888",1997-06-30,"19.80"
"1889",1997-07-01,"20.12"
"1890",1997-07-02,"20.34"
"1891",1997-07-03,"19.56"
"1892",1997-07-07,"19.52"
"1893",1997-07-08,"19.73"
"1894",1997-07-09,"19.46"
"1895",1997-07-10,"19.22"
"1896",1997-07-11,"19.33"
"1897",1997-07-14,"18.99"
"1898",1997-07-15,"19.67"
"1899",1997-07-16,"19.65"
"1900",1997-07-17,"19.99"
"1901",1997-07-18,"19.27"
"1902",1997-07-21,"19.18"
"1903",1997-07-22,"19.08"
"1904",1997-07-23,"19.63"
"1905",1997-07-24,"19.77"
"1906",1997-07-25,"19.89"
"1907",1997-07-28,"19.81"
"1908",1997-07-29,"19.85"
"1909",1997-07-30,"20.30"
"1910",1997-07-31,"20.14"
"1911",1997-08-01,"20.28"
"1912",1997-08-04,"20.75"
"1913",1997-08-05,"20.81"
"1914",1997-08-06,"20.46"
"1915",1997-08-07,"20.09"
"1916",1997-08-08,"19.54"
"1917",1997-08-11,"19.69"
"1918",1997-08-12,"19.99"
"1919",1997-08-13,"20.19"
"1920",1997-08-14,"20.08"
"1921",1997-08-15,"20.07"
"1922",1997-08-18,"19.91"
"1923",1997-08-19,"20.12"
"1924",1997-08-20,"20.06"
"1925",1997-08-21,"19.66"
"1926",1997-08-22,"19.70"
"1927",1997-08-25,"19.26"
"1928",1997-08-26,"19.28"
"1929",1997-08-27,"19.73"
"1930",1997-08-28,"19.58"
"1931",1997-08-29,"19.61"
"1932",1997-09-02,"19.65"
"1933",1997-09-03,"19.61"
"1934",1997-09-04,"19.40"
"1935",1997-09-05,"19.63"
"1936",1997-09-08,"19.45"
"1937",1997-09-09,"19.42"
"1938",1997-09-10,"19.42"
"1939",1997-09-11,"19.37"
"1940",1997-09-12,"19.32"
"1941",1997-09-15,"19.27"
"1942",1997-09-16,"19.61"
"1943",1997-09-17,"19.42"
"1944",1997-09-18,"19.38"
"1945",1997-09-19,"19.35"
"1946",1997-09-22,"19.60"
"1947",1997-09-23,"19.79"
"1948",1997-09-24,"19.94"
"1949",1997-09-25,"20.39"
"1950",1997-09-26,"20.87"
"1951",1997-09-29,"21.26"
"1952",1997-09-30,"21.18"
"1953",1997-10-01,"21.05"
"1954",1997-10-02,"21.77"
"1955",1997-10-03,"22.76"
"1956",1997-10-06,"21.93"
"1957",1997-10-07,"21.96"
"1958",1997-10-08,"22.18"
"1959",1997-10-09,"22.12"
"1960",1997-10-10,"22.10"
"1961",1997-10-13,"21.32"
"1962",1997-10-14,"20.70"
"1963",1997-10-15,"20.57"
"1964",1997-10-16,"20.97"
"1965",1997-10-17,"20.59"
"1966",1997-10-20,"20.70"
"1967",1997-10-21,"20.67"
"1968",1997-10-22,"21.42"
"1969",1997-10-23,"21.09"
"1970",1997-10-24,"20.97"
"1971",1997-10-27,"21.07"
"1972",1997-10-28,"20.46"
"1973",1997-10-29,"20.71"
"1974",1997-10-30,"21.22"
"1975",1997-10-31,"21.08"
"1976",1997-11-03,"20.96"
"1977",1997-11-04,"20.70"
"1978",1997-11-05,"20.31"
"1979",1997-11-06,"20.39"
"1980",1997-11-07,"20.77"
"1981",1997-11-10,"20.40"
"1982",1997-11-11,"20.51"
"1983",1997-11-12,"20.49"
"1984",1997-11-13,"20.70"
"1985",1997-11-14,"21.00"
"1986",1997-11-17,"20.26"
"1987",1997-11-18,"20.04"
"1988",1997-11-19,"19.80"
"1989",1997-11-20,"19.16"
"1990",1997-11-21,"19.76"
"1991",1997-11-24,"19.83"
"1992",1997-11-25,"19.73"
"1993",1997-11-26,"19.15"
"1994",1997-12-01,"18.66"
"1995",1997-12-02,"18.76"
"1996",1997-12-03,"18.80"
"1997",1997-12-04,"18.60"
"1998",1997-12-05,"18.71"
"1999",1997-12-08,"18.84"
"2000",1997-12-09,"18.67"
"2001",1997-12-10,"18.14"
"2002",1997-12-11,"18.15"
"2003",1997-12-12,"18.21"
"2004",1997-12-15,"18.17"
"2005",1997-12-16,"18.17"
"2006",1997-12-17,"18.19"
"2007",1997-12-18,"18.52"
"2008",1997-12-19,"18.39"
"2009",1997-12-22,"18.39"
"2010",1997-12-23,"18.33"
"2011",1997-12-24,"18.35"
"2012",1997-12-26,"18.20"
"2013",1997-12-29,"17.62"
"2014",1997-12-30,"17.60"
"2015",1997-12-31,"17.64"
"2016",1998-01-02,"17.43"
"2017",1998-01-05,"16.89"
"2018",1998-01-06,"16.91"
"2019",1998-01-07,"16.82"
"2020",1998-01-08,"16.97"
"2021",1998-01-09,"16.63"
"2022",1998-01-12,"16.47"
"2023",1998-01-13,"16.43"
"2024",1998-01-14,"16.45"
"2025",1998-01-15,"16.34"
"2026",1998-01-16,"16.51"
"2027",1998-01-20,"16.42"
"2028",1998-01-21,"16.42"
"2029",1998-01-22,"16.42"
"2030",1998-01-23,"15.74"
"2031",1998-01-26,"16.82"
"2032",1998-01-27,"16.98"
"2033",1998-01-28,"17.31"
"2034",1998-01-29,"17.82"
"2035",1998-01-30,"17.21"
"2036",1998-02-02,"17.05"
"2037",1998-02-03,"16.50"
"2038",1998-02-04,"16.37"
"2039",1998-02-05,"16.58"
"2040",1998-02-06,"16.70"
"2041",1998-02-09,"16.63"
"2042",1998-02-10,"16.43"
"2043",1998-02-11,"16.15"
"2044",1998-02-12,"15.96"
"2045",1998-02-13,"16.02"
"2046",1998-02-17,"15.66"
"2047",1998-02-18,"16.25"
"2048",1998-02-19,"16.16"
"2049",1998-02-20,"16.15"
"2050",1998-02-23,"15.37"
"2051",1998-02-24,"15.31"
"2052",1998-02-25,"15.45"
"2053",1998-02-26,"15.35"
"2054",1998-02-27,"15.44"
"2055",1998-03-02,"15.34"
"2056",1998-03-03,"15.27"
"2057",1998-03-04,"15.32"
"2058",1998-03-05,"15.33"
"2059",1998-03-06,"14.91"
"2060",1998-03-09,"14.33"
"2061",1998-03-10,"14.26"
"2062",1998-03-11,"14.18"
"2063",1998-03-12,"14.20"
"2064",1998-03-13,"14.06"
"2065",1998-03-16,"13.28"
"2066",1998-03-17,"13.21"
"2067",1998-03-18,"14.34"
"2068",1998-03-19,"14.31"
"2069",1998-03-20,"14.32"
"2070",1998-03-23,"14.32"
"2071",1998-03-24,"15.92"
"2072",1998-03-25,"16.48"
"2073",1998-03-26,"16.83"
"2074",1998-03-27,"16.76"
"2075",1998-03-30,"16.21"
"2076",1998-03-31,"15.61"
"2077",1998-04-01,"15.54"
"2078",1998-04-02,"15.74"
"2079",1998-04-03,"15.99"
"2080",1998-04-06,"15.45"
"2081",1998-04-07,"15.22"
"2082",1998-04-08,"15.55"
"2083",1998-04-09,"15.56"
"2084",1998-04-13,"15.32"
"2085",1998-04-14,"15.12"
"2086",1998-04-15,"15.46"
"2087",1998-04-16,"15.90"
"2088",1998-04-17,"15.46"
"2089",1998-04-20,"15.41"
"2090",1998-04-21,"15.45"
"2091",1998-04-22,"15.45"
"2092",1998-04-23,"15.19"
"2093",1998-04-24,"15.09"
"2094",1998-04-27,"15.32"
"2095",1998-04-28,"15.74"
"2096",1998-04-29,"15.32"
"2097",1998-04-30,"15.39"
"2098",1998-05-01,"16.13"
"2099",1998-05-04,"15.95"
"2100",1998-05-05,"15.47"
"2101",1998-05-06,"15.37"
"2102",1998-05-07,"15.24"
"2103",1998-05-08,"15.13"
"2104",1998-05-11,"15.17"
"2105",1998-05-12,"15.24"
"2106",1998-05-13,"14.95"
"2107",1998-05-14,"15.08"
"2108",1998-05-15,"14.47"
"2109",1998-05-18,"14.07"
"2110",1998-05-19,"12.96"
"2111",1998-05-20,"12.96"
"2112",1998-05-21,"12.96"
"2113",1998-05-22,"12.96"
"2114",1998-05-26,"14.82"
"2115",1998-05-27,"14.99"
"2116",1998-05-28,"14.85"
"2117",1998-05-29,"15.20"
"2118",1998-06-01,"14.96"
"2119",1998-06-02,"14.84"
"2120",1998-06-03,"14.81"
"2121",1998-06-04,"15.12"
"2122",1998-06-05,"15.07"
"2123",1998-06-08,"14.55"
"2124",1998-06-09,"13.85"
"2125",1998-06-10,"13.48"
"2126",1998-06-11,"12.75"
"2127",1998-06-12,"12.59"
"2128",1998-06-15,"11.56"
"2129",1998-06-16,"11.98"
"2130",1998-06-17,"12.60"
"2131",1998-06-18,"11.77"
"2132",1998-06-19,"11.84"
"2133",1998-06-22,"13.43"
"2134",1998-06-23,"13.43"
"2135",1998-06-24,"14.60"
"2136",1998-06-25,"14.03"
"2137",1998-06-26,"14.13"
"2138",1998-06-29,"14.07"
"2139",1998-06-30,"14.18"
"2140",1998-07-01,"14.37"
"2141",1998-07-02,"14.50"
"2142",1998-07-06,"13.92"
"2143",1998-07-07,"13.62"
"2144",1998-07-08,"13.85"
"2145",1998-07-09,"13.88"
"2146",1998-07-10,"13.87"
"2147",1998-07-13,"13.91"
"2148",1998-07-14,"14.55"
"2149",1998-07-15,"14.87"
"2150",1998-07-16,"14.52"
"2151",1998-07-17,"13.98"
"2152",1998-07-20,"13.34"
"2153",1998-07-21,"13.79"
"2154",1998-07-22,"13.79"
"2155",1998-07-23,"13.88"
"2156",1998-07-24,"13.87"
"2157",1998-07-27,"14.22"
"2158",1998-07-28,"14.27"
"2159",1998-07-29,"14.09"
"2160",1998-07-30,"14.21"
"2161",1998-07-31,"14.21"
"2162",1998-08-03,"13.70"
"2163",1998-08-04,"13.75"
"2164",1998-08-05,"13.68"
"2165",1998-08-06,"13.76"
"2166",1998-08-07,"13.80"
"2167",1998-08-10,"13.05"
"2168",1998-08-11,"12.76"
"2169",1998-08-12,"12.71"
"2170",1998-08-13,"13.21"
"2171",1998-08-14,"13.35"
"2172",1998-08-17,"13.20"
"2173",1998-08-18,"12.92"
"2174",1998-08-19,"13.16"
"2175",1998-08-20,"13.54"
"2176",1998-08-21,"13.54"
"2177",1998-08-24,"13.64"
"2178",1998-08-25,"13.77"
"2179",1998-08-26,"13.58"
"2180",1998-08-27,"13.23"
"2181",1998-08-28,"13.50"
"2182",1998-08-31,"13.34"
"2183",1998-09-01,"13.73"
"2184",1998-09-02,"13.67"
"2185",1998-09-03,"14.67"
"2186",1998-09-04,"14.59"
"2187",1998-09-08,"14.29"
"2188",1998-09-09,"14.12"
"2189",1998-09-10,"14.67"
"2190",1998-09-11,"14.34"
"2191",1998-09-14,"14.42"
"2192",1998-09-15,"14.57"
"2193",1998-09-16,"14.53"
"2194",1998-09-17,"14.86"
"2195",1998-09-18,"15.49"
"2196",1998-09-21,"15.49"
"2197",1998-09-22,"15.67"
"2198",1998-09-23,"15.67"
"2199",1998-09-24,"15.98"
"2200",1998-09-25,"15.75"
"2201",1998-09-28,"15.64"
"2202",1998-09-29,"15.98"
"2203",1998-09-30,"16.14"
"2204",1998-10-01,"15.43"
"2205",1998-10-02,"15.64"
"2206",1998-10-05,"15.39"
"2207",1998-10-06,"15.50"
"2208",1998-10-07,"15.06"
"2209",1998-10-08,"14.42"
"2210",1998-10-09,"14.58"
"2211",1998-10-12,"14.44"
"2212",1998-10-13,"14.23"
"2213",1998-10-14,"14.05"
"2214",1998-10-15,"14.05"
"2215",1998-10-16,"14.15"
"2216",1998-10-19,"13.35"
"2217",1998-10-20,"13.43"
"2218",1998-10-21,"13.43"
"2219",1998-10-22,"13.97"
"2220",1998-10-23,"14.05"
"2221",1998-10-26,"14.23"
"2222",1998-10-27,"14.13"
"2223",1998-10-28,"14.29"
"2224",1998-10-29,"14.24"
"2225",1998-10-30,"14.42"
"2226",1998-11-02,"14.36"
"2227",1998-11-03,"14.20"
"2228",1998-11-04,"14.14"
"2229",1998-11-05,"13.97"
"2230",1998-11-06,"13.87"
"2231",1998-11-09,"13.38"
"2232",1998-11-10,"13.52"
"2233",1998-11-11,"13.55"
"2234",1998-11-12,"13.84"
"2235",1998-11-13,"13.57"
"2236",1998-11-16,"12.82"
"2237",1998-11-17,"12.45"
"2238",1998-11-18,"12.14"
"2239",1998-11-19,"12.15"
"2240",1998-11-20,"12.14"
"2241",1998-11-23,"12.14"
"2242",1998-11-24,"12.12"
"2243",1998-11-25,"11.86"
"2244",1998-11-30,"11.22"
"2245",1998-12-01,"11.13"
"2246",1998-12-02,"11.24"
"2247",1998-12-03,"11.19"
"2248",1998-12-04,"11.17"
"2249",1998-12-07,"11.47"
"2250",1998-12-08,"11.30"
"2251",1998-12-09,"11.16"
"2252",1998-12-10,"10.72"
"2253",1998-12-11,"10.79"
"2254",1998-12-14,"11.29"
"2255",1998-12-15,"11.55"
"2256",1998-12-16,"12.38"
"2257",1998-12-17,"11.03"
"2258",1998-12-18,"10.95"
"2259",1998-12-21,"10.81"
"2260",1998-12-22,"10.81"
"2261",1998-12-23,"11.33"
"2262",1998-12-24,"11.23"
"2263",1998-12-28,"11.46"
"2264",1998-12-29,"11.72"
"2265",1998-12-30,"11.75"
"2266",1998-12-31,"12.05"
"2267",1999-01-04,"12.34"
"2268",1999-01-05,"11.99"
"2269",1999-01-06,"12.80"
"2270",1999-01-07,"13.09"
"2271",1999-01-08,"13.07"
"2272",1999-01-11,"13.44"
"2273",1999-01-12,"12.89"
"2274",1999-01-13,"12.31"
"2275",1999-01-14,"12.15"
"2276",1999-01-15,"12.11"
"2277",1999-01-19,"12.08"
"2278",1999-01-20,"11.81"
"2279",1999-01-21,"12.46"
"2280",1999-01-22,"12.69"
"2281",1999-01-25,"12.44"
"2282",1999-01-26,"12.06"
"2283",1999-01-27,"12.32"
"2284",1999-01-28,"12.45"
"2285",1999-01-29,"12.75"
"2286",1999-02-01,"12.37"
"2287",1999-02-02,"12.30"
"2288",1999-02-03,"12.38"
"2289",1999-02-04,"12.02"
"2290",1999-02-05,"11.80"
"2291",1999-02-08,"11.67"
"2292",1999-02-09,"11.68"
"2293",1999-02-10,"11.75"
"2294",1999-02-11,"11.85"
"2295",1999-02-12,"11.88"
"2296",1999-02-16,"11.37"
"2297",1999-02-17,"11.53"
"2298",1999-02-18,"12.04"
"2299",1999-02-19,"11.76"
"2300",1999-02-22,"11.96"
"2301",1999-02-23,"11.96"
"2302",1999-02-24,"12.61"
"2303",1999-02-25,"12.68"
"2304",1999-02-26,"12.27"
"2305",1999-03-01,"12.24"
"2306",1999-03-02,"12.51"
"2307",1999-03-03,"12.93"
"2308",1999-03-04,"13.35"
"2309",1999-03-05,"13.30"
"2310",1999-03-08,"13.63"
"2311",1999-03-09,"13.85"
"2312",1999-03-10,"14.69"
"2313",1999-03-11,"14.31"
"2314",1999-03-12,"14.49"
"2315",1999-03-15,"14.45"
"2316",1999-03-16,"14.46"
"2317",1999-03-17,"15.05"
"2318",1999-03-18,"15.00"
"2319",1999-03-19,"15.24"
"2320",1999-03-22,"15.50"
"2321",1999-03-23,"15.50"
"2322",1999-03-24,"15.34"
"2323",1999-03-25,"15.67"
"2324",1999-03-26,"16.17"
"2325",1999-03-29,"16.44"
"2326",1999-03-30,"16.80"
"2327",1999-03-31,"16.76"
"2328",1999-04-01,"16.64"
"2329",1999-04-05,"16.95"
"2330",1999-04-06,"16.81"
"2331",1999-04-07,"16.03"
"2332",1999-04-08,"15.83"
"2333",1999-04-09,"16.57"
"2334",1999-04-12,"16.40"
"2335",1999-04-13,"16.72"
"2336",1999-04-14,"16.47"
"2337",1999-04-15,"16.87"
"2338",1999-04-16,"17.33"
"2339",1999-04-19,"17.80"
"2340",1999-04-20,"17.78"
"2341",1999-04-21,"17.92"
"2342",1999-04-22,"18.18"
"2343",1999-04-23,"17.94"
"2344",1999-04-26,"17.66"
"2345",1999-04-27,"17.81"
"2346",1999-04-28,"18.45"
"2347",1999-04-29,"18.53"
"2348",1999-04-30,"18.66"
"2349",1999-05-03,"18.85"
"2350",1999-05-04,"18.92"
"2351",1999-05-05,"18.98"
"2352",1999-05-06,"18.32"
"2353",1999-05-07,"18.22"
"2354",1999-05-10,"18.50"
"2355",1999-05-11,"18.06"
"2356",1999-05-12,"17.57"
"2357",1999-05-13,"18.03"
"2358",1999-05-14,"18.04"
"2359",1999-05-17,"17.94"
"2360",1999-05-18,"17.11"
"2361",1999-05-19,"16.88"
"2362",1999-05-20,"17.03"
"2363",1999-05-21,"17.41"
"2364",1999-05-24,"17.06"
"2365",1999-05-25,"17.14"
"2366",1999-05-26,"17.35"
"2367",1999-05-27,"17.17"
"2368",1999-05-28,"16.84"
"2369",1999-06-01,"16.34"
"2370",1999-06-02,"16.65"
"2371",1999-06-03,"16.74"
"2372",1999-06-04,"17.32"
"2373",1999-06-07,"17.86"
"2374",1999-06-08,"17.66"
"2375",1999-06-09,"17.99"
"2376",1999-06-10,"17.85"
"2377",1999-06-11,"18.43"
"2378",1999-06-14,"18.33"
"2379",1999-06-15,"18.55"
"2380",1999-06-16,"17.94"
"2381",1999-06-17,"18.19"
"2382",1999-06-18,"17.99"
"2383",1999-06-21,"17.70"
"2384",1999-06-22,"17.61"
"2385",1999-06-23,"18.45"
"2386",1999-06-24,"18.29"
"2387",1999-06-25,"18.39"
"2388",1999-06-28,"18.23"
"2389",1999-06-29,"18.44"
"2390",1999-06-30,"19.29"
"2391",1999-07-01,"19.39"
"2392",1999-07-02,"19.69"
"2393",1999-07-06,"19.78"
"2394",1999-07-07,"19.77"
"2395",1999-07-08,"19.71"
"2396",1999-07-09,"19.94"
"2397",1999-07-12,"19.91"
"2398",1999-07-13,"20.15"
"2399",1999-07-14,"19.92"
"2400",1999-07-15,"20.16"
"2401",1999-07-16,"20.62"
"2402",1999-07-19,"20.44"
"2403",1999-07-20,"19.37"
"2404",1999-07-21,"19.65"
"2405",1999-07-22,"19.94"
"2406",1999-07-23,"20.63"
"2407",1999-07-26,"20.52"
"2408",1999-07-27,"20.38"
"2409",1999-07-28,"20.54"
"2410",1999-07-29,"20.97"
"2411",1999-07-30,"20.53"
"2412",1999-08-02,"20.45"
"2413",1999-08-03,"20.30"
"2414",1999-08-04,"20.44"
"2415",1999-08-05,"20.56"
"2416",1999-08-06,"20.88"
"2417",1999-08-09,"21.27"
"2418",1999-08-10,"21.30"
"2419",1999-08-11,"21.52"
"2420",1999-08-12,"21.48"
"2421",1999-08-13,"21.67"
"2422",1999-08-16,"21.36"
"2423",1999-08-17,"21.74"
"2424",1999-08-18,"21.52"
"2425",1999-08-19,"21.77"
"2426",1999-08-20,"21.65"
"2427",1999-08-23,"21.84"
"2428",1999-08-24,"21.47"
"2429",1999-08-25,"20.58"
"2430",1999-08-26,"20.95"
"2431",1999-08-27,"21.27"
"2432",1999-08-30,"22.01"
"2433",1999-08-31,"22.11"
"2434",1999-09-01,"21.99"
"2435",1999-09-02,"21.49"
"2436",1999-09-03,"22.00"
"2437",1999-09-07,"22.61"
"2438",1999-09-08,"22.66"
"2439",1999-09-09,"23.20"
"2440",1999-09-10,"23.55"
"2441",1999-09-13,"24.21"
"2442",1999-09-14,"23.86"
"2443",1999-09-15,"24.13"
"2444",1999-09-16,"24.51"
"2445",1999-09-17,"24.72"
"2446",1999-09-20,"24.29"
"2447",1999-09-21,"24.46"
"2448",1999-09-22,"24.12"
"2449",1999-09-23,"24.87"
"2450",1999-09-24,"24.76"
"2451",1999-09-27,"24.61"
"2452",1999-09-28,"24.33"
"2453",1999-09-29,"24.69"
"2454",1999-09-30,"24.51"
"2455",1999-10-01,"24.54"
"2456",1999-10-04,"23.76"
"2457",1999-10-05,"23.45"
"2458",1999-10-06,"23.27"
"2459",1999-10-07,"22.45"
"2460",1999-10-08,"20.90"
"2461",1999-10-11,"21.27"
"2462",1999-10-12,"22.30"
"2463",1999-10-13,"23.06"
"2464",1999-10-14,"22.45"
"2465",1999-10-15,"22.82"
"2466",1999-10-18,"22.53"
"2467",1999-10-19,"22.22"
"2468",1999-10-20,"22.20"
"2469",1999-10-21,"22.61"
"2470",1999-10-22,"23.45"
"2471",1999-10-25,"23.35"
"2472",1999-10-26,"23.19"
"2473",1999-10-27,"22.92"
"2474",1999-10-28,"21.68"
"2475",1999-10-29,"21.75"
"2476",1999-11-01,"22.51"
"2477",1999-11-02,"22.39"
"2478",1999-11-03,"22.56"
"2479",1999-11-04,"23.14"
"2480",1999-11-05,"23.00"
"2481",1999-11-08,"23.27"
"2482",1999-11-09,"24.03"
"2483",1999-11-10,"24.47"
"2484",1999-11-11,"24.33"
"2485",1999-11-12,"24.91"
"2486",1999-11-15,"25.13"
"2487",1999-11-16,"25.70"
"2488",1999-11-17,"26.60"
"2489",1999-11-18,"25.80"
"2490",1999-11-19,"26.56"
"2491",1999-11-22,"27.07"
"2492",1999-11-23,"26.44"
"2493",1999-11-24,"26.87"
"2494",1999-11-29,"25.96"
"2495",1999-11-30,"24.59"
"2496",1999-12-01,"25.00"
"2497",1999-12-02,"25.82"
"2498",1999-12-03,"25.81"
"2499",1999-12-06,"26.66"
"2500",1999-12-07,"26.22"
"2501",1999-12-08,"26.54"
"2502",1999-12-09,"26.15"
"2503",1999-12-10,"25.23"
"2504",1999-12-13,"25.38"
"2505",1999-12-14,"25.73"
"2506",1999-12-15,"26.36"
"2507",1999-12-16,"26.83"
"2508",1999-12-17,"26.74"
"2509",1999-12-20,"26.54"
"2510",1999-12-21,"26.26"
"2511",1999-12-22,"25.50"
"2512",1999-12-23,"25.87"
"2513",1999-12-27,"26.33"
"2514",1999-12-28,"26.82"
"2515",1999-12-29,"26.47"
"2516",1999-12-30,"25.60"
"2517",2000-01-04,"25.55"
"2518",2000-01-05,"24.91"
"2519",2000-01-06,"24.78"
"2520",2000-01-07,"24.22"
"2521",2000-01-10,"24.67"
"2522",2000-01-11,"25.77"
"2523",2000-01-12,"26.28"
"2524",2000-01-13,"26.69"
"2525",2000-01-14,"28.02"
"2526",2000-01-18,"28.85"
"2527",2000-01-19,"29.54"
"2528",2000-01-20,"29.66"
"2529",2000-01-21,"28.20"
"2530",2000-01-24,"27.83"
"2531",2000-01-25,"28.28"
"2532",2000-01-26,"27.84"
"2533",2000-01-27,"27.32"
"2534",2000-01-28,"27.22"
"2535",2000-01-31,"27.64"
"2536",2000-02-01,"28.22"
"2537",2000-02-02,"27.55"
"2538",2000-02-03,"28.03"
"2539",2000-02-04,"28.82"
"2540",2000-02-07,"28.45"
"2541",2000-02-08,"28.02"
"2542",2000-02-09,"28.77"
"2543",2000-02-10,"29.43"
"2544",2000-02-11,"29.44"
"2545",2000-02-14,"30.25"
"2546",2000-02-15,"30.06"
"2547",2000-02-16,"30.05"
"2548",2000-02-17,"29.46"
"2549",2000-02-18,"29.51"
"2550",2000-02-22,"29.62"
"2551",2000-02-23,"29.39"
"2552",2000-02-24,"29.97"
"2553",2000-02-25,"30.35"
"2554",2000-02-28,"30.13"
"2555",2000-02-29,"30.43"
"2556",2000-03-01,"31.77"
"2557",2000-03-02,"31.69"
"2558",2000-03-03,"31.51"
"2559",2000-03-06,"32.18"
"2560",2000-03-07,"34.13"
"2561",2000-03-08,"31.26"
"2562",2000-03-09,"31.69"
"2563",2000-03-10,"31.76"
"2564",2000-03-13,"32.02"
"2565",2000-03-14,"31.69"
"2566",2000-03-15,"30.72"
"2567",2000-03-16,"31.09"
"2568",2000-03-17,"30.91"
"2569",2000-03-20,"29.43"
"2570",2000-03-21,"28.00"
"2571",2000-03-22,"27.46"
"2572",2000-03-23,"27.31"
"2573",2000-03-24,"28.02"
"2574",2000-03-27,"27.79"
"2575",2000-03-28,"27.09"
"2576",2000-03-29,"26.45"
"2577",2000-03-30,"26.70"
"2578",2000-03-31,"26.90"
"2579",2000-04-03,"26.43"
"2580",2000-04-04,"25.45"
"2581",2000-04-05,"25.83"
"2582",2000-04-06,"25.69"
"2583",2000-04-07,"25.04"
"2584",2000-04-10,"23.85"
"2585",2000-04-11,"24.14"
"2586",2000-04-12,"25.41"
"2587",2000-04-13,"25.38"
"2588",2000-04-14,"25.57"
"2589",2000-04-17,"25.89"
"2590",2000-04-18,"26.11"
"2591",2000-04-19,"27.35"
"2592",2000-04-20,"25.88"
"2593",2000-04-24,"26.04"
"2594",2000-04-25,"25.33"
"2595",2000-04-26,"24.65"
"2596",2000-04-27,"25.42"
"2597",2000-04-28,"25.74"
"2598",2000-05-01,"25.87"
"2599",2000-05-02,"26.89"
"2600",2000-05-03,"26.75"
"2601",2000-05-04,"26.98"
"2602",2000-05-05,"27.29"
"2603",2000-05-08,"28.09"
"2604",2000-05-09,"28.65"
"2605",2000-05-10,"28.10"
"2606",2000-05-11,"29.11"
"2607",2000-05-12,"29.62"
"2608",2000-05-15,"29.92"
"2609",2000-05-16,"29.73"
"2610",2000-05-17,"29.32"
"2611",2000-05-18,"30.33"
"2612",2000-05-19,"29.89"
"2613",2000-05-22,"28.61"
"2614",2000-05-23,"28.78"
"2615",2000-05-24,"29.93"
"2616",2000-05-25,"30.51"
"2617",2000-05-26,"30.00"
"2618",2000-05-30,"30.35"
"2619",2000-05-31,"29.01"
"2620",2000-06-01,"30.14"
"2621",2000-06-02,"30.35"
"2622",2000-06-05,"29.70"
"2623",2000-06-06,"29.75"
"2624",2000-06-07,"29.95"
"2625",2000-06-08,"29.78"
"2626",2000-06-09,"30.20"
"2627",2000-06-12,"31.74"
"2628",2000-06-13,"32.56"
"2629",2000-06-14,"32.85"
"2630",2000-06-15,"32.95"
"2631",2000-06-16,"32.33"
"2632",2000-06-19,"31.69"
"2633",2000-06-20,"33.05"
"2634",2000-06-21,"31.37"
"2635",2000-06-22,"32.19"
"2636",2000-06-23,"32.25"
"2637",2000-06-26,"31.63"
"2638",2000-06-27,"32.06"
"2639",2000-06-28,"31.90"
"2640",2000-06-29,"32.72"
"2641",2000-06-30,"32.50"
"2642",2000-07-05,"30.67"
"2643",2000-07-06,"29.99"
"2644",2000-07-07,"30.28"
"2645",2000-07-10,"29.69"
"2646",2000-07-11,"29.70"
"2647",2000-07-12,"30.32"
"2648",2000-07-13,"31.47"
