"","Date","CL1.Comdty"
"3",1990-01-03,"23.68"
"4",1990-01-04,"23.41"
"5",1990-01-05,"23.08"
"6",1990-01-08,"21.62"
"7",1990-01-09,"22.07"
"8",1990-01-10,"22.90"
"9",1990-01-11,"23.14"
"10",1990-01-12,"23.13"
"11",1990-01-15,"22.36"
"12",1990-01-16,"22.78"
"13",1990-01-17,"22.10"
"14",1990-01-18,"22.76"
"15",1990-01-19,"23.67"
"16",1990-01-22,"22.55"
"17",1990-01-23,"21.60"
"18",1990-01-24,"21.59"
"19",1990-01-25,"22.24"
"20",1990-01-26,"22.56"
"21",1990-01-29,"22.80"
"22",1990-01-30,"22.46"
"23",1990-01-31,"22.68"
"24",1990-02-01,"22.70"
"25",1990-02-02,"23.02"
"26",1990-02-05,"22.39"
"27",1990-02-06,"22.51"
"28",1990-02-07,"22.32"
"29",1990-02-08,"22.09"
"30",1990-02-09,"21.74"
"31",1990-02-12,"22.03"
"32",1990-02-13,"21.90"
"33",1990-02-14,"22.07"
"34",1990-02-15,"22.84"
"35",1990-02-16,"22.42"
"36",1990-02-20,"22.19"
"37",1990-02-21,"21.74"
"38",1990-02-22,"21.75"
"39",1990-02-23,"21.42"
"40",1990-02-26,"21.79"
"41",1990-02-27,"21.58"
"42",1990-02-28,"21.54"
"43",1990-03-01,"21.17"
"44",1990-03-02,"21.35"
"45",1990-03-05,"21.58"
"46",1990-03-06,"19.33"
"47",1990-03-07,"20.93"
"48",1990-03-08,"20.78"
"49",1990-03-09,"20.43"
"50",1990-03-12,"20.24"
"51",1990-03-13,"20.22"
"52",1990-03-14,"20.05"
"53",1990-03-15,"20.38"
"54",1990-03-16,"20.07"
"55",1990-03-19,"19.60"
"56",1990-03-20,"19.28"
"57",1990-03-21,"19.96"
"58",1990-03-22,"20.00"
"59",1990-03-23,"20.39"
"60",1990-03-26,"20.46"
"61",1990-03-27,"20.48"
"62",1990-03-28,"20.08"
"63",1990-03-29,"20.05"
"64",1990-03-30,"20.28"
"65",1990-04-02,"20.48"
"66",1990-04-03,"20.30"
"67",1990-04-04,"19.78"
"68",1990-04-05,"19.43"
"69",1990-04-06,"19.15"
"70",1990-04-09,"18.44"
"71",1990-04-10,"17.68"
"72",1990-04-11,"18.06"
"73",1990-04-12,"17.78"
"74",1990-04-16,"17.85"
"75",1990-04-17,"17.44"
"76",1990-04-18,"16.96"
"77",1990-04-19,"18.06"
"78",1990-04-20,"17.95"
"79",1990-04-23,"19.07"
"80",1990-04-24,"19.00"
"81",1990-04-25,"18.66"
"82",1990-04-26,"18.47"
"83",1990-04-27,"18.54"
"84",1990-04-30,"18.54"
"85",1990-05-01,"18.88"
"86",1990-05-02,"18.68"
"87",1990-05-03,"17.99"
"88",1990-05-04,"17.98"
"89",1990-05-07,"18.27"
"90",1990-05-08,"18.28"
"91",1990-05-09,"18.99"
"92",1990-05-10,"19.02"
"93",1990-05-11,"18.95"
"94",1990-05-14,"19.71"
"95",1990-05-15,"19.59"
"96",1990-05-16,"19.03"
"97",1990-05-17,"18.87"
"98",1990-05-18,"18.76"
"99",1990-05-21,"18.26"
"100",1990-05-22,"17.68"
"101",1990-05-23,"18.14"
"102",1990-05-24,"17.83"
"103",1990-05-25,"17.80"
"104",1990-05-29,"17.98"
"105",1990-05-30,"18.08"
"106",1990-05-31,"17.40"
"107",1990-06-01,"17.50"
"108",1990-06-04,"17.14"
"109",1990-06-05,"16.68"
"110",1990-06-06,"16.92"
"111",1990-06-07,"16.67"
"112",1990-06-08,"16.78"
"113",1990-06-11,"16.82"
"114",1990-06-12,"17.51"
"115",1990-06-13,"17.58"
"116",1990-06-14,"17.13"
"117",1990-06-15,"16.62"
"118",1990-06-18,"15.94"
"119",1990-06-19,"15.65"
"120",1990-06-20,"15.30"
"121",1990-06-21,"16.94"
"122",1990-06-22,"17.46"
"123",1990-06-25,"17.38"
"124",1990-06-26,"17.14"
"125",1990-06-27,"16.68"
"126",1990-06-28,"17.15"
"127",1990-06-29,"17.07"
"128",1990-07-02,"16.72"
"129",1990-07-03,"16.80"
"130",1990-07-05,"16.50"
"131",1990-07-06,"16.47"
"132",1990-07-09,"16.58"
"133",1990-07-10,"16.94"
"134",1990-07-11,"17.47"
"135",1990-07-12,"18.46"
"136",1990-07-13,"18.36"
"137",1990-07-16,"18.67"
"138",1990-07-17,"18.65"
"139",1990-07-18,"18.55"
"140",1990-07-19,"18.99"
"141",1990-07-20,"19.61"
"142",1990-07-23,"20.50"
"143",1990-07-24,"20.56"
"144",1990-07-25,"20.38"
"145",1990-07-26,"20.30"
"146",1990-07-27,"20.04"
"147",1990-07-30,"20.21"
"148",1990-07-31,"20.69"
"149",1990-08-01,"21.54"
"150",1990-08-02,"23.11"
"151",1990-08-03,"24.49"
"152",1990-08-06,"28.05"
"153",1990-08-07,"28.31"
"154",1990-08-08,"25.96"
"155",1990-08-09,"25.67"
"156",1990-08-10,"26.23"
"157",1990-08-13,"26.77"
"158",1990-08-14,"26.42"
"159",1990-08-15,"26.46"
"160",1990-08-16,"27.36"
"161",1990-08-17,"28.63"
"162",1990-08-20,"28.56"
"163",1990-08-21,"28.41"
"164",1990-08-22,"31.22"
"165",1990-08-23,"31.93"
"166",1990-08-24,"30.91"
"167",1990-08-27,"26.91"
"168",1990-08-28,"27.88"
"169",1990-08-29,"25.92"
"170",1990-08-30,"26.77"
"171",1990-08-31,"27.32"
"172",1990-09-04,"29.12"
"173",1990-09-05,"29.77"
"174",1990-09-06,"31.43"
"175",1990-09-07,"30.04"
"176",1990-09-10,"31.30"
"177",1990-09-11,"30.76"
"178",1990-09-12,"30.97"
"179",1990-09-13,"31.07"
"180",1990-09-14,"31.76"
"181",1990-09-17,"33.63"
"182",1990-09-18,"33.41"
"183",1990-09-19,"33.18"
"184",1990-09-20,"34.71"
"185",1990-09-21,"35.43"
"186",1990-09-24,"38.25"
"187",1990-09-25,"37.53"
"188",1990-09-26,"38.67"
"189",1990-09-27,"39.54"
"190",1990-09-28,"39.51"
"191",1990-10-01,"37.09"
"192",1990-10-02,"33.95"
"193",1990-10-03,"37.32"
"194",1990-10-04,"36.93"
"195",1990-10-05,"37.99"
"196",1990-10-08,"38.95"
"197",1990-10-09,"40.40"
"198",1990-10-10,"38.69"
"199",1990-10-11,"40.42"
"200",1990-10-12,"39.69"
"201",1990-10-15,"37.95"
"202",1990-10-16,"38.89"
"203",1990-10-17,"36.72"
"204",1990-10-18,"36.80"
"205",1990-10-19,"33.79"
"206",1990-10-22,"28.38"
"207",1990-10-23,"29.37"
"208",1990-10-24,"31.08"
"209",1990-10-25,"34.25"
"210",1990-10-26,"33.01"
"211",1990-10-29,"34.68"
"212",1990-10-30,"34.54"
"213",1990-10-31,"35.23"
"214",1990-11-01,"35.17"
"215",1990-11-02,"34.00"
"216",1990-11-05,"31.96"
"217",1990-11-06,"32.63"
"218",1990-11-07,"35.31"
"219",1990-11-08,"35.53"
"220",1990-11-09,"33.89"
"221",1990-11-12,"31.87"
"222",1990-11-13,"33.12"
"223",1990-11-14,"31.16"
"224",1990-11-15,"31.12"
"225",1990-11-16,"29.78"
"226",1990-11-19,"31.50"
"227",1990-11-20,"28.91"
"228",1990-11-21,"29.63"
"229",1990-11-23,"31.90"
"230",1990-11-26,"32.95"
"231",1990-11-27,"32.86"
"232",1990-11-28,"33.28"
"233",1990-11-29,"32.91"
"234",1990-11-30,"28.85"
"235",1990-12-03,"29.15"
"236",1990-12-04,"30.66"
"237",1990-12-05,"27.29"
"238",1990-12-06,"26.40"
"239",1990-12-07,"26.58"
"240",1990-12-10,"26.90"
"241",1990-12-11,"26.41"
"242",1990-12-12,"25.35"
"243",1990-12-13,"26.42"
"244",1990-12-14,"26.55"
"245",1990-12-17,"27.05"
"246",1990-12-18,"27.86"
"247",1990-12-19,"27.86"
"248",1990-12-20,"26.39"
"249",1990-12-21,"25.92"
"250",1990-12-24,"25.92"
"251",1990-12-26,"27.22"
"252",1990-12-27,"27.01"
"253",1990-12-28,"27.57"
"254",1990-12-31,"28.44"
"255",1991-01-02,"26.49"
"256",1991-01-03,"25.48"
"257",1991-01-04,"24.90"
"258",1991-01-07,"27.65"
"259",1991-01-08,"27.17"
"260",1991-01-09,"27.26"
"261",1991-01-10,"27.71"
"262",1991-01-11,"27.29"
"263",1991-01-14,"30.78"
"264",1991-01-15,"30.07"
"265",1991-01-16,"32.00"
"266",1991-01-17,"21.44"
"267",1991-01-18,"19.25"
"268",1991-01-21,"21.30"
"269",1991-01-22,"24.18"
"270",1991-01-23,"22.04"
"271",1991-01-24,"21.71"
"272",1991-01-25,"21.35"
"273",1991-01-28,"20.96"
"274",1991-01-29,"21.85"
"275",1991-01-30,"20.97"
"276",1991-01-31,"21.54"
"277",1991-02-01,"21.34"
"278",1991-02-04,"21.14"
"279",1991-02-05,"20.66"
"280",1991-02-06,"21.49"
"281",1991-02-07,"21.22"
"282",1991-02-08,"21.92"
"283",1991-02-11,"22.47"
"284",1991-02-12,"22.93"
"285",1991-02-13,"22.56"
"286",1991-02-14,"22.32"
"287",1991-02-15,"20.88"
"288",1991-02-19,"20.07"
"289",1991-02-20,"20.48"
"290",1991-02-21,"18.50"
"291",1991-02-22,"17.91"
"292",1991-02-25,"17.94"
"293",1991-02-26,"18.37"
"294",1991-02-27,"18.86"
"295",1991-02-28,"19.16"
"296",1991-03-01,"19.38"
"297",1991-03-04,"20.25"
"298",1991-03-05,"20.43"
"299",1991-03-06,"19.73"
"300",1991-03-07,"19.42"
"301",1991-03-08,"19.31"
"302",1991-03-11,"18.99"
"303",1991-03-12,"19.68"
"304",1991-03-13,"20.45"
"305",1991-03-14,"20.27"
"306",1991-03-15,"20.01"
"307",1991-03-18,"19.76"
"308",1991-03-19,"20.61"
"309",1991-03-20,"20.38"
"310",1991-03-21,"20.49"
"311",1991-03-22,"20.10"
"312",1991-03-25,"19.62"
"313",1991-03-26,"19.76"
"314",1991-03-27,"19.41"
"315",1991-03-28,"19.63"
"316",1991-04-01,"19.29"
"317",1991-04-02,"19.70"
"318",1991-04-03,"19.47"
"319",1991-04-04,"19.98"
"320",1991-04-05,"19.96"
"321",1991-04-08,"20.31"
"322",1991-04-09,"20.26"
"323",1991-04-10,"21.05"
"324",1991-04-11,"20.89"
"325",1991-04-12,"21.48"
"326",1991-04-15,"21.91"
"327",1991-04-16,"21.64"
"328",1991-04-17,"21.71"
"329",1991-04-18,"21.08"
"330",1991-04-19,"21.13"
"331",1991-04-22,"21.62"
"332",1991-04-23,"20.88"
"333",1991-04-24,"20.94"
"334",1991-04-25,"21.15"
"335",1991-04-26,"21.28"
"336",1991-04-29,"21.26"
"337",1991-04-30,"20.96"
"338",1991-05-01,"21.25"
"339",1991-05-02,"21.17"
"340",1991-05-03,"21.37"
"341",1991-05-06,"21.68"
"342",1991-05-07,"21.63"
"343",1991-05-08,"21.78"
"344",1991-05-09,"21.93"
"345",1991-05-10,"21.27"
"346",1991-05-13,"20.91"
"347",1991-05-14,"20.74"
"348",1991-05-15,"20.92"
"349",1991-05-16,"20.89"
"350",1991-05-17,"21.18"
"351",1991-05-20,"21.37"
"352",1991-05-21,"21.40"
"353",1991-05-22,"20.83"
"354",1991-05-23,"21.02"
"355",1991-05-24,"21.19"
"356",1991-05-28,"21.33"
"357",1991-05-29,"21.11"
"358",1991-05-30,"21.32"
"359",1991-05-31,"21.13"
"360",1991-06-03,"21.13"
"361",1991-06-04,"21.02"
"362",1991-06-05,"20.47"
"363",1991-06-06,"20.33"
"364",1991-06-07,"20.28"
"365",1991-06-10,"19.84"
"366",1991-06-11,"19.96"
"367",1991-06-12,"20.05"
"368",1991-06-13,"19.71"
"369",1991-06-14,"19.67"
"370",1991-06-17,"19.94"
"371",1991-06-18,"20.13"
"372",1991-06-19,"19.99"
"373",1991-06-20,"20.15"
"374",1991-06-21,"20.23"
"375",1991-06-24,"19.98"
"376",1991-06-25,"20.05"
"377",1991-06-26,"20.08"
"378",1991-06-27,"20.48"
"379",1991-06-28,"20.56"
"380",1991-07-01,"20.76"
"381",1991-07-02,"20.82"
"382",1991-07-03,"20.67"
"383",1991-07-05,"20.89"
"384",1991-07-08,"21.24"
"385",1991-07-09,"21.29"
"386",1991-07-10,"21.43"
"387",1991-07-11,"21.29"
"388",1991-07-12,"21.72"
"389",1991-07-15,"21.47"
"390",1991-07-16,"21.65"
"391",1991-07-17,"22.14"
"392",1991-07-18,"21.94"
"393",1991-07-19,"22.16"
"394",1991-07-22,"21.72"
"395",1991-07-23,"21.32"
"396",1991-07-24,"21.52"
"397",1991-07-25,"21.46"
"398",1991-07-26,"21.48"
"399",1991-07-29,"21.35"
"400",1991-07-30,"21.42"
"401",1991-07-31,"21.68"
"402",1991-08-01,"21.27"
"403",1991-08-02,"21.32"
"404",1991-08-05,"21.47"
"405",1991-08-06,"21.37"
"406",1991-08-07,"21.36"
"407",1991-08-08,"21.58"
"408",1991-08-09,"21.62"
"409",1991-08-12,"21.69"
"410",1991-08-13,"21.58"
"411",1991-08-14,"21.27"
"412",1991-08-15,"21.44"
"413",1991-08-16,"21.30"
"414",1991-08-19,"22.47"
"415",1991-08-20,"22.27"
"416",1991-08-21,"21.55"
"417",1991-08-22,"21.72"
"418",1991-08-23,"21.81"
"419",1991-08-26,"21.97"
"420",1991-08-27,"21.98"
"421",1991-08-28,"21.74"
"422",1991-08-29,"21.97"
"423",1991-08-30,"22.26"
"424",1991-09-03,"22.24"
"425",1991-09-04,"21.81"
"426",1991-09-05,"21.69"
"427",1991-09-06,"21.57"
"428",1991-09-09,"21.33"
"429",1991-09-10,"21.41"
"430",1991-09-11,"21.64"
"431",1991-09-12,"21.53"
"432",1991-09-13,"21.68"
"433",1991-09-16,"21.82"
"434",1991-09-17,"21.62"
"435",1991-09-18,"21.84"
"436",1991-09-19,"21.76"
"437",1991-09-20,"21.97"
"438",1991-09-23,"22.07"
"439",1991-09-24,"22.19"
"440",1991-09-25,"22.21"
"441",1991-09-26,"22.21"
"442",1991-09-27,"22.32"
"443",1991-09-30,"22.23"
"444",1991-10-01,"22.22"
"445",1991-10-02,"22.33"
"446",1991-10-03,"22.67"
"447",1991-10-04,"22.61"
"448",1991-10-07,"22.98"
"449",1991-10-08,"22.99"
"450",1991-10-09,"23.16"
"451",1991-10-10,"22.98"
"452",1991-10-11,"23.09"
"453",1991-10-14,"23.46"
"454",1991-10-15,"23.86"
"455",1991-10-16,"23.67"
"456",1991-10-17,"23.93"
"457",1991-10-18,"24.14"
"458",1991-10-21,"24.04"
"459",1991-10-22,"23.48"
"460",1991-10-23,"23.26"
"461",1991-10-24,"23.49"
"462",1991-10-25,"23.12"
"463",1991-10-28,"23.21"
"464",1991-10-29,"23.11"
"465",1991-10-30,"23.11"
"466",1991-10-31,"23.37"
"467",1991-11-01,"23.82"
"468",1991-11-04,"23.80"
"469",1991-11-05,"23.78"
"470",1991-11-06,"23.40"
"471",1991-11-07,"23.20"
"472",1991-11-08,"23.01"
"473",1991-11-11,"22.58"
"474",1991-11-12,"22.50"
"475",1991-11-13,"22.35"
"476",1991-11-14,"22.52"
"477",1991-11-15,"22.79"
"478",1991-11-18,"22.40"
"479",1991-11-19,"22.00"
"480",1991-11-20,"22.22"
"481",1991-11-21,"21.78"
"482",1991-11-22,"21.21"
"483",1991-11-25,"21.42"
"484",1991-11-26,"21.02"
"485",1991-11-27,"21.35"
"486",1991-11-29,"21.48"
"487",1991-12-02,"21.08"
"488",1991-12-03,"20.51"
"489",1991-12-04,"20.76"
"490",1991-12-05,"20.39"
"491",1991-12-06,"20.04"
"492",1991-12-09,"19.42"
"493",1991-12-10,"19.41"
"494",1991-12-11,"19.51"
"495",1991-12-12,"19.96"
"496",1991-12-13,"20.05"
"497",1991-12-16,"19.76"
"498",1991-12-17,"19.45"
"499",1991-12-18,"19.39"
"500",1991-12-19,"19.13"
"501",1991-12-20,"18.52"
"502",1991-12-23,"18.78"
"503",1991-12-24,"18.97"
"504",1991-12-26,"18.50"
"505",1991-12-27,"18.76"
"506",1991-12-30,"18.65"
"507",1991-12-31,"19.12"
"508",1992-01-02,"19.49"
"509",1992-01-03,"19.23"
"510",1992-01-06,"19.21"
"511",1992-01-07,"18.69"
"512",1992-01-08,"17.87"
"513",1992-01-09,"17.86"
"514",1992-01-10,"18.23"
"515",1992-01-13,"18.79"
"516",1992-01-14,"18.47"
"517",1992-01-15,"18.85"
"518",1992-01-16,"18.91"
"519",1992-01-17,"19.16"
"520",1992-01-20,"18.89"
"521",1992-01-21,"18.47"
"522",1992-01-22,"18.94"
"523",1992-01-23,"18.72"
"524",1992-01-24,"19.00"
"525",1992-01-27,"19.36"
"526",1992-01-28,"19.17"
"527",1992-01-29,"18.89"
"528",1992-01-30,"18.94"
"529",1992-01-31,"18.90"
"530",1992-02-03,"18.96"
"531",1992-02-04,"19.27"
"532",1992-02-05,"19.50"
"533",1992-02-06,"19.50"
"534",1992-02-07,"19.87"
"535",1992-02-10,"19.78"
"536",1992-02-11,"19.28"
"537",1992-02-12,"19.27"
"538",1992-02-13,"19.68"
"539",1992-02-14,"19.46"
"540",1992-02-18,"18.12"
"541",1992-02-19,"18.41"
"542",1992-02-20,"18.54"
"543",1992-02-21,"18.66"
"544",1992-02-24,"18.43"
"545",1992-02-25,"18.48"
"546",1992-02-26,"18.46"
"547",1992-02-27,"18.75"
"548",1992-02-28,"18.68"
"549",1992-03-02,"18.34"
"550",1992-03-03,"18.64"
"551",1992-03-04,"18.63"
"552",1992-03-05,"18.55"
"553",1992-03-06,"18.51"
"554",1992-03-09,"18.67"
"555",1992-03-10,"18.69"
"556",1992-03-11,"18.50"
"557",1992-03-12,"18.83"
"558",1992-03-13,"19.18"
"559",1992-03-16,"19.15"
"560",1992-03-17,"19.24"
"561",1992-03-18,"19.07"
"562",1992-03-19,"19.29"
"563",1992-03-20,"18.90"
"564",1992-03-23,"19.13"
"565",1992-03-24,"19.22"
"566",1992-03-25,"19.19"
"567",1992-03-26,"19.28"
"568",1992-03-27,"19.16"
"569",1992-03-30,"19.25"
"570",1992-03-31,"19.44"
"571",1992-04-01,"19.84"
"572",1992-04-02,"19.80"
"573",1992-04-03,"20.29"
"574",1992-04-06,"20.45"
"575",1992-04-07,"20.23"
"576",1992-04-08,"20.62"
"577",1992-04-09,"20.31"
"578",1992-04-10,"20.44"
"579",1992-04-13,"20.22"
"580",1992-04-14,"19.86"
"581",1992-04-15,"19.87"
"582",1992-04-16,"20.21"
"583",1992-04-20,"20.24"
"584",1992-04-21,"20.25"
"585",1992-04-22,"20.11"
"586",1992-04-23,"20.11"
"587",1992-04-24,"20.22"
"588",1992-04-27,"20.29"
"589",1992-04-28,"20.41"
"590",1992-04-29,"20.77"
"591",1992-04-30,"20.85"
"592",1992-05-01,"20.85"
"593",1992-05-04,"21.12"
"594",1992-05-05,"20.80"
"595",1992-05-06,"20.77"
"596",1992-05-07,"20.71"
"597",1992-05-08,"20.86"
"598",1992-05-11,"21.00"
"599",1992-05-12,"20.96"
"600",1992-05-13,"20.76"
"601",1992-05-14,"20.55"
"602",1992-05-15,"20.69"
"603",1992-05-18,"20.52"
"604",1992-05-19,"20.12"
"605",1992-05-20,"20.40"
"606",1992-05-21,"20.90"
"607",1992-05-22,"20.94"
"608",1992-05-26,"22.00"
"609",1992-05-27,"21.92"
"610",1992-05-28,"21.95"
"611",1992-05-29,"22.11"
"612",1992-06-01,"22.03"
"613",1992-06-02,"22.11"
"614",1992-06-03,"22.43"
"615",1992-06-04,"22.48"
"616",1992-06-05,"22.62"
"617",1992-06-08,"22.44"
"618",1992-06-09,"22.32"
"619",1992-06-10,"22.51"
"620",1992-06-11,"22.35"
"621",1992-06-12,"22.30"
"622",1992-06-15,"22.36"
"623",1992-06-16,"22.30"
"624",1992-06-17,"22.29"
"625",1992-06-18,"22.26"
"626",1992-06-19,"22.26"
"627",1992-06-22,"22.48"
"628",1992-06-23,"22.59"
"629",1992-06-24,"22.89"
"630",1992-06-25,"22.58"
"631",1992-06-26,"22.44"
"632",1992-06-29,"22.24"
"633",1992-06-30,"21.60"
"634",1992-07-01,"21.86"
"635",1992-07-02,"22.10"
"636",1992-07-06,"21.89"
"637",1992-07-07,"21.40"
"638",1992-07-08,"21.41"
"639",1992-07-09,"21.40"
"640",1992-07-10,"21.28"
"641",1992-07-13,"21.36"
"642",1992-07-14,"21.46"
"643",1992-07-15,"21.71"
"644",1992-07-16,"21.79"
"645",1992-07-17,"21.58"
"646",1992-07-20,"21.79"
"647",1992-07-21,"21.78"
"648",1992-07-22,"21.84"
"649",1992-07-23,"21.96"
"650",1992-07-24,"21.98"
"651",1992-07-27,"22.04"
"652",1992-07-28,"22.05"
"653",1992-07-29,"22.00"
"654",1992-07-30,"21.83"
"655",1992-07-31,"21.87"
"656",1992-08-03,"21.58"
"657",1992-08-04,"21.35"
"658",1992-08-05,"21.18"
"659",1992-08-06,"21.42"
"660",1992-08-07,"21.22"
"661",1992-08-10,"21.03"
"662",1992-08-11,"20.91"
"663",1992-08-12,"21.08"
"664",1992-08-13,"21.34"
"665",1992-08-14,"21.28"
"666",1992-08-17,"21.45"
"667",1992-08-18,"21.47"
"668",1992-08-19,"21.37"
"669",1992-08-20,"21.44"
"670",1992-08-21,"21.08"
"671",1992-08-24,"21.54"
"672",1992-08-25,"21.15"
"673",1992-08-26,"21.21"
"674",1992-08-27,"21.13"
"675",1992-08-28,"21.31"
"676",1992-08-31,"21.48"
"677",1992-09-01,"21.64"
"678",1992-09-02,"21.69"
"679",1992-09-03,"21.67"
"680",1992-09-04,"21.77"
"681",1992-09-08,"21.96"
"682",1992-09-09,"21.99"
"683",1992-09-10,"21.93"
"684",1992-09-11,"22.01"
"685",1992-09-14,"22.31"
"686",1992-09-15,"22.18"
"687",1992-09-16,"22.39"
"688",1992-09-17,"22.30"
"689",1992-09-18,"21.98"
"690",1992-09-21,"21.92"
"691",1992-09-22,"21.88"
"692",1992-09-23,"22.00"
"693",1992-09-24,"21.79"
"694",1992-09-25,"21.68"
"695",1992-09-28,"21.76"
"696",1992-09-29,"21.67"
"697",1992-09-30,"21.71"
"698",1992-10-01,"21.83"
"699",1992-10-02,"21.92"
"700",1992-10-05,"21.77"
"701",1992-10-06,"21.81"
"702",1992-10-07,"21.89"
"703",1992-10-08,"21.99"
"704",1992-10-09,"22.37"
"705",1992-10-12,"22.30"
"706",1992-10-13,"22.09"
"707",1992-10-14,"22.08"
"708",1992-10-15,"22.33"
"709",1992-10-16,"22.28"
"710",1992-10-19,"22.14"
"711",1992-10-20,"21.86"
"712",1992-10-21,"21.61"
"713",1992-10-22,"21.35"
"714",1992-10-23,"21.19"
"715",1992-10-26,"21.27"
"716",1992-10-27,"21.02"
"717",1992-10-28,"21.12"
"718",1992-10-29,"20.71"
"719",1992-10-30,"20.62"
"720",1992-11-02,"20.77"
"721",1992-11-03,"20.70"
"722",1992-11-04,"20.33"
"723",1992-11-05,"20.64"
"724",1992-11-06,"20.30"
"725",1992-11-09,"20.62"
"726",1992-11-10,"20.47"
"727",1992-11-11,"20.47"
"728",1992-11-12,"20.21"
"729",1992-11-13,"20.08"
"730",1992-11-16,"20.37"
"731",1992-11-17,"20.26"
"732",1992-11-18,"20.19"
"733",1992-11-19,"20.54"
"734",1992-11-20,"20.40"
"735",1992-11-23,"20.20"
"736",1992-11-24,"20.22"
"737",1992-11-25,"20.27"
"738",1992-11-30,"19.89"
"739",1992-12-01,"19.51"
"740",1992-12-02,"19.45"
"741",1992-12-03,"19.08"
"742",1992-12-04,"18.94"
"743",1992-12-07,"19.18"
"744",1992-12-08,"18.84"
"745",1992-12-09,"18.84"
"746",1992-12-10,"19.28"
"747",1992-12-11,"19.09"
"748",1992-12-14,"19.09"
"749",1992-12-15,"18.95"
"750",1992-12-16,"19.41"
"751",1992-12-17,"19.70"
"752",1992-12-18,"19.83"
"753",1992-12-21,"19.98"
"754",1992-12-22,"19.84"
"755",1992-12-23,"19.95"
"756",1992-12-28,"19.82"
"757",1992-12-29,"19.64"
"758",1992-12-30,"19.59"
"759",1992-12-31,"19.50"
"760",1993-01-04,"19.04"
"761",1993-01-05,"19.26"
"762",1993-01-06,"19.04"
"763",1993-01-07,"18.95"
"764",1993-01-08,"18.88"
"765",1993-01-11,"18.78"
"766",1993-01-12,"18.38"
"767",1993-01-13,"18.50"
"768",1993-01-14,"18.70"
"769",1993-01-15,"18.87"
"770",1993-01-18,"18.87"
"771",1993-01-19,"18.58"
"772",1993-01-20,"18.33"
"773",1993-01-21,"18.33"
"774",1993-01-22,"18.83"
"775",1993-01-25,"19.66"
"776",1993-01-26,"19.64"
"777",1993-01-27,"19.66"
"778",1993-01-28,"20.41"
"779",1993-01-29,"20.26"
"780",1993-02-01,"20.31"
"781",1993-02-02,"20.00"
"782",1993-02-03,"19.93"
"783",1993-02-04,"20.30"
"784",1993-02-05,"20.21"
"785",1993-02-08,"20.08"
"786",1993-02-09,"20.05"
"787",1993-02-10,"20.18"
"788",1993-02-11,"20.26"
"789",1993-02-12,"19.98"
"790",1993-02-16,"19.53"
"791",1993-02-17,"19.33"
"792",1993-02-18,"19.42"
"793",1993-02-19,"19.62"
"794",1993-02-22,"20.02"
"795",1993-02-23,"20.48"
"796",1993-02-24,"20.53"
"797",1993-02-25,"20.61"
"798",1993-02-26,"20.60"
"799",1993-03-01,"20.60"
"800",1993-03-02,"20.47"
"801",1993-03-03,"20.48"
"802",1993-03-04,"21.07"
"803",1993-03-05,"20.93"
"804",1993-03-08,"20.71"
"805",1993-03-09,"20.68"
"806",1993-03-10,"20.39"
"807",1993-03-11,"20.13"
"808",1993-03-12,"20.29"
"809",1993-03-15,"20.16"
"810",1993-03-16,"20.13"
"811",1993-03-17,"20.17"
"812",1993-03-18,"20.29"
"813",1993-03-19,"20.08"
"814",1993-03-22,"19.52"
"815",1993-03-23,"20.03"
"816",1993-03-24,"20.24"
"817",1993-03-25,"20.41"
"818",1993-03-26,"20.41"
"819",1993-03-29,"20.29"
"820",1993-03-30,"20.28"
"821",1993-03-31,"20.44"
"822",1993-04-01,"20.52"
"823",1993-04-02,"20.65"
"824",1993-04-05,"20.62"
"825",1993-04-06,"20.30"
"826",1993-04-07,"20.37"
"827",1993-04-08,"20.22"
"828",1993-04-12,"20.46"
"829",1993-04-13,"20.46"
"830",1993-04-14,"20.40"
"831",1993-04-15,"20.22"
"832",1993-04-16,"20.14"
"833",1993-04-19,"19.99"
"834",1993-04-20,"19.84"
"835",1993-04-21,"20.37"
"836",1993-04-22,"20.15"
"837",1993-04-23,"20.34"
"838",1993-04-26,"20.30"
"839",1993-04-27,"20.18"
"840",1993-04-28,"20.19"
"841",1993-04-29,"20.58"
"842",1993-04-30,"20.53"
"843",1993-05-03,"20.57"
"844",1993-05-04,"20.39"
"845",1993-05-05,"20.46"
"846",1993-05-06,"20.47"
"847",1993-05-07,"20.44"
"848",1993-05-10,"20.44"
"849",1993-05-11,"20.34"
"850",1993-05-12,"20.20"
"851",1993-05-13,"19.78"
"852",1993-05-14,"19.48"
"853",1993-05-17,"19.51"
"854",1993-05-18,"19.34"
"855",1993-05-19,"19.15"
"856",1993-05-20,"19.54"
"857",1993-05-21,"19.88"
"858",1993-05-24,"19.72"
"859",1993-05-25,"19.90"
"860",1993-05-26,"19.89"
"861",1993-05-27,"20.06"
"862",1993-05-28,"20.02"
"863",1993-06-01,"20.24"
"864",1993-06-02,"20.03"
"865",1993-06-03,"19.74"
"866",1993-06-04,"19.77"
"867",1993-06-07,"19.54"
"868",1993-06-08,"19.65"
"869",1993-06-09,"19.64"
"870",1993-06-10,"19.28"
"871",1993-06-11,"18.98"
"872",1993-06-14,"18.89"
"873",1993-06-15,"18.58"
"874",1993-06-16,"18.84"
"875",1993-06-17,"18.70"
"876",1993-06-18,"18.67"
