"","Date","UX6..index"
"3",2004-05-20,"21.08"
"4",2004-05-21,"21.1"
"5",2004-05-24,"21"
"6",2004-05-25,"20.63"
"7",2004-05-26,"20.67"
"8",2004-05-27,"20.74"
"9",2004-05-28,"20.75"
"10",2004-06-01,"20.77"
"11",2004-06-02,"20.67"
"12",2004-06-03,"20.74"
"13",2004-06-04,"20.85"
"14",2004-06-07,"20.62"
"15",2004-06-08,"20.49"
"16",2004-06-09,"20.65"
"17",2004-06-10,"20.63"
"18",2004-06-14,"20.77"
"19",2004-06-15,"20.65"
"20",2004-07-14,"20.5"
"21",2004-07-15,"20.51"
"22",2004-07-16,"20.61"
"23",2004-07-19,"20.78"
"24",2004-07-20,"20.69"
"25",2004-07-21,"21.04"
"26",2004-07-22,"20.95"
"27",2004-07-23,"21.16"
"28",2004-07-26,"21.47"
"29",2004-07-27,"21.23"
"30",2004-07-28,"21.54"
"31",2004-07-29,"21.7"
"32",2004-07-30,"21.63"
"33",2004-08-02,"21.49"
"34",2004-08-03,"21.6"
"35",2004-08-04,"21.65"
"36",2004-08-05,"21.69"
"37",2004-08-06,"21.95"
"38",2004-08-09,"21.84"
"39",2004-08-10,"21.6"
"40",2004-08-11,"21.58"
"41",2004-08-12,"21.73"
"42",2004-08-13,"21.69"
"43",2004-08-16,"21.56"
"44",2004-08-17,"21.61"
"45",2004-09-20,"18.44"
"46",2004-09-21,"18.66"
"47",2004-09-22,"18.8"
"48",2004-09-23,"18.84"
"49",2004-09-24,"18.75"
"50",2004-09-27,"18.94"
"51",2004-09-28,"18.82"
"52",2004-09-29,"18.67"
"53",2004-09-30,"18.62"
"54",2004-10-01,"18.19"
"55",2004-10-04,"18.14"
"56",2004-10-05,"17.94"
"57",2004-10-06,"17.7"
"58",2004-10-07,"17.79"
"59",2004-10-08,"17.89"
"60",2004-10-11,"17.79"
"61",2004-10-12,"17.89"
"62",2004-11-22,"17.36"
"63",2004-11-23,"17.7"
"64",2004-11-24,"17.68"
"65",2004-11-26,"17.66"
"66",2004-11-29,"17.78"
"67",2004-11-30,"17.79"
"68",2004-12-01,"17.75"
"69",2004-12-02,"17.75"
"70",2004-12-03,"17.72"
"71",2004-12-06,"17.72"
"72",2004-12-07,"17.83"
"73",2004-12-08,"17.45"
"74",2004-12-09,"17.15"
"75",2004-12-10,"17.18"
"76",2004-12-13,"16.93"
"77",2004-12-14,"16.71"
"78",2004-12-15,"16.56"
"79",2004-12-16,"16.66"
"80",2004-12-17,"16.69"
"81",2004-12-20,"16.55"
"82",2004-12-21,"16.65"
"83",2004-12-22,"16.72"
"84",2004-12-23,"16.72"
"85",2004-12-27,"16.75"
"86",2004-12-28,"16.76"
"87",2004-12-29,"16.8"
"88",2004-12-30,"16.81"
"89",2004-12-31,"16.94"
"90",2005-01-03,"17.07"
"91",2005-01-04,"17.14"
"92",2005-01-05,"17.14"
"93",2005-01-06,"17.2"
"94",2005-01-07,"17.31"
"95",2005-01-10,"17.16"
"96",2005-01-11,"17.08"
"97",2005-01-12,"16.82"
"98",2005-01-13,"16.64"
"99",2005-01-14,"16.58"
"100",2005-01-18,"16.25"
"101",2005-02-22,"14.7"
"102",2005-02-23,"14.68"
"103",2005-02-24,"14.74"
"104",2005-02-25,"14.58"
"105",2005-02-28,"14.74"
"106",2005-03-01,"14.64"
"107",2005-03-02,"14.77"
"108",2005-03-03,"14.94"
"109",2005-03-04,"14.73"
"110",2005-03-07,"14.76"
"111",2005-03-08,"14.82"
"112",2005-03-09,"14.91"
"113",2005-03-10,"14.91"
"114",2005-03-11,"14.97"
"115",2005-03-14,"14.95"
"116",2005-03-15,"15.12"
"117",2005-06-15,"15.66"
"118",2005-06-16,"15.53"
"119",2005-06-17,"15.67"
"120",2005-06-20,"15.72"
"121",2005-06-21,"15.66"
"122",2005-06-22,"15.73"
"123",2005-06-23,"15.81"
"124",2005-06-24,"16.01"
"125",2005-06-27,"16.02"
"126",2005-06-28,"15.8"
"127",2005-06-29,"15.97"
"128",2005-06-30,"15.99"
"129",2005-07-01,"15.99"
"130",2005-07-05,"15.91"
"131",2005-07-06,"15.89"
"132",2005-07-07,"15.98"
"133",2005-07-08,"15.84"
"134",2005-07-11,"15.79"
"135",2005-07-12,"15.75"
"136",2005-07-13,"15.7"
"137",2005-07-14,"15.6"
"138",2005-07-15,"15.56"
"139",2005-07-18,"15.56"
"140",2005-07-19,"15.33"
"141",2005-07-20,"15.32"
"142",2005-07-21,"15.36"
"143",2005-07-22,"15.26"
"144",2005-07-25,"15.32"
"145",2005-07-26,"15.37"
"146",2005-07-27,"15.43"
"147",2005-07-28,"15.26"
"148",2005-07-29,"15.49"
"149",2005-08-01,"15.6"
"150",2005-08-02,"15.62"
"151",2005-08-03,"15.68"
"152",2005-08-04,"15.76"
"153",2005-08-05,"16.09"
"154",2005-08-08,"16.08"
"155",2005-08-09,"15.86"
"156",2005-08-10,"15.77"
"157",2005-08-11,"15.86"
"158",2005-08-12,"15.98"
"159",2005-08-15,"15.99"
"160",2005-08-16,"16.19"
"161",2005-11-16,"15.37"
"162",2005-11-17,"15.2"
"163",2005-11-18,"15.17"
"164",2005-11-21,"15.25"
"165",2005-11-22,"15.21"
"166",2005-11-23,"15.18"
"167",2005-11-25,"15.31"
"168",2005-11-28,"15.45"
"169",2005-11-29,"15.44"
"170",2005-11-30,"15.57"
"171",2005-12-01,"15.53"
"172",2005-12-02,"15.44"
"173",2005-12-05,"15.46"
"174",2005-12-06,"15.47"
"175",2005-12-07,"15.48"
"176",2005-12-08,"15.56"
"177",2005-12-09,"15.45"
"178",2005-12-12,"15.45"
"179",2005-12-13,"15.27"
"180",2005-12-14,"15.37"
"181",2005-12-15,"15.41"
"182",2005-12-16,"15.51"
"183",2005-12-19,"15.6"
"184",2005-12-20,"15.64"
"185",2006-02-15,"15.7"
"186",2006-02-16,"15.57"
"187",2006-02-17,"15.42"
"188",2006-02-21,"15.21"
"189",2006-02-22,"15.2"
"190",2006-02-23,"15.05"
"191",2006-02-24,"14.96"
"192",2006-02-27,"14.98"
"193",2006-02-28,"15.01"
"194",2006-03-01,"14.85"
"195",2006-03-02,"14.84"
"196",2006-03-03,"14.8"
"197",2006-03-06,"14.76"
"198",2006-03-07,"14.79"
"199",2006-03-08,"14.66"
"200",2006-03-09,"14.61"
"201",2006-03-10,"14.55"
"202",2006-03-13,"14.45"
"203",2006-03-14,"14.36"
"204",2006-03-15,"14.28"
"205",2006-03-16,"14.26"
"206",2006-03-17,"14.13"
"207",2006-03-20,"14.18"
"208",2006-03-21,"14.19"
"209",2006-05-17,"14.99"
"210",2006-05-18,"14.94"
"211",2006-05-19,"15.1"
"212",2006-05-22,"15.39"
"213",2006-05-23,"15.26"
"214",2006-05-24,"15.56"
"215",2006-05-25,"15.3"
"216",2006-05-26,"15.41"
"217",2006-05-30,"16.14"
"218",2006-05-31,"16.11"
"219",2006-06-01,"15.84"
"220",2006-06-02,"15.91"
"221",2006-06-05,"16.16"
"222",2006-06-06,"16.23"
"223",2006-06-07,"16.36"
