"","Date","XAU.Curncy"
"3",1990-01-03,"395.00"
"4",1990-01-04,"396.50"
"5",1990-01-05,"405.00"
"6",1990-01-08,"404.60"
"7",1990-01-09,"403.45"
"8",1990-01-10,"409.10"
"9",1990-01-11,"412.10"
"10",1990-01-12,"416.25"
"11",1990-01-15,"415.60"
"12",1990-01-16,"412.75"
"13",1990-01-17,"410.40"
"14",1990-01-18,"413.40"
"15",1990-01-19,"408.65"
"16",1990-01-22,"406.00"
"17",1990-01-23,"408.25"
"18",1990-01-24,"420.75"
"19",1990-01-25,"415.65"
"20",1990-01-26,"418.00"
"21",1990-01-29,"418.75"
"22",1990-01-30,"418.15"
"23",1990-01-31,"415.05"
"24",1990-02-01,"415.80"
"25",1990-02-02,"417.95"
"26",1990-02-05,"423.00"
"27",1990-02-06,"421.05"
"28",1990-02-07,"423.75"
"29",1990-02-08,"418.00"
"30",1990-02-09,"415.50"
"31",1990-02-12,"418.85"
"32",1990-02-13,"418.05"
"33",1990-02-14,"414.60"
"34",1990-02-15,"416.65"
"35",1990-02-16,"416.50"
"36",1990-02-19,"416.50"
"37",1990-02-20,"419.95"
"38",1990-02-21,"420.00"
"39",1990-02-22,"417.65"
"40",1990-02-23,"415.85"
"41",1990-02-26,"411.30"
"42",1990-02-27,"407.55"
"43",1990-02-28,"407.70"
"44",1990-03-01,"406.30"
"45",1990-03-02,"405.05"
"46",1990-03-05,"403.20"
"47",1990-03-06,"405.35"
"48",1990-03-07,"400.50"
"49",1990-03-08,"400.70"
"50",1990-03-09,"399.30"
"51",1990-03-12,"401.25"
"52",1990-03-13,"397.25"
"53",1990-03-14,"398.75"
"54",1990-03-15,"399.50"
"55",1990-03-16,"400.65"
"56",1990-03-19,"402.10"
"57",1990-03-20,"399.65"
"58",1990-03-21,"392.00"
"59",1990-03-22,"392.00"
"60",1990-03-23,"393.50"
"61",1990-03-26,"370.25"
"62",1990-03-27,"368.00"
"63",1990-03-28,"372.00"
"64",1990-03-29,"371.50"
"65",1990-03-30,"368.50"
"66",1990-04-02,"368.40"
"67",1990-04-03,"375.00"
"68",1990-04-04,"374.25"
"69",1990-04-05,"378.40"
"70",1990-04-06,"377.70"
"71",1990-04-09,"376.70"
"72",1990-04-10,"375.20"
"73",1990-04-11,"374.50"
"74",1990-04-12,"375.50"
"75",1990-04-17,"374.00"
"76",1990-04-18,"374.75"
"77",1990-04-19,"375.75"
"78",1990-04-20,"376.00"
"79",1990-04-23,"375.25"
"80",1990-04-24,"376.80"
"81",1990-04-25,"371.45"
"82",1990-04-26,"371.60"
"83",1990-04-27,"371.60"
"84",1990-04-30,"367.75"
"85",1990-05-01,"369.50"
"86",1990-05-02,"369.60"
"87",1990-05-03,"369.90"
"88",1990-05-04,"371.30"
"89",1990-05-08,"370.65"
"90",1990-05-09,"370.30"
"91",1990-05-10,"371.75"
"92",1990-05-11,"368.55"
"93",1990-05-14,"369.00"
"94",1990-05-15,"367.75"
"95",1990-05-16,"369.85"
"96",1990-05-17,"369.20"
"97",1990-05-18,"369.90"
"98",1990-05-21,"373.10"
"99",1990-05-22,"375.10"
"100",1990-05-23,"364.50"
"101",1990-05-24,"366.50"
"102",1990-05-25,"366.50"
"103",1990-05-29,"367.70"
"104",1990-05-30,"366.40"
"105",1990-05-31,"363.05"
"106",1990-06-01,"363.45"
"107",1990-06-04,"357.05"
"108",1990-06-05,"358.10"
"109",1990-06-06,"359.50"
"110",1990-06-07,"352.80"
"111",1990-06-08,"353.50"
"112",1990-06-11,"354.70"
"113",1990-06-12,"355.75"
"114",1990-06-13,"350.50"
"115",1990-06-14,"345.85"
"116",1990-06-15,"346.90"
"117",1990-06-18,"349.25"
"118",1990-06-19,"348.65"
"119",1990-06-20,"346.90"
"120",1990-06-21,"349.75"
"121",1990-06-22,"348.40"
"122",1990-06-25,"353.40"
"123",1990-06-26,"349.35"
"124",1990-06-27,"350.65"
"125",1990-06-28,"352.30"
"126",1990-06-29,"352.20"
"127",1990-07-02,"357.40"
"128",1990-07-03,"362.00"
"129",1990-07-04,"362.50"
"130",1990-07-05,"359.70"
"131",1990-07-06,"361.15"
"132",1990-07-09,"360.25"
"133",1990-07-10,"354.00"
"134",1990-07-11,"354.30"
"135",1990-07-12,"351.45"
"136",1990-07-13,"363.60"
"137",1990-07-16,"363.25"
"138",1990-07-17,"360.70"
"139",1990-07-18,"359.40"
"140",1990-07-19,"362.30"
"141",1990-07-20,"361.00"
"142",1990-07-23,"366.10"
"143",1990-07-24,"368.70"
"144",1990-07-25,"372.75"
"145",1990-07-26,"368.75"
"146",1990-07-27,"366.75"
"147",1990-07-30,"367.30"
"148",1990-07-31,"372.30"
"149",1990-08-01,"370.65"
"150",1990-08-02,"380.70"
"151",1990-08-03,"379.00"
"152",1990-08-06,"382.25"
"153",1990-08-07,"383.25"
"154",1990-08-08,"384.75"
"155",1990-08-09,"383.60"
"156",1990-08-10,"389.35"
"157",1990-08-13,"404.30"
"158",1990-08-14,"411.50"
"159",1990-08-15,"398.40"
"160",1990-08-16,"402.60"
"161",1990-08-17,"410.60"
"162",1990-08-20,"407.75"
"163",1990-08-21,"413.80"
"164",1990-08-22,"408.75"
"165",1990-08-23,"412.40"
"166",1990-08-24,"410.30"
"167",1990-08-28,"388.25"
"168",1990-08-29,"384.30"
"169",1990-08-30,"389.75"
"170",1990-08-31,"387.75"
"171",1990-09-03,"386.75"
"172",1990-09-04,"381.40"
"173",1990-09-05,"383.30"
"174",1990-09-06,"387.50"
"175",1990-09-07,"384.60"
"176",1990-09-10,"384.50"
"177",1990-09-11,"378.50"
"178",1990-09-12,"382.05"
"179",1990-09-13,"382.20"
"180",1990-09-14,"386.20"
"181",1990-09-17,"389.40"
"182",1990-09-18,"386.00"
"183",1990-09-19,"386.50"
"184",1990-09-20,"386.95"
"185",1990-09-24,"392.50"
"186",1990-09-25,"403.75"
"187",1990-09-26,"402.70"
"188",1990-09-27,"403.95"
"189",1990-09-28,"408.40"
"190",1990-10-01,"396.30"
"191",1990-10-02,"387.85"
"192",1990-10-03,"389.40"
"193",1990-10-04,"395.75"
"194",1990-10-05,"395.60"
"195",1990-10-08,"390.80"
"196",1990-10-09,"397.00"
"197",1990-10-10,"391.80"
"198",1990-10-11,"388.00"
"199",1990-10-12,"388.25"
"200",1990-10-15,"380.70"
"201",1990-10-16,"364.75"
"202",1990-10-17,"366.00"
"203",1990-10-18,"367.85"
"204",1990-10-19,"372.00"
"205",1990-10-22,"367.50"
"206",1990-10-23,"371.65"
"207",1990-10-24,"371.10"
"208",1990-10-25,"375.05"
"209",1990-10-26,"373.70"
"210",1990-10-29,"372.70"
"211",1990-10-30,"373.75"
"212",1990-10-31,"379.50"
"213",1990-11-01,"380.40"
"214",1990-11-02,"377.50"
"215",1990-11-05,"376.90"
"216",1990-11-06,"379.25"
"217",1990-11-07,"385.00"
"218",1990-11-08,"384.75"
"219",1990-11-09,"385.70"
"220",1990-11-12,"380.70"
"221",1990-11-13,"383.50"
"222",1990-11-14,"383.90"
"223",1990-11-15,"378.00"
"224",1990-11-16,"376.30"
"225",1990-11-19,"377.80"
"226",1990-11-20,"380.00"
"227",1990-11-21,"377.30"
"228",1990-11-22,"380.00"
"229",1990-11-23,"383.60"
"230",1990-11-26,"386.90"
"231",1990-11-27,"383.80"
"232",1990-11-28,"385.00"
"233",1990-11-29,"386.80"
"234",1990-11-30,"384.85"
"235",1990-12-03,"380.65"
"236",1990-12-04,"377.60"
"237",1990-12-05,"376.00"
"238",1990-12-06,"370.00"
"239",1990-12-07,"370.80"
"240",1990-12-10,"374.05"
"241",1990-12-11,"372.10"
"242",1990-12-12,"370.90"
"243",1990-12-13,"372.00"
"244",1990-12-14,"373.20"
"245",1990-12-17,"376.30"
"246",1990-12-18,"377.40"
"247",1990-12-19,"378.90"
"248",1990-12-20,"385.45"
"249",1990-12-21,"383.75"
"250",1990-12-27,"382.80"
"251",1991-01-02,"390.80"
"252",1991-01-03,"386.30"
"253",1991-01-04,"387.40"
"254",1991-01-07,"391.10"
"255",1991-01-08,"389.70"
"256",1991-01-09,"387.10"
"257",1991-01-10,"390.55"
"258",1991-01-11,"390.60"
"259",1991-01-14,"398.60"
"260",1991-01-15,"398.50"
"261",1991-01-16,"403.00"
"262",1991-01-17,"379.00"
"263",1991-01-18,"378.25"
"264",1991-01-21,"378.20"
"265",1991-01-22,"381.00"
"266",1991-01-23,"378.30"
"267",1991-01-24,"373.00"
"268",1991-01-25,"374.25"
"269",1991-01-28,"374.50"
"270",1991-01-29,"376.80"
"271",1991-01-30,"367.10"
"272",1991-01-31,"366.00"
"273",1991-02-01,"364.50"
"274",1991-02-04,"367.15"
"275",1991-02-05,"366.60"
"276",1991-02-06,"360.75"
"277",1991-02-07,"363.90"
"278",1991-02-08,"370.00"
"279",1991-02-11,"366.85"
"280",1991-02-12,"364.40"
"281",1991-02-13,"366.75"
"282",1991-02-14,"368.15"
"283",1991-02-15,"365.50"
"284",1991-02-18,"363.75"
"285",1991-02-19,"363.00"
"286",1991-02-20,"364.65"
"287",1991-02-21,"362.25"
"288",1991-02-22,"358.80"
"289",1991-02-25,"357.65"
"290",1991-02-26,"359.25"
"291",1991-02-27,"360.00"
"292",1991-02-28,"362.70"
"293",1991-03-01,"366.90"
"294",1991-03-04,"365.45"
"295",1991-03-05,"364.50"
"296",1991-03-06,"366.20"
"297",1991-03-07,"366.50"
"298",1991-03-08,"368.50"
"299",1991-03-11,"365.85"
"300",1991-03-12,"364.25"
"301",1991-03-13,"366.00"
"302",1991-03-14,"364.60"
"303",1991-03-15,"366.00"
"304",1991-03-18,"362.30"
"305",1991-03-19,"364.50"
"306",1991-03-20,"364.50"
"307",1991-03-21,"362.35"
"308",1991-03-25,"359.25"
"309",1991-03-26,"356.60"
"310",1991-03-27,"354.05"
"311",1991-03-28,"355.65"
"312",1991-04-02,"357.50"
"313",1991-04-03,"359.20"
"314",1991-04-04,"358.40"
"315",1991-04-05,"358.50"
"316",1991-04-08,"361.00"
"317",1991-04-09,"364.00"
"318",1991-04-10,"363.65"
"319",1991-04-11,"361.75"
"320",1991-04-12,"361.95"
"321",1991-04-15,"360.10"
"322",1991-04-16,"361.20"
"323",1991-04-17,"360.65"
"324",1991-04-18,"359.15"
"325",1991-04-19,"356.15"
"326",1991-04-22,"356.40"
"327",1991-04-23,"355.50"
"328",1991-04-24,"355.80"
"329",1991-04-25,"353.25"
"330",1991-04-26,"353.25"
"331",1991-04-29,"351.10"
"332",1991-04-30,"357.75"
"333",1991-05-01,"356.50"
"334",1991-05-02,"354.15"
"335",1991-05-03,"355.50"
"336",1991-05-07,"356.15"
"337",1991-05-08,"356.90"
"338",1991-05-09,"356.85"
"339",1991-05-10,"356.70"
"340",1991-05-13,"356.85"
"341",1991-05-14,"357.95"
"342",1991-05-15,"359.85"
"343",1991-05-16,"356.00"
"344",1991-05-17,"355.10"
"345",1991-05-20,"355.00"
"346",1991-05-21,"356.30"
"347",1991-05-22,"356.75"
"348",1991-05-23,"354.90"
"349",1991-05-24,"355.80"
"350",1991-05-28,"355.65"
"351",1991-05-29,"361.50"
"352",1991-05-30,"361.05"
"353",1991-05-31,"360.40"
"354",1991-06-03,"363.00"
"355",1991-06-04,"362.40"
"356",1991-06-05,"362.40"
"357",1991-06-06,"364.85"
"358",1991-06-07,"367.00"
"359",1991-06-10,"372.20"
"360",1991-06-11,"371.25"
"361",1991-06-12,"372.00"
"362",1991-06-13,"369.70"
"363",1991-06-14,"367.75"
"364",1991-06-17,"366.80"
"365",1991-06-18,"370.25"
"366",1991-06-19,"367.40"
"367",1991-06-20,"367.60"
"368",1991-06-21,"366.25"
"369",1991-06-24,"360.90"
"370",1991-06-25,"363.35"
"371",1991-06-26,"366.10"
"372",1991-06-27,"364.80"
"373",1991-06-28,"368.35"
"374",1991-07-01,"368.90"
"375",1991-07-02,"367.10"
"376",1991-07-03,"369.25"
"377",1991-07-04,"369.25"
"378",1991-07-05,"369.90"
"379",1991-07-08,"370.25"
"380",1991-07-09,"369.20"
"381",1991-07-10,"370.90"
"382",1991-07-11,"368.30"
"383",1991-07-12,"367.85"
"384",1991-07-15,"367.80"
"385",1991-07-16,"368.70"
"386",1991-07-17,"368.90"
"387",1991-07-18,"369.00"
"388",1991-07-19,"370.00"
"389",1991-07-22,"369.75"
"390",1991-07-23,"367.40"
"391",1991-07-24,"366.00"
"392",1991-07-25,"364.90"
"393",1991-07-26,"364.10"
"394",1991-07-29,"365.10"
"395",1991-07-30,"361.35"
"396",1991-07-31,"362.85"
"397",1991-08-01,"363.40"
"398",1991-08-02,"357.80"
"399",1991-08-05,"356.50"
"400",1991-08-06,"357.00"
"401",1991-08-07,"356.80"
"402",1991-08-08,"357.60"
"403",1991-08-09,"358.20"
"404",1991-08-12,"358.20"
"405",1991-08-13,"356.80"
"406",1991-08-14,"355.85"
"407",1991-08-15,"358.35"
"408",1991-08-16,"357.75"
"409",1991-08-19,"361.20"
"410",1991-08-20,"353.80"
"411",1991-08-21,"356.30"
"412",1991-08-22,"356.20"
"413",1991-08-23,"353.70"
"414",1991-08-27,"353.80"
"415",1991-08-28,"354.50"
"416",1991-08-29,"351.25"
"417",1991-08-30,"347.40"
"418",1991-09-02,"347.95"
"419",1991-09-03,"347.35"
"420",1991-09-04,"348.70"
"421",1991-09-05,"347.40"
"422",1991-09-06,"348.05"
"423",1991-09-09,"350.55"
"424",1991-09-10,"351.70"
"425",1991-09-11,"345.25"
"426",1991-09-12,"344.75"
"427",1991-09-13,"344.25"
"428",1991-09-16,"345.40"
"429",1991-09-17,"346.15"
"430",1991-09-18,"348.30"
"431",1991-09-19,"348.60"
"432",1991-09-20,"348.60"
"433",1991-09-23,"349.25"
"434",1991-09-24,"351.90"
"435",1991-09-25,"352.75"
"436",1991-09-26,"351.90"
"437",1991-09-27,"348.45"
"438",1991-09-30,"354.90"
"439",1991-10-01,"353.95"
"440",1991-10-02,"356.00"
"441",1991-10-03,"356.80"
"442",1991-10-04,"356.30"
"443",1991-10-07,"359.70"
"444",1991-10-08,"357.60"
"445",1991-10-09,"357.65"
"446",1991-10-10,"359.50"
"447",1991-10-11,"357.75"
"448",1991-10-14,"358.50"
"449",1991-10-15,"357.55"
"450",1991-10-16,"356.55"
"451",1991-10-17,"358.30"
"452",1991-10-18,"359.60"
"453",1991-10-21,"363.80"
"454",1991-10-22,"362.35"
"455",1991-10-23,"362.20"
"456",1991-10-24,"361.00"
"457",1991-10-25,"362.00"
"458",1991-10-28,"358.50"
"459",1991-10-29,"357.40"
"460",1991-10-30,"359.35"
"461",1991-10-31,"357.45"
"462",1991-11-01,"357.75"
"463",1991-11-04,"356.35"
"464",1991-11-05,"356.55"
"465",1991-11-06,"354.50"
"466",1991-11-07,"354.50"
"467",1991-11-08,"352.90"
"468",1991-11-11,"354.90"
"469",1991-11-12,"354.75"
"470",1991-11-13,"356.55"
"471",1991-11-14,"355.85"
"472",1991-11-15,"355.50"
"473",1991-11-18,"360.75"
"474",1991-11-19,"363.00"
"475",1991-11-20,"362.60"
"476",1991-11-21,"364.30"
"477",1991-11-22,"367.95"
"478",1991-11-25,"369.10"
"479",1991-11-26,"366.25"
"480",1991-11-27,"367.10"
"481",1991-11-28,"366.05"
"482",1991-11-29,"366.30"
"483",1991-12-02,"368.35"
"484",1991-12-03,"362.90"
"485",1991-12-04,"365.25"
"486",1991-12-05,"364.75"
"487",1991-12-06,"367.75"
"488",1991-12-09,"370.70"
"489",1991-12-10,"368.05"
"490",1991-12-11,"366.50"
"491",1991-12-12,"359.50"
"492",1991-12-13,"359.05"
"493",1991-12-16,"359.65"
"494",1991-12-17,"357.40"
"495",1991-12-18,"357.90"
"496",1991-12-19,"358.90"
"497",1991-12-20,"358.30"
"498",1991-12-23,"359.65"
"499",1991-12-27,"353.30"
"500",1991-12-30,"353.15"
"501",1992-01-02,"350.90"
"502",1992-01-03,"353.00"
"503",1992-01-06,"349.40"
"504",1992-01-07,"349.70"
"505",1992-01-08,"350.60"
"506",1992-01-09,"351.55"
"507",1992-01-10,"357.90"
"508",1992-01-13,"353.90"
"509",1992-01-15,"355.55"
"510",1992-01-16,"356.75"
"511",1992-01-17,"355.90"
"512",1992-01-20,"358.75"
"513",1992-01-21,"357.80"
"514",1992-01-22,"356.75"
"515",1992-01-23,"355.20"
"516",1992-01-24,"353.25"
"517",1992-01-27,"356.10"
"518",1992-01-28,"356.30"
"519",1992-01-29,"354.85"
"520",1992-01-30,"356.00"
"521",1992-01-31,"354.10"
"522",1992-02-03,"356.40"
"523",1992-02-04,"356.00"
"524",1992-02-05,"353.30"
"525",1992-02-06,"355.95"
"526",1992-02-07,"356.20"
"527",1992-02-10,"354.65"
"528",1992-02-11,"356.00"
"529",1992-02-12,"357.20"
"530",1992-02-13,"356.30"
"531",1992-02-14,"354.10"
"532",1992-02-17,"354.35"
"533",1992-02-18,"352.80"
"534",1992-02-19,"353.20"
"535",1992-02-20,"353.40"
"536",1992-02-21,"351.60"
"537",1992-02-24,"349.80"
"538",1992-02-25,"350.50"
"539",1992-02-26,"348.65"
"540",1992-02-27,"353.75"
"541",1992-03-02,"350.45"
"542",1992-03-03,"351.35"
"543",1992-03-04,"350.15"
"544",1992-03-05,"349.90"
"545",1992-03-06,"349.40"
"546",1992-03-09,"348.80"
"547",1992-03-10,"348.35"
"548",1992-03-11,"349.00"
"549",1992-03-12,"347.60"
"550",1992-03-13,"347.25"
"551",1992-03-16,"343.00"
"552",1992-03-17,"339.00"
"553",1992-03-19,"337.80"
"554",1992-03-20,"338.80"
"555",1992-03-23,"338.70"
"556",1992-03-24,"338.40"
"557",1992-03-25,"341.25"
"558",1992-03-26,"340.40"
"559",1992-03-27,"340.50"
"560",1992-03-30,"343.30"
"561",1992-03-31,"341.70"
"562",1992-04-01,"344.00"
"563",1992-04-02,"340.60"
"564",1992-04-03,"340.60"
"565",1992-04-06,"339.25"
"566",1992-04-07,"338.75"
"567",1992-04-08,"337.50"
"568",1992-04-09,"338.45"
"569",1992-04-10,"341.90"
"570",1992-04-13,"340.80"
"571",1992-04-14,"339.00"
"572",1992-04-15,"338.95"
"573",1992-04-21,"338.30"
"574",1992-04-22,"338.10"
"575",1992-04-23,"338.50"
"576",1992-04-24,"336.55"
"577",1992-04-27,"335.70"
"578",1992-04-28,"336.75"
"579",1992-04-29,"335.70"
"580",1992-04-30,"336.35"
"581",1992-05-01,"337.50"
"582",1992-05-05,"336.75"
"583",1992-05-06,"336.70"
"584",1992-05-07,"336.05"
"585",1992-05-08,"336.90"
"586",1992-05-11,"336.15"
"587",1992-05-12,"335.25"
"588",1992-05-13,"335.20"
"589",1992-05-14,"336.90"
"590",1992-05-15,"339.00"
"591",1992-05-18,"338.90"
"592",1992-05-19,"339.50"
"593",1992-05-20,"336.95"
"594",1992-05-21,"337.25"
"595",1992-05-22,"337.70"
"596",1992-05-26,"337.85"
"597",1992-05-27,"337.70"
"598",1992-05-28,"336.90"
"599",1992-05-29,"337.50"
"600",1992-06-01,"336.85"
"601",1992-06-02,"339.00"
"602",1992-06-03,"339.90"
"603",1992-06-04,"338.40"
"604",1992-06-05,"338.80"
"605",1992-06-08,"338.70"
"606",1992-06-09,"337.80"
"607",1992-06-10,"337.65"
"608",1992-06-11,"338.25"
"609",1992-06-12,"339.60"
"610",1992-06-15,"342.70"
"611",1992-06-16,"342.35"
"612",1992-06-17,"342.00"
"613",1992-06-18,"341.25"
"614",1992-06-19,"343.55"
"615",1992-06-22,"342.50"
"616",1992-06-23,"343.80"
"617",1992-06-24,"342.30"
"618",1992-06-25,"343.40"
"619",1992-06-29,"343.00"
"620",1992-06-30,"343.40"
"621",1992-07-01,"343.55"
"622",1992-07-02,"347.10"
"623",1992-07-03,"345.70"
"624",1992-07-06,"346.60"
"625",1992-07-07,"345.60"
"626",1992-07-08,"347.50"
"627",1992-07-09,"347.20"
"628",1992-07-10,"348.70"
"629",1992-07-13,"348.60"
"630",1992-07-14,"349.30"
"631",1992-07-15,"350.90"
"632",1992-07-16,"353.00"
"633",1992-07-17,"356.70"
"634",1992-07-20,"359.30"
"635",1992-07-21,"358.10"
"636",1992-07-22,"358.75"
"637",1992-07-23,"359.50"
"638",1992-07-24,"357.60"
"639",1992-07-27,"358.40"
"640",1992-07-28,"359.60"
"641",1992-07-29,"356.20"
"642",1992-07-30,"356.75"
"643",1992-07-31,"357.85"
"644",1992-08-03,"354.05"
"645",1992-08-04,"352.70"
"646",1992-08-05,"350.75"
"647",1992-08-06,"348.60"
"648",1992-08-07,"349.90"
"649",1992-08-10,"350.35"
"650",1992-08-11,"348.15"
"651",1992-08-12,"346.80"
"652",1992-08-13,"337.30"
"653",1992-08-14,"335.70"
"654",1992-08-17,"337.40"
"655",1992-08-18,"337.50"
"656",1992-08-19,"340.00"
"657",1992-08-20,"338.50"
"658",1992-08-21,"338.50"
"659",1992-08-24,"344.00"
"660",1992-08-25,"343.00"
"661",1992-08-26,"340.50"
"662",1992-08-27,"340.50"
"663",1992-08-28,"341.50"
"664",1992-08-31,"342.00"
"665",1992-09-01,"344.00"
"666",1992-09-02,"342.00"
"667",1992-09-03,"340.50"
"668",1992-09-04,"343.00"
"669",1992-09-07,"344.50"
"670",1992-09-08,"343.50"
"671",1992-09-09,"344.50"
"672",1992-09-10,"344.00"
"673",1992-09-11,"342.00"
"674",1992-09-14,"344.50"
"675",1992-09-15,"347.50"
"676",1992-09-16,"351.00"
"677",1992-09-17,"350.00"
"678",1992-09-18,"350.00"
"679",1992-09-21,"350.50"
"680",1992-09-22,"351.00"
"681",1992-09-23,"351.00"
"682",1992-09-24,"350.00"
"683",1992-09-25,"351.00"
"684",1992-09-28,"349.50"
"685",1992-09-29,"350.00"
"686",1992-09-30,"350.00"
"687",1992-10-01,"350.00"
"688",1992-10-02,"350.00"
"689",1992-10-05,"353.00"
"690",1992-10-06,"351.50"
"691",1992-10-07,"352.50"
"692",1992-10-08,"352.50"
"693",1992-10-09,"352.50"
"694",1992-10-12,"347.50"
"695",1992-10-13,"344.50"
"696",1992-10-14,"345.50"
"697",1992-10-15,"343.00"
"698",1992-10-16,"344.00"
"699",1992-10-19,"344.00"
"700",1992-10-20,"345.50"
"701",1992-10-21,"345.50"
"702",1992-10-22,"344.50"
"703",1992-10-23,"344.50"
"704",1992-10-26,"343.00"
"705",1992-10-27,"340.00"
"706",1992-10-28,"340.00"
"707",1992-10-29,"341.00"
"708",1992-10-30,"341.00"
"709",1992-11-02,"341.00"
"710",1992-11-03,"340.50"
"711",1992-11-04,"339.00"
"712",1992-11-05,"340.00"
"713",1992-11-06,"337.00"
"714",1992-11-09,"336.50"
"715",1992-11-10,"332.00"
"716",1992-11-11,"333.50"
"717",1992-11-12,"334.50"
"718",1992-11-13,"336.50"
"719",1992-11-16,"337.00"
"720",1992-11-17,"336.00"
"721",1992-11-18,"337.00"
"722",1992-11-19,"336.00"
"723",1992-11-20,"338.00"
"724",1992-11-23,"336.00"
"725",1992-11-24,"336.00"
"726",1992-11-25,"336.00"
"727",1992-11-26,"336.50"
"728",1992-11-27,"335.50"
"729",1992-11-30,"336.00"
"730",1992-12-01,"336.50"
"731",1992-12-02,"337.50"
"732",1992-12-03,"337.00"
"733",1992-12-04,"337.00"
"734",1992-12-07,"336.50"
"735",1992-12-08,"337.00"
"736",1992-12-09,"335.50"
"737",1992-12-10,"335.50"
"738",1992-12-11,"336.50"
"739",1992-12-14,"337.00"
"740",1992-12-15,"336.50"
"741",1992-12-16,"339.00"
"742",1992-12-17,"340.00"
"743",1992-12-18,"339.00"
"744",1992-12-21,"335.00"
"745",1992-12-22,"334.50"
"746",1992-12-23,"334.50"
"747",1992-12-24,"334.50"
"748",1992-12-28,"335.50"
"749",1992-12-29,"334.50"
"750",1992-12-30,"334.50"
"751",1993-01-04,"330.50"
"752",1993-01-05,"330.50"
"753",1993-01-06,"331.00"
"754",1993-01-07,"330.50"
"755",1993-01-08,"330.50"
"756",1993-01-11,"330.00"
"757",1993-01-12,"331.00"
"758",1993-01-13,"329.50"
"759",1993-01-14,"329.50"
"760",1993-01-15,"329.50"
"761",1993-01-18,"330.00"
"762",1993-01-19,"331.00"
"763",1993-01-20,"330.50"
"764",1993-01-21,"331.50"
"765",1993-01-22,"330.50"
"766",1993-01-25,"330.50"
"767",1993-01-26,"332.50"
"768",1993-01-27,"330.60"
"769",1993-01-28,"329.95"
"770",1993-01-29,"332.50"
"771",1993-02-01,"329.75"
"772",1993-02-02,"331.50"
"773",1993-02-03,"330.00"
"774",1993-02-04,"329.50"
"775",1993-02-05,"329.50"
"776",1993-02-08,"329.50"
"777",1993-02-09,"329.50"
"778",1993-02-10,"331.50"
"779",1993-02-11,"334.00"
"780",1993-02-12,"331.00"
"781",1993-02-15,"330.00"
"782",1993-02-16,"331.00"
"783",1993-02-17,"332.00"
"784",1993-02-18,"331.50"
"785",1993-02-19,"332.50"
"786",1993-02-22,"331.00"
"787",1993-02-23,"331.50"
"788",1993-02-24,"331.50"
"789",1993-02-25,"331.00"
"790",1993-02-26,"329.50"
"791",1993-03-01,"330.00"
"792",1993-03-02,"330.50"
"793",1993-03-03,"331.00"
"794",1993-03-04,"328.50"
"795",1993-03-05,"330.35"
"796",1993-03-08,"329.00"
"797",1993-03-09,"328.00"
"798",1993-03-10,"328.00"
"799",1993-03-11,"329.00"
"800",1993-03-12,"329.00"
"801",1993-03-15,"330.00"
"802",1993-03-16,"330.50"
"803",1993-03-17,"331.00"
"804",1993-03-18,"332.00"
"805",1993-03-19,"333.00"
"806",1993-03-22,"334.00"
"807",1993-03-23,"333.50"
"808",1993-03-24,"332.50"
"809",1993-03-25,"334.00"
"810",1993-03-26,"334.00"
"811",1993-03-29,"333.50"
"812",1993-03-30,"337.00"
"813",1993-03-31,"339.00"
"814",1993-04-01,"338.00"
"815",1993-04-02,"342.00"
"816",1993-04-05,"340.50"
"817",1993-04-06,"340.00"
"818",1993-04-07,"338.50"
"819",1993-04-08,"338.50"
"820",1993-04-13,"338.50"
"821",1993-04-14,"341.50"
"822",1993-04-15,"340.50"
"823",1993-04-16,"340.00"
"824",1993-04-19,"342.00"
"825",1993-04-20,"342.00"
"826",1993-04-21,"340.50"
"827",1993-04-22,"341.00"
"828",1993-04-23,"346.00"
"829",1993-04-26,"351.00"
"830",1993-04-27,"352.50"
"831",1993-04-28,"353.00"
"832",1993-04-29,"356.50"
"833",1993-04-30,"356.00"
"834",1993-05-03,"359.00"
"835",1993-05-04,"356.50"
"836",1993-05-05,"356.50"
"837",1993-05-06,"357.00"
"838",1993-05-07,"359.00"
"839",1993-05-10,"358.00"
"840",1993-05-11,"357.00"
"841",1993-05-12,"358.00"
"842",1993-05-13,"371.00"
"843",1993-05-14,"370.00"
"844",1993-05-17,"370.80"
"845",1993-05-18,"370.50"
"846",1993-05-19,"383.50"
"847",1993-05-20,"373.80"
"848",1993-05-21,"375.00"
"849",1993-05-24,"378.50"
"850",1993-05-25,"378.50"
"851",1993-05-26,"376.50"
"852",1993-05-27,"378.50"
"853",1993-05-28,"383.00"
"854",1993-05-31,"374.75"
"855",1993-06-01,"376.50"
"856",1993-06-02,"371.50"
"857",1993-06-03,"376.00"
"858",1993-06-04,"378.50"
"859",1993-06-07,"375.50"
"860",1993-06-08,"376.00"
"861",1993-06-09,"373.00"
"862",1993-06-10,"371.00"
"863",1993-06-11,"366.45"
"864",1993-06-14,"365.00"
"865",1993-06-15,"370.00"
"866",1993-06-16,"370.40"
"867",1993-06-17,"371.20"
"868",1993-06-18,"371.95"
"869",1993-06-21,"370.35"
"870",1993-06-22,"368.95"
"871",1993-06-23,"374.35"
"872",1993-06-24,"375.20"
"873",1993-06-25,"376.70"
"874",1993-06-28,"375.30"
"875",1993-06-29,"376.75"
"876",1993-06-30,"378.10"
