"","Date","LEGATRUU.Index"
"1453",2004-04-01,"299.84"
"1454",2004-04-02,"295.63"
"1455",2004-04-05,"293.35"
"1456",2004-04-06,"293.67"
"1457",2004-04-07,"295.51"
"1458",2004-04-08,"294.34"
"1459",2004-04-09,"294.37"
"1460",2004-04-12,"294.20"
"1461",2004-04-13,"291.08"
"1462",2004-04-14,"289.48"
"1463",2004-04-15,"289.56"
"1464",2004-04-16,"291.32"
"1465",2004-04-19,"291.12"
"1466",2004-04-20,"289.75"
"1467",2004-04-21,"288.45"
"1468",2004-04-22,"288.54"
"1469",2004-04-23,"288.02"
"1470",2004-04-26,"288.78"
"1471",2004-04-27,"288.84"
"1472",2004-04-28,"287.72"
"1473",2004-04-29,"288.11"
"1474",2004-04-30,"288.37"
"1475",2004-05-03,"288.38"
"1476",2004-05-04,"289.24"
"1477",2004-05-05,"289.26"
"1478",2004-05-06,"288.81"
"1479",2004-05-07,"284.84"
"1480",2004-05-10,"283.44"
"1481",2004-05-11,"283.04"
"1482",2004-05-12,"283.97"
"1483",2004-05-13,"282.46"
"1484",2004-05-14,"283.15"
"1485",2004-05-17,"285.43"
"1486",2004-05-18,"284.61"
"1487",2004-05-19,"285.59"
"1488",2004-05-20,"284.96"
"1489",2004-05-21,"286.27"
"1490",2004-05-24,"285.59"
"1491",2004-05-25,"287.22"
"1492",2004-05-26,"288.01"
"1493",2004-05-27,"290.72"
"1494",2004-05-28,"289.80"
"1495",2004-05-31,"289.78"
"1496",2004-06-01,"289.62"
"1497",2004-06-02,"289.66"
"1498",2004-06-03,"289.08"
"1499",2004-06-04,"288.54"
"1500",2004-06-07,"289.95"
"1501",2004-06-08,"289.71"
"1502",2004-06-09,"287.92"
"1503",2004-06-10,"287.82"
"1504",2004-06-11,"286.53"
"1505",2004-06-14,"285.99"
"1506",2004-06-15,"288.00"
"1507",2004-06-16,"287.07"
"1508",2004-06-17,"287.69"
"1509",2004-06-18,"289.10"
"1510",2004-06-21,"289.19"
"1511",2004-06-22,"288.71"
"1512",2004-06-23,"288.95"
"1513",2004-06-24,"291.21"
"1514",2004-06-25,"290.61"
"1515",2004-06-28,"290.30"
"1516",2004-06-29,"289.58"
"1517",2004-06-30,"290.63"
"1518",2004-07-01,"291.28"
"1519",2004-07-02,"293.50"
"1520",2004-07-05,"292.97"
"1521",2004-07-06,"293.03"
"1522",2004-07-07,"294.39"
"1523",2004-07-08,"294.75"
"1524",2004-07-09,"294.79"
"1525",2004-07-12,"295.36"
"1526",2004-07-13,"293.68"
"1527",2004-07-14,"294.24"
"1528",2004-07-15,"293.75"
"1529",2004-07-16,"296.14"
"1530",2004-07-19,"295.96"
"1531",2004-07-20,"295.14"
"1532",2004-07-21,"292.26"
"1533",2004-07-22,"293.37"
"1534",2004-07-23,"291.70"
"1535",2004-07-26,"291.88"
"1536",2004-07-27,"289.81"
"1537",2004-07-28,"289.20"
"1538",2004-07-29,"289.64"
"1539",2004-07-30,"290.57"
"1540",2004-08-02,"291.05"
"1541",2004-08-03,"291.66"
"1542",2004-08-04,"291.57"
"1543",2004-08-05,"291.87"
"1544",2004-08-06,"296.07"
"1545",2004-08-09,"295.79"
"1546",2004-08-10,"295.94"
"1547",2004-08-11,"294.58"
"1548",2004-08-12,"295.08"
"1549",2004-08-13,"297.02"
"1550",2004-08-16,"296.71"
"1551",2004-08-17,"297.13"
"1552",2004-08-18,"296.91"
"1553",2004-08-19,"297.89"
"1554",2004-08-20,"297.65"
"1555",2004-08-23,"295.97"
"1556",2004-08-24,"295.17"
"1557",2004-08-25,"294.92"
"1558",2004-08-26,"295.41"
"1559",2004-08-27,"295.11"
"1560",2004-08-30,"295.08"
"1561",2004-08-31,"296.93"
"1562",2004-09-01,"297.23"
"1563",2004-09-02,"296.72"
"1564",2004-09-03,"294.32"
"1565",2004-09-06,"294.67"
"1566",2004-09-07,"295.18"
"1567",2004-09-08,"296.27"
"1568",2004-09-09,"296.63"
"1569",2004-09-10,"298.48"
"1570",2004-09-13,"297.58"
"1571",2004-09-14,"298.52"
"1572",2004-09-15,"296.76"
"1573",2004-09-16,"297.60"
"1574",2004-09-17,"297.42"
"1575",2004-09-20,"297.80"
"1576",2004-09-21,"298.99"
"1577",2004-09-22,"299.03"
"1578",2004-09-23,"299.52"
"1579",2004-09-24,"299.21"
"1580",2004-09-27,"299.73"
"1581",2004-09-28,"299.68"
"1582",2004-09-29,"299.27"
"1583",2004-09-30,"300.43"
"1584",2004-10-01,"299.54"
"1585",2004-10-04,"297.85"
"1586",2004-10-05,"298.51"
"1587",2004-10-06,"298.22"
"1588",2004-10-07,"297.92"
"1589",2004-10-08,"300.92"
"1590",2004-10-11,"300.62"
"1591",2004-10-12,"300.65"
"1592",2004-10-13,"300.34"
"1593",2004-10-14,"302.27"
"1594",2004-10-15,"303.07"
"1595",2004-10-18,"303.35"
"1596",2004-10-19,"303.62"
"1597",2004-10-20,"305.24"
"1598",2004-10-21,"305.76"
"1599",2004-10-22,"305.98"
"1600",2004-10-25,"308.25"
"1601",2004-10-26,"308.24"
"1602",2004-10-27,"307.85"
"1603",2004-10-28,"307.32"
"1604",2004-10-29,"307.63"
"1605",2004-11-01,"307.50"
"1606",2004-11-02,"306.96"
"1607",2004-11-03,"308.13"
"1608",2004-11-04,"309.32"
"1609",2004-11-05,"308.91"
"1610",2004-11-08,"309.36"
"1611",2004-11-09,"309.20"
"1612",2004-11-10,"308.38"
"1613",2004-11-11,"308.72"
"1614",2004-11-12,"310.24"
"1615",2004-11-15,"310.45"
"1616",2004-11-16,"311.02"
"1617",2004-11-17,"312.40"
"1618",2004-11-18,"312.00"
"1619",2004-11-19,"313.18"
"1620",2004-11-22,"313.48"
"1621",2004-11-23,"314.00"
"1622",2004-11-24,"314.96"
"1623",2004-11-25,"316.09"
"1624",2004-11-26,"316.03"
"1625",2004-11-29,"315.69"
"1626",2004-11-30,"315.78"
"1627",2004-12-01,"316.00"
"1628",2004-12-02,"315.14"
"1629",2004-12-03,"317.56"
"1630",2004-12-06,"318.59"
"1631",2004-12-07,"318.75"
"1632",2004-12-08,"316.62"
"1633",2004-12-09,"316.41"
"1634",2004-12-10,"315.86"
"1635",2004-12-13,"317.27"
"1636",2004-12-14,"316.77"
"1637",2004-12-15,"319.51"
"1638",2004-12-16,"317.47"
"1639",2004-12-17,"316.74"
"1640",2004-12-20,"318.74"
"1641",2004-12-21,"317.82"
"1642",2004-12-22,"318.00"
"1643",2004-12-23,"319.19"
"1644",2004-12-24,"319.87"
"1645",2004-12-27,"319.81"
"1646",2004-12-28,"319.71"
"1647",2004-12-29,"318.67"
"1648",2004-12-30,"320.22"
"1649",2004-12-31,"320.62"
"1650",2005-01-03,"320.58"
"1651",2005-01-04,"316.51"
"1652",2005-01-05,"316.66"
"1653",2005-01-06,"315.20"
"1654",2005-01-07,"314.36"
"1655",2005-01-10,"315.07"
"1656",2005-01-11,"316.39"
"1657",2005-01-12,"318.77"
"1658",2005-01-13,"318.48"
"1659",2005-01-14,"317.06"
"1660",2005-01-17,"317.34"
"1661",2005-01-18,"316.75"
"1662",2005-01-19,"317.16"
"1663",2005-01-20,"315.85"
"1664",2005-01-21,"316.45"
"1665",2005-01-24,"317.48"
"1666",2005-01-25,"315.61"
"1667",2005-01-26,"317.33"
"1668",2005-01-27,"316.69"
"1669",2005-01-28,"316.80"
"1670",2005-01-31,"317.25"
"1671",2005-02-01,"316.66"
"1672",2005-02-02,"317.10"
"1673",2005-02-03,"315.70"
"1674",2005-02-04,"317.10"
"1675",2005-02-07,"315.91"
"1676",2005-02-08,"314.58"
"1677",2005-02-09,"315.22"
"1678",2005-02-10,"315.81"
"1679",2005-02-11,"315.38"
"1680",2005-02-14,"316.54"
"1681",2005-02-15,"316.58"
"1682",2005-02-16,"315.86"
"1683",2005-02-17,"316.53"
"1684",2005-02-18,"315.58"
"1685",2005-02-21,"315.52"
"1686",2005-02-22,"317.59"
"1687",2005-02-23,"317.00"
"1688",2005-02-24,"316.58"
"1689",2005-02-25,"316.80"
"1690",2005-02-28,"317.85"
"1691",2005-03-01,"316.56"
"1692",2005-03-02,"315.30"
"1693",2005-03-03,"315.37"
"1694",2005-03-04,"317.75"
"1695",2005-03-07,"317.13"
"1696",2005-03-08,"318.52"
"1697",2005-03-09,"317.94"
"1698",2005-03-10,"318.35"
"1699",2005-03-11,"318.66"
"1700",2005-03-14,"317.22"
"1701",2005-03-15,"317.37"
"1702",2005-03-16,"318.81"
"1703",2005-03-17,"318.36"
"1704",2005-03-18,"317.02"
"1705",2005-03-21,"315.68"
"1706",2005-03-22,"315.60"
"1707",2005-03-23,"312.92"
"1708",2005-03-24,"312.50"
"1709",2005-03-25,"312.54"
"1710",2005-03-28,"311.99"
"1711",2005-03-29,"311.67"
"1712",2005-03-30,"312.60"
"1713",2005-03-31,"314.01"
"1714",2005-04-01,"313.80"
"1715",2005-04-04,"312.11"
"1716",2005-04-05,"311.94"
"1717",2005-04-06,"312.14"
"1718",2005-04-07,"312.94"
"1719",2005-04-08,"311.97"
"1720",2005-04-11,"313.81"
"1721",2005-04-12,"313.46"
"1722",2005-04-13,"314.28"
"1723",2005-04-14,"312.91"
"1724",2005-04-15,"315.03"
"1725",2005-04-18,"316.24"
"1726",2005-04-19,"317.25"
"1727",2005-04-20,"317.71"
"1728",2005-04-21,"317.47"
"1729",2005-04-22,"318.21"
"1730",2005-04-25,"317.71"
"1731",2005-04-26,"317.21"
"1732",2005-04-27,"317.67"
"1733",2005-04-28,"317.64"
"1734",2005-04-29,"318.11"
"1735",2005-05-02,"318.07"
"1736",2005-05-03,"317.86"
"1737",2005-05-04,"318.47"
"1738",2005-05-05,"318.72"
"1739",2005-05-06,"317.18"
"1740",2005-05-09,"316.50"
"1741",2005-05-10,"317.61"
"1742",2005-05-11,"317.21"
"1743",2005-05-12,"315.81"
"1744",2005-05-13,"315.22"
"1745",2005-05-16,"314.66"
"1746",2005-05-17,"314.85"
"1747",2005-05-18,"315.38"
"1748",2005-05-19,"314.78"
"1749",2005-05-20,"313.49"
"1750",2005-05-23,"314.73"
"1751",2005-05-24,"315.30"
"1752",2005-05-25,"315.36"
"1753",2005-05-26,"314.30"
"1754",2005-05-27,"314.45"
"1755",2005-05-30,"314.56"
"1756",2005-05-31,"313.85"
"1757",2005-06-01,"313.74"
"1758",2005-06-02,"314.12"
"1759",2005-06-03,"314.06"
"1760",2005-06-06,"314.86"
"1761",2005-06-07,"315.56"
"1762",2005-06-08,"316.14"
"1763",2005-06-09,"314.11"
"1764",2005-06-10,"312.54"
"1765",2005-06-13,"310.63"
"1766",2005-06-14,"310.62"
"1767",2005-06-15,"310.86"
"1768",2005-06-16,"310.73"
"1769",2005-06-17,"312.35"
"1770",2005-06-20,"311.33"
"1771",2005-06-21,"312.63"
"1772",2005-06-22,"313.46"
"1773",2005-06-23,"312.66"
"1774",2005-06-24,"313.13"
"1775",2005-06-27,"314.25"
"1776",2005-06-28,"312.56"
"1777",2005-06-29,"311.99"
"1778",2005-06-30,"312.45"
"1779",2005-07-01,"309.92"
"1780",2005-07-04,"309.05"
"1781",2005-07-05,"308.23"
"1782",2005-07-06,"308.53"
"1783",2005-07-07,"309.04"
"1784",2005-07-08,"308.58"
"1785",2005-07-11,"309.85"
"1786",2005-07-12,"311.50"
"1787",2005-07-13,"309.46"
"1788",2005-07-14,"309.48"
"1789",2005-07-15,"308.76"
"1790",2005-07-18,"308.94"
"1791",2005-07-19,"307.85"
"1792",2005-07-20,"307.67"
"1793",2005-07-21,"309.86"
"1794",2005-07-22,"310.48"
"1795",2005-07-25,"309.71"
"1796",2005-07-26,"308.74"
"1797",2005-07-27,"308.71"
"1798",2005-07-28,"309.48"
"1799",2005-07-29,"309.94"
"1800",2005-08-01,"309.97"
"1801",2005-08-02,"310.17"
"1802",2005-08-03,"311.55"
"1803",2005-08-04,"311.84"
"1804",2005-08-05,"310.33"
"1805",2005-08-08,"310.81"
"1806",2005-08-09,"310.57"
"1807",2005-08-10,"311.89"
"1808",2005-08-11,"313.10"
"1809",2005-08-12,"314.27"
"1810",2005-08-15,"313.60"
"1811",2005-08-16,"313.84"
"1812",2005-08-17,"313.30"
"1813",2005-08-18,"312.06"
"1814",2005-08-19,"311.70"
"1815",2005-08-22,"313.03"
"1816",2005-08-23,"312.94"
"1817",2005-08-24,"313.42"
"1818",2005-08-25,"314.22"
"1819",2005-08-26,"314.66"
"1820",2005-08-29,"314.41"
"1821",2005-08-30,"313.00"
"1822",2005-08-31,"315.04"
"1823",2005-09-01,"317.96"
"1824",2005-09-02,"319.02"
"1825",2005-09-05,"319.13"
"1826",2005-09-06,"318.10"
"1827",2005-09-07,"317.09"
"1828",2005-09-08,"316.78"
"1829",2005-09-09,"317.66"
"1830",2005-09-12,"315.34"
"1831",2005-09-13,"315.16"
"1832",2005-09-14,"315.74"
"1833",2005-09-15,"314.25"
"1834",2005-09-16,"313.23"
"1835",2005-09-19,"313.16"
"1836",2005-09-20,"313.33"
"1837",2005-09-21,"314.66"
"1838",2005-09-22,"313.67"
"1839",2005-09-23,"312.27"
"1840",2005-09-26,"310.76"
"1841",2005-09-27,"309.85"
"1842",2005-09-28,"309.87"
"1843",2005-09-29,"309.82"
"1844",2005-09-30,"310.03"
"1845",2005-10-03,"307.61"
"1846",2005-10-04,"307.91"
"1847",2005-10-05,"308.46"
"1848",2005-10-06,"310.28"
"1849",2005-10-07,"309.83"
"1850",2005-10-10,"309.31"
"1851",2005-10-11,"308.20"
"1852",2005-10-12,"308.01"
"1853",2005-10-13,"306.14"
"1854",2005-10-14,"307.74"
"1855",2005-10-17,"307.01"
"1856",2005-10-18,"305.74"
"1857",2005-10-19,"306.96"
"1858",2005-10-20,"306.82"
"1859",2005-10-21,"307.70"
"1860",2005-10-24,"307.35"
"1861",2005-10-25,"308.14"
"1862",2005-10-26,"306.45"
"1863",2005-10-27,"307.46"
"1864",2005-10-28,"306.75"
"1865",2005-10-31,"305.41"
"1866",2005-11-01,"304.95"
"1867",2005-11-02,"305.26"
"1868",2005-11-03,"304.43"
"1869",2005-11-04,"301.49"
"1870",2005-11-07,"301.51"
"1871",2005-11-08,"302.15"
"1872",2005-11-09,"301.28"
"1873",2005-11-10,"301.64"
"1874",2005-11-11,"301.33"
"1875",2005-11-14,"300.77"
"1876",2005-11-15,"300.91"
"1877",2005-11-16,"301.47"
"1878",2005-11-17,"302.58"
"1879",2005-11-18,"301.22"
"1880",2005-11-21,"302.60"
"1881",2005-11-22,"302.37"
"1882",2005-11-23,"303.01"
"1883",2005-11-24,"303.82"
"1884",2005-11-25,"303.09"
"1885",2005-11-28,"304.01"
"1886",2005-11-29,"302.92"
"1887",2005-11-30,"303.25"
"1888",2005-12-01,"302.32"
"1889",2005-12-02,"302.10"
"1890",2005-12-05,"302.25"
"1891",2005-12-06,"303.10"
"1892",2005-12-07,"302.37"
"1893",2005-12-08,"304.11"
"1894",2005-12-09,"303.33"
"1895",2005-12-12,"304.92"
"1896",2005-12-13,"304.95"
"1897",2005-12-14,"307.93"
"1898",2005-12-15,"307.29"
"1899",2005-12-16,"308.49"
"1900",2005-12-19,"308.38"
"1901",2005-12-20,"306.85"
"1902",2005-12-21,"305.35"
"1903",2005-12-22,"306.53"
"1904",2005-12-23,"306.93"
"1905",2005-12-26,"307.13"
"1906",2005-12-27,"307.11"
"1907",2005-12-28,"307.58"
"1908",2005-12-29,"306.69"
"1909",2005-12-30,"306.24"
"1910",2006-01-03,"308.20"
"1911",2006-01-04,"310.91"
"1912",2006-01-05,"311.30"
"1913",2006-01-06,"312.46"
"1914",2006-01-09,"311.84"
"1915",2006-01-10,"311.50"
"1916",2006-01-11,"311.57"
"1917",2006-01-12,"311.76"
"1918",2006-01-13,"312.38"
"1919",2006-01-16,"312.49"
"1920",2006-01-17,"311.84"
"1921",2006-01-18,"312.34"
"1922",2006-01-19,"311.89"
"1923",2006-01-20,"311.68"
"1924",2006-01-23,"314.04"
"1925",2006-01-24,"313.84"
"1926",2006-01-25,"312.40"
"1927",2006-01-26,"311.39"
"1928",2006-01-27,"309.85"
"1929",2006-01-30,"309.05"
"1930",2006-01-31,"310.10"
"1931",2006-02-01,"308.99"
"1932",2006-02-02,"308.50"
"1933",2006-02-03,"307.54"
"1934",2006-02-06,"307.59"
"1935",2006-02-07,"307.25"
"1936",2006-02-08,"306.89"
"1937",2006-02-09,"307.30"
"1938",2006-02-10,"307.23"
"1939",2006-02-13,"306.91"
"1940",2006-02-14,"306.63"
"1941",2006-02-15,"307.03"
"1942",2006-02-16,"306.75"
"1943",2006-02-17,"307.63"
"1944",2006-02-20,"308.16"
"1945",2006-02-21,"307.39"
"1946",2006-02-22,"307.57"
"1947",2006-02-23,"308.20"
"1948",2006-02-24,"307.61"
"1949",2006-02-27,"307.62"
"1950",2006-02-28,"309.00"
"1951",2006-03-01,"308.66"
"1952",2006-03-02,"308.27"
"1953",2006-03-03,"307.98"
"1954",2006-03-06,"307.26"
"1955",2006-03-07,"305.76"
"1956",2006-03-08,"305.81"
"1957",2006-03-09,"305.97"
"1958",2006-03-10,"304.35"
"1959",2006-03-13,"304.51"
"1960",2006-03-14,"307.04"
"1961",2006-03-15,"306.81"
"1962",2006-03-16,"308.76"
"1963",2006-03-17,"308.94"
"1964",2006-03-20,"309.17"
"1965",2006-03-21,"307.94"
"1966",2006-03-22,"307.88"
"1967",2006-03-23,"306.26"
"1968",2006-03-24,"307.07"
"1969",2006-03-27,"307.87"
"1970",2006-03-28,"307.17"
"1971",2006-03-29,"305.13"
"1972",2006-03-30,"306.63"
"1973",2006-03-31,"305.94"
"1974",2006-04-03,"305.53"
"1975",2006-04-04,"307.21"
"1976",2006-04-05,"307.37"
"1977",2006-04-06,"306.60"
"1978",2006-04-07,"304.96"
"1979",2006-04-10,"304.75"
"1980",2006-04-11,"305.20"
"1981",2006-04-12,"304.89"
"1982",2006-04-13,"303.82"
"1983",2006-04-14,"303.73"
"1984",2006-04-17,"304.49"
"1985",2006-04-18,"306.75"
"1986",2006-04-19,"307.31"
"1987",2006-04-20,"307.08"
"1988",2006-04-21,"307.79"
"1989",2006-04-24,"309.26"
"1990",2006-04-25,"308.91"
"1991",2006-04-26,"308.83"
"1992",2006-04-27,"310.52"
"1993",2006-04-28,"311.73"
"1994",2006-05-01,"312.13"
"1995",2006-05-02,"312.62"
"1996",2006-05-03,"312.13"
"1997",2006-05-04,"312.58"
"1998",2006-05-05,"313.52"
"1999",2006-05-08,"314.09"
"2000",2006-05-09,"314.65"
"2001",2006-05-10,"315.22"
"2002",2006-05-11,"315.06"
"2003",2006-05-12,"315.35"
"2004",2006-05-15,"315.37"
"2005",2006-05-16,"316.46"
"2006",2006-05-17,"315.43"
"2007",2006-05-18,"315.99"
"2008",2006-05-19,"314.37"
"2009",2006-05-22,"316.04"
"2010",2006-05-23,"316.72"
"2011",2006-05-24,"315.36"
"2012",2006-05-25,"315.90"
"2013",2006-05-26,"315.05"
"2014",2006-05-29,"315.09"
"2015",2006-05-30,"316.80"
"2016",2006-05-31,"315.75"
"2017",2006-06-01,"314.96"
"2018",2006-06-02,"317.78"
"2019",2006-06-05,"317.49"
"2020",2006-06-06,"314.88"
"2021",2006-06-07,"314.52"
"2022",2006-06-08,"313.36"
"2023",2006-06-09,"314.10"
"2024",2006-06-12,"313.55"
"2025",2006-06-13,"313.32"
"2026",2006-06-14,"313.34"
"2027",2006-06-15,"312.65"
"2028",2006-06-16,"312.60"
"2029",2006-06-19,"311.17"
"2030",2006-06-20,"311.23"
"2031",2006-06-21,"311.77"
"2032",2006-06-22,"310.08"
"2033",2006-06-23,"308.85"
"2034",2006-06-26,"308.92"
"2035",2006-06-27,"309.69"
"2036",2006-06-28,"308.75"
"2037",2006-06-29,"309.48"
"2038",2006-06-30,"313.24"
"2039",2006-07-03,"313.01"
"2040",2006-07-04,"313.26"
"2041",2006-07-05,"311.02"
"2042",2006-07-06,"311.99"
"2043",2006-07-07,"314.02"
"2044",2006-07-10,"313.08"
"2045",2006-07-11,"313.55"
"2046",2006-07-12,"312.13"
"2047",2006-07-13,"312.98"
"2048",2006-07-14,"312.56"
"2049",2006-07-17,"311.32"
"2050",2006-07-18,"310.25"
"2051",2006-07-19,"311.77"
"2052",2006-07-20,"313.15"
"2053",2006-07-21,"314.00"
"2054",2006-07-24,"313.10"
"2055",2006-07-25,"312.82"
"2056",2006-07-26,"312.85"
"2057",2006-07-27,"314.99"
"2058",2006-07-28,"316.11"
"2059",2006-07-31,"316.36"
"2060",2006-08-01,"315.83"
"2061",2006-08-02,"317.02"
"2062",2006-08-03,"316.46"
"2063",2006-08-04,"318.72"
"2064",2006-08-07,"318.28"
"2065",2006-08-08,"318.11"
"2066",2006-08-09,"318.33"
"2067",2006-08-10,"316.90"
"2068",2006-08-11,"316.26"
"2069",2006-08-14,"315.38"
"2070",2006-08-15,"316.69"
"2071",2006-08-16,"318.23"
"2072",2006-08-17,"318.55"
"2073",2006-08-18,"318.18"
"2074",2006-08-21,"319.72"
"2075",2006-08-22,"319.00"
"2076",2006-08-23,"318.80"
"2077",2006-08-24,"318.95"
"2078",2006-08-25,"318.54"
"2079",2006-08-28,"318.67"
"2080",2006-08-29,"318.75"
"2081",2006-08-30,"319.88"
"2082",2006-08-31,"320.02"
"2083",2006-09-01,"320.25"
"2084",2006-09-04,"321.34"
"2085",2006-09-05,"320.22"
"2086",2006-09-06,"319.38"
"2087",2006-09-07,"319.08"
"2088",2006-09-08,"318.53"
"2089",2006-09-11,"318.17"
"2090",2006-09-12,"318.23"
"2091",2006-09-13,"318.51"
"2092",2006-09-14,"319.29"
"2093",2006-09-15,"318.35"
"2094",2006-09-18,"318.29"
"2095",2006-09-19,"319.38"
"2096",2006-09-20,"319.55"
"2097",2006-09-21,"320.58"
"2098",2006-09-22,"322.49"
"2099",2006-09-25,"322.46"
"2100",2006-09-26,"321.57"
"2101",2006-09-27,"321.38"
"2102",2006-09-28,"320.59"
"2103",2006-09-29,"320.00"
"2104",2006-10-02,"321.08"
"2105",2006-10-03,"320.88"
"2106",2006-10-04,"320.81"
"2107",2006-10-05,"320.62"
"2108",2006-10-06,"318.45"
"2109",2006-10-09,"318.55"
"2110",2006-10-10,"316.91"
"2111",2006-10-11,"316.77"
"2112",2006-10-12,"316.85"
"2113",2006-10-13,"316.04"
"2114",2006-10-16,"316.71"
"2115",2006-10-17,"317.50"
"2116",2006-10-18,"317.10"
"2117",2006-10-19,"317.96"
"2118",2006-10-20,"318.03"
"2119",2006-10-23,"316.75"
"2120",2006-10-24,"316.74"
"2121",2006-10-25,"317.70"
"2122",2006-10-26,"319.47"
"2123",2006-10-27,"321.25"
"2124",2006-10-30,"321.58"
"2125",2006-10-31,"323.09"
"2126",2006-11-01,"323.79"
"2127",2006-11-02,"323.22"
"2128",2006-11-03,"321.83"
"2129",2006-11-06,"321.08"
"2130",2006-11-07,"323.13"
"2131",2006-11-08,"322.61"
"2132",2006-11-09,"322.93"
"2133",2006-11-10,"324.50"
"2134",2006-11-13,"323.57"
"2135",2006-11-14,"323.85"
"2136",2006-11-15,"323.15"
"2137",2006-11-16,"322.99"
"2138",2006-11-17,"323.86"
"2139",2006-11-20,"323.99"
"2140",2006-11-21,"324.28"
"2141",2006-11-22,"326.12"
"2142",2006-11-23,"326.06"
"2143",2006-11-24,"328.32"
"2144",2006-11-27,"328.51"
"2145",2006-11-28,"329.19"
"2146",2006-11-29,"328.97"
"2147",2006-11-30,"330.96"
"2148",2006-12-01,"332.67"
"2149",2006-12-04,"332.49"
"2150",2006-12-05,"332.38"
"2151",2006-12-06,"332.29"
"2152",2006-12-07,"331.65"
"2153",2006-12-08,"331.07"
"2154",2006-12-11,"329.50"
"2155",2006-12-12,"330.11"
"2156",2006-12-13,"329.43"
"2157",2006-12-14,"328.32"
"2158",2006-12-15,"327.33"
"2159",2006-12-18,"326.73"
"2160",2006-12-19,"327.59"
"2161",2006-12-20,"327.97"
"2162",2006-12-21,"327.86"
"2163",2006-12-22,"327.28"
"2164",2006-12-25,"327.29"
"2165",2006-12-26,"327.38"
"2166",2006-12-27,"326.45"
"2167",2006-12-28,"326.12"
"2168",2006-12-29,"326.57"
"2169",2007-01-02,"327.77"
"2170",2007-01-03,"326.96"
"2171",2007-01-04,"326.23"
"2172",2007-01-05,"325.06"
"2173",2007-01-08,"325.32"
"2174",2007-01-09,"324.76"
"2175",2007-01-10,"323.88"
"2176",2007-01-11,"322.88"
"2177",2007-01-12,"322.95"
"2178",2007-01-15,"323.11"
"2179",2007-01-16,"323.20"
"2180",2007-01-17,"323.51"
"2181",2007-01-18,"323.20"
"2182",2007-01-19,"323.33"
"2183",2007-01-22,"323.76"
"2184",2007-01-23,"324.30"
"2185",2007-01-24,"323.52"
"2186",2007-01-25,"323.12"
"2187",2007-01-26,"321.95"
"2188",2007-01-29,"321.71"
"2189",2007-01-30,"322.28"
"2190",2007-01-31,"323.36"
"2191",2007-02-01,"323.96"
"2192",2007-02-02,"323.49"
"2193",2007-02-05,"323.87"
"2194",2007-02-06,"324.35"
"2195",2007-02-07,"325.01"
"2196",2007-02-08,"324.91"
"2197",2007-02-09,"323.82"
"2198",2007-02-12,"323.34"
"2199",2007-02-13,"323.70"
"2200",2007-02-14,"325.83"
"2201",2007-02-15,"327.05"
"2202",2007-02-16,"327.03"
"2203",2007-02-19,"326.93"
"2204",2007-02-20,"327.09"
"2205",2007-02-21,"326.62"
"2206",2007-02-22,"325.86"
"2207",2007-02-23,"327.16"
"2208",2007-02-26,"328.16"
"2209",2007-02-27,"330.49"
"2210",2007-02-28,"330.02"
"2211",2007-03-01,"330.03"
"2212",2007-03-02,"330.50"
"2213",2007-03-05,"330.45"
"2214",2007-03-06,"330.38"
"2215",2007-03-07,"330.81"
"2216",2007-03-08,"330.21"
"2217",2007-03-09,"329.18"
"2218",2007-03-12,"330.43"
"2219",2007-03-13,"331.41"
"2220",2007-03-14,"332.01"
"2221",2007-03-15,"331.48"
"2222",2007-03-16,"332.25"
"2223",2007-03-19,"331.66"
"2224",2007-03-20,"332.14"
"2225",2007-03-21,"332.49"
"2226",2007-03-22,"332.43"
"2227",2007-03-23,"331.31"
"2228",2007-03-26,"331.70"
"2229",2007-03-27,"331.53"
"2230",2007-03-28,"332.26"
"2231",2007-03-29,"331.13"
"2232",2007-03-30,"330.80"
"2233",2007-04-02,"331.67"
"2234",2007-04-03,"330.91"
"2235",2007-04-04,"331.22"
"2236",2007-04-05,"331.63"
"2237",2007-04-06,"331.65"
"2238",2007-04-09,"330.94"
"2239",2007-04-10,"331.13"
"2240",2007-04-11,"331.05"
"2241",2007-04-12,"331.46"
"2242",2007-04-13,"331.01"
"2243",2007-04-16,"331.53"
"2244",2007-04-17,"332.65"
"2245",2007-04-18,"333.64"
"2246",2007-04-19,"333.63"
"2247",2007-04-20,"333.21"
"2248",2007-04-23,"333.44"
"2249",2007-04-24,"334.39"
"2250",2007-04-25,"334.59"
"2251",2007-04-26,"333.04"
"2252",2007-04-27,"333.56"
"2253",2007-04-30,"334.54"
"2254",2007-05-01,"333.97"
"2255",2007-05-02,"333.24"
"2256",2007-05-03,"332.70"
"2257",2007-05-04,"333.39"
"2258",2007-05-07,"333.64"
"2259",2007-05-08,"333.22"
"2260",2007-05-09,"333.23"
"2261",2007-05-10,"332.47"
"2262",2007-05-11,"332.69"
"2263",2007-05-14,"332.35"
"2264",2007-05-15,"332.66"
"2265",2007-05-16,"332.34"
"2266",2007-05-17,"331.05"
"2267",2007-05-18,"330.84"
"2268",2007-05-21,"330.46"
"2269",2007-05-22,"330.42"
"2270",2007-05-23,"330.26"
"2271",2007-05-24,"329.80"
"2272",2007-05-25,"329.67"
"2273",2007-05-28,"329.66"
"2274",2007-05-29,"329.69"
