"","Date","RTY.Index"
"3",1990-01-02,"169.94"
"4",1990-01-03,"170.78"
"5",1990-01-04,"170.17"
"6",1990-01-05,"169.71"
"7",1990-01-08,"169.67"
"8",1990-01-09,"169.46"
"9",1990-01-10,"168.14"
"10",1990-01-11,"168.20"
"11",1990-01-12,"164.51"
"12",1990-01-15,"163.07"
"13",1990-01-16,"163.47"
"14",1990-01-17,"163.58"
"15",1990-01-18,"162.83"
"16",1990-01-19,"163.65"
"17",1990-01-22,"161.19"
"18",1990-01-23,"160.49"
"19",1990-01-24,"158.25"
"20",1990-01-25,"157.98"
"21",1990-01-26,"156.65"
"22",1990-01-29,"154.96"
"23",1990-01-30,"152.65"
"24",1990-01-31,"153.33"
"25",1990-02-01,"154.39"
"26",1990-02-02,"156.01"
"27",1990-02-05,"156.87"
"28",1990-02-06,"156.92"
"29",1990-02-07,"158.25"
"30",1990-02-08,"158.63"
"31",1990-02-09,"159.09"
"32",1990-02-12,"158.46"
"33",1990-02-13,"158.16"
"34",1990-02-14,"158.27"
"35",1990-02-15,"159.24"
"36",1990-02-16,"159.30"
"37",1990-02-19,"159.30"
"38",1990-02-20,"157.90"
"39",1990-02-21,"157.07"
"40",1990-02-22,"157.81"
"41",1990-02-23,"156.59"
"42",1990-02-26,"156.33"
"43",1990-02-27,"156.81"
"44",1990-02-28,"157.80"
"45",1990-03-01,"158.09"
"46",1990-03-02,"159.22"
"47",1990-03-05,"159.24"
"48",1990-03-06,"160.37"
"49",1990-03-07,"160.85"
"50",1990-03-08,"162.00"
"51",1990-03-09,"162.03"
"52",1990-03-12,"162.12"
"53",1990-03-13,"162.01"
"54",1990-03-14,"162.73"
"55",1990-03-15,"163.21"
"56",1990-03-16,"164.15"
"57",1990-03-19,"164.37"
"58",1990-03-20,"164.12"
"59",1990-03-21,"164.04"
"60",1990-03-22,"162.57"
"61",1990-03-23,"163.51"
"62",1990-03-26,"163.69"
"63",1990-03-27,"163.96"
"64",1990-03-28,"163.69"
"65",1990-03-29,"163.38"
"66",1990-03-30,"163.69"
"67",1990-04-02,"162.33"
"68",1990-04-03,"163.40"
"69",1990-04-04,"162.89"
"70",1990-04-05,"162.84"
"71",1990-04-06,"162.41"
"72",1990-04-09,"161.53"
"73",1990-04-10,"162.02"
"74",1990-04-11,"162.22"
"75",1990-04-12,"162.64"
"76",1990-04-13,"162.58"
"77",1990-04-16,"162.57"
"78",1990-04-17,"162.24"
"79",1990-04-18,"161.39"
"80",1990-04-19,"160.83"
"81",1990-04-20,"160.11"
"82",1990-04-23,"158.58"
"83",1990-04-24,"158.44"
"84",1990-04-25,"158.68"
"85",1990-04-26,"158.81"
"86",1990-04-27,"157.86"
"87",1990-04-30,"158.16"
"88",1990-05-01,"158.49"
"89",1990-05-02,"159.13"
"90",1990-05-03,"159.81"
"91",1990-05-04,"160.48"
"92",1990-05-07,"160.86"
"93",1990-05-08,"160.96"
"94",1990-05-09,"161.08"
"95",1990-05-10,"161.67"
"96",1990-05-11,"163.19"
"97",1990-05-14,"163.85"
"98",1990-05-15,"163.69"
"99",1990-05-16,"163.86"
"100",1990-05-17,"164.92"
"101",1990-05-18,"165.44"
"102",1990-05-21,"166.77"
"103",1990-05-22,"167.35"
"104",1990-05-23,"167.90"
"105",1990-05-24,"168.17"
"106",1990-05-25,"167.37"
"107",1990-05-28,"167.30"
"108",1990-05-29,"168.29"
"109",1990-05-30,"168.73"
"110",1990-05-31,"169.06"
"111",1990-06-01,"169.94"
"112",1990-06-04,"170.86"
"113",1990-06-05,"170.40"
"114",1990-06-06,"170.18"
"115",1990-06-07,"170.04"
"116",1990-06-08,"169.16"
"117",1990-06-11,"169.30"
"118",1990-06-12,"170.27"
"119",1990-06-13,"171.13"
"120",1990-06-14,"170.82"
"121",1990-06-15,"171.09"
"122",1990-06-18,"168.91"
"123",1990-06-19,"168.60"
"124",1990-06-20,"168.40"
"125",1990-06-21,"168.56"
"126",1990-06-22,"168.14"
"127",1990-06-25,"167.16"
"128",1990-06-26,"166.99"
"129",1990-06-27,"167.31"
"130",1990-06-28,"168.46"
"131",1990-06-29,"169.17"
"132",1990-07-02,"169.03"
"133",1990-07-03,"168.95"
"134",1990-07-04,"168.95"
"135",1990-07-05,"167.94"
"136",1990-07-06,"168.15"
"137",1990-07-09,"168.07"
"138",1990-07-10,"167.67"
"139",1990-07-11,"168.59"
"140",1990-07-12,"169.40"
"141",1990-07-13,"169.98"
"142",1990-07-16,"169.93"
"143",1990-07-17,"168.75"
"144",1990-07-18,"167.71"
"145",1990-07-19,"166.88"
"146",1990-07-20,"166.60"
"147",1990-07-23,"162.83"
"148",1990-07-24,"163.12"
"149",1990-07-25,"163.57"
"150",1990-07-26,"163.99"
"151",1990-07-27,"163.08"
"152",1990-07-30,"161.88"
"153",1990-07-31,"161.51"
"154",1990-08-01,"160.79"
"155",1990-08-02,"158.66"
"156",1990-08-03,"154.42"
"157",1990-08-06,"149.20"
"158",1990-08-07,"149.35"
"159",1990-08-08,"151.22"
"160",1990-08-09,"152.61"
"161",1990-08-10,"150.95"
"162",1990-08-13,"150.49"
"163",1990-08-14,"151.22"
"164",1990-08-15,"151.30"
"165",1990-08-16,"148.46"
"166",1990-08-17,"145.68"
"167",1990-08-20,"144.18"
"168",1990-08-21,"140.90"
"169",1990-08-22,"139.09"
"170",1990-08-23,"133.09"
"171",1990-08-24,"134.36"
"172",1990-08-27,"138.84"
"173",1990-08-28,"139.62"
"174",1990-08-29,"140.07"
"175",1990-08-30,"139.30"
"176",1990-08-31,"139.60"
"177",1990-09-03,"139.51"
"178",1990-09-04,"139.18"
"179",1990-09-05,"140.09"
"180",1990-09-06,"139.48"
"181",1990-09-07,"140.19"
"182",1990-09-10,"140.34"
"183",1990-09-11,"139.90"
"184",1990-09-12,"139.94"
"185",1990-09-13,"138.81"
"186",1990-09-14,"138.03"
"187",1990-09-17,"137.52"
"188",1990-09-18,"136.95"
"189",1990-09-19,"136.82"
"190",1990-09-20,"134.78"
"191",1990-09-21,"133.88"
"192",1990-09-24,"130.48"
"193",1990-09-25,"130.60"
"194",1990-09-26,"128.77"
"195",1990-09-27,"126.40"
"196",1990-09-28,"126.99"
"197",1990-10-01,"128.67"
"198",1990-10-02,"129.26"
"199",1990-10-03,"128.20"
"200",1990-10-04,"127.77"
"201",1990-10-05,"126.93"
"202",1990-10-08,"126.98"
"203",1990-10-09,"124.49"
"204",1990-10-10,"122.89"
"205",1990-10-11,"120.19"
"206",1990-10-12,"120.53"
"207",1990-10-15,"120.63"
"208",1990-10-16,"119.55"
"209",1990-10-17,"119.61"
"210",1990-10-18,"121.23"
"211",1990-10-19,"122.35"
"212",1990-10-22,"121.99"
"213",1990-10-23,"122.57"
"214",1990-10-24,"122.49"
"215",1990-10-25,"122.60"
"216",1990-10-26,"121.12"
"217",1990-10-29,"119.96"
"218",1990-10-30,"119.10"
"219",1990-10-31,"119.05"
"220",1990-11-01,"119.24"
"221",1990-11-02,"120.58"
"222",1990-11-05,"121.56"
"223",1990-11-06,"121.68"
"224",1990-11-07,"120.70"
"225",1990-11-08,"120.50"
"226",1990-11-09,"121.65"
"227",1990-11-12,"123.49"
"228",1990-11-13,"124.00"
"229",1990-11-14,"125.04"
"230",1990-11-15,"124.66"
"231",1990-11-16,"124.50"
"232",1990-11-19,"124.99"
"233",1990-11-20,"124.43"
"234",1990-11-21,"124.33"
"235",1990-11-22,"124.03"
"236",1990-11-23,"124.40"
"237",1990-11-26,"124.24"
"238",1990-11-27,"125.57"
"239",1990-11-28,"126.27"
"240",1990-11-29,"126.39"
"241",1990-11-30,"127.81"
"242",1990-12-03,"128.24"
"243",1990-12-04,"128.86"
"244",1990-12-05,"130.92"
"245",1990-12-06,"131.33"
"246",1990-12-07,"131.14"
"247",1990-12-10,"130.81"
"248",1990-12-11,"130.05"
"249",1990-12-12,"130.75"
"250",1990-12-13,"131.17"
"251",1990-12-14,"130.41"
"252",1990-12-17,"129.37"
"253",1990-12-18,"130.19"
"254",1990-12-19,"130.82"
"255",1990-12-20,"130.95"
"256",1990-12-21,"131.06"
"257",1990-12-24,"130.54"
"258",1990-12-25,"130.85"
"259",1990-12-26,"130.99"
"260",1990-12-27,"130.88"
"261",1990-12-28,"130.70"
"262",1990-12-31,"132.40"
"263",1991-01-01,"132.20"
"264",1991-01-02,"131.88"
"265",1991-01-03,"130.62"
"266",1991-01-04,"130.39"
"267",1991-01-07,"128.50"
"268",1991-01-08,"127.81"
"269",1991-01-09,"127.03"
"270",1991-01-10,"127.77"
"271",1991-01-11,"127.83"
"272",1991-01-14,"125.59"
"273",1991-01-15,"125.47"
"274",1991-01-16,"126.95"
"275",1991-01-17,"130.43"
"276",1991-01-18,"130.03"
"277",1991-01-21,"130.51"
"278",1991-01-22,"131.20"
"279",1991-01-23,"132.76"
"280",1991-01-24,"135.17"
"281",1991-01-25,"136.69"
"282",1991-01-28,"137.90"
"283",1991-01-29,"139.32"
"284",1991-01-30,"142.04"
"285",1991-01-31,"144.18"
"286",1991-02-01,"145.54"
"287",1991-02-04,"148.23"
"288",1991-02-05,"150.20"
"289",1991-02-06,"152.35"
"290",1991-02-07,"151.23"
"291",1991-02-08,"151.75"
"292",1991-02-11,"154.33"
"293",1991-02-12,"154.35"
"294",1991-02-13,"156.05"
"295",1991-02-14,"155.47"
"296",1991-02-15,"156.93"
"297",1991-02-18,"156.83"
"298",1991-02-19,"156.85"
"299",1991-02-20,"155.68"
"300",1991-02-21,"156.46"
"301",1991-02-22,"157.40"
"302",1991-02-25,"158.37"
"303",1991-02-26,"157.00"
"304",1991-02-27,"158.27"
"305",1991-02-28,"159.96"
"306",1991-03-01,"161.16"
"307",1991-03-04,"163.52"
"308",1991-03-05,"166.69"
"309",1991-03-06,"167.22"
"310",1991-03-07,"167.72"
"311",1991-03-08,"168.10"
"312",1991-03-11,"166.62"
"313",1991-03-12,"164.85"
"314",1991-03-13,"165.95"
"315",1991-03-14,"166.18"
"316",1991-03-15,"165.25"
"317",1991-03-18,"165.27"
"318",1991-03-19,"163.95"
"319",1991-03-20,"165.36"
"320",1991-03-21,"165.65"
"321",1991-03-22,"165.64"
"322",1991-03-25,"166.62"
"323",1991-03-26,"168.53"
"324",1991-03-27,"169.71"
"325",1991-03-28,"170.92"
"326",1991-03-29,"171.01"
"327",1991-04-01,"170.27"
"328",1991-04-02,"172.52"
"329",1991-04-03,"173.75"
"330",1991-04-04,"174.48"
"331",1991-04-05,"173.91"
"332",1991-04-08,"174.02"
"333",1991-04-09,"173.04"
"334",1991-04-10,"173.02"
"335",1991-04-11,"174.71"
"336",1991-04-12,"175.70"
"337",1991-04-15,"175.67"
"338",1991-04-16,"177.21"
"339",1991-04-17,"178.63"
"340",1991-04-18,"178.23"
"341",1991-04-19,"176.24"
"342",1991-04-22,"173.52"
"343",1991-04-23,"173.88"
"344",1991-04-24,"174.75"
"345",1991-04-25,"174.36"
"346",1991-04-26,"173.49"
"347",1991-04-29,"171.71"
"348",1991-04-30,"170.33"
"349",1991-05-01,"171.93"
"350",1991-05-02,"173.42"
"351",1991-05-03,"173.79"
"352",1991-05-06,"173.58"
"353",1991-05-07,"173.85"
"354",1991-05-08,"174.47"
"355",1991-05-09,"175.65"
"356",1991-05-10,"174.25"
"357",1991-05-13,"174.26"
"358",1991-05-14,"172.45"
"359",1991-05-15,"169.48"
"360",1991-05-16,"170.45"
"361",1991-05-17,"170.38"
"362",1991-05-20,"170.13"
"363",1991-05-21,"171.29"
"364",1991-05-22,"171.64"
"365",1991-05-23,"172.26"
"366",1991-05-24,"173.01"
"367",1991-05-27,"173.22"
"368",1991-05-28,"174.20"
"369",1991-05-29,"174.97"
"370",1991-05-30,"176.65"
"371",1991-05-31,"178.15"
"372",1991-06-03,"178.32"
"373",1991-06-04,"178.38"
"374",1991-06-05,"178.30"
"375",1991-06-06,"178.20"
"376",1991-06-07,"176.92"
"377",1991-06-10,"176.28"
"378",1991-06-11,"176.41"
"379",1991-06-12,"174.43"
"380",1991-06-13,"174.47"
"381",1991-06-14,"175.26"
"382",1991-06-17,"174.96"
"383",1991-06-18,"174.38"
"384",1991-06-19,"172.67"
"385",1991-06-20,"172.28"
"386",1991-06-21,"172.21"
"387",1991-06-24,"168.99"
"388",1991-06-25,"168.08"
"389",1991-06-26,"167.44"
"390",1991-06-27,"168.01"
"391",1991-06-28,"167.51"
"392",1991-07-01,"168.22"
"393",1991-07-02,"167.96"
"394",1991-07-03,"166.81"
"395",1991-07-04,"167.05"
"396",1991-07-05,"166.58"
"397",1991-07-08,"167.13"
"398",1991-07-09,"167.89"
"399",1991-07-10,"168.84"
"400",1991-07-11,"169.28"
"401",1991-07-12,"170.33"
"402",1991-07-15,"171.36"
"403",1991-07-16,"171.41"
"404",1991-07-17,"171.58"
"405",1991-07-18,"172.57"
"406",1991-07-19,"173.21"
"407",1991-07-22,"172.66"
"408",1991-07-23,"171.54"
"409",1991-07-24,"170.50"
"410",1991-07-25,"170.90"
"411",1991-07-26,"170.92"
"412",1991-07-29,"170.92"
"413",1991-07-30,"171.81"
"414",1991-07-31,"173.12"
"415",1991-08-01,"173.05"
"416",1991-08-02,"173.42"
"417",1991-08-05,"172.81"
"418",1991-08-06,"173.10"
"419",1991-08-07,"173.25"
"420",1991-08-08,"173.58"
"421",1991-08-09,"173.68"
"422",1991-08-12,"173.94"
"423",1991-08-13,"174.71"
"424",1991-08-14,"175.13"
"425",1991-08-15,"174.97"
"426",1991-08-16,"174.35"
"427",1991-08-19,"169.40"
"428",1991-08-20,"170.95"
"429",1991-08-21,"175.15"
"430",1991-08-22,"175.71"
"431",1991-08-23,"176.40"
"432",1991-08-26,"176.71"
"433",1991-08-27,"176.95"
"434",1991-08-28,"178.39"
"435",1991-08-29,"178.70"
"436",1991-08-30,"179.19"
"437",1991-09-02,"179.11"
"438",1991-09-03,"178.14"
"439",1991-09-04,"177.49"
"440",1991-09-05,"177.48"
"441",1991-09-06,"177.57"
"442",1991-09-09,"177.54"
"443",1991-09-10,"175.81"
"444",1991-09-11,"176.22"
"445",1991-09-12,"177.21"
"446",1991-09-13,"176.90"
"447",1991-09-16,"176.64"
"448",1991-09-17,"176.42"
"449",1991-09-18,"177.08"
"450",1991-09-19,"178.39"
"451",1991-09-20,"179.44"
"452",1991-09-23,"178.88"
"453",1991-09-24,"179.08"
"454",1991-09-25,"178.94"
"455",1991-09-26,"179.25"
"456",1991-09-27,"178.81"
"457",1991-09-30,"180.33"
"458",1991-10-01,"180.21"
"459",1991-10-02,"179.81"
"460",1991-10-03,"178.26"
"461",1991-10-04,"178.05"
"462",1991-10-07,"176.71"
"463",1991-10-08,"177.06"
"464",1991-10-09,"176.18"
"465",1991-10-10,"176.38"
"466",1991-10-11,"176.94"
"467",1991-10-14,"178.41"
"468",1991-10-15,"180.61"
"469",1991-10-16,"182.92"
"470",1991-10-17,"182.80"
"471",1991-10-18,"183.44"
"472",1991-10-21,"182.96"
"473",1991-10-22,"183.03"
"474",1991-10-23,"182.93"
"475",1991-10-24,"180.86"
"476",1991-10-25,"179.97"
"477",1991-10-28,"180.78"
"478",1991-10-29,"181.96"
"479",1991-10-30,"183.33"
"480",1991-10-31,"184.90"
"481",1991-11-01,"184.50"
"482",1991-11-04,"183.76"
"483",1991-11-05,"183.84"
"484",1991-11-06,"184.30"
"485",1991-11-07,"185.70"
"486",1991-11-08,"186.23"
"487",1991-11-11,"186.72"
"488",1991-11-12,"187.89"
"489",1991-11-13,"187.93"
"490",1991-11-14,"187.64"
"491",1991-11-15,"181.54"
"492",1991-11-18,"181.39"
"493",1991-11-19,"177.42"
"494",1991-11-20,"178.02"
"495",1991-11-21,"178.60"
"496",1991-11-22,"177.19"
"497",1991-11-25,"175.96"
"498",1991-11-26,"175.43"
"499",1991-11-27,"175.33"
"500",1991-11-28,"175.52"
"501",1991-11-29,"176.06"
"502",1991-12-02,"176.21"
"503",1991-12-03,"177.16"
"504",1991-12-04,"177.57"
"505",1991-12-05,"176.97"
"506",1991-12-06,"177.34"
"507",1991-12-09,"176.54"
"508",1991-12-10,"175.59"
"509",1991-12-11,"174.47"
"510",1991-12-12,"175.61"
"511",1991-12-13,"177.29"
"512",1991-12-16,"178.38"
"513",1991-12-17,"177.41"
"514",1991-12-18,"177.19"
"515",1991-12-19,"176.04"
"516",1991-12-20,"175.92"
"517",1991-12-23,"177.72"
"518",1991-12-24,"179.33"
"519",1991-12-25,"179.55"
"520",1991-12-26,"182.16"
"521",1991-12-27,"184.06"
"522",1991-12-30,"187.77"
"523",1991-12-31,"189.80"
"524",1992-01-01,"189.91"
"525",1992-01-02,"189.84"
"526",1992-01-03,"191.99"
"527",1992-01-06,"194.33"
"528",1992-01-07,"195.55"
"529",1992-01-08,"197.91"
"530",1992-01-09,"200.41"
"531",1992-01-10,"199.26"
"532",1992-01-13,"199.77"
"533",1992-01-14,"202.33"
"534",1992-01-15,"204.27"
"535",1992-01-16,"204.33"
"536",1992-01-17,"204.91"
"537",1992-01-20,"204.23"
"538",1992-01-21,"200.83"
"539",1992-01-22,"203.62"
"540",1992-01-23,"204.64"
"541",1992-01-24,"205.30"
"542",1992-01-27,"204.91"
"543",1992-01-28,"204.83"
"544",1992-01-29,"203.61"
"545",1992-01-30,"204.72"
"546",1992-01-31,"205.01"
"547",1992-02-03,"205.75"
"548",1992-02-04,"207.68"
"549",1992-02-05,"209.24"
"550",1992-02-06,"210.15"
"551",1992-02-07,"209.94"
"552",1992-02-10,"210.36"
"553",1992-02-11,"210.50"
"554",1992-02-12,"212.38"
"555",1992-02-13,"211.34"
"556",1992-02-14,"211.32"
"557",1992-02-17,"211.56"
"558",1992-02-18,"209.87"
"559",1992-02-19,"208.16"
"560",1992-02-20,"210.64"
"561",1992-02-21,"210.11"
"562",1992-02-24,"208.67"
"563",1992-02-25,"207.34"
"564",1992-02-26,"209.75"
"565",1992-02-27,"210.60"
"566",1992-02-28,"210.69"
"567",1992-03-02,"211.29"
"568",1992-03-03,"211.60"
"569",1992-03-04,"210.92"
"570",1992-03-05,"208.22"
"571",1992-03-06,"206.88"
"572",1992-03-09,"206.42"
"573",1992-03-10,"207.78"
"574",1992-03-11,"206.39"
"575",1992-03-12,"205.49"
"576",1992-03-13,"206.29"
"577",1992-03-16,"205.62"
"578",1992-03-17,"206.73"
"579",1992-03-18,"207.73"
"580",1992-03-19,"207.99"
"581",1992-03-20,"207.82"
"582",1992-03-23,"207.21"
"583",1992-03-24,"206.39"
"584",1992-03-25,"206.46"
"585",1992-03-26,"205.72"
"586",1992-03-27,"203.29"
"587",1992-03-30,"202.40"
"588",1992-03-31,"203.26"
"589",1992-04-01,"202.14"
"590",1992-04-02,"200.21"
"591",1992-04-03,"198.86"
"592",1992-04-06,"199.39"
"593",1992-04-07,"195.81"
"594",1992-04-08,"192.89"
"595",1992-04-09,"196.04"
"596",1992-04-10,"197.03"
"597",1992-04-13,"196.94"
"598",1992-04-14,"198.75"
"599",1992-04-15,"199.48"
"600",1992-04-16,"198.28"
"601",1992-04-17,"198.28"
"602",1992-04-20,"194.94"
"603",1992-04-21,"194.79"
"604",1992-04-22,"194.74"
"605",1992-04-23,"194.36"
"606",1992-04-24,"194.38"
"607",1992-04-27,"192.83"
"608",1992-04-28,"191.32"
"609",1992-04-29,"193.32"
"610",1992-04-30,"195.93"
"611",1992-05-01,"196.29"
"612",1992-05-04,"197.44"
"613",1992-05-05,"198.25"
"614",1992-05-06,"198.94"
"615",1992-05-07,"198.75"
"616",1992-05-08,"198.57"
"617",1992-05-11,"199.43"
"618",1992-05-12,"198.99"
"619",1992-05-13,"198.80"
"620",1992-05-14,"197.26"
"621",1992-05-15,"196.64"
"622",1992-05-18,"196.83"
"623",1992-05-19,"196.84"
"624",1992-05-20,"197.09"
"625",1992-05-21,"196.99"
"626",1992-05-22,"197.70"
"627",1992-05-25,"198.09"
"628",1992-05-26,"196.37"
"629",1992-05-27,"196.64"
"630",1992-05-28,"197.07"
"631",1992-05-29,"198.23"
"632",1992-06-01,"199.01"
"633",1992-06-02,"199.68"
"634",1992-06-03,"199.68"
"635",1992-06-04,"199.54"
"636",1992-06-05,"198.87"
"637",1992-06-08,"198.33"
"638",1992-06-09,"196.16"
"639",1992-06-10,"194.82"
"640",1992-06-11,"193.83"
"641",1992-06-12,"194.22"
"642",1992-06-15,"193.63"
"643",1992-06-16,"192.57"
"644",1992-06-17,"189.04"
"645",1992-06-18,"187.32"
"646",1992-06-19,"188.03"
"647",1992-06-22,"186.28"
"648",1992-06-23,"186.64"
"649",1992-06-24,"186.20"
"650",1992-06-25,"185.74"
"651",1992-06-26,"185.80"
"652",1992-06-29,"187.05"
"653",1992-06-30,"188.56"
"654",1992-07-01,"189.45"
"655",1992-07-02,"188.20"
"656",1992-07-03,"188.32"
"657",1992-07-06,"187.64"
"658",1992-07-07,"186.53"
"659",1992-07-08,"185.68"
"660",1992-07-09,"187.56"
"661",1992-07-10,"188.77"
"662",1992-07-13,"189.44"
"663",1992-07-14,"190.78"
"664",1992-07-15,"191.13"
"665",1992-07-16,"191.18"
"666",1992-07-17,"190.30"
"667",1992-07-20,"188.97"
"668",1992-07-21,"189.73"
"669",1992-07-22,"188.89"
"670",1992-07-23,"189.24"
"671",1992-07-24,"189.52"
"672",1992-07-27,"189.72"
"673",1992-07-28,"191.49"
"674",1992-07-29,"193.10"
"675",1992-07-30,"193.90"
"676",1992-07-31,"194.91"
"677",1992-08-03,"195.46"
"678",1992-08-04,"195.57"
"679",1992-08-05,"194.64"
"680",1992-08-06,"193.70"
"681",1992-08-07,"193.74"
"682",1992-08-10,"192.96"
"683",1992-08-11,"192.83"
"684",1992-08-12,"192.57"
"685",1992-08-13,"192.17"
"686",1992-08-14,"192.73"
"687",1992-08-17,"192.99"
"688",1992-08-18,"192.73"
"689",1992-08-19,"191.61"
"690",1992-08-20,"191.06"
"691",1992-08-21,"190.11"
"692",1992-08-24,"187.63"
"693",1992-08-25,"186.87"
"694",1992-08-26,"187.49"
"695",1992-08-27,"188.68"
"696",1992-08-28,"189.06"
"697",1992-08-31,"189.11"
"698",1992-09-01,"189.53"
"699",1992-09-02,"190.93"
"700",1992-09-03,"191.81"
"701",1992-09-04,"191.51"
"702",1992-09-07,"191.32"
"703",1992-09-08,"190.43"
"704",1992-09-09,"190.86"
"705",1992-09-10,"192.35"
"706",1992-09-11,"193.03"
"707",1992-09-14,"194.99"
"708",1992-09-15,"193.45"
"709",1992-09-16,"193.08"
"710",1992-09-17,"193.22"
"711",1992-09-18,"193.81"
"712",1992-09-21,"193.65"
"713",1992-09-22,"192.63"
"714",1992-09-23,"192.50"
"715",1992-09-24,"193.20"
"716",1992-09-25,"191.17"
"717",1992-09-28,"190.71"
"718",1992-09-29,"190.95"
"719",1992-09-30,"193.16"
"720",1992-10-01,"191.49"
"721",1992-10-02,"189.68"
"722",1992-10-05,"186.79"
"723",1992-10-06,"188.06"
"724",1992-10-07,"188.16"
"725",1992-10-08,"189.49"
"726",1992-10-09,"188.45"
"727",1992-10-12,"189.24"
"728",1992-10-13,"190.23"
"729",1992-10-14,"190.59"
"730",1992-10-15,"190.94"
"731",1992-10-16,"191.82"
"732",1992-10-19,"193.79"
"733",1992-10-20,"194.60"
"734",1992-10-21,"195.72"
"735",1992-10-22,"195.34"
"736",1992-10-23,"195.99"
"737",1992-10-26,"196.77"
"738",1992-10-27,"196.70"
"739",1992-10-28,"197.92"
"740",1992-10-29,"198.45"
"741",1992-10-30,"199.08"
"742",1992-11-02,"200.06"
"743",1992-11-03,"199.85"
"744",1992-11-04,"199.72"
"745",1992-11-05,"200.99"
"746",1992-11-06,"201.76"
"747",1992-11-09,"203.43"
"748",1992-11-10,"204.80"
"749",1992-11-11,"207.11"
"750",1992-11-12,"206.95"
"751",1992-11-13,"207.61"
"752",1992-11-16,"207.47"
"753",1992-11-17,"206.33"
"754",1992-11-18,"208.04"
"755",1992-11-19,"208.90"
"756",1992-11-20,"209.97"
"757",1992-11-23,"209.95"
"758",1992-11-24,"210.99"
"759",1992-11-25,"212.10"
"760",1992-11-26,"211.94"
"761",1992-11-27,"212.55"
"762",1992-11-30,"214.01"
"763",1992-12-01,"214.05"
"764",1992-12-02,"214.46"
"765",1992-12-03,"215.04"
"766",1992-12-04,"216.18"
"767",1992-12-07,"217.60"
"768",1992-12-08,"217.92"
"769",1992-12-09,"217.04"
"770",1992-12-10,"215.64"
"771",1992-12-11,"215.45"
"772",1992-12-14,"215.17"
"773",1992-12-15,"213.81"
"774",1992-12-16,"212.83"
"775",1992-12-17,"214.38"
"776",1992-12-18,"215.64"
"777",1992-12-21,"215.15"
"778",1992-12-22,"214.94"
"779",1992-12-23,"215.42"
"780",1992-12-24,"216.31"
"781",1992-12-25,"216.26"
"782",1992-12-28,"215.99"
"783",1992-12-29,"217.03"
"784",1992-12-30,"218.61"
"785",1992-12-31,"221.16"
"786",1993-01-01,"221.00"
"787",1993-01-04,"219.89"
"788",1993-01-05,"220.19"
"789",1993-01-06,"221.78"
"790",1993-01-07,"221.27"
"791",1993-01-08,"220.25"
"792",1993-01-11,"221.31"
"793",1993-01-12,"220.55"
"794",1993-01-13,"221.68"
"795",1993-01-14,"223.93"
"796",1993-01-15,"225.35"
"797",1993-01-18,"225.32"
"798",1993-01-19,"225.60"
"799",1993-01-20,"226.15"
"800",1993-01-21,"226.70"
"801",1993-01-22,"227.70"
"802",1993-01-25,"229.55"
"803",1993-01-26,"230.75"
"804",1993-01-27,"228.32"
"805",1993-01-28,"227.53"
"806",1993-01-29,"228.46"
"807",1993-02-01,"229.32"
"808",1993-02-02,"230.13"
"809",1993-02-03,"232.38"
"810",1993-02-04,"232.79"
"811",1993-02-05,"230.99"
"812",1993-02-08,"230.85"
"813",1993-02-09,"229.12"
"814",1993-02-10,"229.18"
"815",1993-02-11,"230.25"
"816",1993-02-12,"229.18"
"817",1993-02-15,"228.71"
"818",1993-02-16,"221.76"
"819",1993-02-17,"219.13"
"820",1993-02-18,"220.38"
"821",1993-02-19,"221.48"
"822",1993-02-22,"218.67"
"823",1993-02-23,"218.16"
"824",1993-02-24,"220.16"
"825",1993-02-25,"221.19"
"826",1993-02-26,"222.90"
"827",1993-03-01,"222.94"
"828",1993-03-02,"224.62"
"829",1993-03-03,"226.21"
"830",1993-03-04,"226.10"
"831",1993-03-05,"226.73"
"832",1993-03-08,"228.49"
"833",1993-03-09,"229.29"
"834",1993-03-10,"230.47"
"835",1993-03-11,"230.95"
"836",1993-03-12,"230.08"
"837",1993-03-15,"231.11"
"838",1993-03-16,"230.73"
"839",1993-03-17,"229.38"
"840",1993-03-18,"229.49"
"841",1993-03-19,"228.39"
"842",1993-03-22,"226.46"
"843",1993-03-23,"225.98"
"844",1993-03-24,"225.57"
"845",1993-03-25,"227.02"
"846",1993-03-26,"227.54"
"847",1993-03-29,"227.71"
"848",1993-03-30,"228.29"
"849",1993-03-31,"229.80"
"850",1993-04-01,"229.33"
"851",1993-04-02,"225.45"
"852",1993-04-05,"224.66"
"853",1993-04-06,"223.27"
"854",1993-04-07,"223.60"
"855",1993-04-08,"223.56"
"856",1993-04-09,"222.83"
"857",1993-04-12,"224.56"
"858",1993-04-13,"226.03"
"859",1993-04-14,"226.03"
"860",1993-04-15,"225.33"
"861",1993-04-16,"225.19"
"862",1993-04-19,"224.14"
"863",1993-04-20,"223.35"
"864",1993-04-21,"224.12"
"865",1993-04-22,"224.34"
"866",1993-04-23,"223.39"
"867",1993-04-26,"220.13"
"868",1993-04-27,"220.13"
"869",1993-04-28,"220.98"
"870",1993-04-29,"221.86"
"871",1993-04-30,"223.27"
"872",1993-05-03,"224.28"
"873",1993-05-04,"226.77"
"874",1993-05-05,"228.33"
"875",1993-05-06,"228.55"
"876",1993-05-07,"228.57"
