"","Date","LGTRTRUU.Index"
"1648",2007-05-16,"154.29"
"1649",2007-05-17,"153.60"
"1650",2007-05-18,"153.55"
"1651",2007-05-21,"153.24"
"1652",2007-05-22,"153.30"
"1653",2007-05-23,"153.21"
"1654",2007-05-24,"152.94"
"1655",2007-05-25,"152.84"
"1656",2007-05-28,"152.84"
"1657",2007-05-29,"152.84"
"1658",2007-05-30,"152.66"
"1659",2007-05-31,"152.64"
"1660",2007-06-01,"152.10"
"1661",2007-06-04,"152.64"
"1662",2007-06-05,"152.57"
"1663",2007-06-06,"152.79"
"1664",2007-06-07,"151.86"
"1665",2007-06-08,"150.99"
"1666",2007-06-11,"150.88"
"1667",2007-06-12,"150.42"
"1668",2007-06-13,"150.02"
"1669",2007-06-14,"149.83"
"1670",2007-06-15,"150.04"
"1671",2007-06-18,"150.25"
"1672",2007-06-19,"150.67"
"1673",2007-06-20,"150.62"
"1674",2007-06-21,"150.38"
"1675",2007-06-22,"150.47"
"1676",2007-06-25,"151.00"
"1677",2007-06-26,"151.31"
"1678",2007-06-27,"151.62"
"1679",2007-06-28,"151.53"
"1680",2007-06-29,"151.75"
"1681",2007-07-02,"153.10"
"1682",2007-07-03,"152.75"
"1683",2007-07-04,"152.57"
"1684",2007-07-05,"152.01"
"1685",2007-07-06,"151.87"
"1686",2007-07-09,"151.93"
"1687",2007-07-10,"153.27"
"1688",2007-07-11,"153.77"
"1689",2007-07-12,"153.32"
"1690",2007-07-13,"153.33"
"1691",2007-07-16,"153.71"
"1692",2007-07-17,"153.64"
"1693",2007-07-18,"154.31"
"1694",2007-07-19,"154.36"
"1695",2007-07-20,"155.27"
"1696",2007-07-23,"155.26"
"1697",2007-07-24,"155.60"
"1698",2007-07-25,"155.30"
"1699",2007-07-26,"156.07"
"1700",2007-07-27,"156.04"
"1701",2007-07-30,"156.23"
"1702",2007-07-31,"156.07"
"1703",2007-08-01,"156.28"
"1704",2007-08-02,"156.00"
"1705",2007-08-03,"157.05"
"1706",2007-08-06,"157.40"
"1707",2007-08-07,"156.94"
"1708",2007-08-08,"156.29"
"1709",2007-08-09,"156.25"
"1710",2007-08-10,"156.69"
"1711",2007-08-13,"156.18"
"1712",2007-08-14,"156.21"
"1713",2007-08-15,"156.20"
"1714",2007-08-16,"157.37"
"1715",2007-08-17,"158.19"
"1716",2007-08-20,"157.77"
"1717",2007-08-21,"158.27"
"1718",2007-08-22,"157.79"
"1719",2007-08-23,"157.71"
"1720",2007-08-24,"158.21"
"1721",2007-08-27,"158.25"
"1722",2007-08-28,"158.88"
"1723",2007-08-29,"158.84"
"1724",2007-08-30,"158.66"
"1725",2007-08-31,"158.45"
"1726",2007-09-03,"158.25"
"1727",2007-09-04,"157.97"
"1728",2007-09-05,"159.12"
"1729",2007-09-06,"159.37"
"1730",2007-09-07,"160.98"
"1731",2007-09-10,"161.72"
"1732",2007-09-11,"161.43"
"1733",2007-09-12,"161.57"
"1734",2007-09-13,"160.79"
"1735",2007-09-14,"160.89"
"1736",2007-09-17,"160.92"
"1737",2007-09-18,"160.42"
"1738",2007-09-19,"160.33"
"1739",2007-09-20,"161.33"
"1740",2007-09-21,"160.91"
"1741",2007-09-24,"161.10"
"1742",2007-09-25,"161.66"
"1743",2007-09-26,"160.94"
"1744",2007-09-27,"161.20"
"1745",2007-09-28,"162.31"
"1746",2007-10-01,"162.31"
"1747",2007-10-02,"161.78"
"1748",2007-10-03,"161.36"
"1749",2007-10-04,"161.57"
"1750",2007-10-05,"161.30"
"1751",2007-10-08,"160.60"
"1752",2007-10-09,"161.02"
"1753",2007-10-10,"161.16"
"1754",2007-10-11,"161.21"
"1755",2007-10-12,"160.78"
"1756",2007-10-15,"161.01"
"1757",2007-10-16,"160.99"
"1758",2007-10-17,"161.69"
"1759",2007-10-18,"162.89"
"1760",2007-10-19,"163.75"
"1761",2007-10-22,"163.75"
"1762",2007-10-23,"164.05"
"1763",2007-10-24,"164.64"
"1764",2007-10-25,"164.88"
"1765",2007-10-26,"165.15"
"1766",2007-10-29,"165.24"
"1767",2007-10-30,"165.26"
"1768",2007-10-31,"164.97"
"1769",2007-11-01,"165.15"
"1770",2007-11-02,"165.92"
"1771",2007-11-05,"165.98"
"1772",2007-11-06,"166.43"
"1773",2007-11-07,"167.76"
"1774",2007-11-08,"168.28"
"1775",2007-11-09,"169.31"
"1776",2007-11-12,"168.87"
"1777",2007-11-13,"168.83"
"1778",2007-11-14,"168.61"
"1779",2007-11-15,"168.69"
"1780",2007-11-16,"168.98"
"1781",2007-11-19,"169.66"
"1782",2007-11-20,"170.13"
"1783",2007-11-21,"171.31"
"1784",2007-11-22,"171.46"
"1785",2007-11-23,"171.39"
"1786",2007-11-26,"171.75"
"1787",2007-11-27,"171.38"
"1788",2007-11-28,"169.86"
"1789",2007-11-29,"170.38"
"1790",2007-11-30,"169.24"
"1791",2007-12-03,"169.86"
"1792",2007-12-04,"170.94"
"1793",2007-12-05,"169.61"
"1794",2007-12-06,"168.82"
"1795",2007-12-07,"168.21"
"1796",2007-12-10,"168.31"
"1797",2007-12-11,"168.60"
"1798",2007-12-12,"167.97"
"1799",2007-12-13,"167.58"
"1800",2007-12-14,"165.87"
"1801",2007-12-17,"165.84"
"1802",2007-12-18,"166.19"
"1803",2007-12-19,"166.22"
"1804",2007-12-20,"166.39"
"1805",2007-12-21,"165.57"
"1806",2007-12-24,"165.52"
"1807",2007-12-25,"165.44"
"1808",2007-12-26,"166.02"
"1809",2007-12-27,"166.38"
"1810",2007-12-28,"168.00"
"1811",2007-12-31,"168.37"
"1812",2008-01-02,"170.35"
"1813",2008-01-03,"170.54"
"1814",2008-01-04,"171.75"
"1815",2008-01-07,"171.30"
"1816",2008-01-08,"170.69"
"1817",2008-01-09,"170.81"
"1818",2008-01-10,"171.03"
"1819",2008-01-11,"171.73"
"1820",2008-01-14,"172.85"
"1821",2008-01-15,"173.67"
"1822",2008-01-16,"173.04"
"1823",2008-01-17,"173.03"
"1824",2008-01-18,"172.73"
"1825",2008-01-21,"172.82"
"1826",2008-01-22,"173.07"
"1827",2008-01-23,"173.81"
"1828",2008-01-24,"173.29"
"1829",2008-01-25,"173.00"
"1830",2008-01-28,"174.11"
"1831",2008-01-29,"173.46"
"1832",2008-01-30,"173.30"
"1833",2008-01-31,"174.46"
"1834",2008-02-01,"174.76"
"1835",2008-02-04,"174.30"
"1836",2008-02-05,"173.87"
"1837",2008-02-06,"173.91"
"1838",2008-02-07,"173.07"
"1839",2008-02-08,"172.85"
"1840",2008-02-11,"173.28"
"1841",2008-02-12,"172.97"
"1842",2008-02-13,"172.48"
"1843",2008-02-14,"172.44"
"1844",2008-02-15,"173.17"
"1845",2008-02-18,"172.44"
"1846",2008-02-19,"173.14"
"1847",2008-02-20,"172.21"
"1848",2008-02-21,"173.28"
"1849",2008-02-22,"173.82"
"1850",2008-02-25,"172.98"
"1851",2008-02-26,"173.51"
"1852",2008-02-27,"175.28"
"1853",2008-02-28,"176.87"
"1854",2008-02-29,"178.66"
"1855",2008-03-03,"179.18"
"1856",2008-03-04,"179.56"
"1857",2008-03-05,"178.63"
"1858",2008-03-06,"179.87"
"1859",2008-03-07,"180.00"
"1860",2008-03-10,"181.09"
"1861",2008-03-11,"179.82"
"1862",2008-03-12,"181.14"
"1863",2008-03-13,"182.63"
"1864",2008-03-14,"183.19"
"1865",2008-03-17,"185.75"
"1866",2008-03-18,"184.70"
"1867",2008-03-19,"183.62"
"1868",2008-03-20,"182.82"
"1869",2008-03-21,"182.86"
"1870",2008-03-24,"181.48"
"1871",2008-03-25,"182.58"
"1872",2008-03-26,"183.75"
"1873",2008-03-27,"183.37"
"1874",2008-03-28,"183.26"
"1875",2008-03-31,"184.00"
"1876",2008-04-01,"180.88"
"1877",2008-04-02,"180.53"
"1878",2008-04-03,"180.99"
"1879",2008-04-04,"182.32"
"1880",2008-04-07,"181.32"
"1881",2008-04-08,"181.14"
"1882",2008-04-09,"181.77"
"1883",2008-04-10,"182.75"
"1884",2008-04-11,"183.02"
"1885",2008-04-14,"183.45"
"1886",2008-04-15,"182.45"
"1887",2008-04-16,"182.57"
"1888",2008-04-17,"181.30"
"1889",2008-04-18,"179.03"
"1890",2008-04-21,"180.73"
"1891",2008-04-22,"180.87"
"1892",2008-04-23,"180.22"
"1893",2008-04-24,"178.55"
"1894",2008-04-25,"178.02"
"1895",2008-04-28,"177.91"
"1896",2008-04-29,"178.51"
"1897",2008-04-30,"178.23"
"1898",2008-05-01,"177.90"
"1899",2008-05-02,"176.46"
"1900",2008-05-05,"176.90"
"1901",2008-05-06,"177.95"
"1902",2008-05-07,"176.46"
"1903",2008-05-08,"177.86"
"1904",2008-05-09,"178.62"
"1905",2008-05-12,"178.61"
"1906",2008-05-13,"177.46"
"1907",2008-05-14,"176.20"
"1908",2008-05-15,"176.44"
"1909",2008-05-16,"177.53"
"1910",2008-05-19,"177.07"
"1911",2008-05-20,"178.40"
"1912",2008-05-21,"178.98"
"1913",2008-05-22,"177.95"
"1914",2008-05-23,"178.53"
"1915",2008-05-26,"178.50"
"1916",2008-05-27,"177.57"
"1917",2008-05-28,"176.63"
"1918",2008-05-29,"175.33"
"1919",2008-05-30,"175.62"
"1920",2008-06-02,"176.21"
"1921",2008-06-03,"175.60"
"1922",2008-06-04,"175.63"
"1923",2008-06-05,"174.98"
"1924",2008-06-06,"176.52"
"1925",2008-06-09,"175.69"
"1926",2008-06-10,"173.42"
"1927",2008-06-11,"173.68"
"1928",2008-06-12,"172.14"
"1929",2008-06-13,"171.21"
"1930",2008-06-16,"171.99"
"1931",2008-06-17,"172.59"
"1932",2008-06-18,"173.19"
"1933",2008-06-19,"172.73"
"1934",2008-06-20,"174.19"
"1935",2008-06-23,"173.28"
"1936",2008-06-24,"174.13"
"1937",2008-06-25,"173.89"
"1938",2008-06-26,"175.93"
"1939",2008-06-27,"176.50"
"1940",2008-06-30,"176.22"
"1941",2008-07-01,"175.91"
"1942",2008-07-02,"176.47"
"1943",2008-07-03,"175.81"
"1944",2008-07-04,"176.07"
"1945",2008-07-07,"175.81"
"1946",2008-07-08,"176.39"
"1947",2008-07-09,"177.10"
"1948",2008-07-10,"177.70"
"1949",2008-07-11,"178.27"
"1950",2008-07-14,"178.36"
"1951",2008-07-15,"180.02"
"1952",2008-07-16,"178.88"
"1953",2008-07-17,"178.48"
"1954",2008-07-18,"177.16"
"1955",2008-07-21,"176.97"
"1956",2008-07-22,"176.74"
"1957",2008-07-23,"175.40"
"1958",2008-07-24,"176.01"
"1959",2008-07-25,"175.88"
"1960",2008-07-28,"176.85"
"1961",2008-07-29,"176.09"
"1962",2008-07-30,"176.19"
"1963",2008-07-31,"176.85"
"1964",2008-08-01,"176.96"
"1965",2008-08-04,"177.13"
"1966",2008-08-05,"176.38"
"1967",2008-08-06,"175.59"
"1968",2008-08-07,"175.68"
"1969",2008-08-08,"173.61"
"1970",2008-08-11,"173.50"
"1971",2008-08-12,"173.48"
"1972",2008-08-13,"173.61"
"1973",2008-08-14,"173.44"
"1974",2008-08-15,"172.09"
"1975",2008-08-18,"172.54"
"1976",2008-08-19,"172.66"
"1977",2008-08-20,"172.86"
"1978",2008-08-21,"174.30"
"1979",2008-08-22,"172.77"
"1980",2008-08-25,"172.86"
"1981",2008-08-26,"172.45"
"1982",2008-08-27,"172.52"
"1983",2008-08-28,"172.77"
"1984",2008-08-29,"173.22"
"1985",2008-09-01,"172.53"
"1986",2008-09-02,"171.81"
"1987",2008-09-03,"171.80"
"1988",2008-09-04,"171.83"
"1989",2008-09-05,"172.38"
"1990",2008-09-08,"171.00"
"1991",2008-09-09,"171.19"
"1992",2008-09-10,"170.63"
"1993",2008-09-11,"170.28"
"1994",2008-09-12,"170.76"
"1995",2008-09-15,"172.24"
"1996",2008-09-16,"172.77"
"1997",2008-09-17,"173.40"
"1998",2008-09-18,"173.75"
"1999",2008-09-19,"171.83"
"2000",2008-09-22,"172.82"
"2001",2008-09-23,"173.85"
"2002",2008-09-24,"174.00"
"2003",2008-09-25,"173.40"
"2004",2008-09-26,"173.66"
"2005",2008-09-29,"174.16"
"2006",2008-09-30,"170.89"
"2007",2008-10-01,"171.38"
"2008",2008-10-02,"170.94"
"2009",2008-10-03,"171.13"
"2010",2008-10-06,"173.00"
"2011",2008-10-07,"172.56"
"2012",2008-10-08,"173.22"
"2013",2008-10-09,"172.05"
"2014",2008-10-10,"171.04"
"2015",2008-10-13,"170.89"
"2016",2008-10-14,"169.68"
"2017",2008-10-15,"169.95"
"2018",2008-10-16,"169.43"
"2019",2008-10-17,"169.38"
"2020",2008-10-20,"168.72"
"2021",2008-10-21,"168.56"
"2022",2008-10-22,"168.46"
"2023",2008-10-23,"169.18"
"2024",2008-10-24,"170.93"
"2025",2008-10-27,"169.26"
"2026",2008-10-28,"167.71"
"2027",2008-10-29,"169.06"
"2028",2008-10-30,"169.61"
"2029",2008-10-31,"167.51"
"2030",2008-11-03,"167.99"
"2031",2008-11-04,"169.00"
"2032",2008-11-05,"169.93"
"2033",2008-11-06,"169.38"
"2034",2008-11-07,"169.32"
"2035",2008-11-10,"169.30"
"2036",2008-11-11,"168.44"
"2037",2008-11-12,"169.27"
"2038",2008-11-13,"168.87"
"2039",2008-11-14,"169.27"
"2040",2008-11-17,"169.33"
"2041",2008-11-18,"168.93"
"2042",2008-11-19,"169.96"
"2043",2008-11-20,"171.00"
"2044",2008-11-21,"170.97"
"2045",2008-11-24,"171.67"
"2046",2008-11-25,"173.70"
"2047",2008-11-26,"174.16"
"2048",2008-11-27,"173.70"
"2049",2008-11-28,"173.09"
"2050",2008-12-01,"173.95"
"2051",2008-12-02,"175.40"
"2052",2008-12-03,"175.71"
"2053",2008-12-04,"176.01"
"2054",2008-12-05,"175.86"
"2055",2008-12-08,"176.01"
"2056",2008-12-09,"175.98"
"2057",2008-12-10,"176.44"
"2058",2008-12-11,"178.65"
"2059",2008-12-12,"179.26"
"2060",2008-12-15,"181.93"
"2061",2008-12-16,"183.30"
"2062",2008-12-17,"189.10"
"2063",2008-12-18,"189.44"
"2064",2008-12-19,"186.16"
"2065",2008-12-22,"185.71"
"2066",2008-12-23,"185.55"
"2067",2008-12-24,"185.91"
"2068",2008-12-25,"185.90"
"2069",2008-12-26,"186.32"
"2070",2008-12-29,"187.88"
"2071",2008-12-30,"187.33"
"2072",2008-12-31,"185.59"
"2073",2009-01-02,"185.32"
"2074",2009-01-05,"182.22"
"2075",2009-01-06,"179.46"
"2076",2009-01-07,"181.91"
"2077",2009-01-08,"183.44"
"2078",2009-01-09,"183.58"
"2079",2009-01-12,"183.27"
"2080",2009-01-13,"181.83"
"2081",2009-01-14,"182.49"
"2082",2009-01-15,"181.27"
"2083",2009-01-16,"181.45"
"2084",2009-01-19,"180.67"
"2085",2009-01-20,"179.11"
"2086",2009-01-21,"180.09"
"2087",2009-01-22,"179.28"
"2088",2009-01-23,"177.24"
"2089",2009-01-26,"178.78"
"2090",2009-01-27,"180.07"
"2091",2009-01-28,"180.06"
"2092",2009-01-29,"179.22"
"2093",2009-01-30,"177.73"
"2094",2009-02-02,"177.81"
"2095",2009-02-03,"178.80"
"2096",2009-02-04,"178.03"
"2097",2009-02-05,"177.72"
"2098",2009-02-06,"176.92"
"2099",2009-02-09,"178.13"
"2100",2009-02-10,"178.55"
"2101",2009-02-11,"178.58"
"2102",2009-02-12,"178.14"
"2103",2009-02-13,"177.62"
"2104",2009-02-16,"176.89"
"2105",2009-02-17,"175.87"
"2106",2009-02-18,"174.73"
"2107",2009-02-19,"174.68"
"2108",2009-02-20,"174.58"
"2109",2009-02-23,"175.27"
"2110",2009-02-24,"173.84"
"2111",2009-02-25,"172.91"
"2112",2009-02-26,"171.99"
"2113",2009-02-27,"171.91"
"2114",2009-03-02,"171.65"
"2115",2009-03-03,"170.98"
"2116",2009-03-04,"170.10"
"2117",2009-03-05,"171.42"
"2118",2009-03-06,"172.79"
"2119",2009-03-09,"171.40"
"2120",2009-03-10,"172.11"
"2121",2009-03-11,"172.66"
"2122",2009-03-12,"173.08"
"2123",2009-03-13,"173.56"
"2124",2009-03-16,"173.92"
"2125",2009-03-17,"173.10"
"2126",2009-03-18,"174.87"
"2127",2009-03-19,"181.54"
"2128",2009-03-20,"179.51"
"2129",2009-03-23,"178.76"
"2130",2009-03-24,"178.02"
"2131",2009-03-25,"177.91"
"2132",2009-03-26,"177.60"
"2133",2009-03-27,"176.71"
"2134",2009-03-30,"176.63"
"2135",2009-03-31,"176.36"
"2136",2009-04-01,"176.33"
"2137",2009-04-02,"176.68"
"2138",2009-04-03,"176.00"
"2139",2009-04-06,"175.27"
"2140",2009-04-07,"174.70"
"2141",2009-04-08,"174.77"
"2142",2009-04-09,"174.52"
"2143",2009-04-10,"174.56"
"2144",2009-04-13,"175.38"
"2145",2009-04-14,"176.12"
"2146",2009-04-15,"175.90"
"2147",2009-04-16,"175.88"
"2148",2009-04-17,"174.70"
"2149",2009-04-20,"174.77"
"2150",2009-04-21,"174.91"
"2151",2009-04-22,"175.02"
"2152",2009-04-23,"175.49"
"2153",2009-04-24,"176.98"
"2154",2009-04-27,"176.93"
"2155",2009-04-28,"176.82"
"2156",2009-04-29,"177.72"
"2157",2009-04-30,"176.88"
"2158",2009-05-01,"176.41"
"2159",2009-05-04,"177.04"
"2160",2009-05-05,"177.53"
"2161",2009-05-06,"177.25"
"2162",2009-05-07,"177.19"
"2163",2009-05-08,"177.41"
"2164",2009-05-11,"179.19"
"2165",2009-05-12,"179.79"
"2166",2009-05-13,"180.04"
"2167",2009-05-14,"180.23"
"2168",2009-05-15,"180.45"
"2169",2009-05-18,"179.88"
"2170",2009-05-19,"180.12"
"2171",2009-05-20,"181.58"
"2172",2009-05-21,"181.75"
"2173",2009-05-22,"182.48"
"2174",2009-05-25,"182.30"
"2175",2009-05-26,"182.16"
"2176",2009-05-27,"181.30"
"2177",2009-05-28,"180.26"
"2178",2009-05-29,"182.70"
"2179",2009-06-01,"181.76"
"2180",2009-06-02,"182.88"
"2181",2009-06-03,"182.82"
"2182",2009-06-04,"181.72"
"2183",2009-06-05,"179.14"
"2184",2009-06-08,"178.02"
"2185",2009-06-09,"179.80"
"2186",2009-06-10,"179.22"
"2187",2009-06-11,"179.70"
"2188",2009-06-12,"179.47"
"2189",2009-06-15,"179.15"
"2190",2009-06-16,"180.38"
"2191",2009-06-17,"180.96"
"2192",2009-06-18,"180.73"
"2193",2009-06-19,"180.78"
"2194",2009-06-22,"181.21"
"2195",2009-06-23,"182.27"
"2196",2009-06-24,"182.71"
"2197",2009-06-25,"181.72"
"2198",2009-06-26,"183.56"
"2199",2009-06-29,"183.53"
"2200",2009-06-30,"182.93"
"2201",2009-07-01,"183.36"
"2202",2009-07-02,"183.47"
"2203",2009-07-03,"183.42"
"2204",2009-07-06,"183.89"
"2205",2009-07-07,"184.06"
"2206",2009-07-08,"184.44"
"2207",2009-07-09,"185.33"
"2208",2009-07-10,"185.82"
"2209",2009-07-13,"185.51"
"2210",2009-07-14,"185.04"
"2211",2009-07-15,"184.99"
"2212",2009-07-16,"185.46"
"2213",2009-07-17,"184.90"
"2214",2009-07-20,"185.50"
"2215",2009-07-21,"186.38"
"2216",2009-07-22,"186.04"
"2217",2009-07-23,"185.15"
"2218",2009-07-24,"185.02"
"2219",2009-07-27,"184.83"
"2220",2009-07-28,"185.40"
"2221",2009-07-29,"184.53"
"2222",2009-07-30,"184.42"
"2223",2009-07-31,"186.11"
"2224",2009-08-03,"187.11"
"2225",2009-08-04,"186.81"
"2226",2009-08-05,"186.96"
"2227",2009-08-06,"186.47"
"2228",2009-08-07,"183.99"
"2229",2009-08-10,"183.99"
"2230",2009-08-11,"184.74"
"2231",2009-08-12,"185.07"
"2232",2009-08-13,"186.36"
"2233",2009-08-14,"187.13"
"2234",2009-08-17,"186.56"
"2235",2009-08-18,"186.63"
"2236",2009-08-19,"188.03"
"2237",2009-08-20,"187.85"
"2238",2009-08-21,"187.86"
"2239",2009-08-24,"187.87"
"2240",2009-08-25,"188.51"
"2241",2009-08-26,"187.99"
"2242",2009-08-27,"188.37"
"2243",2009-08-28,"189.27"
"2244",2009-08-31,"189.68"
"2245",2009-09-01,"189.21"
"2246",2009-09-02,"189.44"
"2247",2009-09-03,"189.41"
"2248",2009-09-04,"189.00"
"2249",2009-09-07,"189.35"
"2250",2009-09-08,"190.93"
"2251",2009-09-09,"191.32"
"2252",2009-09-10,"191.78"
"2253",2009-09-11,"193.33"
"2254",2009-09-14,"193.07"
"2255",2009-09-15,"192.30"
"2256",2009-09-16,"192.84"
"2257",2009-09-17,"193.12"
"2258",2009-09-18,"192.49"
"2259",2009-09-21,"191.42"
"2260",2009-09-22,"193.01"
"2261",2009-09-23,"193.06"
"2262",2009-09-24,"193.00"
"2263",2009-09-25,"193.94"
"2264",2009-09-28,"194.08"
"2265",2009-09-29,"193.25"
"2266",2009-09-30,"194.14"
"2267",2009-10-01,"194.09"
"2268",2009-10-02,"194.71"
"2269",2009-10-05,"194.81"
"2270",2009-10-06,"195.98"
"2271",2009-10-07,"195.63"
"2272",2009-10-08,"196.56"
"2273",2009-10-09,"195.01"
"2274",2009-10-12,"195.14"
"2275",2009-10-13,"195.43"
"2276",2009-10-14,"195.64"
"2277",2009-10-15,"194.98"
"2278",2009-10-16,"194.36"
"2279",2009-10-19,"195.04"
"2280",2009-10-20,"195.32"
"2281",2009-10-21,"194.93"
"2282",2009-10-22,"194.57"
"2283",2009-10-23,"194.00"
"2284",2009-10-26,"193.37"
"2285",2009-10-27,"193.23"
"2286",2009-10-28,"193.63"
"2287",2009-10-29,"193.50"
"2288",2009-10-30,"194.27"
"2289",2009-11-02,"194.54"
"2290",2009-11-03,"193.75"
"2291",2009-11-04,"193.96"
"2292",2009-11-05,"194.22"
"2293",2009-11-06,"194.72"
"2294",2009-11-09,"195.84"
"2295",2009-11-10,"195.93"
"2296",2009-11-11,"196.12"
"2297",2009-11-12,"195.27"
"2298",2009-11-13,"195.94"
"2299",2009-11-16,"197.16"
"2300",2009-11-17,"196.85"
"2301",2009-11-18,"197.50"
"2302",2009-11-19,"197.15"
"2303",2009-11-20,"196.78"
"2304",2009-11-23,"197.58"
"2305",2009-11-24,"197.92"
"2306",2009-11-25,"199.11"
"2307",2009-11-26,"199.62"
"2308",2009-11-27,"199.63"
"2309",2009-11-30,"200.44"
"2310",2009-12-01,"200.89"
"2311",2009-12-02,"200.26"
"2312",2009-12-03,"199.32"
"2313",2009-12-04,"196.61"
"2314",2009-12-07,"196.66"
"2315",2009-12-08,"197.06"
"2316",2009-12-09,"197.26"
"2317",2009-12-10,"196.53"
"2318",2009-12-11,"194.96"
"2319",2009-12-14,"196.00"
"2320",2009-12-15,"194.38"
"2321",2009-12-16,"194.98"
"2322",2009-12-17,"193.63"
"2323",2009-12-18,"192.92"
"2324",2009-12-21,"192.52"
"2325",2009-12-22,"191.10"
"2326",2009-12-23,"191.68"
"2327",2009-12-24,"191.44"
"2328",2009-12-25,"191.44"
"2329",2009-12-28,"191.60"
"2330",2009-12-29,"191.41"
"2331",2009-12-30,"190.42"
"2332",2009-12-31,"190.48"
"2333",2010-01-04,"191.61"
"2334",2010-01-05,"192.12"
"2335",2010-01-06,"191.04"
"2336",2010-01-07,"190.42"
"2337",2010-01-08,"190.71"
"2338",2010-01-11,"192.80"
"2339",2010-01-12,"193.70"
"2340",2010-01-13,"193.21"
"2341",2010-01-14,"193.30"
"2342",2010-01-15,"193.22"
"2343",2010-01-18,"193.49"
"2344",2010-01-19,"192.55"
"2345",2010-01-20,"191.61"
"2346",2010-01-21,"191.44"
"2347",2010-01-22,"192.42"
"2348",2010-01-25,"192.64"
"2349",2010-01-26,"192.66"
"2350",2010-01-27,"192.50"
"2351",2010-01-28,"191.54"
"2352",2010-01-29,"190.99"
"2353",2010-02-01,"190.83"
"2354",2010-02-02,"191.40"
"2355",2010-02-03,"190.57"
"2356",2010-02-04,"190.37"
"2357",2010-02-05,"190.64"
"2358",2010-02-08,"190.71"
"2359",2010-02-09,"190.84"
"2360",2010-02-10,"190.36"
"2361",2010-02-11,"189.94"
"2362",2010-02-12,"189.97"
"2363",2010-02-15,"189.88"
"2364",2010-02-16,"190.35"
"2365",2010-02-17,"189.73"
"2366",2010-02-18,"189.19"
"2367",2010-02-19,"187.64"
"2368",2010-02-22,"188.76"
"2369",2010-02-23,"189.75"
"2370",2010-02-24,"190.22"
"2371",2010-02-25,"190.47"
"2372",2010-02-26,"191.48"
"2373",2010-03-01,"190.11"
"2374",2010-03-02,"190.88"
"2375",2010-03-03,"191.93"
"2376",2010-03-04,"191.34"
"2377",2010-03-05,"190.21"
"2378",2010-03-08,"190.48"
"2379",2010-03-09,"190.64"
"2380",2010-03-10,"190.41"
"2381",2010-03-11,"190.37"
"2382",2010-03-12,"190.89"
"2383",2010-03-15,"190.52"
"2384",2010-03-16,"191.45"
"2385",2010-03-17,"191.59"
"2386",2010-03-18,"190.64"
"2387",2010-03-19,"190.03"
"2388",2010-03-22,"190.55"
"2389",2010-03-23,"190.57"
"2390",2010-03-24,"188.13"
"2391",2010-03-25,"187.34"
"2392",2010-03-26,"187.73"
"2393",2010-03-29,"188.22"
"2394",2010-03-30,"187.92"
"2395",2010-03-31,"188.52"
"2396",2010-04-01,"188.58"
"2397",2010-04-02,"188.43"
"2398",2010-04-05,"187.89"
"2399",2010-04-06,"187.19"
"2400",2010-04-07,"187.41"
"2401",2010-04-08,"187.89"
"2402",2010-04-09,"188.13"
"2403",2010-04-12,"189.16"
"2404",2010-04-13,"189.16"
"2405",2010-04-14,"189.38"
"2406",2010-04-15,"189.38"
"2407",2010-04-16,"189.83"
"2408",2010-04-19,"189.48"
"2409",2010-04-20,"188.91"
"2410",2010-04-21,"188.68"
"2411",2010-04-22,"188.14"
"2412",2010-04-23,"187.55"
"2413",2010-04-26,"187.47"
"2414",2010-04-27,"187.94"
"2415",2010-04-28,"186.76"
"2416",2010-04-29,"187.33"
"2417",2010-04-30,"188.07"
"2418",2010-05-03,"187.01"
"2419",2010-05-04,"186.45"
"2420",2010-05-05,"185.75"
"2421",2010-05-06,"185.47"
"2422",2010-05-07,"185.93"
"2423",2010-05-10,"186.60"
"2424",2010-05-11,"186.18"
"2425",2010-05-12,"186.01"
"2426",2010-05-13,"185.79"
"2427",2010-05-14,"185.71"
"2428",2010-05-17,"184.76"
"2429",2010-05-18,"185.26"
"2430",2010-05-19,"185.63"
"2431",2010-05-20,"186.97"
"2432",2010-05-21,"188.27"
"2433",2010-05-24,"186.93"
"2434",2010-05-25,"186.82"
"2435",2010-05-26,"186.09"
"2436",2010-05-27,"185.72"
"2437",2010-05-28,"186.23"
"2438",2010-05-31,"185.94"
"2439",2010-06-01,"185.92"
"2440",2010-06-02,"184.61"
"2441",2010-06-03,"184.41"
"2442",2010-06-04,"184.33"
"2443",2010-06-07,"183.76"
"2444",2010-06-08,"184.29"
"2445",2010-06-09,"184.86"
"2446",2010-06-10,"185.14"
"2447",2010-06-11,"185.15"
"2448",2010-06-14,"185.81"
"2449",2010-06-15,"186.13"
"2450",2010-06-16,"186.08"
"2451",2010-06-17,"186.89"
"2452",2010-06-18,"187.10"
"2453",2010-06-21,"187.04"
"2454",2010-06-22,"187.15"
"2455",2010-06-23,"187.36"
"2456",2010-06-24,"188.47"
"2457",2010-06-25,"188.27"
"2458",2010-06-28,"188.83"
"2459",2010-06-29,"188.73"
"2460",2010-06-30,"189.20"
"2461",2010-07-01,"191.44"
"2462",2010-07-02,"191.66"
"2463",2010-07-05,"191.40"
"2464",2010-07-06,"192.29"
"2465",2010-07-07,"192.09"
"2466",2010-07-08,"191.44"
"2467",2010-07-09,"191.21"
"2468",2010-07-12,"191.16"
"2469",2010-07-13,"191.68"
