"","Date","LF98TRUU.Index"
"3818",2013-06-14,"1514.31"
"3819",2013-06-17,"1517.87"
"3820",2013-06-18,"1518.17"
"3821",2013-06-19,"1517.77"
"3822",2013-06-20,"1497.99"
"3823",2013-06-21,"1494.68"
"3824",2013-06-24,"1478.85"
"3825",2013-06-25,"1476.83"
"3826",2013-06-26,"1482.41"
"3827",2013-06-27,"1489.69"
"3828",2013-06-28,"1493.40"
"3829",2013-07-01,"1495.54"
"3830",2013-07-02,"1497.05"
"3831",2013-07-03,"1495.97"
"3832",2013-07-05,"1492.74"
"3833",2013-07-08,"1491.96"
"3834",2013-07-09,"1496.23"
"3835",2013-07-10,"1498.57"
"3836",2013-07-11,"1507.78"
"3837",2013-07-12,"1511.84"
"3838",2013-07-15,"1515.70"
"3839",2013-07-16,"1519.74"
"3840",2013-07-17,"1523.76"
"3841",2013-07-18,"1529.12"
"3842",2013-07-19,"1531.55"
"3843",2013-07-22,"1533.86"
"3844",2013-07-23,"1534.69"
"3845",2013-07-24,"1529.57"
"3846",2013-07-25,"1523.62"
"3847",2013-07-26,"1522.58"
"3848",2013-07-29,"1523.06"
"3849",2013-07-30,"1523.57"
"3850",2013-07-31,"1521.71"
"3851",2013-08-01,"1521.30"
"3852",2013-08-02,"1519.68"
"3853",2013-08-05,"1519.69"
"3854",2013-08-06,"1518.26"
"3855",2013-08-07,"1516.64"
"3856",2013-08-08,"1517.85"
"3857",2013-08-09,"1518.16"
"3858",2013-08-12,"1518.64"
"3859",2013-08-13,"1517.65"
"3860",2013-08-14,"1517.75"
"3861",2013-08-15,"1513.86"
"3862",2013-08-16,"1513.29"
"3863",2013-08-19,"1510.92"
"3864",2013-08-20,"1508.95"
"3865",2013-08-21,"1507.89"
"3866",2013-08-22,"1506.62"
"3867",2013-08-23,"1508.07"
"3868",2013-08-26,"1509.89"
"3869",2013-08-27,"1509.93"
"3870",2013-08-28,"1509.78"
"3871",2013-08-29,"1511.06"
"3872",2013-08-30,"1512.46"
"3873",2013-09-03,"1514.49"
"3874",2013-09-04,"1513.83"
"3875",2013-09-05,"1511.43"
"3876",2013-09-06,"1512.16"
"3877",2013-09-09,"1514.12"
"3878",2013-09-10,"1514.37"
"3879",2013-09-11,"1515.64"
"3880",2013-09-12,"1517.93"
"3881",2013-09-13,"1518.81"
"3882",2013-09-16,"1523.71"
"3883",2013-09-17,"1524.01"
"3884",2013-09-18,"1526.53"
"3885",2013-09-19,"1533.97"
"3886",2013-09-20,"1534.05"
"3887",2013-09-23,"1532.97"
"3888",2013-09-24,"1532.73"
"3889",2013-09-25,"1531.72"
"3890",2013-09-26,"1531.42"
"3891",2013-09-27,"1529.74"
"3892",2013-09-30,"1527.48"
"3893",2013-10-01,"1528.81"
"3894",2013-10-02,"1530.16"
"3895",2013-10-03,"1532.47"
"3896",2013-10-04,"1534.09"
"3897",2013-10-07,"1535.42"
"3898",2013-10-08,"1535.96"
"3899",2013-10-09,"1535.80"
"3900",2013-10-10,"1538.08"
"3901",2013-10-11,"1539.23"
"3902",2013-10-15,"1541.68"
"3903",2013-10-16,"1543.99"
"3904",2013-10-17,"1548.96"
"3905",2013-10-18,"1553.26"
"3906",2013-10-21,"1556.29"
"3907",2013-10-22,"1558.59"
"3908",2013-10-23,"1559.53"
"3909",2013-10-24,"1561.25"
"3910",2013-10-25,"1561.66"
"3911",2013-10-28,"1563.25"
"3912",2013-10-29,"1563.87"
"3913",2013-10-30,"1565.33"
"3914",2013-10-31,"1565.75"
"3915",2013-11-01,"1565.79"
"3916",2013-11-04,"1565.90"
"3917",2013-11-05,"1564.44"
"3918",2013-11-06,"1564.76"
"3919",2013-11-07,"1566.34"
"3920",2013-11-08,"1561.04"
"3921",2013-11-12,"1560.35"
"3922",2013-11-13,"1559.02"
"3923",2013-11-14,"1561.75"
"3924",2013-11-15,"1563.24"
"3925",2013-11-18,"1566.23"
"3926",2013-11-19,"1566.96"
"3927",2013-11-20,"1567.43"
"3928",2013-11-21,"1566.03"
"3929",2013-11-22,"1567.75"
"3930",2013-11-25,"1570.47"
"3931",2013-11-26,"1571.76"
"3932",2013-11-27,"1572.84"
"3933",2013-11-29,"1573.70"
"3934",2013-12-02,"1574.06"
"3935",2013-12-03,"1574.24"
"3936",2013-12-04,"1573.14"
"3937",2013-12-05,"1573.13"
"3938",2013-12-06,"1573.84"
"3939",2013-12-09,"1575.87"
"3940",2013-12-10,"1577.13"
"3941",2013-12-11,"1577.52"
"3942",2013-12-12,"1576.35"
"3943",2013-12-13,"1575.78"
"3944",2013-12-16,"1576.84"
"3945",2013-12-17,"1576.51"
"3946",2013-12-18,"1576.46"
"3947",2013-12-19,"1577.44"
"3948",2013-12-20,"1578.28"
"3949",2013-12-23,"1579.56"
"3950",2013-12-24,"1579.72"
"3951",2013-12-26,"1580.08"
"3952",2013-12-27,"1580.16"
"3953",2013-12-30,"1581.46"
"3954",2013-12-31,"1582.19"
"3955",2014-01-02,"1583.97"
"3956",2014-01-03,"1584.77"
"3957",2014-01-06,"1587.23"
"3958",2014-01-07,"1589.90"
"3959",2014-01-08,"1590.33"
"3960",2014-01-09,"1590.78"
"3961",2014-01-10,"1592.59"
"3962",2014-01-13,"1594.21"
"3963",2014-01-14,"1594.69"
"3964",2014-01-15,"1596.32"
"3965",2014-01-16,"1597.52"
"3966",2014-01-17,"1598.49"
"3967",2014-01-21,"1599.93"
"3968",2014-01-22,"1600.32"
"3969",2014-01-23,"1599.19"
"3970",2014-01-24,"1593.95"
"3971",2014-01-27,"1592.69"
"3972",2014-01-28,"1593.36"
"3973",2014-01-29,"1592.78"
"3974",2014-01-30,"1593.99"
"3975",2014-01-31,"1593.29"
"3976",2014-02-03,"1593.13"
"3977",2014-02-04,"1591.31"
"3978",2014-02-05,"1591.82"
"3979",2014-02-06,"1594.31"
"3980",2014-02-07,"1597.09"
"3981",2014-02-10,"1599.45"
"3982",2014-02-11,"1602.32"
"3983",2014-02-12,"1604.30"
"3984",2014-02-13,"1604.71"
"3985",2014-02-14,"1605.87"
"3986",2014-02-18,"1609.22"
"3987",2014-02-19,"1611.49"
"3988",2014-02-20,"1612.49"
"3989",2014-02-21,"1614.38"
"3990",2014-02-24,"1617.02"
"3991",2014-02-25,"1619.56"
"3992",2014-02-26,"1621.37"
"3993",2014-02-27,"1623.29"
"3994",2014-02-28,"1625.52"
"3995",2014-03-03,"1624.89"
"3996",2014-03-04,"1625.95"
"3997",2014-03-05,"1626.19"
"3998",2014-03-06,"1625.24"
"3999",2014-03-07,"1622.16"
"4000",2014-03-10,"1621.75"
"4001",2014-03-11,"1622.23"
"4002",2014-03-12,"1621.21"
"4003",2014-03-13,"1621.78"
"4004",2014-03-14,"1619.69"
"4005",2014-03-17,"1621.28"
"4006",2014-03-18,"1623.55"
"4007",2014-03-19,"1624.93"
"4008",2014-03-20,"1622.37"
"4009",2014-03-21,"1624.08"
"4010",2014-03-24,"1625.31"
"4011",2014-03-25,"1625.95"
"4012",2014-03-26,"1627.37"
"4013",2014-03-27,"1627.13"
"4014",2014-03-28,"1627.74"
"4015",2014-03-31,"1629.36"
"4016",2014-04-01,"1630.48"
"4017",2014-04-02,"1630.85"
"4018",2014-04-03,"1631.45"
"4019",2014-04-04,"1633.16"
"4020",2014-04-07,"1633.15"
"4021",2014-04-08,"1633.13"
"4022",2014-04-09,"1633.92"
"4023",2014-04-10,"1635.32"
"4024",2014-04-11,"1633.21"
"4025",2014-04-14,"1634.44"
"4026",2014-04-15,"1634.58"
"4027",2014-04-16,"1634.83"
"4028",2014-04-17,"1634.55"
"4029",2014-04-21,"1635.48"
"4030",2014-04-22,"1636.02"
"4031",2014-04-23,"1636.53"
"4032",2014-04-24,"1637.39"
"4033",2014-04-25,"1637.23"
"4034",2014-04-28,"1637.85"
"4035",2014-04-29,"1638.40"
"4036",2014-04-30,"1639.68"
"4037",2014-05-01,"1640.33"
"4038",2014-05-02,"1641.00"
"4039",2014-05-05,"1641.66"
"4040",2014-05-06,"1642.52"
"4041",2014-05-07,"1643.39"
"4042",2014-05-08,"1644.79"
"4043",2014-05-09,"1645.19"
"4044",2014-05-12,"1646.86"
"4045",2014-05-13,"1648.15"
"4046",2014-05-14,"1649.33"
"4047",2014-05-15,"1648.56"
"4048",2014-05-16,"1648.68"
"4049",2014-05-19,"1649.72"
"4050",2014-05-20,"1650.43"
"4051",2014-05-21,"1649.88"
"4052",2014-05-22,"1649.52"
"4053",2014-05-23,"1649.49"
"4054",2014-05-27,"1651.32"
"4055",2014-05-28,"1652.38"
"4056",2014-05-29,"1653.31"
"4057",2014-05-30,"1654.76"
"4058",2014-06-02,"1655.72"
"4059",2014-06-03,"1655.25"
"4060",2014-06-04,"1655.34"
"4061",2014-06-05,"1656.65"
"4062",2014-06-06,"1659.02"
"4063",2014-06-09,"1660.99"
"4064",2014-06-10,"1662.08"
"4065",2014-06-11,"1662.17"
"4066",2014-06-12,"1662.64"
"4067",2014-06-13,"1662.93"
"4068",2014-06-16,"1664.16"
"4069",2014-06-17,"1664.71"
"4070",2014-06-18,"1664.99"
"4071",2014-06-19,"1667.28"
"4072",2014-06-20,"1668.70"
"4073",2014-06-23,"1669.85"
"4074",2014-06-24,"1669.94"
"4075",2014-06-25,"1668.69"
"4076",2014-06-26,"1668.51"
"4077",2014-06-27,"1668.40"
"4078",2014-06-30,"1668.59"
"4079",2014-07-01,"1669.07"
"4080",2014-07-02,"1669.10"
"4081",2014-07-03,"1669.13"
"4082",2014-07-07,"1670.25"
"4083",2014-07-08,"1669.85"
"4084",2014-07-09,"1669.43"
"4085",2014-07-10,"1666.03"
"4086",2014-07-11,"1666.46"
"4087",2014-07-14,"1667.45"
"4088",2014-07-15,"1665.54"
"4089",2014-07-16,"1663.98"
"4090",2014-07-17,"1660.88"
"4091",2014-07-18,"1658.14"
"4092",2014-07-21,"1657.48"
"4093",2014-07-22,"1659.24"
"4094",2014-07-23,"1661.03"
"4095",2014-07-24,"1661.73"
"4096",2014-07-25,"1661.09"
"4097",2014-07-28,"1660.97"
"4098",2014-07-29,"1659.30"
"4099",2014-07-30,"1656.51"
"4100",2014-07-31,"1646.34"
"4101",2014-08-01,"1637.54"
"4102",2014-08-04,"1639.43"
"4103",2014-08-05,"1643.95"
"4104",2014-08-06,"1642.40"
"4105",2014-08-07,"1645.64"
"4106",2014-08-08,"1645.35"
"4107",2014-08-11,"1650.56"
"4108",2014-08-12,"1653.30"
"4109",2014-08-13,"1657.91"
"4110",2014-08-14,"1661.35"
"4111",2014-08-15,"1663.07"
"4112",2014-08-18,"1665.79"
"4113",2014-08-19,"1667.76"
"4114",2014-08-20,"1668.77"
"4115",2014-08-21,"1669.49"
"4116",2014-08-22,"1669.61"
"4117",2014-08-25,"1670.78"
"4118",2014-08-26,"1671.32"
"4119",2014-08-27,"1671.67"
"4120",2014-08-28,"1671.96"
"4121",2014-08-29,"1672.43"
"4122",2014-09-02,"1672.17"
"4123",2014-09-03,"1670.91"
"4124",2014-09-04,"1668.51"
"4125",2014-09-05,"1664.90"
"4126",2014-09-08,"1665.26"
"4127",2014-09-09,"1662.76"
"4128",2014-09-10,"1657.64"
"4129",2014-09-11,"1655.34"
"4130",2014-09-12,"1654.51"
"4131",2014-09-15,"1653.87"
"4132",2014-09-16,"1652.13"
"4133",2014-09-17,"1653.80"
"4134",2014-09-18,"1656.58"
"4135",2014-09-19,"1657.90"
"4136",2014-09-22,"1656.79"
"4137",2014-09-23,"1652.46"
"4138",2014-09-24,"1648.28"
"4139",2014-09-25,"1641.77"
"4140",2014-09-26,"1635.19"
"4141",2014-09-29,"1631.02"
"4142",2014-09-30,"1637.42"
"4143",2014-10-01,"1640.17"
"4144",2014-10-02,"1640.71"
"4145",2014-10-03,"1646.47"
"4146",2014-10-06,"1651.27"
"4147",2014-10-07,"1648.60"
"4148",2014-10-08,"1644.51"
"4149",2014-10-09,"1641.42"
"4150",2014-10-10,"1633.62"
"4151",2014-10-14,"1629.02"
"4152",2014-10-15,"1619.99"
"4153",2014-10-16,"1622.42"
"4154",2014-10-17,"1639.95"
"4155",2014-10-20,"1641.94"
"4156",2014-10-21,"1652.12"
"4157",2014-10-22,"1654.05"
"4158",2014-10-23,"1655.29"
"4159",2014-10-24,"1655.52"
"4160",2014-10-27,"1654.92"
"4161",2014-10-28,"1655.33"
"4162",2014-10-29,"1655.66"
"4163",2014-10-30,"1655.05"
"4164",2014-10-31,"1656.88"
"4165",2014-11-03,"1657.35"
"4166",2014-11-04,"1653.28"
"4167",2014-11-05,"1654.73"
"4168",2014-11-06,"1654.39"
"4169",2014-11-07,"1654.57"
"4170",2014-11-10,"1655.00"
"4171",2014-11-12,"1654.97"
"4172",2014-11-13,"1653.57"
"4173",2014-11-14,"1649.97"
"4174",2014-11-17,"1647.48"
"4175",2014-11-18,"1643.95"
"4176",2014-11-19,"1639.97"
"4177",2014-11-20,"1638.38"
"4178",2014-11-21,"1643.90"
"4179",2014-11-24,"1645.59"
"4180",2014-11-25,"1646.98"
"4181",2014-11-26,"1647.71"
"4182",2014-11-28,"1644.82"
"4183",2014-12-01,"1633.59"
"4184",2014-12-02,"1629.95"
"4185",2014-12-03,"1630.31"
"4186",2014-12-04,"1630.57"
"4187",2014-12-05,"1628.87"
"4188",2014-12-08,"1624.67"
"4189",2014-12-09,"1614.73"
"4190",2014-12-10,"1608.36"
"4191",2014-12-11,"1604.31"
"4192",2014-12-12,"1594.47"
"4193",2014-12-15,"1586.91"
"4194",2014-12-16,"1577.36"
"4195",2014-12-17,"1587.35"
"4196",2014-12-18,"1606.59"
"4197",2014-12-19,"1611.69"
"4198",2014-12-22,"1615.97"
"4199",2014-12-23,"1618.18"
"4200",2014-12-24,"1618.81"
"4201",2014-12-26,"1619.39"
"4202",2014-12-29,"1620.91"
"4203",2014-12-30,"1620.99"
"4204",2014-12-31,"1621.00"
"4205",2015-01-02,"1621.36"
"4206",2015-01-05,"1616.78"
"4207",2015-01-06,"1611.06"
"4208",2015-01-07,"1615.91"
"4209",2015-01-08,"1622.66"
"4210",2015-01-09,"1624.72"
"4211",2015-01-12,"1624.00"
"4212",2015-01-13,"1624.02"
"4213",2015-01-14,"1619.55"
"4214",2015-01-15,"1621.07"
"4215",2015-01-16,"1619.67"
"4216",2015-01-20,"1621.05"
"4217",2015-01-21,"1620.96"
"4218",2015-01-22,"1624.00"
"4219",2015-01-23,"1626.12"
"4220",2015-01-26,"1627.89"
"4221",2015-01-27,"1627.87"
"4222",2015-01-28,"1631.30"
"4223",2015-01-29,"1631.45"
"4224",2015-01-30,"1631.71"
"4225",2015-02-02,"1632.30"
"4226",2015-02-03,"1637.31"
"4227",2015-02-04,"1639.46"
"4228",2015-02-05,"1643.16"
"4229",2015-02-06,"1647.69"
"4230",2015-02-09,"1647.85"
"4231",2015-02-10,"1648.48"
"4232",2015-02-11,"1648.47"
"4233",2015-02-12,"1650.26"
"4234",2015-02-13,"1651.66"
"4235",2015-02-17,"1653.97"
"4236",2015-02-18,"1656.15"
"4237",2015-02-19,"1656.46"
"4238",2015-02-20,"1658.01"
"4239",2015-02-23,"1659.98"
"4240",2015-02-24,"1663.00"
"4241",2015-02-25,"1665.64"
"4242",2015-02-26,"1669.15"
"4243",2015-02-27,"1671.04"
"4244",2015-03-02,"1671.73"
"4245",2015-03-03,"1669.97"
"4246",2015-03-04,"1667.19"
"4247",2015-03-05,"1667.50"
"4248",2015-03-06,"1663.36"
"4249",2015-03-09,"1661.57"
"4250",2015-03-10,"1655.66"
"4251",2015-03-11,"1657.57"
"4252",2015-03-12,"1658.86"
"4253",2015-03-13,"1653.93"
"4254",2015-03-16,"1651.99"
"4255",2015-03-17,"1648.19"
"4256",2015-03-18,"1647.87"
"4257",2015-03-19,"1652.87"
"4258",2015-03-20,"1654.64"
"4259",2015-03-23,"1656.15"
"4260",2015-03-24,"1658.00"
"4261",2015-03-25,"1659.62"
"4262",2015-03-26,"1658.09"
"4263",2015-03-27,"1659.25"
"4264",2015-03-30,"1661.34"
"4265",2015-03-31,"1661.89"
"4266",2015-04-01,"1662.27"
"4267",2015-04-02,"1663.36"
"4268",2015-04-03,"1663.37"
"4269",2015-04-06,"1666.82"
"4270",2015-04-07,"1671.25"
"4271",2015-04-08,"1674.44"
"4272",2015-04-09,"1674.56"
"4273",2015-04-10,"1675.97"
"4274",2015-04-13,"1677.94"
"4275",2015-04-14,"1677.72"
"4276",2015-04-15,"1680.71"
"4277",2015-04-16,"1681.41"
"4278",2015-04-17,"1679.81"
"4279",2015-04-20,"1681.61"
"4280",2015-04-21,"1682.65"
"4281",2015-04-22,"1682.26"
"4282",2015-04-23,"1682.44"
"4283",2015-04-24,"1683.94"
"4284",2015-04-27,"1684.73"
"4285",2015-04-28,"1684.23"
"4286",2015-04-29,"1681.88"
"4287",2015-04-30,"1681.95"
"4288",2015-05-01,"1682.26"
"4289",2015-05-04,"1683.98"
"4290",2015-05-05,"1683.73"
"4291",2015-05-06,"1680.90"
"4292",2015-05-07,"1679.53"
"4293",2015-05-08,"1683.68"
"4294",2015-05-11,"1683.86"
"4295",2015-05-12,"1678.54"
"4296",2015-05-13,"1681.48"
"4297",2015-05-14,"1682.25"
"4298",2015-05-15,"1684.36"
"4299",2015-05-18,"1684.02"
"4300",2015-05-19,"1683.01"
"4301",2015-05-20,"1681.99"
"4302",2015-05-21,"1684.08"
"4303",2015-05-22,"1684.18"
"4304",2015-05-26,"1685.26"
"4305",2015-05-27,"1686.03"
"4306",2015-05-28,"1686.15"
"4307",2015-05-29,"1687.05"
"4308",2015-06-01,"1686.54"
"4309",2015-06-02,"1685.04"
"4310",2015-06-03,"1682.52"
"4311",2015-06-04,"1679.45"
"4312",2015-06-05,"1674.41"
"4313",2015-06-08,"1673.39"
"4314",2015-06-09,"1669.24"
"4315",2015-06-10,"1670.08"
"4316",2015-06-11,"1672.87"
"4317",2015-06-12,"1671.37"
"4318",2015-06-15,"1667.71"
"4319",2015-06-16,"1665.98"
"4320",2015-06-17,"1668.22"
"4321",2015-06-18,"1670.11"
"4322",2015-06-19,"1672.59"
"4323",2015-06-22,"1674.95"
"4324",2015-06-23,"1674.08"
"4325",2015-06-24,"1673.13"
"4326",2015-06-25,"1671.69"
"4327",2015-06-26,"1668.65"
"4328",2015-06-29,"1661.29"
"4329",2015-06-30,"1661.94"
"4330",2015-07-01,"1665.46"
"4331",2015-07-02,"1666.16"
"4332",2015-07-06,"1662.15"
"4333",2015-07-07,"1659.00"
"4334",2015-07-08,"1656.83"
"4335",2015-07-09,"1658.33"
"4336",2015-07-10,"1660.33"
"4337",2015-07-13,"1662.84"
"4338",2015-07-14,"1663.59"
"4339",2015-07-15,"1665.50"
"4340",2015-07-16,"1665.47"
"4341",2015-07-17,"1661.46"
"4342",2015-07-20,"1659.38"
"4343",2015-07-21,"1654.78"
"4344",2015-07-22,"1648.08"
"4345",2015-07-23,"1646.99"
"4346",2015-07-24,"1644.83"
"4347",2015-07-27,"1638.64"
"4348",2015-07-28,"1640.86"
"4349",2015-07-29,"1647.50"
"4350",2015-07-30,"1651.94"
"4351",2015-07-31,"1652.26"
"4352",2015-08-03,"1650.69"
"4353",2015-08-04,"1649.93"
"4354",2015-08-05,"1649.65"
"4355",2015-08-06,"1644.59"
"4356",2015-08-07,"1638.96"
"4357",2015-08-10,"1638.44"
"4358",2015-08-11,"1631.92"
"4359",2015-08-12,"1626.26"
"4360",2015-08-13,"1629.81"
"4361",2015-08-14,"1629.55"
"4362",2015-08-17,"1629.56"
"4363",2015-08-18,"1628.41"
"4364",2015-08-19,"1625.05"
"4365",2015-08-20,"1621.66"
"4366",2015-08-21,"1616.85"
"4367",2015-08-24,"1603.68"
"4368",2015-08-25,"1612.17"
"4369",2015-08-26,"1610.95"
"4370",2015-08-27,"1618.65"
"4371",2015-08-28,"1621.63"
"4372",2015-08-31,"1623.48"
"4373",2015-09-01,"1621.58"
"4374",2015-09-02,"1622.88"
"4375",2015-09-03,"1626.75"
"4376",2015-09-04,"1626.00"
"4377",2015-09-08,"1630.47"
"4378",2015-09-09,"1634.40"
"4379",2015-09-10,"1633.67"
"4380",2015-09-11,"1633.43"
"4381",2015-09-14,"1633.04"
"4382",2015-09-15,"1631.95"
"4383",2015-09-16,"1627.47"
"4384",2015-09-17,"1626.71"
"4385",2015-09-18,"1624.44"
"4386",2015-09-21,"1623.17"
"4387",2015-09-22,"1613.78"
"4388",2015-09-23,"1612.95"
"4389",2015-09-24,"1603.82"
"4390",2015-09-25,"1600.94"
"4391",2015-09-28,"1584.32"
"4392",2015-09-29,"1578.76"
"4393",2015-09-30,"1581.23"
"4394",2015-10-01,"1577.98"
"4395",2015-10-02,"1572.49"
"4396",2015-10-05,"1583.87"
"4397",2015-10-06,"1591.71"
"4398",2015-10-07,"1603.94"
"4399",2015-10-08,"1606.34"
"4400",2015-10-09,"1615.24"
"4401",2015-10-13,"1613.25"
"4402",2015-10-14,"1612.05"
"4403",2015-10-15,"1611.80"
"4404",2015-10-16,"1616.31"
"4405",2015-10-19,"1618.15"
"4406",2015-10-20,"1622.04"
"4407",2015-10-21,"1622.92"
"4408",2015-10-22,"1621.53"
"4409",2015-10-23,"1626.11"
"4410",2015-10-26,"1625.94"
"4411",2015-10-27,"1623.41"
"4412",2015-10-28,"1624.63"
"4413",2015-10-29,"1624.73"
"4414",2015-10-30,"1624.70"
"4415",2015-11-02,"1627.50"
"4416",2015-11-03,"1630.03"
"4417",2015-11-04,"1629.93"
"4418",2015-11-05,"1625.63"
"4419",2015-11-06,"1619.31"
"4420",2015-11-09,"1613.14"
"4421",2015-11-10,"1609.41"
"4422",2015-11-12,"1601.75"
"4423",2015-11-13,"1596.26"
"4424",2015-11-16,"1593.17"
"4425",2015-11-17,"1599.01"
"4426",2015-11-18,"1597.44"
"4427",2015-11-19,"1591.82"
"4428",2015-11-20,"1588.13"
"4429",2015-11-23,"1586.93"
"4430",2015-11-24,"1583.99"
"4431",2015-11-25,"1585.72"
"4432",2015-11-27,"1585.97"
"4433",2015-11-30,"1588.59"
"4434",2015-12-01,"1592.25"
"4435",2015-12-02,"1594.32"
"4436",2015-12-03,"1588.66"
"4437",2015-12-04,"1585.00"
"4438",2015-12-07,"1578.69"
"4439",2015-12-08,"1568.39"
"4440",2015-12-09,"1566.93"
"4441",2015-12-10,"1564.53"
"4442",2015-12-11,"1547.68"
"4443",2015-12-14,"1526.98"
"4444",2015-12-15,"1539.38"
"4445",2015-12-16,"1544.09"
"4446",2015-12-17,"1543.53"
"4447",2015-12-18,"1533.00"
"4448",2015-12-21,"1532.39"
"4449",2015-12-22,"1535.34"
"4450",2015-12-23,"1541.14"
"4451",2015-12-24,"1542.41"
"4452",2015-12-28,"1543.56"
"4453",2015-12-29,"1547.21"
"4454",2015-12-30,"1547.88"
"4455",2015-12-31,"1548.58"
"4456",2016-01-04,"1543.44"
"4457",2016-01-05,"1548.48"
"4458",2016-01-06,"1548.38"
"4459",2016-01-07,"1542.36"
"4460",2016-01-08,"1544.04"
"4461",2016-01-11,"1539.82"
"4462",2016-01-12,"1536.94"
"4463",2016-01-13,"1530.43"
"4464",2016-01-14,"1521.90"
"4465",2016-01-15,"1504.69"
"4466",2016-01-19,"1505.90"
"4467",2016-01-20,"1484.43"
"4468",2016-01-21,"1491.81"
"4469",2016-01-22,"1506.55"
"4470",2016-01-25,"1509.98"
"4471",2016-01-26,"1511.83"
"4472",2016-01-27,"1514.49"
"4473",2016-01-28,"1518.29"
"4474",2016-01-29,"1523.69"
"4475",2016-02-01,"1520.83"
"4476",2016-02-02,"1513.18"
"4477",2016-02-03,"1509.81"
"4478",2016-02-04,"1511.45"
"4479",2016-02-05,"1506.58"
"4480",2016-02-08,"1488.09"
"4481",2016-02-09,"1480.64"
"4482",2016-02-10,"1485.45"
"4483",2016-02-11,"1468.74"
"4484",2016-02-12,"1477.20"
"4485",2016-02-16,"1485.51"
"4486",2016-02-17,"1497.43"
"4487",2016-02-18,"1503.80"
"4488",2016-02-19,"1500.02"
"4489",2016-02-22,"1507.82"
"4490",2016-02-23,"1507.94"
"4491",2016-02-24,"1504.04"
"4492",2016-02-25,"1512.65"
"4493",2016-02-26,"1523.78"
"4494",2016-02-29,"1532.40"
"4495",2016-03-01,"1545.98"
"4496",2016-03-02,"1555.62"
"4497",2016-03-03,"1560.62"
"4498",2016-03-04,"1571.68"
"4499",2016-03-07,"1576.75"
"4500",2016-03-08,"1575.32"
"4501",2016-03-09,"1572.44"
"4502",2016-03-10,"1577.75"
"4503",2016-03-11,"1590.08"
"4504",2016-03-14,"1594.14"
"4505",2016-03-15,"1589.12"
"4506",2016-03-16,"1586.96"
"4507",2016-03-17,"1597.10"
"4508",2016-03-18,"1606.54"
"4509",2016-03-21,"1609.14"
"4510",2016-03-22,"1607.16"
"4511",2016-03-23,"1604.76"
"4512",2016-03-24,"1595.02"
"4513",2016-03-28,"1593.74"
"4514",2016-03-29,"1588.66"
"4515",2016-03-30,"1596.51"
"4516",2016-03-31,"1600.51"
"4517",2016-04-01,"1600.35"
"4518",2016-04-04,"1603.23"
"4519",2016-04-05,"1599.08"
"4520",2016-04-06,"1604.33"
"4521",2016-04-07,"1603.26"
"4522",2016-04-08,"1607.60"
"4523",2016-04-11,"1611.15"
"4524",2016-04-12,"1616.95"
"4525",2016-04-13,"1628.20"
"4526",2016-04-14,"1632.44"
"4527",2016-04-15,"1632.58"
"4528",2016-04-18,"1632.49"
"4529",2016-04-19,"1642.83"
"4530",2016-04-20,"1649.86"
"4531",2016-04-21,"1651.02"
"4532",2016-04-22,"1650.56"
"4533",2016-04-25,"1649.12"
"4534",2016-04-26,"1651.67"
"4535",2016-04-27,"1656.36"
"4536",2016-04-28,"1663.75"
"4537",2016-04-29,"1663.17"
"4538",2016-05-02,"1663.38"
"4539",2016-05-03,"1657.39"
"4540",2016-05-04,"1653.52"
"4541",2016-05-05,"1652.99"
"4542",2016-05-06,"1647.61"
"4543",2016-05-09,"1647.29"
"4544",2016-05-10,"1651.06"
"4545",2016-05-11,"1655.67"
"4546",2016-05-12,"1656.32"
"4547",2016-05-13,"1655.06"
"4548",2016-05-16,"1658.42"
"4549",2016-05-17,"1660.69"
"4550",2016-05-18,"1660.47"
"4551",2016-05-19,"1653.69"
"4552",2016-05-20,"1658.37"
"4553",2016-05-23,"1660.15"
"4554",2016-05-24,"1664.30"
"4555",2016-05-25,"1668.99"
"4556",2016-05-26,"1671.06"
"4557",2016-05-27,"1671.14"
"4558",2016-05-31,"1673.44"
"4559",2016-06-01,"1670.03"
"4560",2016-06-02,"1672.00"
"4561",2016-06-03,"1673.89"
"4562",2016-06-06,"1680.34"
"4563",2016-06-07,"1686.29"
"4564",2016-06-08,"1692.93"
"4565",2016-06-09,"1692.72"
"4566",2016-06-10,"1690.31"
"4567",2016-06-13,"1688.04"
"4568",2016-06-14,"1679.62"
"4569",2016-06-15,"1679.78"
"4570",2016-06-16,"1673.59"
"4571",2016-06-17,"1676.93"
"4572",2016-06-20,"1686.81"
"4573",2016-06-21,"1687.87"
"4574",2016-06-22,"1690.75"
"4575",2016-06-23,"1695.23"
"4576",2016-06-24,"1685.90"
"4577",2016-06-27,"1673.37"
"4578",2016-06-28,"1674.23"
"4579",2016-06-29,"1683.42"
"4580",2016-06-30,"1688.84"
"4581",2016-07-01,"1695.47"
"4582",2016-07-05,"1698.51"
"4583",2016-07-06,"1700.01"
"4584",2016-07-07,"1704.66"
"4585",2016-07-08,"1712.28"
"4586",2016-07-11,"1722.11"
"4587",2016-07-12,"1732.33"
"4588",2016-07-13,"1731.80"
"4589",2016-07-14,"1734.73"
"4590",2016-07-15,"1735.66"
"4591",2016-07-18,"1736.12"
"4592",2016-07-19,"1736.57"
"4593",2016-07-20,"1737.82"
