"","Date","LUACTRUU.Index"
"1960",1997-10-30,"930.81"
"1961",1997-10-31,"923.37"
"1962",1997-11-03,"920.24"
"1963",1997-11-04,"918.10"
"1964",1997-11-05,"918.46"
"1965",1997-11-06,"921.30"
"1966",1997-11-07,"921.30"
"1967",1997-11-10,"921.54"
"1968",1997-11-12,"923.06"
"1969",1997-11-13,"924.21"
"1970",1997-11-14,"923.65"
"1971",1997-11-17,"925.11"
"1972",1997-11-18,"925.23"
"1973",1997-11-19,"927.37"
"1974",1997-11-20,"926.27"
"1975",1997-11-21,"927.61"
"1976",1997-11-24,"925.66"
"1977",1997-11-25,"926.57"
"1978",1997-11-26,"927.85"
"1979",1997-11-28,"928.58"
"1980",1997-12-01,"929.13"
"1981",1997-12-02,"929.31"
"1982",1997-12-03,"930.55"
"1983",1997-12-04,"930.45"
"1984",1997-12-05,"927.36"
"1985",1997-12-08,"924.63"
"1986",1997-12-09,"925.34"
"1987",1997-12-10,"928.06"
"1988",1997-12-11,"932.61"
"1989",1997-12-12,"937.33"
"1990",1997-12-15,"933.90"
"1991",1997-12-16,"934.71"
"1992",1997-12-17,"933.18"
"1993",1997-12-18,"935.85"
"1994",1997-12-19,"938.18"
"1995",1997-12-22,"938.92"
"1996",1997-12-23,"938.86"
"1997",1997-12-24,"938.42"
"1998",1997-12-26,"938.58"
"1999",1997-12-29,"938.33"
"2000",1997-12-30,"935.81"
"2001",1997-12-31,"938.42"
"2002",1998-01-02,"943.80"
"2003",1998-01-05,"952.37"
"2004",1998-01-06,"953.31"
"2005",1998-01-07,"950.13"
"2006",1998-01-08,"954.05"
"2007",1998-01-09,"958.89"
"2008",1998-01-12,"959.71"
"2009",1998-01-13,"958.85"
"2010",1998-01-14,"956.84"
"2011",1998-01-15,"951.24"
"2012",1998-01-16,"947.86"
"2013",1998-01-20,"947.09"
"2014",1998-01-21,"948.64"
"2015",1998-01-22,"947.58"
"2016",1998-01-23,"940.00"
"2017",1998-01-26,"944.45"
"2018",1998-01-27,"940.97"
"2019",1998-01-28,"941.56"
"2020",1998-01-29,"948.02"
"2021",1998-01-30,"949.55"
"2022",1998-02-02,"947.36"
"2023",1998-02-03,"947.89"
"2024",1998-02-04,"947.98"
"2025",1998-02-05,"944.91"
"2026",1998-02-06,"945.04"
"2027",1998-02-09,"943.57"
"2028",1998-02-10,"944.85"
"2029",1998-02-11,"947.51"
"2030",1998-02-12,"947.83"
"2031",1998-02-13,"952.55"
"2032",1998-02-17,"956.09"
"2033",1998-02-18,"953.84"
"2034",1998-02-19,"953.26"
"2035",1998-02-20,"952.17"
"2036",1998-02-23,"950.12"
"2037",1998-02-24,"945.12"
"2038",1998-02-25,"948.23"
"2039",1998-02-26,"947.06"
"2040",1998-02-27,"949.24"
"2041",1998-03-02,"945.76"
"2042",1998-03-03,"941.98"
"2043",1998-03-04,"942.76"
"2044",1998-03-05,"941.98"
"2045",1998-03-06,"944.93"
"2046",1998-03-09,"948.43"
"2047",1998-03-10,"948.83"
"2048",1998-03-11,"951.01"
"2049",1998-03-12,"954.71"
"2050",1998-03-13,"953.97"
"2051",1998-03-16,"956.62"
"2052",1998-03-17,"955.14"
"2053",1998-03-18,"954.32"
"2054",1998-03-19,"954.03"
"2055",1998-03-20,"955.28"
"2056",1998-03-23,"955.83"
"2057",1998-03-24,"955.85"
"2058",1998-03-25,"952.45"
"2059",1998-03-26,"950.95"
"2060",1998-03-27,"950.58"
"2061",1998-03-30,"949.59"
"2062",1998-03-31,"952.75"
"2063",1998-04-01,"955.92"
"2064",1998-04-02,"959.56"
"2065",1998-04-03,"964.49"
"2066",1998-04-06,"962.31"
"2067",1998-04-07,"961.49"
"2068",1998-04-08,"958.51"
"2069",1998-04-09,"959.10"
"2070",1998-04-13,"955.78"
"2071",1998-04-14,"957.80"
"2072",1998-04-15,"960.35"
"2073",1998-04-16,"961.31"
"2074",1998-04-17,"961.42"
"2075",1998-04-20,"959.31"
"2076",1998-04-21,"957.22"
"2077",1998-04-22,"957.17"
"2078",1998-04-23,"956.72"
"2079",1998-04-24,"958.40"
"2080",1998-04-27,"951.32"
"2081",1998-04-28,"951.32"
"2082",1998-04-29,"951.07"
"2083",1998-04-30,"958.77"
"2084",1998-05-01,"959.80"
"2085",1998-05-04,"960.21"
"2086",1998-05-05,"958.70"
"2087",1998-05-06,"960.95"
"2088",1998-05-07,"960.95"
"2089",1998-05-08,"959.07"
"2090",1998-05-11,"955.47"
"2091",1998-05-12,"960.47"
"2092",1998-05-13,"961.41"
"2093",1998-05-14,"959.43"
"2094",1998-05-15,"959.82"
"2095",1998-05-18,"963.25"
"2096",1998-05-19,"962.75"
"2097",1998-05-20,"965.51"
"2098",1998-05-21,"963.26"
"2099",1998-05-22,"964.57"
"2100",1998-05-26,"968.13"
"2101",1998-05-27,"969.86"
"2102",1998-05-28,"969.37"
"2103",1998-05-29,"970.15"
"2104",1998-06-01,"971.88"
"2105",1998-06-02,"970.81"
"2106",1998-06-03,"970.76"
"2107",1998-06-04,"969.64"
"2108",1998-06-05,"970.72"
"2109",1998-06-08,"971.35"
"2110",1998-06-09,"971.37"
"2111",1998-06-10,"976.17"
"2112",1998-06-11,"980.57"
"2113",1998-06-12,"981.00"
"2114",1998-06-15,"978.90"
"2115",1998-06-16,"975.64"
"2116",1998-06-17,"970.55"
"2117",1998-06-18,"973.10"
"2118",1998-06-19,"974.67"
"2119",1998-06-22,"975.98"
"2120",1998-06-23,"977.22"
"2121",1998-06-24,"976.13"
"2122",1998-06-25,"975.96"
"2123",1998-06-26,"976.88"
"2124",1998-06-29,"976.73"
"2125",1998-06-30,"977.32"
"2126",1998-07-01,"978.11"
"2127",1998-07-02,"979.85"
"2128",1998-07-06,"982.00"
"2129",1998-07-07,"980.68"
"2130",1998-07-08,"979.72"
"2131",1998-07-09,"981.42"
"2132",1998-07-10,"980.85"
"2133",1998-07-13,"978.15"
"2134",1998-07-14,"976.57"
"2135",1998-07-15,"977.59"
"2136",1998-07-16,"976.44"
"2137",1998-07-17,"975.67"
"2138",1998-07-20,"977.96"
"2139",1998-07-21,"980.05"
"2140",1998-07-22,"979.51"
"2141",1998-07-23,"980.81"
"2142",1998-07-24,"979.98"
"2143",1998-07-27,"979.60"
"2144",1998-07-28,"978.35"
"2145",1998-07-29,"976.79"
"2146",1998-07-30,"978.32"
"2147",1998-07-31,"976.40"
"2148",1998-08-03,"980.32"
"2149",1998-08-04,"981.69"
"2150",1998-08-05,"982.04"
"2151",1998-08-06,"981.35"
"2152",1998-08-07,"984.53"
"2153",1998-08-10,"984.81"
"2154",1998-08-11,"987.07"
"2155",1998-08-12,"986.00"
"2156",1998-08-13,"984.19"
"2157",1998-08-14,"982.00"
"2158",1998-08-17,"982.24"
"2159",1998-08-18,"981.70"
"2160",1998-08-19,"981.61"
"2161",1998-08-20,"984.13"
"2162",1998-08-21,"987.74"
"2163",1998-08-24,"988.80"
"2164",1998-08-25,"991.97"
"2165",1998-08-26,"993.37"
"2166",1998-08-27,"997.60"
"2167",1998-08-28,"999.28"
"2168",1998-08-31,"980.97"
"2169",1998-09-01,"980.02"
"2170",1998-09-02,"978.79"
"2171",1998-09-03,"981.79"
"2172",1998-09-04,"982.96"
"2173",1998-09-08,"981.62"
"2174",1998-09-09,"987.07"
"2175",1998-09-10,"996.48"
"2176",1998-09-11,"992.15"
"2177",1998-09-14,"991.75"
"2178",1998-09-15,"990.15"
"2179",1998-09-16,"991.96"
"2180",1998-09-17,"995.36"
"2181",1998-09-18,"999.01"
"2182",1998-09-21,"999.52"
"2183",1998-09-22,"997.92"
"2184",1998-09-23,"1000.39"
"2185",1998-09-24,"1002.60"
"2186",1998-09-25,"1003.75"
"2187",1998-09-28,"1003.84"
"2188",1998-09-29,"1005.25"
"2189",1998-09-30,"1012.75"
"2190",1998-10-01,"1020.16"
"2191",1998-10-02,"1021.84"
"2192",1998-10-05,"1030.73"
"2193",1998-10-06,"1027.11"
"2194",1998-10-07,"1021.32"
"2195",1998-10-08,"1009.89"
"2196",1998-10-09,"999.22"
"2197",1998-10-13,"1002.00"
"2198",1998-10-14,"1010.64"
"2199",1998-10-15,"993.61"
"2200",1998-10-16,"1001.53"
"2201",1998-10-19,"1000.82"
"2202",1998-10-20,"996.54"
"2203",1998-10-21,"994.97"
"2204",1998-10-22,"992.40"
"2205",1998-10-23,"989.17"
"2206",1998-10-26,"990.84"
"2207",1998-10-27,"995.90"
"2208",1998-10-28,"996.22"
"2209",1998-10-29,"998.89"
"2210",1998-10-30,"997.13"
"2211",1998-11-02,"990.32"
"2212",1998-11-03,"990.89"
"2213",1998-11-04,"983.97"
"2214",1998-11-05,"983.87"
"2215",1998-11-06,"978.44"
"2216",1998-11-09,"983.57"
"2217",1998-11-10,"985.45"
"2218",1998-11-12,"987.92"
"2219",1998-11-13,"996.71"
"2220",1998-11-16,"996.11"
"2221",1998-11-17,"995.66"
"2222",1998-11-18,"996.73"
"2223",1998-11-19,"996.01"
"2224",1998-11-20,"997.84"
"2225",1998-11-23,"996.33"
"2226",1998-11-24,"996.85"
"2227",1998-11-25,"998.48"
"2228",1998-11-27,"1000.12"
"2229",1998-11-30,"1015.92"
"2230",1998-12-01,"1018.90"
"2231",1998-12-02,"1022.92"
"2232",1998-12-03,"1023.28"
"2233",1998-12-04,"1019.88"
"2234",1998-12-07,"1017.73"
"2235",1998-12-08,"1022.39"
"2236",1998-12-09,"1025.01"
"2237",1998-12-10,"1025.24"
"2238",1998-12-11,"1021.57"
"2239",1998-12-14,"1023.99"
"2240",1998-12-15,"1017.11"
"2241",1998-12-16,"1019.96"
"2242",1998-12-17,"1020.46"
"2243",1998-12-18,"1020.29"
"2244",1998-12-21,"1017.14"
"2245",1998-12-22,"1013.62"
"2246",1998-12-23,"1008.10"
"2247",1998-12-24,"1005.81"
"2248",1998-12-28,"1010.33"
"2249",1998-12-29,"1013.43"
"2250",1998-12-30,"1016.64"
"2251",1998-12-31,"1018.87"
"2252",1999-01-04,"1017.67"
"2253",1999-01-05,"1014.47"
"2254",1999-01-06,"1016.41"
"2255",1999-01-07,"1013.57"
"2256",1999-01-08,"1009.29"
"2257",1999-01-11,"1008.10"
"2258",1999-01-12,"1012.26"
"2259",1999-01-13,"1017.18"
"2260",1999-01-14,"1023.92"
"2261",1999-01-15,"1021.90"
"2262",1999-01-19,"1021.06"
"2263",1999-01-20,"1018.74"
"2264",1999-01-21,"1021.67"
"2265",1999-01-22,"1025.31"
"2266",1999-01-25,"1024.48"
"2267",1999-01-26,"1023.49"
"2268",1999-01-27,"1023.75"
"2269",1999-01-28,"1024.89"
"2270",1999-01-29,"1028.94"
"2271",1999-02-01,"1023.65"
"2272",1999-02-02,"1020.34"
"2273",1999-02-03,"1018.48"
"2274",1999-02-04,"1014.48"
"2275",1999-02-05,"1012.27"
"2276",1999-02-08,"1013.02"
"2277",1999-02-09,"1014.89"
"2278",1999-02-10,"1014.47"
"2279",1999-02-11,"1014.07"
"2280",1999-02-12,"1010.07"
"2281",1999-02-16,"1013.13"
"2282",1999-02-17,"1015.99"
"2283",1999-02-18,"1013.07"
"2284",1999-02-19,"1011.99"
"2285",1999-02-22,"1014.63"
"2286",1999-02-23,"1010.98"
"2287",1999-02-24,"1005.96"
"2288",1999-02-25,"999.75"
"2289",1999-02-26,"1004.52"
"2290",1999-03-01,"998.91"
"2291",1999-03-02,"1001.48"
"2292",1999-03-03,"999.29"
"2293",1999-03-04,"997.86"
"2294",1999-03-05,"1002.91"
"2295",1999-03-08,"1004.95"
"2296",1999-03-09,"1010.06"
"2297",1999-03-10,"1009.02"
"2298",1999-03-11,"1008.98"
"2299",1999-03-12,"1011.54"
"2300",1999-03-15,"1015.61"
"2301",1999-03-16,"1017.62"
"2302",1999-03-17,"1015.91"
"2303",1999-03-18,"1017.09"
"2304",1999-03-19,"1014.32"
"2305",1999-03-22,"1012.40"
"2306",1999-03-23,"1013.00"
"2307",1999-03-24,"1014.96"
"2308",1999-03-25,"1012.32"
"2309",1999-03-26,"1012.29"
"2310",1999-03-29,"1009.81"
"2311",1999-03-30,"1013.90"
"2312",1999-03-31,"1011.63"
"2313",1999-04-01,"1009.46"
"2314",1999-04-05,"1015.54"
"2315",1999-04-06,"1019.90"
"2316",1999-04-07,"1019.77"
"2317",1999-04-08,"1025.72"
"2318",1999-04-09,"1024.59"
"2319",1999-04-12,"1024.76"
"2320",1999-04-13,"1022.12"
"2321",1999-04-14,"1021.52"
"2322",1999-04-15,"1021.80"
"2323",1999-04-16,"1019.01"
"2324",1999-04-19,"1021.80"
"2325",1999-04-20,"1023.54"
"2326",1999-04-21,"1023.28"
"2327",1999-04-22,"1017.82"
"2328",1999-04-23,"1018.32"
"2329",1999-04-26,"1020.07"
"2330",1999-04-27,"1021.51"
"2331",1999-04-28,"1019.76"
"2332",1999-04-29,"1023.11"
"2333",1999-04-30,"1014.59"
"2334",1999-05-03,"1015.28"
"2335",1999-05-04,"1012.45"
"2336",1999-05-05,"1013.90"
"2337",1999-05-06,"1007.79"
"2338",1999-05-07,"1006.43"
"2339",1999-05-10,"1008.64"
"2340",1999-05-11,"1005.23"
"2341",1999-05-12,"1006.19"
"2342",1999-05-13,"1012.39"
"2343",1999-05-14,"1003.39"
"2344",1999-05-17,"1003.05"
"2345",1999-05-18,"1002.54"
"2346",1999-05-19,"1006.82"
"2347",1999-05-20,"1006.18"
"2348",1999-05-21,"1010.20"
"2349",1999-05-24,"1011.34"
"2350",1999-05-25,"1011.60"
"2351",1999-05-26,"1008.96"
"2352",1999-05-27,"1005.50"
"2353",1999-05-28,"1001.02"
"2354",1999-06-01,"993.71"
"2355",1999-06-02,"993.46"
"2356",1999-06-03,"993.62"
"2357",1999-06-04,"993.11"
"2358",1999-06-07,"993.52"
"2359",1999-06-08,"992.16"
"2360",1999-06-09,"990.91"
"2361",1999-06-10,"988.44"
"2362",1999-06-11,"983.42"
"2363",1999-06-14,"986.52"
"2364",1999-06-15,"984.94"
"2365",1999-06-16,"986.64"
"2366",1999-06-17,"994.76"
"2367",1999-06-18,"992.27"
"2368",1999-06-21,"989.46"
"2369",1999-06-22,"987.76"
"2370",1999-06-23,"984.55"
"2371",1999-06-24,"982.62"
"2372",1999-06-25,"983.83"
"2373",1999-06-28,"987.88"
"2374",1999-06-29,"989.94"
"2375",1999-06-30,"995.80"
"2376",1999-07-01,"994.10"
"2377",1999-07-02,"994.98"
"2378",1999-07-06,"993.34"
"2379",1999-07-07,"991.91"
"2380",1999-07-08,"995.76"
"2381",1999-07-09,"995.42"
"2382",1999-07-12,"1002.05"
"2383",1999-07-13,"1003.52"
"2384",1999-07-14,"1002.06"
"2385",1999-07-15,"1003.35"
"2386",1999-07-16,"1005.48"
"2387",1999-07-19,"1006.34"
"2388",1999-07-20,"1007.57"
"2389",1999-07-21,"1006.67"
"2390",1999-07-22,"1001.51"
"2391",1999-07-23,"999.03"
"2392",1999-07-26,"998.33"
"2393",1999-07-27,"1000.53"
"2394",1999-07-28,"1000.73"
"2395",1999-07-29,"997.16"
"2396",1999-07-30,"990.29"
"2397",1999-08-02,"989.98"
"2398",1999-08-03,"988.41"
"2399",1999-08-04,"989.23"
"2400",1999-08-05,"993.02"
"2401",1999-08-06,"986.05"
"2402",1999-08-09,"981.56"
"2403",1999-08-10,"980.53"
"2404",1999-08-11,"982.80"
"2405",1999-08-12,"981.81"
"2406",1999-08-13,"982.88"
"2407",1999-08-16,"983.83"
"2408",1999-08-17,"988.43"
"2409",1999-08-18,"989.40"
"2410",1999-08-19,"988.43"
"2411",1999-08-20,"990.22"
"2412",1999-08-23,"990.90"
"2413",1999-08-24,"994.26"
"2414",1999-08-25,"999.92"
"2415",1999-08-26,"998.48"
"2416",1999-08-27,"993.19"
"2417",1999-08-30,"988.04"
"2418",1999-08-31,"987.88"
"2419",1999-09-01,"987.64"
"2420",1999-09-02,"985.41"
"2421",1999-09-03,"992.49"
"2422",1999-09-07,"990.03"
"2423",1999-09-08,"991.32"
"2424",1999-09-09,"989.30"
"2425",1999-09-10,"993.52"
"2426",1999-09-13,"992.85"
"2427",1999-09-14,"990.12"
"2428",1999-09-15,"993.13"
"2429",1999-09-16,"994.90"
"2430",1999-09-17,"996.68"
"2431",1999-09-20,"995.18"
"2432",1999-09-21,"994.25"
"2433",1999-09-22,"995.06"
"2434",1999-09-23,"998.67"
"2435",1999-09-24,"1004.18"
"2436",1999-09-27,"1000.42"
"2437",1999-09-28,"997.68"
"2438",1999-09-29,"993.65"
"2439",1999-09-30,"998.61"
"2440",1999-10-01,"993.07"
"2441",1999-10-04,"996.56"
"2442",1999-10-05,"991.70"
"2443",1999-10-06,"991.65"
"2444",1999-10-07,"991.41"
"2445",1999-10-08,"992.04"
"2446",1999-10-12,"990.95"
"2447",1999-10-13,"987.84"
"2448",1999-10-14,"986.10"
"2449",1999-10-15,"993.49"
"2450",1999-10-18,"991.91"
"2451",1999-10-19,"989.52"
"2452",1999-10-20,"989.45"
"2453",1999-10-21,"989.03"
"2454",1999-10-22,"988.77"
"2455",1999-10-25,"988.95"
"2456",1999-10-26,"988.05"
"2457",1999-10-27,"991.05"
"2458",1999-10-28,"995.19"
"2459",1999-10-29,"1003.20"
"2460",1999-11-01,"1001.17"
"2461",1999-11-02,"1003.39"
"2462",1999-11-03,"1004.44"
"2463",1999-11-04,"1007.63"
"2464",1999-11-05,"1010.18"
"2465",1999-11-08,"1009.32"
"2466",1999-11-09,"1008.80"
"2467",1999-11-10,"1007.31"
"2468",1999-11-12,"1011.20"
"2469",1999-11-15,"1013.56"
"2470",1999-11-16,"1012.22"
"2471",1999-11-17,"1008.33"
"2472",1999-11-18,"1006.83"
"2473",1999-11-19,"1006.94"
"2474",1999-11-22,"1005.93"
"2475",1999-11-23,"1006.29"
"2476",1999-11-24,"1005.89"
"2477",1999-11-26,"1004.69"
"2478",1999-11-29,"1001.03"
"2479",1999-11-30,"1004.27"
"2480",1999-12-01,"1002.91"
"2481",1999-12-02,"1001.80"
"2482",1999-12-03,"1005.92"
"2483",1999-12-06,"1007.38"
"2484",1999-12-07,"1009.99"
"2485",1999-12-08,"1008.39"
"2486",1999-12-09,"1009.52"
"2487",1999-12-10,"1012.97"
"2488",1999-12-13,"1012.07"
"2489",1999-12-14,"1005.70"
"2490",1999-12-15,"1004.37"
"2491",1999-12-16,"1001.33"
"2492",1999-12-17,"1001.50"
"2493",1999-12-20,"998.91"
"2494",1999-12-21,"998.26"
"2495",1999-12-22,"997.86"
"2496",1999-12-23,"997.26"
"2497",1999-12-27,"999.13"
"2498",1999-12-28,"997.91"
"2499",1999-12-29,"999.74"
"2500",1999-12-30,"1000.90"
"2501",1999-12-31,"998.95"
"2502",2000-01-03,"993.01"
"2503",2000-01-04,"997.38"
"2504",2000-01-05,"992.11"
"2505",2000-01-06,"995.14"
"2506",2000-01-07,"998.03"
"2507",2000-01-10,"995.95"
"2508",2000-01-11,"990.75"
"2509",2000-01-12,"989.45"
"2510",2000-01-13,"994.04"
"2511",2000-01-14,"992.95"
"2512",2000-01-18,"990.48"
"2513",2000-01-19,"992.17"
"2514",2000-01-20,"990.93"
"2515",2000-01-21,"992.05"
"2516",2000-01-24,"997.38"
"2517",2000-01-25,"997.68"
"2518",2000-01-26,"998.80"
"2519",2000-01-27,"999.48"
"2520",2000-01-28,"1000.47"
"2521",2000-01-31,"995.43"
"2522",2000-02-01,"997.91"
"2523",2000-02-02,"997.25"
"2524",2000-02-03,"1003.10"
"2525",2000-02-04,"999.57"
"2526",2000-02-07,"995.22"
"2527",2000-02-08,"998.77"
"2528",2000-02-09,"995.71"
"2529",2000-02-10,"992.24"
"2530",2000-02-11,"994.01"
"2531",2000-02-14,"998.75"
"2532",2000-02-15,"997.72"
"2533",2000-02-16,"997.67"
"2534",2000-02-17,"997.64"
"2535",2000-02-18,"1001.71"
"2536",2000-02-22,"1009.07"
"2537",2000-02-23,"1004.24"
"2538",2000-02-24,"1007.63"
"2539",2000-02-25,"1007.41"
"2540",2000-02-28,"1002.82"
"2541",2000-02-29,"1004.66"
"2542",2000-03-01,"1005.03"
"2543",2000-03-02,"1005.22"
"2544",2000-03-03,"1007.11"
"2545",2000-03-06,"1005.78"
"2546",2000-03-07,"1007.30"
"2547",2000-03-08,"1006.97"
"2548",2000-03-09,"1008.01"
"2549",2000-03-10,"1005.43"
"2550",2000-03-13,"1006.52"
"2551",2000-03-14,"1004.17"
"2552",2000-03-15,"1003.91"
"2553",2000-03-16,"1005.76"
"2554",2000-03-17,"1008.31"
"2555",2000-03-20,"1009.28"
"2556",2000-03-21,"1010.44"
"2557",2000-03-22,"1011.33"
"2558",2000-03-23,"1012.11"
"2559",2000-03-24,"1007.60"
"2560",2000-03-27,"1008.21"
"2561",2000-03-28,"1008.69"
"2562",2000-03-29,"1009.05"
"2563",2000-03-30,"1013.80"
"2564",2000-03-31,"1013.22"
"2565",2000-04-03,"1015.33"
"2566",2000-04-04,"1021.25"
"2567",2000-04-05,"1018.68"
"2568",2000-04-06,"1018.28"
"2569",2000-04-07,"1022.10"
"2570",2000-04-10,"1023.53"
"2571",2000-04-11,"1017.81"
"2572",2000-04-12,"1013.34"
"2573",2000-04-13,"1014.75"
"2574",2000-04-14,"1016.55"
"2575",2000-04-17,"1011.07"
"2576",2000-04-18,"1010.63"
"2577",2000-04-19,"1014.43"
"2578",2000-04-20,"1015.26"
"2579",2000-04-24,"1015.00"
"2580",2000-04-25,"1009.42"
"2581",2000-04-26,"1008.41"
"2582",2000-04-27,"1003.67"
"2583",2000-04-28,"1004.32"
"2584",2000-05-01,"1003.24"
"2585",2000-05-02,"1001.05"
"2586",2000-05-03,"997.13"
"2587",2000-05-04,"991.73"
"2588",2000-05-05,"988.72"
"2589",2000-05-08,"986.06"
"2590",2000-05-09,"986.94"
"2591",2000-05-10,"987.24"
"2592",2000-05-11,"988.04"
"2593",2000-05-12,"983.91"
"2594",2000-05-15,"988.62"
"2595",2000-05-16,"990.92"
"2596",2000-05-17,"988.35"
"2597",2000-05-18,"984.73"
"2598",2000-05-19,"987.06"
"2599",2000-05-22,"991.01"
"2600",2000-05-23,"990.46"
"2601",2000-05-24,"989.94"
"2602",2000-05-25,"994.99"
"2603",2000-05-26,"998.17"
"2604",2000-05-30,"996.60"
"2605",2000-05-31,"1000.58"
"2606",2000-06-01,"1006.12"
"2607",2000-06-02,"1012.57"
"2608",2000-06-05,"1015.74"
"2609",2000-06-06,"1016.26"
"2610",2000-06-07,"1017.13"
"2611",2000-06-08,"1017.99"
"2612",2000-06-09,"1017.77"
"2613",2000-06-12,"1020.74"
"2614",2000-06-13,"1020.87"
"2615",2000-06-14,"1024.46"
"2616",2000-06-15,"1022.91"
"2617",2000-06-16,"1026.20"
"2618",2000-06-19,"1025.30"
"2619",2000-06-20,"1023.92"
"2620",2000-06-21,"1019.54"
"2621",2000-06-22,"1017.82"
"2622",2000-06-23,"1014.29"
"2623",2000-06-26,"1018.60"
"2624",2000-06-27,"1019.62"
"2625",2000-06-28,"1018.65"
"2626",2000-06-29,"1023.08"
"2627",2000-06-30,"1025.71"
"2628",2000-07-03,"1028.54"
"2629",2000-07-05,"1030.08"
"2630",2000-07-06,"1027.46"
"2631",2000-07-07,"1030.27"
"2632",2000-07-10,"1030.72"
"2633",2000-07-11,"1030.37"
"2634",2000-07-12,"1030.88"
"2635",2000-07-13,"1035.43"
"2636",2000-07-14,"1031.33"
"2637",2000-07-17,"1029.20"
"2638",2000-07-18,"1029.61"
"2639",2000-07-19,"1029.80"
"2640",2000-07-20,"1037.73"
"2641",2000-07-21,"1038.65"
"2642",2000-07-24,"1036.95"
"2643",2000-07-25,"1037.41"
"2644",2000-07-26,"1037.24"
"2645",2000-07-27,"1039.44"
"2646",2000-07-28,"1037.43"
"2647",2000-07-31,"1038.15"
"2648",2000-08-01,"1040.20"
"2649",2000-08-02,"1041.14"
"2650",2000-08-03,"1042.79"
"2651",2000-08-04,"1045.50"
"2652",2000-08-07,"1044.26"
"2653",2000-08-08,"1046.28"
"2654",2000-08-09,"1046.96"
"2655",2000-08-10,"1049.13"
"2656",2000-08-11,"1046.34"
"2657",2000-08-14,"1047.45"
"2658",2000-08-15,"1045.94"
"2659",2000-08-16,"1044.94"
"2660",2000-08-17,"1045.24"
"2661",2000-08-18,"1047.02"
"2662",2000-08-21,"1046.07"
"2663",2000-08-22,"1046.45"
"2664",2000-08-23,"1049.48"
"2665",2000-08-24,"1050.22"
"2666",2000-08-25,"1050.58"
"2667",2000-08-28,"1048.61"
"2668",2000-08-29,"1046.82"
"2669",2000-08-30,"1046.94"
"2670",2000-08-31,"1051.14"
"2671",2000-09-01,"1053.20"
"2672",2000-09-05,"1054.29"
"2673",2000-09-06,"1052.29"
"2674",2000-09-07,"1050.63"
"2675",2000-09-08,"1052.00"
"2676",2000-09-11,"1050.72"
"2677",2000-09-12,"1050.71"
"2678",2000-09-13,"1053.07"
"2679",2000-09-14,"1050.47"
"2680",2000-09-15,"1049.41"
"2681",2000-09-18,"1048.84"
"2682",2000-09-19,"1050.69"
"2683",2000-09-20,"1048.87"
"2684",2000-09-21,"1050.55"
"2685",2000-09-22,"1052.38"
"2686",2000-09-25,"1053.50"
"2687",2000-09-26,"1056.76"
"2688",2000-09-27,"1055.77"
"2689",2000-09-28,"1056.12"
"2690",2000-09-29,"1056.90"
"2691",2000-10-02,"1055.75"
"2692",2000-10-03,"1054.24"
"2693",2000-10-04,"1052.63"
"2694",2000-10-05,"1054.17"
"2695",2000-10-06,"1055.88"
"2696",2000-10-10,"1054.66"
"2697",2000-10-11,"1054.32"
"2698",2000-10-12,"1055.94"
"2699",2000-10-13,"1054.50"
"2700",2000-10-16,"1054.45"
"2701",2000-10-17,"1056.72"
"2702",2000-10-18,"1055.16"
"2703",2000-10-19,"1055.85"
"2704",2000-10-20,"1058.34"
"2705",2000-10-23,"1061.75"
"2706",2000-10-24,"1061.77"
"2707",2000-10-25,"1059.10"
"2708",2000-10-26,"1059.48"
"2709",2000-10-27,"1058.49"
"2710",2000-10-30,"1058.67"
"2711",2000-10-31,"1057.16"
"2712",2000-11-01,"1059.18"
"2713",2000-11-02,"1060.14"
"2714",2000-11-03,"1056.33"
"2715",2000-11-06,"1055.68"
"2716",2000-11-07,"1055.82"
"2717",2000-11-08,"1056.94"
"2718",2000-11-09,"1059.38"
"2719",2000-11-10,"1059.26"
"2720",2000-11-13,"1061.33"
"2721",2000-11-14,"1062.44"
"2722",2000-11-15,"1062.73"
"2723",2000-11-16,"1063.41"
"2724",2000-11-17,"1060.84"
"2725",2000-11-20,"1059.27"
"2726",2000-11-21,"1059.54"
"2727",2000-11-22,"1062.32"
"2728",2000-11-24,"1060.85"
"2729",2000-11-27,"1060.12"
"2730",2000-11-28,"1061.68"
"2731",2000-11-29,"1064.17"
"2732",2000-11-30,"1069.71"
"2733",2000-12-01,"1066.60"
"2734",2000-12-04,"1066.94"
"2735",2000-12-05,"1071.62"
"2736",2000-12-06,"1077.58"
"2737",2000-12-07,"1078.36"
"2738",2000-12-08,"1077.35"
"2739",2000-12-11,"1077.60"
"2740",2000-12-12,"1078.83"
"2741",2000-12-13,"1083.96"
"2742",2000-12-14,"1087.56"
"2743",2000-12-15,"1087.26"
"2744",2000-12-18,"1088.40"
"2745",2000-12-19,"1086.89"
"2746",2000-12-20,"1091.37"
"2747",2000-12-21,"1091.65"
"2748",2000-12-22,"1093.29"
"2749",2000-12-26,"1093.00"
"2750",2000-12-27,"1090.07"
"2751",2000-12-28,"1088.88"
"2752",2000-12-29,"1089.65"
"2753",2001-01-02,"1100.86"
"2754",2001-01-03,"1094.35"
"2755",2001-01-04,"1100.92"
"2756",2001-01-05,"1109.07"
"2757",2001-01-08,"1112.19"
"2758",2001-01-09,"1108.58"
