"","Date","LUATTRUU.Index"
"1719",2000-10-30,"1047.80"
"1720",2000-10-31,"1046.10"
"1721",2000-11-01,"1047.59"
"1722",2000-11-02,"1047.79"
"1723",2000-11-03,"1043.14"
"1724",2000-11-06,"1041.96"
"1725",2000-11-07,"1042.00"
"1726",2000-11-08,"1043.04"
"1727",2000-11-09,"1045.63"
"1728",2000-11-10,"1045.43"
"1729",2000-11-13,"1048.25"
"1730",2000-11-14,"1049.40"
"1731",2000-11-15,"1051.97"
"1732",2000-11-16,"1053.74"
"1733",2000-11-17,"1052.31"
"1734",2000-11-20,"1053.87"
"1735",2000-11-21,"1054.82"
"1736",2000-11-22,"1059.84"
"1737",2000-11-24,"1058.20"
"1738",2000-11-27,"1057.73"
"1739",2000-11-28,"1060.16"
"1740",2000-11-29,"1062.45"
"1741",2000-11-30,"1067.54"
"1742",2000-12-01,"1064.39"
"1743",2000-12-04,"1064.51"
"1744",2000-12-05,"1069.79"
"1745",2000-12-06,"1075.06"
"1746",2000-12-07,"1075.84"
"1747",2000-12-08,"1073.72"
"1748",2000-12-11,"1073.64"
"1749",2000-12-12,"1074.48"
"1750",2000-12-13,"1078.63"
"1751",2000-12-14,"1081.72"
"1752",2000-12-15,"1083.42"
"1753",2000-12-18,"1084.26"
"1754",2000-12-19,"1083.04"
"1755",2000-12-20,"1087.38"
"1756",2000-12-21,"1090.45"
"1757",2000-12-22,"1092.12"
"1758",2000-12-26,"1091.58"
"1759",2000-12-27,"1088.24"
"1760",2000-12-28,"1087.65"
"1761",2000-12-29,"1087.91"
"1762",2001-01-02,"1099.30"
"1763",2001-01-03,"1089.30"
"1764",2001-01-04,"1095.18"
"1765",2001-01-05,"1100.13"
"1766",2001-01-08,"1101.90"
"1767",2001-01-09,"1098.86"
"1768",2001-01-10,"1093.97"
"1769",2001-01-11,"1090.89"
"1770",2001-01-12,"1085.17"
"1771",2001-01-16,"1087.18"
"1772",2001-01-17,"1092.06"
"1773",2001-01-18,"1097.15"
"1774",2001-01-19,"1092.17"
"1775",2001-01-22,"1089.86"
"1776",2001-01-23,"1086.45"
"1777",2001-01-24,"1085.59"
"1778",2001-01-25,"1088.11"
"1779",2001-01-26,"1088.05"
"1780",2001-01-29,"1087.14"
"1781",2001-01-30,"1092.46"
"1782",2001-01-31,"1096.76"
"1783",2001-02-01,"1102.28"
"1784",2001-02-02,"1097.72"
"1785",2001-02-05,"1098.97"
"1786",2001-02-06,"1096.74"
"1787",2001-02-07,"1097.36"
"1788",2001-02-08,"1097.16"
"1789",2001-02-09,"1101.14"
"1790",2001-02-12,"1099.11"
"1791",2001-02-13,"1097.79"
"1792",2001-02-14,"1095.76"
"1793",2001-02-15,"1091.69"
"1794",2001-02-16,"1096.15"
"1795",2001-02-20,"1097.14"
"1796",2001-02-21,"1095.14"
"1797",2001-02-22,"1095.50"
"1798",2001-02-23,"1099.36"
"1799",2001-02-26,"1102.53"
"1800",2001-02-27,"1108.06"
"1801",2001-02-28,"1110.02"
"1802",2001-03-01,"1113.29"
"1803",2001-03-02,"1107.25"
"1804",2001-03-05,"1107.51"
"1805",2001-03-06,"1106.96"
"1806",2001-03-07,"1111.39"
"1807",2001-03-08,"1112.89"
"1808",2001-03-09,"1111.02"
"1809",2001-03-12,"1112.37"
"1810",2001-03-13,"1111.40"
"1811",2001-03-14,"1116.57"
"1812",2001-03-15,"1118.68"
"1813",2001-03-16,"1120.79"
"1814",2001-03-19,"1118.11"
"1815",2001-03-20,"1120.64"
"1816",2001-03-21,"1121.58"
"1817",2001-03-22,"1125.18"
"1818",2001-03-23,"1120.63"
"1819",2001-03-26,"1117.97"
"1820",2001-03-27,"1110.18"
"1821",2001-03-28,"1110.47"
"1822",2001-03-29,"1111.04"
"1823",2001-03-30,"1113.58"
"1824",2001-04-02,"1112.26"
"1825",2001-04-03,"1114.03"
"1826",2001-04-04,"1114.78"
"1827",2001-04-05,"1112.50"
"1828",2001-04-06,"1118.79"
"1829",2001-04-09,"1116.77"
"1830",2001-04-10,"1107.79"
"1831",2001-04-11,"1106.75"
"1832",2001-04-12,"1104.88"
"1833",2001-04-16,"1098.48"
"1834",2001-04-17,"1103.28"
"1835",2001-04-18,"1107.05"
"1836",2001-04-19,"1099.96"
"1837",2001-04-20,"1100.08"
"1838",2001-04-23,"1105.34"
"1839",2001-04-24,"1104.46"
"1840",2001-04-25,"1101.73"
"1841",2001-04-26,"1106.31"
"1842",2001-04-27,"1098.95"
"1843",2001-04-30,"1099.74"
"1844",2001-05-01,"1102.61"
"1845",2001-05-02,"1104.13"
"1846",2001-05-03,"1109.11"
"1847",2001-05-04,"1110.23"
"1848",2001-05-07,"1109.92"
"1849",2001-05-08,"1108.76"
"1850",2001-05-09,"1111.60"
"1851",2001-05-10,"1105.53"
"1852",2001-05-11,"1094.69"
"1853",2001-05-14,"1098.14"
"1854",2001-05-15,"1095.79"
"1855",2001-05-16,"1097.82"
"1856",2001-05-17,"1099.40"
"1857",2001-05-18,"1100.44"
"1858",2001-05-21,"1101.16"
"1859",2001-05-22,"1100.89"
"1860",2001-05-23,"1100.88"
"1861",2001-05-24,"1096.14"
"1862",2001-05-25,"1096.48"
"1863",2001-05-29,"1096.68"
"1864",2001-05-30,"1097.11"
"1865",2001-05-31,"1103.17"
"1866",2001-06-01,"1105.97"
"1867",2001-06-04,"1107.89"
"1868",2001-06-05,"1111.16"
"1869",2001-06-06,"1111.22"
"1870",2001-06-07,"1108.68"
"1871",2001-06-08,"1106.84"
"1872",2001-06-11,"1110.48"
"1873",2001-06-12,"1113.42"
"1874",2001-06-13,"1113.54"
"1875",2001-06-14,"1115.94"
"1876",2001-06-15,"1114.83"
"1877",2001-06-18,"1115.25"
"1878",2001-06-19,"1116.04"
"1879",2001-06-20,"1117.78"
"1880",2001-06-21,"1119.22"
"1881",2001-06-22,"1123.97"
"1882",2001-06-25,"1123.40"
"1883",2001-06-26,"1118.79"
"1884",2001-06-27,"1118.05"
"1885",2001-06-28,"1112.88"
"1886",2001-06-29,"1109.09"
"1887",2001-07-02,"1113.19"
"1888",2001-07-03,"1110.60"
"1889",2001-07-05,"1108.87"
"1890",2001-07-06,"1111.71"
"1891",2001-07-09,"1114.26"
"1892",2001-07-10,"1117.43"
"1893",2001-07-11,"1116.76"
"1894",2001-07-12,"1119.82"
"1895",2001-07-13,"1120.03"
"1896",2001-07-16,"1123.57"
"1897",2001-07-17,"1123.96"
"1898",2001-07-18,"1130.20"
"1899",2001-07-19,"1129.21"
"1900",2001-07-20,"1128.78"
"1901",2001-07-23,"1130.33"
"1902",2001-07-24,"1131.65"
"1903",2001-07-25,"1127.80"
"1904",2001-07-26,"1128.50"
"1905",2001-07-27,"1132.11"
"1906",2001-07-30,"1134.20"
"1907",2001-07-31,"1136.76"
"1908",2001-08-01,"1135.13"
"1909",2001-08-02,"1131.34"
"1910",2001-08-03,"1130.52"
"1911",2001-08-06,"1131.05"
"1912",2001-08-07,"1130.84"
"1913",2001-08-08,"1137.36"
"1914",2001-08-09,"1135.94"
"1915",2001-08-10,"1138.10"
"1916",2001-08-13,"1139.86"
"1917",2001-08-14,"1139.34"
"1918",2001-08-15,"1138.07"
"1919",2001-08-16,"1140.93"
"1920",2001-08-17,"1145.91"
"1921",2001-08-20,"1143.15"
"1922",2001-08-21,"1144.35"
"1923",2001-08-22,"1144.16"
"1924",2001-08-23,"1146.41"
"1925",2001-08-24,"1144.14"
"1926",2001-08-27,"1143.43"
"1927",2001-08-28,"1148.41"
"1928",2001-08-29,"1152.18"
"1929",2001-08-30,"1152.26"
"1930",2001-08-31,"1151.82"
"1931",2001-09-04,"1142.05"
"1932",2001-09-05,"1143.08"
"1933",2001-09-06,"1149.68"
"1934",2001-09-07,"1153.88"
"1935",2001-09-10,"1152.13"
"1936",2001-09-14,"1169.14"
"1937",2001-09-17,"1164.83"
"1938",2001-09-18,"1158.19"
"1939",2001-09-19,"1160.57"
"1940",2001-09-20,"1156.37"
"1941",2001-09-21,"1158.85"
"1942",2001-09-24,"1158.78"
"1943",2001-09-25,"1160.34"
"1944",2001-09-26,"1165.50"
"1945",2001-09-27,"1170.07"
"1946",2001-09-28,"1170.10"
"1947",2001-10-01,"1172.82"
"1948",2001-10-02,"1175.69"
"1949",2001-10-03,"1176.86"
"1950",2001-10-04,"1177.24"
"1951",2001-10-05,"1177.58"
"1952",2001-10-09,"1173.64"
"1953",2001-10-10,"1174.62"
"1954",2001-10-11,"1169.71"
"1955",2001-10-12,"1169.92"
"1956",2001-10-15,"1174.22"
"1957",2001-10-16,"1176.35"
"1958",2001-10-17,"1177.34"
"1959",2001-10-18,"1178.16"
"1960",2001-10-19,"1175.25"
"1961",2001-10-22,"1176.02"
"1962",2001-10-23,"1174.94"
"1963",2001-10-24,"1179.74"
"1964",2001-10-25,"1183.30"
"1965",2001-10-26,"1183.96"
"1966",2001-10-29,"1187.24"
"1967",2001-10-30,"1190.71"
"1968",2001-10-31,"1202.51"
"1969",2001-11-01,"1204.90"
"1970",2001-11-02,"1196.29"
"1971",2001-11-05,"1201.62"
"1972",2001-11-06,"1203.54"
"1973",2001-11-07,"1210.05"
"1974",2001-11-08,"1203.89"
"1975",2001-11-09,"1202.61"
"1976",2001-11-13,"1198.88"
"1977",2001-11-14,"1190.19"
"1978",2001-11-15,"1175.33"
"1979",2001-11-16,"1166.43"
"1980",2001-11-19,"1175.68"
"1981",2001-11-20,"1168.59"
"1982",2001-11-21,"1162.30"
"1983",2001-11-23,"1159.29"
"1984",2001-11-26,"1159.01"
"1985",2001-11-27,"1162.27"
"1986",2001-11-28,"1162.62"
"1987",2001-11-29,"1172.84"
"1988",2001-11-30,"1172.74"
"1989",2001-12-03,"1175.51"
"1990",2001-12-04,"1179.91"
"1991",2001-12-05,"1164.54"
"1992",2001-12-06,"1157.69"
"1993",2001-12-07,"1148.25"
"1994",2001-12-10,"1151.45"
"1995",2001-12-11,"1155.14"
"1996",2001-12-12,"1161.10"
"1997",2001-12-13,"1154.50"
"1998",2001-12-14,"1150.59"
"1999",2001-12-17,"1147.31"
"2000",2001-12-18,"1154.39"
"2001",2001-12-19,"1159.67"
"2002",2001-12-20,"1158.93"
"2003",2001-12-21,"1157.30"
"2004",2001-12-24,"1154.93"
"2005",2001-12-26,"1152.46"
"2006",2001-12-27,"1157.16"
"2007",2001-12-28,"1155.25"
"2008",2001-12-31,"1161.32"
"2009",2002-01-02,"1153.38"
"2010",2002-01-03,"1155.69"
"2011",2002-01-04,"1154.41"
"2012",2002-01-07,"1161.83"
"2013",2002-01-08,"1161.60"
"2014",2002-01-09,"1162.34"
"2015",2002-01-10,"1169.70"
"2016",2002-01-11,"1175.30"
"2017",2002-01-14,"1175.06"
"2018",2002-01-15,"1177.82"
"2019",2002-01-16,"1176.84"
"2020",2002-01-17,"1171.47"
"2021",2002-01-18,"1174.81"
"2022",2002-01-22,"1174.24"
"2023",2002-01-23,"1167.35"
"2024",2002-01-24,"1166.12"
"2025",2002-01-25,"1164.84"
"2026",2002-01-28,"1165.63"
"2027",2002-01-29,"1172.41"
"2028",2002-01-30,"1172.28"
"2029",2002-01-31,"1169.14"
"2030",2002-02-01,"1172.16"
"2031",2002-02-04,"1177.64"
"2032",2002-02-05,"1177.49"
"2033",2002-02-06,"1175.88"
"2034",2002-02-07,"1174.02"
"2035",2002-02-08,"1177.47"
"2036",2002-02-11,"1176.46"
"2037",2002-02-12,"1172.00"
"2038",2002-02-13,"1170.74"
"2039",2002-02-14,"1173.91"
"2040",2002-02-15,"1178.93"
"2041",2002-02-19,"1178.34"
"2042",2002-02-20,"1178.46"
"2043",2002-02-21,"1179.73"
"2044",2002-02-22,"1182.11"
"2045",2002-02-25,"1181.19"
"2046",2002-02-26,"1176.82"
"2047",2002-02-27,"1182.48"
"2048",2002-02-28,"1179.67"
"2049",2002-03-01,"1173.04"
"2050",2002-03-04,"1172.26"
"2051",2002-03-05,"1172.76"
"2052",2002-03-06,"1170.45"
"2053",2002-03-07,"1159.80"
"2054",2002-03-08,"1154.50"
"2055",2002-03-11,"1154.25"
"2056",2002-03-12,"1154.95"
"2057",2002-03-13,"1157.42"
"2058",2002-03-14,"1149.27"
"2059",2002-03-15,"1152.44"
"2060",2002-03-18,"1155.37"
"2061",2002-03-19,"1154.14"
"2062",2002-03-20,"1149.50"
"2063",2002-03-21,"1151.11"
"2064",2002-03-22,"1149.75"
"2065",2002-03-25,"1150.07"
"2066",2002-03-26,"1154.58"
"2067",2002-03-27,"1155.36"
"2068",2002-03-28,"1151.29"
"2069",2002-03-29,"1151.29"
"2070",2002-04-01,"1151.37"
"2071",2002-04-02,"1157.07"
"2072",2002-04-03,"1161.33"
"2073",2002-04-04,"1161.98"
"2074",2002-04-05,"1166.02"
"2075",2002-04-08,"1164.71"
"2076",2002-04-09,"1166.53"
"2077",2002-04-10,"1165.67"
"2078",2002-04-11,"1167.55"
"2079",2002-04-12,"1170.23"
"2080",2002-04-15,"1172.69"
"2081",2002-04-16,"1170.29"
"2082",2002-04-17,"1167.00"
"2083",2002-04-18,"1168.29"
"2084",2002-04-19,"1169.45"
"2085",2002-04-22,"1171.12"
"2086",2002-04-23,"1171.67"
"2087",2002-04-24,"1176.70"
"2088",2002-04-25,"1177.49"
"2089",2002-04-26,"1179.60"
"2090",2002-04-29,"1178.33"
"2091",2002-04-30,"1179.93"
"2092",2002-05-01,"1182.11"
"2093",2002-05-02,"1179.18"
"2094",2002-05-03,"1182.74"
"2095",2002-05-06,"1182.65"
"2096",2002-05-07,"1183.31"
"2097",2002-05-08,"1174.43"
"2098",2002-05-09,"1177.02"
"2099",2002-05-10,"1180.74"
"2100",2002-05-13,"1175.60"
"2101",2002-05-14,"1170.30"
"2102",2002-05-15,"1172.34"
"2103",2002-05-16,"1176.09"
"2104",2002-05-17,"1172.02"
"2105",2002-05-20,"1176.15"
"2106",2002-05-21,"1179.07"
"2107",2002-05-22,"1182.42"
"2108",2002-05-23,"1179.83"
"2109",2002-05-24,"1180.58"
"2110",2002-05-28,"1181.10"
"2111",2002-05-29,"1184.74"
"2112",2002-05-30,"1187.64"
"2113",2002-05-31,"1186.54"
"2114",2002-06-03,"1187.52"
"2115",2002-06-04,"1189.37"
"2116",2002-06-05,"1187.12"
"2117",2002-06-06,"1189.61"
"2118",2002-06-07,"1186.85"
"2119",2002-06-10,"1188.79"
"2120",2002-06-11,"1192.47"
"2121",2002-06-12,"1194.84"
"2122",2002-06-13,"1197.39"
"2123",2002-06-14,"1204.30"
"2124",2002-06-17,"1201.00"
"2125",2002-06-18,"1201.81"
"2126",2002-06-19,"1208.95"
"2127",2002-06-20,"1203.00"
"2128",2002-06-21,"1207.37"
"2129",2002-06-24,"1203.00"
"2130",2002-06-25,"1203.16"
"2131",2002-06-26,"1210.68"
"2132",2002-06-27,"1203.66"
"2133",2002-06-28,"1203.29"
"2134",2002-07-01,"1204.32"
"2135",2002-07-02,"1209.40"
"2136",2002-07-03,"1209.49"
"2137",2002-07-05,"1202.50"
"2138",2002-07-08,"1205.92"
"2139",2002-07-09,"1210.90"
"2140",2002-07-10,"1217.63"
"2141",2002-07-11,"1219.15"
"2142",2002-07-12,"1220.55"
"2143",2002-07-15,"1219.37"
"2144",2002-07-16,"1213.16"
"2145",2002-07-17,"1216.48"
"2146",2002-07-18,"1219.77"
"2147",2002-07-19,"1223.03"
"2148",2002-07-22,"1229.33"
"2149",2002-07-23,"1231.29"
"2150",2002-07-24,"1231.38"
"2151",2002-07-25,"1233.19"
"2152",2002-07-26,"1233.39"
"2153",2002-07-29,"1224.45"
"2154",2002-07-30,"1223.61"
"2155",2002-07-31,"1231.80"
"2156",2002-08-01,"1234.99"
"2157",2002-08-02,"1244.05"
"2158",2002-08-05,"1246.68"
"2159",2002-08-06,"1239.04"
"2160",2002-08-07,"1244.43"
"2161",2002-08-08,"1239.90"
"2162",2002-08-09,"1247.51"
"2163",2002-08-12,"1250.65"
"2164",2002-08-13,"1256.55"
"2165",2002-08-14,"1259.07"
"2166",2002-08-15,"1252.65"
"2167",2002-08-16,"1244.28"
"2168",2002-08-19,"1246.09"
"2169",2002-08-20,"1254.17"
"2170",2002-08-21,"1252.68"
"2171",2002-08-22,"1246.74"
"2172",2002-08-23,"1251.87"
"2173",2002-08-26,"1253.50"
"2174",2002-08-27,"1248.17"
"2175",2002-08-28,"1252.45"
"2176",2002-08-29,"1256.66"
"2177",2002-08-30,"1258.43"
"2178",2002-09-03,"1269.93"
"2179",2002-09-04,"1271.33"
"2180",2002-09-05,"1274.72"
"2181",2002-09-06,"1265.16"
"2182",2002-09-09,"1264.85"
"2183",2002-09-10,"1267.89"
"2184",2002-09-11,"1263.26"
"2185",2002-09-12,"1269.47"
"2186",2002-09-13,"1274.24"
"2187",2002-09-16,"1276.43"
"2188",2002-09-17,"1277.20"
"2189",2002-09-18,"1277.37"
"2190",2002-09-19,"1281.94"
"2191",2002-09-20,"1280.97"
"2192",2002-09-23,"1287.19"
"2193",2002-09-24,"1289.54"
"2194",2002-09-25,"1281.73"
"2195",2002-09-26,"1281.48"
"2196",2002-09-27,"1286.59"
"2197",2002-09-30,"1292.36"
"2198",2002-10-01,"1286.22"
"2199",2002-10-02,"1286.99"
"2200",2002-10-03,"1287.18"
"2201",2002-10-04,"1287.29"
"2202",2002-10-07,"1290.27"
"2203",2002-10-08,"1289.26"
"2204",2002-10-09,"1294.07"
"2205",2002-10-10,"1290.08"
"2206",2002-10-11,"1281.53"
"2207",2002-10-15,"1268.35"
"2208",2002-10-16,"1266.42"
"2209",2002-10-17,"1260.59"
"2210",2002-10-18,"1260.30"
"2211",2002-10-21,"1255.93"
"2212",2002-10-22,"1254.49"
"2213",2002-10-23,"1254.81"
"2214",2002-10-24,"1260.52"
"2215",2002-10-25,"1264.55"
"2216",2002-10-28,"1266.17"
"2217",2002-10-29,"1275.85"
"2218",2002-10-30,"1274.72"
"2219",2002-10-31,"1278.06"
"2220",2002-11-01,"1274.94"
"2221",2002-11-04,"1271.19"
"2222",2002-11-05,"1269.52"
"2223",2002-11-06,"1272.13"
"2224",2002-11-07,"1282.11"
"2225",2002-11-08,"1286.01"
"2226",2002-11-12,"1286.70"
"2227",2002-11-13,"1288.06"
"2228",2002-11-14,"1276.80"
"2229",2002-11-15,"1275.39"
"2230",2002-11-18,"1277.91"
"2231",2002-11-19,"1280.50"
"2232",2002-11-20,"1273.98"
"2233",2002-11-21,"1269.12"
"2234",2002-11-22,"1266.94"
"2235",2002-11-25,"1267.24"
"2236",2002-11-26,"1273.92"
"2237",2002-11-27,"1262.17"
"2238",2002-11-29,"1265.40"
"2239",2002-12-02,"1265.40"
"2240",2002-12-03,"1264.96"
"2241",2002-12-04,"1269.03"
"2242",2002-12-05,"1272.92"
"2243",2002-12-06,"1274.57"
"2244",2002-12-09,"1278.21"
"2245",2002-12-10,"1279.25"
"2246",2002-12-11,"1283.46"
"2247",2002-12-12,"1283.34"
"2248",2002-12-13,"1279.00"
"2249",2002-12-16,"1274.56"
"2250",2002-12-17,"1275.87"
"2251",2002-12-18,"1280.44"
"2252",2002-12-19,"1286.93"
"2253",2002-12-20,"1287.21"
"2254",2002-12-23,"1286.44"
"2255",2002-12-24,"1290.24"
"2256",2002-12-26,"1291.57"
"2257",2002-12-27,"1298.20"
"2258",2002-12-30,"1300.42"
"2259",2002-12-31,"1298.28"
"2260",2003-01-02,"1283.93"
"2261",2003-01-03,"1283.97"
"2262",2003-01-06,"1282.50"
"2263",2003-01-07,"1285.10"
"2264",2003-01-08,"1288.70"
"2265",2003-01-09,"1277.14"
"2266",2003-01-10,"1277.50"
"2267",2003-01-13,"1280.01"
"2268",2003-01-14,"1282.85"
"2269",2003-01-15,"1284.46"
"2270",2003-01-16,"1284.90"
"2271",2003-01-17,"1288.47"
"2272",2003-01-21,"1291.03"
"2273",2003-01-22,"1295.05"
"2274",2003-01-23,"1292.69"
"2275",2003-01-24,"1296.58"
"2276",2003-01-27,"1293.75"
"2277",2003-01-28,"1293.13"
"2278",2003-01-29,"1289.36"
"2279",2003-01-30,"1292.59"
"2280",2003-01-31,"1294.33"
"2281",2003-02-03,"1294.06"
"2282",2003-02-04,"1297.99"
"2283",2003-02-05,"1292.64"
"2284",2003-02-06,"1297.26"
"2285",2003-02-07,"1299.28"
"2286",2003-02-10,"1295.59"
"2287",2003-02-11,"1296.60"
"2288",2003-02-12,"1299.33"
"2289",2003-02-13,"1303.77"
"2290",2003-02-14,"1298.02"
"2291",2003-02-18,"1299.14"
"2292",2003-02-19,"1303.63"
"2293",2003-02-20,"1305.89"
"2294",2003-02-21,"1302.34"
"2295",2003-02-24,"1305.76"
"2296",2003-02-25,"1308.39"
"2297",2003-02-26,"1311.20"
"2298",2003-02-27,"1312.42"
"2299",2003-02-28,"1316.60"
"2300",2003-03-03,"1317.80"
"2301",2003-03-04,"1319.46"
"2302",2003-03-05,"1321.60"
"2303",2003-03-06,"1319.63"
"2304",2003-03-07,"1322.06"
"2305",2003-03-10,"1325.60"
"2306",2003-03-11,"1324.47"
"2307",2003-03-12,"1324.56"
"2308",2003-03-13,"1313.87"
"2309",2003-03-14,"1315.79"
"2310",2003-03-17,"1308.99"
"2311",2003-03-18,"1303.66"
"2312",2003-03-19,"1299.84"
"2313",2003-03-20,"1296.96"
"2314",2003-03-21,"1290.86"
"2315",2003-03-24,"1299.29"
"2316",2003-03-25,"1299.72"
"2317",2003-03-26,"1301.06"
"2318",2003-03-27,"1302.57"
"2319",2003-03-28,"1305.04"
"2320",2003-03-31,"1311.12"
"2321",2003-04-01,"1311.14"
"2322",2003-04-02,"1304.26"
"2323",2003-04-03,"1305.11"
"2324",2003-04-04,"1303.58"
"2325",2003-04-07,"1299.89"
"2326",2003-04-08,"1305.78"
"2327",2003-04-09,"1307.76"
"2328",2003-04-10,"1305.61"
"2329",2003-04-11,"1303.11"
"2330",2003-04-14,"1300.78"
"2331",2003-04-15,"1304.14"
"2332",2003-04-16,"1306.20"
"2333",2003-04-17,"1305.74"
"2334",2003-04-21,"1305.00"
"2335",2003-04-22,"1305.09"
"2336",2003-04-23,"1305.26"
"2337",2003-04-24,"1311.77"
"2338",2003-04-25,"1313.28"
"2339",2003-04-28,"1313.13"
"2340",2003-04-29,"1311.23"
"2341",2003-04-30,"1317.22"
"2342",2003-05-01,"1317.65"
"2343",2003-05-02,"1313.82"
"2344",2003-05-05,"1316.20"
"2345",2003-05-06,"1321.79"
"2346",2003-05-07,"1328.34"
"2347",2003-05-08,"1330.26"
"2348",2003-05-09,"1329.99"
"2349",2003-05-12,"1333.36"
"2350",2003-05-13,"1334.47"
"2351",2003-05-14,"1341.54"
"2352",2003-05-15,"1341.33"
"2353",2003-05-16,"1346.55"
"2354",2003-05-19,"1347.05"
"2355",2003-05-20,"1353.92"
"2356",2003-05-21,"1352.77"
"2357",2003-05-22,"1356.75"
"2358",2003-05-23,"1357.24"
"2359",2003-05-27,"1352.38"
"2360",2003-05-28,"1350.24"
"2361",2003-05-29,"1356.08"
"2362",2003-05-30,"1355.21"
"2363",2003-06-02,"1350.36"
"2364",2003-06-03,"1357.40"
"2365",2003-06-04,"1360.30"
"2366",2003-06-05,"1356.57"
"2367",2003-06-06,"1356.05"
"2368",2003-06-09,"1361.61"
"2369",2003-06-10,"1368.87"
"2370",2003-06-11,"1368.80"
"2371",2003-06-12,"1371.18"
"2372",2003-06-13,"1375.93"
"2373",2003-06-16,"1370.71"
"2374",2003-06-17,"1363.64"
"2375",2003-06-18,"1357.11"
"2376",2003-06-19,"1358.09"
"2377",2003-06-20,"1354.46"
"2378",2003-06-23,"1360.48"
"2379",2003-06-24,"1364.45"
"2380",2003-06-25,"1355.91"
"2381",2003-06-26,"1344.90"
"2382",2003-06-27,"1342.89"
"2383",2003-06-30,"1346.91"
"2384",2003-07-01,"1345.55"
"2385",2003-07-02,"1347.02"
"2386",2003-07-03,"1339.95"
"2387",2003-07-07,"1336.66"
"2388",2003-07-08,"1334.98"
"2389",2003-07-09,"1336.56"
"2390",2003-07-10,"1338.47"
"2391",2003-07-11,"1341.21"
"2392",2003-07-14,"1335.47"
"2393",2003-07-15,"1322.99"
"2394",2003-07-16,"1321.77"
"2395",2003-07-17,"1321.52"
"2396",2003-07-18,"1320.43"
"2397",2003-07-21,"1307.75"
"2398",2003-07-22,"1310.09"
"2399",2003-07-23,"1312.73"
"2400",2003-07-24,"1309.27"
"2401",2003-07-25,"1308.23"
"2402",2003-07-28,"1301.31"
"2403",2003-07-29,"1294.48"
"2404",2003-07-30,"1299.29"
"2405",2003-07-31,"1287.75"
"2406",2003-08-01,"1288.52"
"2407",2003-08-04,"1295.07"
"2408",2003-08-05,"1286.71"
"2409",2003-08-06,"1297.51"
"2410",2003-08-07,"1300.34"
"2411",2003-08-08,"1300.39"
"2412",2003-08-11,"1296.18"
"2413",2003-08-12,"1297.92"
"2414",2003-08-13,"1285.00"
"2415",2003-08-14,"1284.46"
"2416",2003-08-15,"1287.14"
"2417",2003-08-18,"1290.16"
"2418",2003-08-19,"1297.51"
"2419",2003-08-20,"1293.84"
"2420",2003-08-21,"1289.05"
"2421",2003-08-22,"1292.71"
"2422",2003-08-25,"1288.92"
"2423",2003-08-26,"1292.02"
"2424",2003-08-27,"1288.54"
"2425",2003-08-28,"1296.21"
"2426",2003-08-29,"1295.39"
"2427",2003-09-02,"1285.43"
"2428",2003-09-03,"1285.92"
"2429",2003-09-04,"1291.46"
"2430",2003-09-05,"1303.15"
"2431",2003-09-08,"1301.71"
"2432",2003-09-09,"1303.19"
"2433",2003-09-10,"1310.09"
"2434",2003-09-11,"1305.72"
"2435",2003-09-12,"1309.89"
"2436",2003-09-15,"1311.94"
"2437",2003-09-16,"1309.09"
"2438",2003-09-17,"1315.55"
"2439",2003-09-18,"1315.22"
"2440",2003-09-19,"1316.49"
"2441",2003-09-22,"1312.23"
"2442",2003-09-23,"1314.79"
"2443",2003-09-24,"1320.16"
"2444",2003-09-25,"1322.28"
"2445",2003-09-26,"1327.48"
"2446",2003-09-29,"1324.35"
"2447",2003-09-30,"1334.45"
"2448",2003-10-01,"1334.81"
"2449",2003-10-02,"1330.29"
"2450",2003-10-03,"1316.79"
"2451",2003-10-06,"1321.07"
"2452",2003-10-07,"1314.74"
"2453",2003-10-08,"1314.91"
"2454",2003-10-09,"1311.10"
"2455",2003-10-10,"1314.55"
"2456",2003-10-14,"1308.67"
"2457",2003-10-15,"1305.14"
"2458",2003-10-16,"1300.36"
"2459",2003-10-17,"1305.07"
"2460",2003-10-20,"1306.72"
"2461",2003-10-21,"1307.30"
"2462",2003-10-22,"1313.70"
"2463",2003-10-23,"1311.31"
"2464",2003-10-24,"1318.49"
"2465",2003-10-27,"1315.43"
"2466",2003-10-28,"1320.91"
"2467",2003-10-29,"1315.36"
"2468",2003-10-30,"1311.04"
"2469",2003-10-31,"1314.09"
"2470",2003-11-03,"1310.42"
"2471",2003-11-04,"1314.39"
"2472",2003-11-05,"1310.52"
"2473",2003-11-06,"1306.09"
"2474",2003-11-07,"1303.89"
"2475",2003-11-10,"1303.21"
"2476",2003-11-12,"1307.16"
"2477",2003-11-13,"1317.04"
"2478",2003-11-14,"1321.52"
"2479",2003-11-17,"1324.81"
"2480",2003-11-18,"1325.94"
"2481",2003-11-19,"1321.21"
"2482",2003-11-20,"1326.26"
"2483",2003-11-21,"1326.99"
"2484",2003-11-24,"1321.79"
"2485",2003-11-25,"1324.57"
"2486",2003-11-26,"1320.80"
"2487",2003-11-28,"1315.73"
"2488",2003-12-01,"1311.72"
"2489",2003-12-02,"1312.99"
"2490",2003-12-03,"1310.59"
"2491",2003-12-04,"1313.81"
"2492",2003-12-05,"1325.22"
"2493",2003-12-08,"1321.02"
"2494",2003-12-09,"1316.14"
