"","Date","MXEA.Index"
"2062",1997-11-24,"1192.49"
"2063",1997-11-25,"1165.80"
"2064",1997-11-26,"1168.17"
"2065",1997-11-27,"1180.11"
"2066",1997-11-28,"1179.63"
"2067",1997-12-01,"1193.84"
"2068",1997-12-02,"1200.30"
"2069",1997-12-03,"1197.20"
"2070",1997-12-04,"1199.44"
"2071",1997-12-05,"1199.14"
"2072",1997-12-08,"1199.30"
"2073",1997-12-09,"1202.52"
"2074",1997-12-10,"1197.53"
"2075",1997-12-11,"1172.21"
"2076",1997-12-12,"1169.57"
"2077",1997-12-15,"1168.57"
"2078",1997-12-16,"1175.89"
"2079",1997-12-17,"1203.61"
"2080",1997-12-18,"1196.25"
"2081",1997-12-19,"1166.18"
"2082",1997-12-22,"1152.61"
"2083",1997-12-23,"1160.23"
"2084",1997-12-24,"1161.93"
"2085",1997-12-25,"1161.93"
"2086",1997-12-26,"1162.88"
"2087",1997-12-29,"1179.56"
"2088",1997-12-30,"1190.43"
"2089",1997-12-31,"1188.39"
"2090",1998-01-01,"1188.39"
"2091",1998-01-02,"1188.17"
"2092",1998-01-05,"1188.77"
"2093",1998-01-06,"1180.78"
"2094",1998-01-07,"1179.79"
"2095",1998-01-08,"1171.91"
"2096",1998-01-09,"1155.84"
"2097",1998-01-12,"1123.09"
"2098",1998-01-13,"1140.55"
"2099",1998-01-14,"1156.46"
"2100",1998-01-15,"1156.58"
"2101",1998-01-16,"1188.35"
"2102",1998-01-19,"1202.88"
"2103",1998-01-20,"1203.03"
"2104",1998-01-21,"1209.77"
"2105",1998-01-22,"1211.69"
"2106",1998-01-23,"1221.76"
"2107",1998-01-26,"1232.53"
"2108",1998-01-27,"1241.11"
"2109",1998-01-28,"1246.83"
"2110",1998-01-29,"1244.51"
"2111",1998-01-30,"1241.20"
"2112",1998-02-02,"1262.78"
"2113",1998-02-03,"1273.10"
"2114",1998-02-04,"1278.35"
"2115",1998-02-05,"1294.31"
"2116",1998-02-06,"1295.05"
"2117",1998-02-09,"1290.30"
"2118",1998-02-10,"1295.23"
"2119",1998-02-11,"1296.57"
"2120",1998-02-12,"1290.00"
"2121",1998-02-13,"1275.08"
"2122",1998-02-16,"1277.82"
"2123",1998-02-17,"1287.22"
"2124",1998-02-18,"1292.32"
"2125",1998-02-19,"1286.34"
"2126",1998-02-20,"1287.63"
"2127",1998-02-23,"1294.50"
"2128",1998-02-24,"1284.02"
"2129",1998-02-25,"1295.46"
"2130",1998-02-26,"1306.29"
"2131",1998-02-27,"1319.25"
"2132",1998-03-02,"1339.89"
"2133",1998-03-03,"1335.90"
"2134",1998-03-04,"1319.46"
"2135",1998-03-05,"1299.61"
"2136",1998-03-06,"1317.92"
"2137",1998-03-09,"1322.96"
"2138",1998-03-10,"1326.37"
"2139",1998-03-11,"1321.58"
"2140",1998-03-12,"1321.41"
"2141",1998-03-13,"1345.25"
"2142",1998-03-16,"1339.11"
"2143",1998-03-17,"1351.54"
"2144",1998-03-18,"1338.88"
"2145",1998-03-19,"1346.20"
"2146",1998-03-20,"1351.96"
"2147",1998-03-23,"1358.61"
"2148",1998-03-24,"1362.49"
"2149",1998-03-25,"1374.93"
"2150",1998-03-26,"1375.69"
"2151",1998-03-27,"1375.12"
"2152",1998-03-30,"1353.85"
"2153",1998-03-31,"1358.27"
"2154",1998-04-01,"1362.99"
"2155",1998-04-02,"1357.94"
"2156",1998-04-03,"1358.57"
"2157",1998-04-06,"1376.18"
"2158",1998-04-07,"1377.27"
"2159",1998-04-08,"1381.86"
"2160",1998-04-09,"1400.46"
"2161",1998-04-10,"1400.88"
"2162",1998-04-13,"1397.05"
"2163",1998-04-14,"1411.07"
"2164",1998-04-15,"1414.14"
"2165",1998-04-16,"1385.89"
"2166",1998-04-17,"1379.55"
"2167",1998-04-20,"1388.63"
"2168",1998-04-21,"1395.09"
"2169",1998-04-22,"1389.53"
"2170",1998-04-23,"1376.94"
"2171",1998-04-24,"1370.51"
"2172",1998-04-27,"1335.28"
"2173",1998-04-28,"1344.44"
"2174",1998-04-29,"1344.64"
"2175",1998-04-30,"1367.39"
"2176",1998-05-01,"1377.45"
"2177",1998-05-04,"1395.03"
"2178",1998-05-05,"1389.87"
"2179",1998-05-06,"1385.61"
"2180",1998-05-07,"1368.39"
"2181",1998-05-08,"1371.37"
"2182",1998-05-11,"1387.23"
"2183",1998-05-12,"1375.42"
"2184",1998-05-13,"1373.83"
"2185",1998-05-14,"1370.64"
"2186",1998-05-15,"1368.38"
"2187",1998-05-18,"1343.65"
"2188",1998-05-19,"1360.49"
"2189",1998-05-20,"1376.80"
"2190",1998-05-21,"1389.22"
"2191",1998-05-22,"1392.23"
"2192",1998-05-25,"1391.73"
"2193",1998-05-26,"1394.55"
"2194",1998-05-27,"1364.50"
"2195",1998-05-28,"1359.67"
"2196",1998-05-29,"1359.14"
"2197",1998-06-01,"1347.24"
"2198",1998-06-02,"1356.07"
"2199",1998-06-03,"1365.91"
"2200",1998-06-04,"1364.31"
"2201",1998-06-05,"1369.29"
"2202",1998-06-08,"1375.86"
"2203",1998-06-09,"1373.86"
"2204",1998-06-10,"1355.99"
"2205",1998-06-11,"1331.51"
"2206",1998-06-12,"1311.70"
"2207",1998-06-15,"1283.81"
"2208",1998-06-16,"1298.23"
"2209",1998-06-17,"1336.75"
"2210",1998-06-18,"1347.11"
"2211",1998-06-19,"1348.97"
"2212",1998-06-22,"1328.59"
"2213",1998-06-23,"1330.23"
"2214",1998-06-24,"1333.89"
"2215",1998-06-25,"1351.09"
"2216",1998-06-26,"1343.87"
"2217",1998-06-29,"1354.17"
"2218",1998-06-30,"1367.81"
"2219",1998-07-01,"1385.49"
"2220",1998-07-02,"1384.03"
"2221",1998-07-03,"1393.32"
"2222",1998-07-06,"1393.73"
"2223",1998-07-07,"1399.09"
"2224",1998-07-08,"1400.60"
"2225",1998-07-09,"1385.68"
"2226",1998-07-10,"1378.49"
"2227",1998-07-13,"1394.22"
"2228",1998-07-14,"1414.10"
"2229",1998-07-15,"1420.61"
"2230",1998-07-16,"1427.96"
"2231",1998-07-17,"1441.37"
"2232",1998-07-20,"1452.00"
"2233",1998-07-21,"1438.47"
"2234",1998-07-22,"1411.55"
"2235",1998-07-23,"1403.06"
"2236",1998-07-24,"1407.34"
"2237",1998-07-27,"1378.17"
"2238",1998-07-28,"1383.17"
"2239",1998-07-29,"1377.01"
"2240",1998-07-30,"1389.28"
"2241",1998-07-31,"1380.06"
"2242",1998-08-03,"1353.50"
"2243",1998-08-04,"1350.06"
"2244",1998-08-05,"1335.18"
"2245",1998-08-06,"1318.77"
"2246",1998-08-07,"1327.78"
"2247",1998-08-10,"1301.74"
"2248",1998-08-11,"1264.97"
"2249",1998-08-12,"1280.87"
"2250",1998-08-13,"1269.21"
"2251",1998-08-14,"1272.68"
"2252",1998-08-17,"1268.26"
"2253",1998-08-18,"1299.84"
"2254",1998-08-19,"1312.13"
"2255",1998-08-20,"1306.61"
"2256",1998-08-21,"1259.16"
"2257",1998-08-24,"1262.97"
"2258",1998-08-25,"1279.92"
"2259",1998-08-26,"1251.77"
"2260",1998-08-27,"1214.02"
"2261",1998-08-28,"1204.26"
"2262",1998-08-31,"1207.45"
"2263",1998-09-01,"1208.85"
"2264",1998-09-02,"1231.44"
"2265",1998-09-03,"1226.32"
"2266",1998-09-04,"1225.07"
"2267",1998-09-07,"1266.47"
"2268",1998-09-08,"1276.91"
"2269",1998-09-09,"1252.41"
"2270",1998-09-10,"1229.80"
"2271",1998-09-11,"1221.86"
"2272",1998-09-14,"1242.13"
"2273",1998-09-15,"1242.86"
"2274",1998-09-16,"1245.54"
"2275",1998-09-17,"1216.21"
"2276",1998-09-18,"1196.59"
"2277",1998-09-21,"1162.14"
"2278",1998-09-22,"1177.92"
"2279",1998-09-23,"1197.32"
"2280",1998-09-24,"1203.87"
"2281",1998-09-25,"1187.76"
"2282",1998-09-28,"1198.20"
"2283",1998-09-29,"1200.15"
"2284",1998-09-30,"1168.77"
"2285",1998-10-01,"1134.84"
"2286",1998-10-02,"1114.62"
"2287",1998-10-05,"1095.18"
"2288",1998-10-06,"1132.75"
"2289",1998-10-07,"1169.03"
"2290",1998-10-08,"1142.80"
"2291",1998-10-09,"1151.88"
"2292",1998-10-12,"1199.16"
"2293",1998-10-13,"1200.07"
"2294",1998-10-14,"1209.98"
"2295",1998-10-15,"1227.12"
"2296",1998-10-16,"1258.05"
"2297",1998-10-19,"1257.63"
"2298",1998-10-20,"1276.72"
"2299",1998-10-21,"1271.07"
"2300",1998-10-22,"1271.08"
"2301",1998-10-23,"1270.29"
"2302",1998-10-26,"1267.53"
"2303",1998-10-27,"1279.19"
"2304",1998-10-28,"1262.35"
"2305",1998-10-29,"1275.10"
"2306",1998-10-30,"1288.93"
"2307",1998-11-02,"1324.17"
"2308",1998-11-03,"1314.68"
"2309",1998-11-04,"1341.51"
"2310",1998-11-05,"1328.04"
"2311",1998-11-06,"1320.53"
"2312",1998-11-09,"1292.59"
"2313",1998-11-10,"1279.31"
"2314",1998-11-11,"1298.35"
"2315",1998-11-12,"1277.61"
"2316",1998-11-13,"1287.02"
"2317",1998-11-16,"1321.93"
"2318",1998-11-17,"1313.50"
"2319",1998-11-18,"1315.37"
"2320",1998-11-19,"1332.16"
"2321",1998-11-20,"1351.15"
"2322",1998-11-23,"1362.58"
"2323",1998-11-24,"1365.50"
"2324",1998-11-25,"1355.77"
"2325",1998-11-26,"1374.32"
"2326",1998-11-27,"1374.83"
"2327",1998-11-30,"1353.32"
"2328",1998-12-01,"1323.62"
"2329",1998-12-02,"1324.24"
"2330",1998-12-03,"1334.63"
"2331",1998-12-04,"1336.45"
"2332",1998-12-07,"1335.49"
"2333",1998-12-08,"1341.86"
"2334",1998-12-09,"1357.59"
"2335",1998-12-10,"1356.62"
"2336",1998-12-11,"1340.12"
"2337",1998-12-14,"1335.39"
"2338",1998-12-15,"1334.33"
"2339",1998-12-16,"1346.17"
"2340",1998-12-17,"1357.69"
"2341",1998-12-18,"1361.67"
"2342",1998-12-21,"1380.86"
"2343",1998-12-22,"1372.48"
"2344",1998-12-23,"1390.62"
"2345",1998-12-24,"1383.90"
"2346",1998-12-25,"1386.23"
"2347",1998-12-28,"1394.32"
"2348",1998-12-29,"1405.97"
"2349",1998-12-30,"1399.36"
"2350",1998-12-31,"1405.04"
"2351",1999-01-01,"1405.04"
"2352",1999-01-04,"1435.65"
"2353",1999-01-05,"1445.11"
"2354",1999-01-06,"1466.50"
"2355",1999-01-07,"1457.71"
"2356",1999-01-08,"1449.11"
"2357",1999-01-11,"1437.18"
"2358",1999-01-12,"1416.82"
"2359",1999-01-13,"1382.75"
"2360",1999-01-14,"1388.93"
"2361",1999-01-15,"1395.38"
"2362",1999-01-18,"1420.32"
"2363",1999-01-19,"1418.01"
"2364",1999-01-20,"1430.07"
"2365",1999-01-21,"1423.69"
"2366",1999-01-22,"1390.11"
"2367",1999-01-25,"1391.68"
"2368",1999-01-26,"1396.51"
"2369",1999-01-27,"1394.08"
"2370",1999-01-28,"1394.08"
"2371",1999-01-29,"1399.24"
"2372",1999-02-01,"1412.28"
"2373",1999-02-02,"1415.18"
"2374",1999-02-03,"1398.67"
"2375",1999-02-04,"1393.17"
"2376",1999-02-05,"1384.09"
"2377",1999-02-08,"1373.24"
"2378",1999-02-09,"1353.45"
"2379",1999-02-10,"1345.64"
"2380",1999-02-11,"1358.88"
"2381",1999-02-12,"1369.38"
"2382",1999-02-15,"1369.35"
"2383",1999-02-16,"1364.85"
"2384",1999-02-17,"1357.34"
"2385",1999-02-18,"1355.77"
"2386",1999-02-19,"1348.22"
"2387",1999-02-22,"1359.29"
"2388",1999-02-23,"1367.93"
"2389",1999-02-24,"1375.02"
"2390",1999-02-25,"1371.42"
"2391",1999-02-26,"1364.23"
"2392",1999-03-01,"1343.59"
"2393",1999-03-02,"1340.80"
"2394",1999-03-03,"1332.71"
"2395",1999-03-04,"1331.10"
"2396",1999-03-05,"1367.98"
"2397",1999-03-08,"1366.67"
"2398",1999-03-09,"1376.70"
"2399",1999-03-10,"1392.69"
"2400",1999-03-11,"1398.25"
"2401",1999-03-12,"1413.34"
"2402",1999-03-15,"1416.71"
"2403",1999-03-16,"1424.29"
"2404",1999-03-17,"1429.04"
"2405",1999-03-18,"1415.28"
"2406",1999-03-19,"1434.49"
"2407",1999-03-22,"1425.19"
"2408",1999-03-23,"1404.62"
"2409",1999-03-24,"1389.61"
"2410",1999-03-25,"1405.88"
"2411",1999-03-26,"1390.60"
"2412",1999-03-29,"1403.49"
"2413",1999-03-30,"1402.61"
"2414",1999-03-31,"1419.51"
"2415",1999-04-01,"1428.56"
"2416",1999-04-02,"1424.55"
"2417",1999-04-05,"1416.93"
"2418",1999-04-06,"1440.30"
"2419",1999-04-07,"1449.88"
"2420",1999-04-08,"1461.67"
"2421",1999-04-09,"1460.87"
"2422",1999-04-12,"1458.10"
"2423",1999-04-13,"1470.13"
"2424",1999-04-14,"1476.89"
"2425",1999-04-15,"1459.49"
"2426",1999-04-16,"1462.68"
"2427",1999-04-19,"1471.33"
"2428",1999-04-20,"1446.20"
"2429",1999-04-21,"1438.19"
"2430",1999-04-22,"1450.87"
"2431",1999-04-23,"1458.46"
"2432",1999-04-26,"1465.84"
"2433",1999-04-27,"1487.90"
"2434",1999-04-28,"1484.79"
"2435",1999-04-29,"1474.48"
"2436",1999-04-30,"1475.36"
"2437",1999-05-03,"1477.29"
"2438",1999-05-04,"1478.61"
"2439",1999-05-05,"1468.79"
"2440",1999-05-06,"1487.54"
"2441",1999-05-07,"1476.69"
"2442",1999-05-10,"1479.04"
"2443",1999-05-11,"1467.15"
"2444",1999-05-12,"1459.71"
"2445",1999-05-13,"1460.27"
"2446",1999-05-14,"1444.64"
"2447",1999-05-17,"1412.48"
"2448",1999-05-18,"1423.43"
"2449",1999-05-19,"1421.90"
"2450",1999-05-20,"1430.66"
"2451",1999-05-21,"1425.73"
"2452",1999-05-24,"1423.58"
"2453",1999-05-25,"1414.74"
"2454",1999-05-26,"1406.45"
"2455",1999-05-27,"1393.82"
"2456",1999-05-28,"1397.32"
"2457",1999-05-31,"1397.72"
"2458",1999-06-01,"1408.45"
"2459",1999-06-02,"1409.54"
"2460",1999-06-03,"1411.69"
"2461",1999-06-04,"1414.21"
"2462",1999-06-07,"1429.00"
"2463",1999-06-08,"1446.73"
"2464",1999-06-09,"1453.91"
"2465",1999-06-10,"1454.22"
"2466",1999-06-11,"1472.13"
"2467",1999-06-14,"1455.27"
"2468",1999-06-15,"1456.03"
"2469",1999-06-16,"1457.87"
"2470",1999-06-17,"1467.95"
"2471",1999-06-18,"1472.93"
"2472",1999-06-21,"1480.13"
"2473",1999-06-22,"1478.02"
"2474",1999-06-23,"1461.36"
"2475",1999-06-24,"1454.28"
"2476",1999-06-25,"1461.23"
"2477",1999-06-28,"1458.11"
"2478",1999-06-29,"1458.16"
"2479",1999-06-30,"1450.56"
"2480",1999-07-01,"1475.88"
"2481",1999-07-02,"1482.73"
"2482",1999-07-05,"1503.08"
"2483",1999-07-06,"1499.82"
"2484",1999-07-07,"1489.00"
"2485",1999-07-08,"1480.01"
"2486",1999-07-09,"1481.61"
"2487",1999-07-12,"1482.91"
"2488",1999-07-13,"1473.51"
"2489",1999-07-14,"1484.69"
"2490",1999-07-15,"1504.73"
"2491",1999-07-16,"1494.97"
"2492",1999-07-19,"1494.77"
"2493",1999-07-20,"1496.64"
"2494",1999-07-21,"1489.37"
"2495",1999-07-22,"1474.14"
"2496",1999-07-23,"1455.66"
"2497",1999-07-26,"1459.85"
"2498",1999-07-27,"1464.62"
"2499",1999-07-28,"1473.55"
"2500",1999-07-29,"1469.46"
"2501",1999-07-30,"1491.97"
"2502",1999-08-02,"1486.32"
"2503",1999-08-03,"1485.20"
"2504",1999-08-04,"1486.05"
"2505",1999-08-05,"1460.83"
"2506",1999-08-06,"1454.79"
"2507",1999-08-09,"1452.90"
"2508",1999-08-10,"1439.89"
"2509",1999-08-11,"1436.21"
"2510",1999-08-12,"1460.41"
"2511",1999-08-13,"1469.34"
"2512",1999-08-16,"1483.84"
"2513",1999-08-17,"1481.50"
"2514",1999-08-18,"1492.24"
"2515",1999-08-19,"1491.30"
"2516",1999-08-20,"1511.88"
"2517",1999-08-23,"1524.82"
"2518",1999-08-24,"1516.34"
"2519",1999-08-25,"1517.17"
"2520",1999-08-26,"1509.55"
"2521",1999-08-27,"1510.26"
"2522",1999-08-30,"1515.48"
"2523",1999-08-31,"1495.70"
"2524",1999-09-01,"1519.62"
"2525",1999-09-02,"1514.42"
"2526",1999-09-03,"1522.57"
"2527",1999-09-06,"1535.54"
"2528",1999-09-07,"1525.27"
"2529",1999-09-08,"1524.04"
"2530",1999-09-09,"1542.29"
"2531",1999-09-10,"1535.34"
"2532",1999-09-13,"1535.20"
"2533",1999-09-14,"1531.15"
"2534",1999-09-15,"1527.01"
"2535",1999-09-16,"1510.17"
"2536",1999-09-17,"1506.38"
"2537",1999-09-20,"1517.20"
"2538",1999-09-21,"1523.46"
"2539",1999-09-22,"1506.11"
"2540",1999-09-23,"1509.21"
"2541",1999-09-24,"1485.02"
"2542",1999-09-27,"1488.28"
"2543",1999-09-28,"1492.68"
"2544",1999-09-29,"1491.71"
"2545",1999-09-30,"1509.06"
"2546",1999-10-01,"1514.67"
"2547",1999-10-04,"1522.19"
"2548",1999-10-05,"1523.46"
"2549",1999-10-06,"1529.25"
"2550",1999-10-07,"1543.62"
"2551",1999-10-08,"1538.42"
"2552",1999-10-11,"1544.43"
"2553",1999-10-12,"1544.05"
"2554",1999-10-13,"1525.98"
"2555",1999-10-14,"1525.87"
"2556",1999-10-15,"1513.89"
"2557",1999-10-18,"1489.93"
"2558",1999-10-19,"1507.42"
"2559",1999-10-20,"1515.48"
"2560",1999-10-21,"1512.63"
"2561",1999-10-22,"1525.46"
"2562",1999-10-25,"1525.10"
"2563",1999-10-26,"1530.62"
"2564",1999-10-27,"1519.34"
"2565",1999-10-28,"1532.01"
"2566",1999-10-29,"1563.88"
"2567",1999-11-01,"1562.06"
"2568",1999-11-02,"1564.55"
"2569",1999-11-03,"1565.81"
"2570",1999-11-04,"1580.01"
"2571",1999-11-05,"1571.48"
"2572",1999-11-08,"1566.74"
"2573",1999-11-09,"1576.85"
"2574",1999-11-10,"1593.54"
"2575",1999-11-11,"1601.83"
"2576",1999-11-12,"1595.38"
"2577",1999-11-15,"1603.67"
"2578",1999-11-16,"1605.17"
"2579",1999-11-17,"1618.51"
"2580",1999-11-18,"1626.37"
"2581",1999-11-19,"1625.12"
"2582",1999-11-22,"1623.52"
"2583",1999-11-23,"1629.79"
"2584",1999-11-24,"1616.68"
"2585",1999-11-25,"1633.39"
"2586",1999-11-26,"1645.58"
"2587",1999-11-29,"1643.05"
"2588",1999-11-30,"1616.56"
"2589",1999-12-01,"1623.99"
"2590",1999-12-02,"1624.09"
"2591",1999-12-03,"1646.06"
"2592",1999-12-06,"1665.47"
"2593",1999-12-07,"1674.65"
"2594",1999-12-08,"1667.86"
"2595",1999-12-09,"1668.49"
"2596",1999-12-10,"1668.06"
"2597",1999-12-13,"1661.90"
"2598",1999-12-14,"1655.72"
"2599",1999-12-15,"1643.49"
"2600",1999-12-16,"1663.62"
"2601",1999-12-17,"1669.91"
"2602",1999-12-20,"1677.96"
"2603",1999-12-21,"1675.60"
"2604",1999-12-22,"1696.93"
"2605",1999-12-23,"1721.70"
"2606",1999-12-24,"1730.98"
"2607",1999-12-27,"1727.04"
"2608",1999-12-28,"1736.03"
"2609",1999-12-29,"1742.99"
"2610",1999-12-30,"1760.04"
"2611",1999-12-31,"1760.04"
"2612",2000-01-03,"1774.13"
"2613",2000-01-04,"1735.47"
"2614",2000-01-05,"1684.76"
"2615",2000-01-06,"1660.76"
"2616",2000-01-07,"1679.85"
"2617",2000-01-10,"1695.51"
"2618",2000-01-11,"1708.75"
"2619",2000-01-12,"1698.80"
"2620",2000-01-13,"1706.50"
"2621",2000-01-14,"1721.13"
"2622",2000-01-17,"1735.94"
"2623",2000-01-18,"1705.64"
"2624",2000-01-19,"1688.95"
"2625",2000-01-20,"1689.24"
"2626",2000-01-21,"1682.80"
"2627",2000-01-24,"1681.10"
"2628",2000-01-25,"1659.37"
"2629",2000-01-26,"1673.62"
"2630",2000-01-27,"1683.75"
"2631",2000-01-28,"1675.04"
"2632",2000-01-31,"1646.62"
"2633",2000-02-01,"1650.96"
"2634",2000-02-02,"1669.51"
"2635",2000-02-03,"1706.10"
"2636",2000-02-04,"1709.89"
"2637",2000-02-07,"1695.08"
"2638",2000-02-08,"1719.59"
"2639",2000-02-09,"1730.47"
"2640",2000-02-10,"1721.96"
"2641",2000-02-11,"1719.72"
"2642",2000-02-14,"1701.24"
"2643",2000-02-15,"1673.68"
"2644",2000-02-16,"1685.76"
"2645",2000-02-17,"1703.65"
"2646",2000-02-18,"1693.92"
"2647",2000-02-21,"1670.40"
"2648",2000-02-22,"1682.69"
"2649",2000-02-23,"1698.59"
"2650",2000-02-24,"1696.61"
"2651",2000-02-25,"1707.20"
"2652",2000-02-28,"1684.35"
"2653",2000-02-29,"1689.34"
"2654",2000-03-01,"1720.94"
"2655",2000-03-02,"1741.13"
"2656",2000-03-03,"1743.17"
"2657",2000-03-06,"1744.82"
"2658",2000-03-07,"1740.97"
"2659",2000-03-08,"1723.82"
"2660",2000-03-09,"1738.28"
"2661",2000-03-10,"1742.91"
"2662",2000-03-13,"1703.53"
"2663",2000-03-14,"1701.83"
"2664",2000-03-15,"1679.09"
"2665",2000-03-16,"1711.88"
"2666",2000-03-17,"1722.14"
"2667",2000-03-20,"1733.92"
"2668",2000-03-21,"1736.74"
"2669",2000-03-22,"1724.37"
"2670",2000-03-23,"1727.74"
"2671",2000-03-24,"1755.87"
"2672",2000-03-27,"1760.48"
"2673",2000-03-28,"1771.62"
"2674",2000-03-29,"1767.37"
"2675",2000-03-30,"1733.90"
"2676",2000-03-31,"1753.16"
"2677",2000-04-03,"1730.87"
"2678",2000-04-04,"1728.07"
"2679",2000-04-05,"1711.86"
"2680",2000-04-06,"1721.65"
"2681",2000-04-07,"1735.39"
"2682",2000-04-10,"1738.67"
"2683",2000-04-11,"1715.35"
"2684",2000-04-12,"1716.42"
"2685",2000-04-13,"1703.72"
"2686",2000-04-14,"1674.63"
"2687",2000-04-17,"1626.96"
"2688",2000-04-18,"1645.76"
"2689",2000-04-19,"1655.90"
"2690",2000-04-20,"1662.14"
"2691",2000-04-21,"1660.97"
"2692",2000-04-24,"1671.28"
"2693",2000-04-25,"1668.27"
"2694",2000-04-26,"1670.85"
"2695",2000-04-27,"1643.88"
"2696",2000-04-28,"1659.28"
"2697",2000-05-01,"1664.64"
"2698",2000-05-02,"1686.93"
"2699",2000-05-03,"1649.94"
"2700",2000-05-04,"1650.52"
"2701",2000-05-05,"1652.43"
"2702",2000-05-08,"1641.96"
"2703",2000-05-09,"1623.31"
"2704",2000-05-10,"1610.26"
"2705",2000-05-11,"1607.51"
"2706",2000-05-12,"1635.39"
"2707",2000-05-15,"1630.91"
"2708",2000-05-16,"1643.59"
"2709",2000-05-17,"1607.41"
"2710",2000-05-18,"1608.75"
"2711",2000-05-19,"1576.80"
"2712",2000-05-22,"1555.25"
"2713",2000-05-23,"1569.95"
"2714",2000-05-24,"1553.44"
"2715",2000-05-25,"1577.67"
"2716",2000-05-26,"1585.32"
"2717",2000-05-29,"1599.20"
"2718",2000-05-30,"1622.60"
"2719",2000-05-31,"1617.13"
"2720",2000-06-01,"1638.03"
"2721",2000-06-02,"1690.45"
"2722",2000-06-05,"1696.06"
"2723",2000-06-06,"1711.69"
"2724",2000-06-07,"1699.89"
"2725",2000-06-08,"1694.26"
"2726",2000-06-09,"1687.88"
"2727",2000-06-12,"1693.11"
"2728",2000-06-13,"1693.19"
"2729",2000-06-14,"1698.15"
"2730",2000-06-15,"1674.14"
"2731",2000-06-16,"1681.46"
"2732",2000-06-19,"1685.79"
"2733",2000-06-20,"1699.44"
"2734",2000-06-21,"1685.94"
"2735",2000-06-22,"1676.21"
"2736",2000-06-23,"1665.81"
"2737",2000-06-26,"1658.49"
"2738",2000-06-27,"1666.75"
"2739",2000-06-28,"1676.56"
"2740",2000-06-29,"1663.46"
"2741",2000-06-30,"1678.61"
"2742",2000-07-03,"1691.57"
"2743",2000-07-04,"1689.40"
"2744",2000-07-05,"1684.37"
"2745",2000-07-06,"1680.61"
"2746",2000-07-07,"1694.04"
"2747",2000-07-10,"1703.53"
"2748",2000-07-11,"1698.86"
"2749",2000-07-12,"1693.70"
"2750",2000-07-13,"1680.13"
"2751",2000-07-14,"1686.85"
"2752",2000-07-17,"1688.24"
"2753",2000-07-18,"1665.49"
"2754",2000-07-19,"1655.71"
"2755",2000-07-20,"1664.03"
"2756",2000-07-21,"1648.85"
"2757",2000-07-24,"1646.51"
"2758",2000-07-25,"1649.36"
"2759",2000-07-26,"1650.06"
"2760",2000-07-27,"1621.27"
"2761",2000-07-28,"1595.20"
"2762",2000-07-31,"1606.61"
"2763",2000-08-01,"1611.40"
"2764",2000-08-02,"1603.95"
"2765",2000-08-03,"1577.82"
"2766",2000-08-04,"1588.44"
"2767",2000-08-07,"1603.36"
"2768",2000-08-08,"1593.08"
"2769",2000-08-09,"1605.84"
"2770",2000-08-10,"1613.97"
"2771",2000-08-11,"1611.99"
"2772",2000-08-14,"1617.23"
"2773",2000-08-15,"1630.51"
"2774",2000-08-16,"1636.15"
"2775",2000-08-17,"1629.10"
"2776",2000-08-18,"1625.78"
"2777",2000-08-21,"1616.88"
"2778",2000-08-22,"1619.39"
"2779",2000-08-23,"1619.20"
"2780",2000-08-24,"1626.59"
"2781",2000-08-25,"1638.38"
"2782",2000-08-28,"1641.02"
"2783",2000-08-29,"1633.85"
"2784",2000-08-30,"1620.88"
"2785",2000-08-31,"1618.94"
"2786",2000-09-01,"1655.39"
"2787",2000-09-04,"1663.99"
"2788",2000-09-05,"1633.59"
"2789",2000-09-06,"1613.91"
"2790",2000-09-07,"1608.13"
"2791",2000-09-08,"1587.65"
"2792",2000-09-11,"1572.69"
"2793",2000-09-12,"1560.06"
"2794",2000-09-13,"1555.02"
"2795",2000-09-14,"1559.54"
"2796",2000-09-15,"1551.45"
"2797",2000-09-18,"1532.44"
"2798",2000-09-19,"1534.07"
"2799",2000-09-20,"1523.56"
"2800",2000-09-21,"1511.67"
"2801",2000-09-22,"1528.79"
"2802",2000-09-25,"1537.05"
"2803",2000-09-26,"1532.64"
"2804",2000-09-27,"1530.62"
"2805",2000-09-28,"1530.96"
"2806",2000-09-29,"1538.51"
"2807",2000-10-02,"1547.87"
"2808",2000-10-03,"1550.87"
"2809",2000-10-04,"1541.15"
"2810",2000-10-05,"1542.69"
"2811",2000-10-06,"1533.19"
"2812",2000-10-09,"1509.52"
"2813",2000-10-10,"1508.74"
"2814",2000-10-11,"1486.87"
"2815",2000-10-12,"1477.67"
"2816",2000-10-13,"1479.16"
"2817",2000-10-16,"1473.53"
"2818",2000-10-17,"1459.82"
"2819",2000-10-18,"1441.20"
"2820",2000-10-19,"1454.03"
"2821",2000-10-20,"1465.85"
"2822",2000-10-23,"1470.77"
"2823",2000-10-24,"1492.48"
"2824",2000-10-25,"1472.14"
"2825",2000-10-26,"1463.61"
"2826",2000-10-27,"1488.29"
"2827",2000-10-30,"1489.43"
"2828",2000-10-31,"1500.60"
"2829",2000-11-01,"1524.18"
"2830",2000-11-02,"1526.21"
"2831",2000-11-03,"1535.11"
"2832",2000-11-06,"1539.07"
"2833",2000-11-07,"1537.11"
"2834",2000-11-08,"1527.73"
"2835",2000-11-09,"1514.68"
"2836",2000-11-10,"1501.97"
"2837",2000-11-13,"1477.16"
"2838",2000-11-14,"1497.04"
