"","Date","DXY.Index"
"1920",1997-07-03,"95.57"
"1921",1997-07-04,"95.65"
"1922",1997-07-07,"95.49"
"1923",1997-07-08,"95.84"
"1924",1997-07-09,"95.85"
"1925",1997-07-10,"95.58"
"1926",1997-07-11,"96.32"
"1927",1997-07-14,"97.15"
"1928",1997-07-15,"97.28"
"1929",1997-07-16,"97.23"
"1930",1997-07-17,"97.47"
"1931",1997-07-18,"97.35"
"1932",1997-07-21,"97.45"
"1933",1997-07-22,"98.19"
"1934",1997-07-23,"98.40"
"1935",1997-07-24,"98.87"
"1936",1997-07-25,"99.13"
"1937",1997-07-28,"99.65"
"1938",1997-07-29,"99.62"
"1939",1997-07-30,"99.56"
"1940",1997-07-31,"99.55"
"1941",1997-08-01,"100.43"
"1942",1997-08-04,"100.61"
"1943",1997-08-05,"101.17"
"1944",1997-08-06,"101.39"
"1945",1997-08-07,"101.03"
"1946",1997-08-08,"99.75"
"1947",1997-08-11,"100.41"
"1948",1997-08-12,"100.76"
"1949",1997-08-13,"99.67"
"1950",1997-08-14,"100.05"
"1951",1997-08-15,"99.05"
"1952",1997-08-18,"99.39"
"1953",1997-08-19,"99.89"
"1954",1997-08-20,"100.47"
"1955",1997-08-21,"99.82"
"1956",1997-08-22,"99.06"
"1957",1997-08-25,"99.26"
"1958",1997-08-26,"98.36"
"1959",1997-08-27,"98.60"
"1960",1997-08-28,"98.20"
"1961",1997-08-29,"99.00"
"1962",1997-09-01,"99.05"
"1963",1997-09-02,"100.07"
"1964",1997-09-03,"99.60"
"1965",1997-09-04,"99.47"
"1966",1997-09-05,"98.86"
"1967",1997-09-08,"99.07"
"1968",1997-09-09,"99.05"
"1969",1997-09-10,"98.71"
"1970",1997-09-11,"97.96"
"1971",1997-09-12,"97.73"
"1972",1997-09-15,"97.28"
"1973",1997-09-16,"97.68"
"1974",1997-09-17,"97.70"
"1975",1997-09-18,"97.99"
"1976",1997-09-19,"97.83"
"1977",1997-09-22,"98.43"
"1978",1997-09-23,"98.39"
"1979",1997-09-24,"97.49"
"1980",1997-09-25,"97.05"
"1981",1997-09-26,"97.25"
"1982",1997-09-29,"97.26"
"1983",1997-09-30,"97.11"
"1984",1997-10-01,"97.60"
"1985",1997-10-02,"97.64"
"1986",1997-10-03,"97.08"
"1987",1997-10-06,"97.13"
"1988",1997-10-07,"97.13"
"1989",1997-10-08,"96.69"
"1990",1997-10-09,"96.61"
"1991",1997-10-10,"96.66"
"1992",1997-10-13,"96.87"
"1993",1997-10-14,"96.95"
"1994",1997-10-15,"96.72"
"1995",1997-10-16,"96.49"
"1996",1997-10-17,"97.54"
"1997",1997-10-20,"97.49"
"1998",1997-10-21,"98.10"
"1999",1997-10-22,"97.98"
"2000",1997-10-23,"97.44"
"2001",1997-10-24,"97.73"
"2002",1997-10-27,"97.01"
"2003",1997-10-28,"96.06"
"2004",1997-10-29,"95.77"
"2005",1997-10-30,"95.46"
"2006",1997-10-31,"95.64"
"2007",1997-11-03,"96.07"
"2008",1997-11-04,"95.54"
"2009",1997-11-05,"95.52"
"2010",1997-11-06,"95.65"
"2011",1997-11-07,"95.25"
"2012",1997-11-10,"95.20"
"2013",1997-11-11,"95.21"
"2014",1997-11-12,"95.76"
"2015",1997-11-13,"95.95"
"2016",1997-11-14,"96.15"
"2017",1997-11-17,"96.19"
"2018",1997-11-18,"96.19"
"2019",1997-11-19,"96.39"
"2020",1997-11-20,"96.72"
"2021",1997-11-21,"96.60"
"2022",1997-11-24,"96.68"
"2023",1997-11-25,"97.23"
"2024",1997-11-26,"97.66"
"2025",1997-11-27,"97.88"
"2026",1997-11-28,"97.77"
"2027",1997-12-01,"98.40"
"2028",1997-12-02,"98.32"
"2029",1997-12-03,"98.10"
"2030",1997-12-04,"98.35"
"2031",1997-12-05,"98.86"
"2032",1997-12-08,"99.24"
"2033",1997-12-09,"99.16"
"2034",1997-12-10,"98.98"
"2035",1997-12-11,"98.18"
"2036",1997-12-12,"98.72"
"2037",1997-12-15,"98.76"
"2038",1997-12-16,"99.06"
"2039",1997-12-17,"98.28"
"2040",1997-12-18,"98.47"
"2041",1997-12-19,"98.54"
"2042",1997-12-22,"98.83"
"2043",1997-12-23,"98.57"
"2044",1997-12-24,"98.51"
"2045",1997-12-26,"98.51"
"2046",1997-12-29,"99.10"
"2047",1997-12-30,"99.28"
"2048",1997-12-31,"99.65"
"2049",1998-01-02,"100.10"
"2050",1998-01-05,"101.06"
"2051",1998-01-06,"101.40"
"2052",1998-01-07,"100.64"
"2053",1998-01-08,"101.02"
"2054",1998-01-09,"100.93"
"2055",1998-01-12,"100.93"
"2056",1998-01-13,"100.71"
"2057",1998-01-14,"100.74"
"2058",1998-01-15,"100.98"
"2059",1998-01-16,"100.99"
"2060",1998-01-19,"101.04"
"2061",1998-01-20,"101.20"
"2062",1998-01-21,"100.24"
"2063",1998-01-22,"99.76"
"2064",1998-01-23,"98.44"
"2065",1998-01-26,"99.16"
"2066",1998-01-27,"98.98"
"2067",1998-01-28,"99.82"
"2068",1998-01-29,"100.58"
"2069",1998-01-30,"100.72"
"2070",1998-02-02,"100.27"
"2071",1998-02-03,"99.86"
"2072",1998-02-04,"99.14"
"2073",1998-02-05,"98.55"
"2074",1998-02-06,"99.52"
"2075",1998-02-09,"99.93"
"2076",1998-02-10,"99.57"
"2077",1998-02-11,"99.94"
"2078",1998-02-12,"99.59"
"2079",1998-02-13,"100.01"
"2080",1998-02-16,"100.12"
"2081",1998-02-17,"100.51"
"2082",1998-02-18,"100.17"
"2083",1998-02-19,"100.00"
"2084",1998-02-20,"100.32"
"2085",1998-02-23,"99.32"
"2086",1998-02-24,"99.35"
"2087",1998-02-25,"100.19"
"2088",1998-02-26,"99.94"
"2089",1998-02-27,"99.83"
"2090",1998-03-02,"99.58"
"2091",1998-03-03,"99.55"
"2092",1998-03-04,"99.90"
"2093",1998-03-05,"100.83"
"2094",1998-03-06,"100.63"
"2095",1998-03-09,"100.31"
"2096",1998-03-10,"100.40"
"2097",1998-03-11,"100.58"
"2098",1998-03-12,"100.39"
"2099",1998-03-13,"99.80"
"2100",1998-03-16,"100.06"
"2101",1998-03-17,"99.99"
"2102",1998-03-18,"100.42"
"2103",1998-03-19,"100.77"
"2104",1998-03-20,"100.64"
"2105",1998-03-23,"100.35"
"2106",1998-03-24,"100.40"
"2107",1998-03-25,"100.20"
"2108",1998-03-26,"99.77"
"2109",1998-03-27,"100.33"
"2110",1998-03-30,"101.34"
"2111",1998-03-31,"101.50"
"2112",1998-04-01,"101.71"
"2113",1998-04-02,"101.84"
"2114",1998-04-03,"101.85"
"2115",1998-04-06,"101.50"
"2116",1998-04-07,"101.22"
"2117",1998-04-08,"100.21"
"2118",1998-04-09,"100.54"
"2119",1998-04-13,"100.44"
"2120",1998-04-14,"99.51"
"2121",1998-04-15,"99.59"
"2122",1998-04-16,"99.81"
"2123",1998-04-17,"99.92"
"2124",1998-04-20,"99.74"
"2125",1998-04-21,"99.22"
"2126",1998-04-22,"99.28"
"2127",1998-04-23,"99.56"
"2128",1998-04-24,"99.38"
"2129",1998-04-27,"99.34"
"2130",1998-04-28,"99.62"
"2131",1998-04-29,"99.73"
"2132",1998-04-30,"99.71"
"2133",1998-05-01,"99.32"
"2134",1998-05-04,"99.24"
"2135",1998-05-05,"98.71"
"2136",1998-05-06,"98.80"
"2137",1998-05-07,"98.89"
"2138",1998-05-08,"99.05"
"2139",1998-05-11,"99.31"
"2140",1998-05-12,"99.39"
"2141",1998-05-13,"99.59"
"2142",1998-05-14,"99.60"
"2143",1998-05-15,"99.92"
"2144",1998-05-18,"100.17"
"2145",1998-05-19,"100.17"
"2146",1998-05-20,"99.50"
"2147",1998-05-21,"98.89"
"2148",1998-05-22,"99.08"
"2149",1998-05-26,"99.75"
"2150",1998-05-27,"100.15"
"2151",1998-05-28,"100.25"
"2152",1998-05-29,"100.48"
"2153",1998-06-01,"100.23"
"2154",1998-06-02,"100.14"
"2155",1998-06-03,"99.80"
"2156",1998-06-04,"99.55"
"2157",1998-06-05,"100.15"
"2158",1998-06-08,"100.40"
"2159",1998-06-09,"100.39"
"2160",1998-06-10,"101.20"
"2161",1998-06-11,"101.94"
"2162",1998-06-12,"101.76"
"2163",1998-06-15,"102.25"
"2164",1998-06-16,"101.41"
"2165",1998-06-17,"100.07"
"2166",1998-06-18,"100.53"
"2167",1998-06-19,"100.12"
"2168",1998-06-22,"100.51"
"2169",1998-06-23,"100.87"
"2170",1998-06-24,"101.12"
"2171",1998-06-25,"101.12"
"2172",1998-06-26,"101.55"
"2173",1998-06-29,"101.64"
"2174",1998-06-30,"101.17"
"2175",1998-07-01,"101.46"
"2176",1998-07-02,"101.98"
"2177",1998-07-03,"101.57"
"2178",1998-07-06,"101.75"
"2179",1998-07-07,"101.67"
"2180",1998-07-08,"101.82"
"2181",1998-07-09,"102.46"
"2182",1998-07-10,"102.09"
"2183",1998-07-13,"101.51"
"2184",1998-07-14,"101.48"
"2185",1998-07-15,"101.37"
"2186",1998-07-16,"100.82"
"2187",1998-07-17,"100.58"
"2188",1998-07-20,"100.47"
"2189",1998-07-21,"100.94"
"2190",1998-07-22,"101.10"
"2191",1998-07-23,"100.97"
"2192",1998-07-24,"100.70"
"2193",1998-07-27,"101.02"
"2194",1998-07-28,"100.36"
"2195",1998-07-29,"100.56"
"2196",1998-07-30,"101.11"
"2197",1998-07-31,"101.14"
"2198",1998-08-03,"101.65"
"2199",1998-08-04,"101.13"
"2200",1998-08-05,"100.84"
"2201",1998-08-06,"101.10"
"2202",1998-08-07,"101.49"
"2203",1998-08-10,"101.48"
"2204",1998-08-11,"101.76"
"2205",1998-08-12,"101.79"
"2206",1998-08-13,"101.65"
"2207",1998-08-14,"102.42"
"2208",1998-08-17,"102.17"
"2209",1998-08-18,"102.40"
"2210",1998-08-19,"102.12"
"2211",1998-08-20,"101.99"
"2212",1998-08-21,"102.18"
"2213",1998-08-24,"102.03"
"2214",1998-08-25,"102.23"
"2215",1998-08-26,"102.57"
"2216",1998-08-27,"101.93"
"2217",1998-08-28,"100.22"
"2218",1998-08-31,"100.20"
"2219",1998-09-01,"99.19"
"2220",1998-09-02,"99.40"
"2221",1998-09-03,"98.38"
"2222",1998-09-04,"98.20"
"2223",1998-09-07,"97.87"
"2224",1998-09-08,"98.18"
"2225",1998-09-09,"98.24"
"2226",1998-09-10,"96.64"
"2227",1998-09-11,"96.50"
"2228",1998-09-14,"96.80"
"2229",1998-09-15,"96.51"
"2230",1998-09-16,"96.76"
"2231",1998-09-17,"96.47"
"2232",1998-09-18,"96.71"
"2233",1998-09-21,"96.77"
"2234",1998-09-22,"96.63"
"2235",1998-09-23,"96.45"
"2236",1998-09-24,"96.22"
"2237",1998-09-25,"96.38"
"2238",1998-09-28,"96.12"
"2239",1998-09-29,"95.82"
"2240",1998-09-30,"96.17"
"2241",1998-10-01,"95.36"
"2242",1998-10-02,"95.37"
"2243",1998-10-05,"94.98"
"2244",1998-10-06,"94.53"
"2245",1998-10-07,"92.37"
"2246",1998-10-08,"93.11"
"2247",1998-10-09,"93.10"
"2248",1998-10-12,"93.80"
"2249",1998-10-13,"93.14"
"2250",1998-10-14,"93.40"
"2251",1998-10-15,"92.20"
"2252",1998-10-16,"92.22"
"2253",1998-10-19,"92.57"
"2254",1998-10-20,"93.02"
"2255",1998-10-21,"93.49"
"2256",1998-10-22,"93.21"
"2257",1998-10-23,"93.17"
"2258",1998-10-26,"94.39"
"2259",1998-10-27,"93.88"
"2260",1998-10-28,"93.92"
"2261",1998-10-29,"93.79"
"2262",1998-10-30,"93.68"
"2263",1998-11-02,"93.56"
"2264",1998-11-03,"93.91"
"2265",1998-11-04,"94.13"
"2266",1998-11-05,"94.02"
"2267",1998-11-06,"94.75"
"2268",1998-11-09,"95.61"
"2269",1998-11-10,"95.70"
"2270",1998-11-11,"95.35"
"2271",1998-11-12,"95.68"
"2272",1998-11-13,"95.74"
"2273",1998-11-16,"94.81"
"2274",1998-11-17,"94.97"
"2275",1998-11-18,"95.28"
"2276",1998-11-19,"95.54"
"2277",1998-11-20,"95.81"
"2278",1998-11-23,"96.32"
"2279",1998-11-24,"96.40"
"2280",1998-11-25,"96.36"
"2281",1998-11-26,"96.35"
"2282",1998-11-27,"96.83"
"2283",1998-11-30,"96.20"
"2284",1998-12-01,"95.59"
"2285",1998-12-02,"94.82"
"2286",1998-12-03,"94.71"
"2287",1998-12-04,"94.91"
"2288",1998-12-07,"95.31"
"2289",1998-12-08,"94.80"
"2290",1998-12-09,"94.65"
"2291",1998-12-10,"93.86"
"2292",1998-12-11,"93.48"
"2293",1998-12-14,"93.39"
"2294",1998-12-15,"93.81"
"2295",1998-12-16,"94.46"
"2296",1998-12-17,"94.31"
"2297",1998-12-18,"94.04"
"2298",1998-12-21,"94.37"
"2299",1998-12-22,"94.50"
"2300",1998-12-23,"94.52"
"2301",1998-12-24,"94.89"
"2302",1998-12-28,"94.66"
"2303",1998-12-29,"94.46"
"2304",1998-12-30,"94.69"
"2305",1998-12-31,"94.17"
"2306",1999-01-04,"93.44"
"2307",1999-01-05,"93.47"
"2308",1999-01-06,"94.53"
"2309",1999-01-07,"93.72"
"2310",1999-01-08,"94.35"
"2311",1999-01-11,"94.66"
"2312",1999-01-12,"94.79"
"2313",1999-01-13,"94.25"
"2314",1999-01-14,"94.03"
"2315",1999-01-15,"94.72"
"2316",1999-01-18,"94.67"
"2317",1999-01-19,"94.52"
"2318",1999-01-20,"94.72"
"2319",1999-01-21,"94.50"
"2320",1999-01-22,"94.66"
"2321",1999-01-25,"94.73"
"2322",1999-01-26,"94.72"
"2323",1999-01-27,"95.68"
"2324",1999-01-28,"95.79"
"2325",1999-01-29,"96.08"
"2326",1999-02-01,"96.23"
"2327",1999-02-02,"95.71"
"2328",1999-02-03,"96.03"
"2329",1999-02-04,"95.68"
"2330",1999-02-05,"96.22"
"2331",1999-02-08,"96.01"
"2332",1999-02-09,"96.28"
"2333",1999-02-10,"95.96"
"2334",1999-02-11,"96.68"
"2335",1999-02-12,"96.31"
"2336",1999-02-15,"96.79"
"2337",1999-02-16,"97.21"
"2338",1999-02-17,"97.06"
"2339",1999-02-18,"97.32"
"2340",1999-02-19,"98.27"
"2341",1999-02-22,"98.52"
"2342",1999-02-23,"98.85"
"2343",1999-02-24,"99.11"
"2344",1999-02-25,"98.57"
"2345",1999-02-26,"98.71"
"2346",1999-03-01,"99.56"
"2347",1999-03-02,"99.37"
"2348",1999-03-03,"99.76"
"2349",1999-03-04,"100.48"
"2350",1999-03-05,"100.24"
"2351",1999-03-08,"99.75"
"2352",1999-03-09,"99.64"
"2353",1999-03-10,"99.01"
"2354",1999-03-11,"98.46"
"2355",1999-03-12,"99.13"
"2356",1999-03-15,"98.89"
"2357",1999-03-16,"98.56"
"2358",1999-03-17,"98.62"
"2359",1999-03-18,"98.57"
"2360",1999-03-19,"99.05"
"2361",1999-03-22,"98.92"
"2362",1999-03-23,"98.92"
"2363",1999-03-24,"99.06"
"2364",1999-03-25,"99.48"
"2365",1999-03-26,"100.19"
"2366",1999-03-29,"100.36"
"2367",1999-03-30,"100.54"
"2368",1999-03-31,"100.10"
"2369",1999-04-01,"100.09"
"2370",1999-04-02,"100.20"
"2371",1999-04-05,"100.74"
"2372",1999-04-06,"99.91"
"2373",1999-04-07,"100.35"
"2374",1999-04-08,"100.44"
"2375",1999-04-09,"100.06"
"2376",1999-04-12,"99.80"
"2377",1999-04-13,"100.06"
"2378",1999-04-14,"99.82"
"2379",1999-04-15,"100.34"
"2380",1999-04-16,"100.08"
"2381",1999-04-19,"100.43"
"2382",1999-04-20,"100.81"
"2383",1999-04-21,"101.17"
"2384",1999-04-22,"100.91"
"2385",1999-04-23,"100.87"
"2386",1999-04-26,"101.02"
"2387",1999-04-27,"100.63"
"2388",1999-04-28,"100.79"
"2389",1999-04-29,"100.94"
"2390",1999-04-30,"101.00"
"2391",1999-05-03,"101.11"
"2392",1999-05-04,"100.68"
"2393",1999-05-05,"99.91"
"2394",1999-05-06,"99.45"
"2395",1999-05-07,"99.99"
"2396",1999-05-10,"99.73"
"2397",1999-05-11,"100.24"
"2398",1999-05-12,"100.70"
"2399",1999-05-13,"100.70"
"2400",1999-05-14,"100.93"
"2401",1999-05-17,"100.86"
"2402",1999-05-18,"100.72"
"2403",1999-05-19,"101.09"
"2404",1999-05-20,"101.34"
"2405",1999-05-21,"101.64"
"2406",1999-05-24,"101.40"
"2407",1999-05-25,"101.38"
"2408",1999-05-26,"102.24"
"2409",1999-05-27,"102.08"
"2410",1999-05-28,"102.51"
"2411",1999-05-31,"102.28"
"2412",1999-06-01,"102.07"
"2413",1999-06-02,"102.79"
"2414",1999-06-03,"102.98"
"2415",1999-06-04,"102.65"
"2416",1999-06-07,"103.11"
"2417",1999-06-08,"101.76"
"2418",1999-06-09,"101.76"
"2419",1999-06-10,"101.58"
"2420",1999-06-11,"101.00"
"2421",1999-06-14,"102.11"
"2422",1999-06-15,"102.21"
"2423",1999-06-16,"102.85"
"2424",1999-06-17,"102.52"
"2425",1999-06-18,"102.31"
"2426",1999-06-21,"102.88"
"2427",1999-06-22,"103.00"
"2428",1999-06-23,"103.04"
"2429",1999-06-24,"102.51"
"2430",1999-06-25,"102.28"
"2431",1999-06-28,"102.85"
"2432",1999-06-29,"103.05"
"2433",1999-06-30,"102.85"
"2434",1999-07-01,"103.66"
"2435",1999-07-02,"103.49"
"2436",1999-07-05,"103.77"
"2437",1999-07-06,"103.78"
"2438",1999-07-07,"103.93"
"2439",1999-07-08,"104.12"
"2440",1999-07-09,"104.44"
"2441",1999-07-12,"104.50"
"2442",1999-07-13,"104.32"
"2443",1999-07-14,"103.93"
"2444",1999-07-15,"104.00"
"2445",1999-07-16,"104.08"
"2446",1999-07-19,"102.92"
"2447",1999-07-20,"102.41"
"2448",1999-07-21,"101.63"
"2449",1999-07-22,"101.49"
"2450",1999-07-23,"101.55"
"2451",1999-07-26,"100.57"
"2452",1999-07-27,"100.79"
"2453",1999-07-28,"100.41"
"2454",1999-07-29,"99.78"
"2455",1999-07-30,"99.75"
"2456",1999-08-02,"99.84"
"2457",1999-08-03,"99.91"
"2458",1999-08-04,"99.27"
"2459",1999-08-05,"99.42"
"2460",1999-08-06,"99.59"
"2461",1999-08-09,"99.98"
"2462",1999-08-10,"99.81"
"2463",1999-08-11,"100.18"
"2464",1999-08-12,"100.09"
"2465",1999-08-13,"100.77"
"2466",1999-08-16,"100.63"
"2467",1999-08-17,"100.84"
"2468",1999-08-18,"100.57"
"2469",1999-08-19,"99.80"
"2470",1999-08-20,"99.55"
"2471",1999-08-23,"100.74"
"2472",1999-08-24,"100.49"
"2473",1999-08-25,"101.30"
"2474",1999-08-26,"101.21"
"2475",1999-08-27,"101.02"
"2476",1999-08-30,"100.94"
"2477",1999-08-31,"99.95"
"2478",1999-09-01,"99.79"
"2479",1999-09-02,"99.25"
"2480",1999-09-03,"99.78"
"2481",1999-09-06,"99.89"
"2482",1999-09-07,"100.00"
"2483",1999-09-08,"99.88"
"2484",1999-09-09,"99.63"
"2485",1999-09-10,"101.02"
"2486",1999-09-13,"100.38"
"2487",1999-09-14,"100.73"
"2488",1999-09-15,"100.20"
"2489",1999-09-16,"100.20"
"2490",1999-09-17,"100.34"
"2491",1999-09-20,"100.51"
"2492",1999-09-21,"99.60"
"2493",1999-09-22,"99.75"
"2494",1999-09-23,"99.72"
"2495",1999-09-24,"99.64"
"2496",1999-09-27,"99.69"
"2497",1999-09-28,"99.18"
"2498",1999-09-29,"98.80"
"2499",1999-09-30,"98.54"
"2500",1999-10-01,"98.06"
"2501",1999-10-04,"98.04"
"2502",1999-10-05,"97.98"
"2503",1999-10-06,"98.48"
"2504",1999-10-07,"98.38"
"2505",1999-10-08,"99.02"
"2506",1999-10-11,"98.71"
"2507",1999-10-12,"97.95"
"2508",1999-10-13,"97.89"
"2509",1999-10-14,"97.92"
"2510",1999-10-15,"97.04"
"2511",1999-10-18,"97.42"
"2512",1999-10-19,"97.38"
"2513",1999-10-20,"98.13"
"2514",1999-10-21,"97.48"
"2515",1999-10-22,"98.48"
"2516",1999-10-25,"98.34"
"2517",1999-10-26,"98.82"
"2518",1999-10-27,"99.30"
"2519",1999-10-28,"99.37"
"2520",1999-10-29,"99.06"
"2521",1999-11-01,"99.31"
"2522",1999-11-02,"99.18"
"2523",1999-11-03,"99.50"
"2524",1999-11-04,"100.43"
"2525",1999-11-05,"100.28"
"2526",1999-11-08,"100.35"
"2527",1999-11-09,"100.23"
"2528",1999-11-10,"99.79"
"2529",1999-11-11,"100.08"
"2530",1999-11-12,"100.75"
"2531",1999-11-15,"100.69"
"2532",1999-11-16,"100.79"
"2533",1999-11-17,"100.20"
"2534",1999-11-18,"101.00"
"2535",1999-11-19,"100.89"
"2536",1999-11-22,"100.60"
"2537",1999-11-23,"100.83"
"2538",1999-11-24,"101.72"
"2539",1999-11-25,"101.54"
"2540",1999-11-26,"101.35"
"2541",1999-11-29,"101.86"
"2542",1999-11-30,"101.99"
"2543",1999-12-01,"102.09"
"2544",1999-12-02,"102.52"
"2545",1999-12-03,"102.51"
"2546",1999-12-06,"101.13"
"2547",1999-12-07,"100.82"
"2548",1999-12-08,"100.71"
"2549",1999-12-09,"101.02"
"2550",1999-12-10,"101.66"
"2551",1999-12-13,"101.67"
"2552",1999-12-14,"102.35"
"2553",1999-12-15,"102.40"
"2554",1999-12-16,"101.60"
"2555",1999-12-17,"102.18"
"2556",1999-12-20,"101.85"
"2557",1999-12-21,"101.93"
"2558",1999-12-22,"101.87"
"2559",1999-12-23,"101.44"
"2560",1999-12-24,"101.58"
"2561",1999-12-27,"101.58"
"2562",1999-12-28,"101.94"
"2563",1999-12-29,"101.98"
"2564",1999-12-30,"101.82"
"2565",1999-12-31,"101.87"
"2566",2000-01-03,"100.22"
"2567",2000-01-04,"100.41"
"2568",2000-01-05,"100.38"
"2569",2000-01-06,"100.48"
"2570",2000-01-07,"100.72"
"2571",2000-01-10,"100.99"
"2572",2000-01-11,"100.56"
"2573",2000-01-12,"100.62"
"2574",2000-01-13,"101.00"
"2575",2000-01-14,"101.72"
"2576",2000-01-17,"101.77"
"2577",2000-01-18,"101.86"
"2578",2000-01-19,"101.76"
"2579",2000-01-20,"101.36"
"2580",2000-01-21,"101.81"
"2581",2000-01-24,"102.20"
"2582",2000-01-25,"102.41"
"2583",2000-01-26,"102.44"
"2584",2000-01-27,"103.17"
"2585",2000-01-28,"104.48"
"2586",2000-01-31,"105.13"
"2587",2000-02-01,"104.92"
"2588",2000-02-02,"104.79"
"2589",2000-02-03,"103.80"
"2590",2000-02-04,"104.29"
"2591",2000-02-07,"104.64"
"2592",2000-02-08,"104.22"
"2593",2000-02-09,"103.50"
"2594",2000-02-10,"104.13"
"2595",2000-02-11,"104.10"
"2596",2000-02-14,"104.72"
"2597",2000-02-15,"104.69"
"2598",2000-02-16,"104.28"
"2599",2000-02-17,"104.27"
"2600",2000-02-18,"104.63"
"2601",2000-02-21,"104.51"
"2602",2000-02-22,"103.28"
"2603",2000-02-23,"103.53"
"2604",2000-02-24,"104.01"
"2605",2000-02-25,"105.26"
"2606",2000-02-28,"105.27"
"2607",2000-02-29,"105.92"
"2608",2000-03-01,"104.89"
"2609",2000-03-02,"105.78"
"2610",2000-03-03,"106.00"
"2611",2000-03-06,"106.16"
"2612",2000-03-07,"106.01"
"2613",2000-03-08,"105.96"
"2614",2000-03-09,"105.37"
"2615",2000-03-10,"105.71"
"2616",2000-03-13,"105.50"
"2617",2000-03-14,"105.20"
"2618",2000-03-15,"105.38"
"2619",2000-03-16,"105.18"
"2620",2000-03-17,"105.20"
"2621",2000-03-20,"105.15"
"2622",2000-03-21,"105.81"
"2623",2000-03-22,"106.04"
"2624",2000-03-23,"105.23"
"2625",2000-03-24,"104.77"
"2626",2000-03-27,"105.30"
"2627",2000-03-28,"105.53"
"2628",2000-03-29,"106.22"
"2629",2000-03-30,"105.47"
"2630",2000-03-31,"105.44"
"2631",2000-04-03,"105.54"
"2632",2000-04-04,"105.17"
"2633",2000-04-05,"105.29"
"2634",2000-04-06,"105.52"
"2635",2000-04-07,"105.97"
"2636",2000-04-10,"105.68"
"2637",2000-04-11,"105.94"
"2638",2000-04-12,"105.96"
"2639",2000-04-13,"106.14"
"2640",2000-04-14,"105.47"
"2641",2000-04-17,"106.13"
"2642",2000-04-18,"106.63"
"2643",2000-04-19,"107.13"
"2644",2000-04-20,"107.45"
"2645",2000-04-24,"107.28"
"2646",2000-04-25,"108.67"
"2647",2000-04-26,"108.55"
"2648",2000-04-27,"109.57"
"2649",2000-04-28,"110.14"
"2650",2000-05-01,"109.63"
"2651",2000-05-02,"110.26"
"2652",2000-05-03,"111.26"
"2653",2000-05-04,"111.80"
"2654",2000-05-05,"111.31"
"2655",2000-05-08,"111.45"
"2656",2000-05-09,"110.75"
"2657",2000-05-10,"110.80"
"2658",2000-05-11,"111.52"
"2659",2000-05-12,"109.90"
"2660",2000-05-15,"110.56"
"2661",2000-05-16,"111.31"
"2662",2000-05-17,"112.10"
"2663",2000-05-18,"112.09"
"2664",2000-05-19,"111.47"
"2665",2000-05-22,"111.18"
"2666",2000-05-23,"111.44"
"2667",2000-05-24,"111.22"
"2668",2000-05-25,"110.74"
"2669",2000-05-26,"109.12"
"2670",2000-05-30,"108.93"
"2671",2000-05-31,"108.74"
"2672",2000-06-01,"109.05"
"2673",2000-06-02,"108.12"
"2674",2000-06-05,"107.46"
"2675",2000-06-06,"106.59"
"2676",2000-06-07,"106.18"
"2677",2000-06-08,"106.73"
"2678",2000-06-09,"106.99"
"2679",2000-06-12,"106.97"
"2680",2000-06-13,"106.40"
"2681",2000-06-14,"106.46"
"2682",2000-06-15,"106.88"
"2683",2000-06-16,"105.96"
"2684",2000-06-19,"106.33"
"2685",2000-06-20,"106.64"
"2686",2000-06-21,"107.43"
"2687",2000-06-22,"107.94"
"2688",2000-06-23,"108.10"
"2689",2000-06-26,"108.20"
"2690",2000-06-27,"107.36"
"2691",2000-06-28,"107.67"
"2692",2000-06-29,"106.91"
"2693",2000-06-30,"106.84"
"2694",2000-07-03,"107.09"
"2695",2000-07-04,"107.29"
"2696",2000-07-05,"107.12"
"2697",2000-07-06,"107.40"
"2698",2000-07-07,"107.65"
"2699",2000-07-10,"106.91"
"2700",2000-07-11,"107.09"
"2701",2000-07-12,"108.04"
"2702",2000-07-13,"108.54"
"2703",2000-07-14,"108.45"
"2704",2000-07-17,"108.62"
"2705",2000-07-18,"109.38"
"2706",2000-07-19,"109.54"
"2707",2000-07-20,"108.62"
"2708",2000-07-21,"108.44"
"2709",2000-07-24,"108.63"
"2710",2000-07-25,"108.31"
"2711",2000-07-26,"107.97"
"2712",2000-07-27,"108.92"
"2713",2000-07-28,"109.74"
"2714",2000-07-31,"109.61"
"2715",2000-08-01,"110.60"
"2716",2000-08-02,"110.48"
"2717",2000-08-03,"110.98"
"2718",2000-08-04,"110.85"
"2719",2000-08-07,"110.85"
"2720",2000-08-08,"111.32"
"2721",2000-08-09,"111.44"
"2722",2000-08-10,"110.90"
"2723",2000-08-11,"111.21"
"2724",2000-08-14,"111.08"
"2725",2000-08-15,"110.51"
"2726",2000-08-16,"110.27"
"2727",2000-08-17,"110.23"
"2728",2000-08-18,"111.01"
"2729",2000-08-21,"111.46"
"2730",2000-08-22,"111.79"
"2731",2000-08-23,"111.42"
"2732",2000-08-24,"111.23"
"2733",2000-08-25,"111.35"
"2734",2000-08-28,"111.50"
"2735",2000-08-29,"112.20"
"2736",2000-08-30,"112.14"
"2737",2000-08-31,"112.60"
"2738",2000-09-01,"111.42"
"2739",2000-09-04,"111.59"
"2740",2000-09-05,"112.32"
"2741",2000-09-06,"114.17"
